,fixture_id,fixture_referee,fixture_date,venue_name,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,home_rank,home_elo,away_rank,away_elo
34,194536,M Clattenburg,2010-09-19,Stamford Bridge (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 34,49,Chelsea,https://media-4.api-sports.io/football/teams/49.png,True,1356,Blackpool,https://media-4.api-sports.io/football/teams/1356.png,False,4,0,4,0,4,0,2,1968.45922852,89,1594.10339355
35,194518,M Atkinson,2010-09-25,Boleyn Ground (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,48,West Ham,https://media-4.api-sports.io/football/teams/48.png,True,47,Tottenham,https://media-4.api-sports.io/football/teams/47.png,False,1,0,1,0,1,0,77,1620.97619629,12,1789.62036133
36,194523,M Oliver,2010-09-25,Emirates Stadium (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,42,Arsenal,https://media-4.api-sports.io/football/teams/42.png,False,60,West Brom,https://media-4.api-sports.io/football/teams/60.png,True,2,3,0,0,2,3,6,1888.62194824,66,1645.96228027
37,194520,H Webb,2010-09-25,Craven Cottage (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,0,45,Everton,https://media-4.api-sports.io/football/teams/45.png,0,0,0,0,0,0,0,29,1732.75048828,22,1753.03259277
38,194521,M Dean,2010-09-25,Bloomfield Road (Blackpool),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,1356,Blackpool,https://media-4.api-sports.io/football/teams/1356.png,False,67,Blackburn,https://media-4.api-sports.io/football/teams/67.png,True,1,2,0,1,1,2,91,1592.5513916,40,1698.71350098
39,194522,M Clattenburg,2010-09-25,St. Andrew's Stadium (Birmingham),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,54,Birmingham,https://media-4.api-sports.io/football/teams/54.png,0,61,Wigan,https://media-4.api-sports.io/football/teams/61.png,0,0,0,0,0,0,0,62,1652.43261719,94,1580.26794434
40,194519,S Attwell,2010-09-25,Anfield (Liverpool),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,40,Liverpool,https://media-4.api-sports.io/football/teams/40.png,0,746,Sunderland,https://media-4.api-sports.io/football/teams/746.png,0,2,2,1,1,2,2,8,1838.08789062,61,1653.31677246
41,194525,M Halsey,2010-09-26,"Molineux Stadium (Wolverhampton, West Midlands)",Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 33,39,Wolves,https://media-4.api-sports.io/football/teams/39.png,False,66,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,True,1,2,0,1,1,2,82,1614.53564453,30,1725.83496094
42,194507,L Mason,2010-10-02,The DW Stadium (Wigan),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,61,Wigan,https://media-4.api-sports.io/football/teams/61.png,True,39,Wolves,https://media-4.api-sports.io/football/teams/39.png,False,2,0,0,0,2,0,94,1588.24682617,82,1610.73791504
43,194508,A Marriner,2010-10-02,Boleyn Ground (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,48,West Ham,https://media-4.api-sports.io/football/teams/48.png,0,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,0,1,1,0,1,1,1,74,1634.6776123,30,1734.4765625
44,194510,M Clattenburg,2010-10-02,White Hart Lane (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,47,Tottenham,https://media-4.api-sports.io/football/teams/47.png,True,66,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,False,2,1,1,1,2,1,11,1790.78491211,29,1736.95495605
45,194509,P Walton,2010-10-02,"The Hawthorns, West Bromwich (West Bromwich)",Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,60,West Brom,https://media-4.api-sports.io/football/teams/60.png,0,68,Bolton,https://media-4.api-sports.io/football/teams/68.png,0,1,1,0,0,1,1,52,1664.44262695,64,1651.09741211
46,194513,P Dowd,2010-10-02,St. Andrew's Stadium (Birmingham),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,54,Birmingham,https://media-4.api-sports.io/football/teams/54.png,False,45,Everton,https://media-4.api-sports.io/football/teams/45.png,True,0,2,0,0,0,2,63,1651.77612305,21,1758.62890625
47,194516,M Dean,2010-10-03,Stamford Bridge (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,49,Chelsea,https://media-4.api-sports.io/football/teams/49.png,True,42,Arsenal,https://media-4.api-sports.io/football/teams/42.png,False,2,0,1,0,2,0,2,1967.29980469,6,1881.57897949
48,194515,M Jones,2010-10-03,Anfield (Liverpool),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 32,40,Liverpool,https://media-4.api-sports.io/football/teams/40.png,False,1356,Blackpool,https://media-4.api-sports.io/football/teams/1356.png,True,1,2,0,2,1,2,8,1830.25097656,93,1588.79370117
49,194497,M Clattenburg,2010-10-16,"Molineux Stadium (Wolverhampton, West Midlands)",Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,39,Wolves,https://media-4.api-sports.io/football/teams/39.png,0,48,West Ham,https://media-4.api-sports.io/football/teams/48.png,0,1,1,1,0,1,1,89,1601.55517578,74,1634.99157715
50,194498,M Halsey,2010-10-16,Sports Direct Arena (Newcastle-upon-Tyne),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,34,Newcastle,https://media-4.api-sports.io/football/teams/34.png,0,61,Wigan,https://media-4.api-sports.io/football/teams/61.png,0,2,2,0,2,2,2,42,1691.20983887,91,1597.42956543
51,194500,M Dean,2010-10-16,Craven Cottage (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,False,47,Tottenham,https://media-4.api-sports.io/football/teams/47.png,True,1,2,1,1,1,2,30,1734.16259766,12,1795.53857422
52,194502,M Atkinson,2010-10-16,Emirates Stadium (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,42,Arsenal,https://media-4.api-sports.io/football/teams/42.png,True,54,Birmingham,https://media-4.api-sports.io/football/teams/54.png,False,2,1,1,1,2,1,6,1876.03417969,69,1640.97619629
53,194503,L Mason,2010-10-16,Villa Park (Birmingham),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,66,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,0,49,Chelsea,https://media-4.api-sports.io/football/teams/49.png,0,0,0,0,0,0,0,32,1732.20129395,2,1972.84460449
54,194504,H Webb,2010-10-17,Goodison Park (Liverpool),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,45,Everton,https://media-4.api-sports.io/football/teams/45.png,True,40,Liverpool,https://media-4.api-sports.io/football/teams/40.png,False,2,0,1,0,2,0,20,1769.42883301,9,1815.2902832
55,194506,L Probert,2010-10-18,Ewood Park (Blackburn),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 31,67,Blackburn,https://media-4.api-sports.io/football/teams/67.png,0,746,Sunderland,https://media-4.api-sports.io/football/teams/746.png,0,0,0,0,0,0,0,40,1702.87939453,50,1668.83398438
56,194487,M Jones,2010-10-23,White Hart Lane (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,47,Tottenham,https://media-4.api-sports.io/football/teams/47.png,0,45,Everton,https://media-4.api-sports.io/football/teams/45.png,0,1,1,1,1,1,1,11,1804.13842773,16,1783.10412598
57,194488,H Webb,2010-10-23,The DW Stadium (Wigan),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,61,Wigan,https://media-4.api-sports.io/football/teams/61.png,0,68,Bolton,https://media-4.api-sports.io/football/teams/68.png,0,1,1,0,0,1,1,83,1605.65161133,53,1664.04504395
58,194493,C Foy,2010-10-23,Boleyn Ground (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,48,West Ham,https://media-4.api-sports.io/football/teams/48.png,False,34,Newcastle,https://media-4.api-sports.io/football/teams/34.png,True,1,2,1,1,1,2,67,1639.95935059,43,1689.90515137
59,194490,M Halsey,2010-10-23,Stadium of Light (Sunderland),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,746,Sunderland,https://media-4.api-sports.io/football/teams/746.png,True,66,Aston Villa,https://media-4.api-sports.io/football/teams/66.png,False,1,0,1,0,1,0,49,1675.54504395,29,1739.83215332
60,194491,L Probert,2010-10-23,Stamford Bridge (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,49,Chelsea,https://media-4.api-sports.io/football/teams/49.png,True,39,Wolves,https://media-4.api-sports.io/football/teams/39.png,False,2,0,1,0,2,0,2,1976.44177246,89,1603.50476074
61,194492,A Taylor,2010-10-23,St. Andrew's Stadium (Birmingham),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,54,Birmingham,https://media-4.api-sports.io/football/teams/54.png,True,1356,Blackpool,https://media-4.api-sports.io/football/teams/1356.png,False,2,0,1,0,2,0,65,1642.55786133,90,1602.4552002
62,194489,K Friend,2010-10-23,"The Hawthorns, West Bromwich (West Bromwich)",Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,60,West Brom,https://media-4.api-sports.io/football/teams/60.png,True,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,False,2,1,2,1,2,1,51,1672.98693848,31,1728.8013916
63,194495,P Dowd,2010-10-24,Anfield (Liverpool),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 30,40,Liverpool,https://media-4.api-sports.io/football/teams/40.png,True,67,Blackburn,https://media-4.api-sports.io/football/teams/67.png,False,2,1,0,0,2,1,10,1807.95495605,37,1703.08569336
64,194478,A Marriner,2010-10-30,Craven Cottage (London),Match Finished,FT,90,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2010,Regular Season - 29,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,True,61,Wigan,https://media-4.api-sports.io/football/teams/61.png,False,2,0,2,0,2,0,32,1721.27270508,85,1605.03222656
