,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
,,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,Newcastle Utd,2018-04-23 Everton-Newcastle Utd,2018-04-23,Matchweek 35,Mon,Away,L,0,1,Everton,1,0,0,11,10,1,23,13,13,0,0,0,68,27,30,47.4,20:00:00
ENG-Premier League,1718,Newcastle Utd,2018-04-28 Newcastle Utd-West Brom,2018-04-28,Matchweek 36,Sat,Home,L,0,1,West Brom,1,0,0,8,11,0,32,11,13,0,0,0,59,28,20,58.3,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-05-05 Watford-Newcastle Utd,2018-05-05,Matchweek 37,Sat,Away,L,1,2,Watford,1,0,0,11,9,3,30,8,5,0,1,0,57,24,17,58.5,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-05-09 Tottenham-Newcastle Utd,2018-05-09,Matchweek 31,Wed,Away,L,0,1,Tottenham,3,0,0,8,10,1,16,3,15,0,0,0,50,24,18,57.1,20:00:00
ENG-Premier League,1718,Newcastle Utd,2018-05-13 Newcastle Utd-Chelsea,2018-05-13,Matchweek 38,Sun,Home,W,3,0,Chelsea,0,0,0,11,9,0,15,18,10,0,0,0,55,11,26,29.7,15:00:00
ENG-Premier League,1718,Southampton,2017-08-12 Southampton-Swansea City,2017-08-12,Matchweek 1,Sat,Home,D,0,0,Swansea City,2,0,0,10,12,0,35,12,10,0,0,0,58,17,17,50.0,15:00:00
ENG-Premier League,1718,Southampton,2017-08-19 Southampton-West Ham,2017-08-19,Matchweek 2,Sat,Home,W,3,2,West Ham,1,0,0,18,10,1,26,8,7,2,0,0,56,16,25,39.0,15:00:00
ENG-Premier League,1718,Southampton,2017-08-26 Huddersfield-Southampton,2017-08-26,Matchweek 3,Sat,Away,D,0,0,Huddersfield,1,0,0,10,10,3,8,10,11,0,0,0,58,17,24,41.5,15:00:00
ENG-Premier League,1718,Southampton,2017-09-09 Southampton-Watford,2017-09-09,Matchweek 4,Sat,Home,L,0,2,Watford,0,0,0,8,11,2,22,12,9,0,0,0,55,19,23,45.2,15:00:00
ENG-Premier League,1718,Southampton,2017-09-16 Crystal Palace-Southampton,2017-09-16,Matchweek 5,Sat,Away,W,1,0,Crystal Palace,1,0,0,13,13,1,16,10,11,0,0,0,67,20,19,51.3,12:30:00
ENG-Premier League,1718,Southampton,2017-09-23 Southampton-Manchester Utd,2017-09-23,Matchweek 6,Sat,Home,L,0,1,Manchester Utd,1,0,0,12,9,3,31,11,13,0,0,0,65,6,17,26.1,15:00:00
ENG-Premier League,1718,Southampton,2017-09-30 Stoke City-Southampton,2017-09-30,Matchweek 7,Sat,Away,L,1,2,Stoke City,2,0,0,10,11,3,27,14,10,0,1,0,59,21,29,42.0,15:00:00
ENG-Premier League,1718,Southampton,2017-10-15 Southampton-Newcastle Utd,2017-10-15,Matchweek 8,Sun,Home,D,2,2,Newcastle Utd,1,0,0,11,12,1,21,11,11,1,0,0,54,27,18,60.0,16:00:00
ENG-Premier League,1718,Southampton,2017-10-21 Southampton-West Brom,2017-10-21,Matchweek 9,Sat,Home,W,1,0,West Brom,0,0,0,10,7,2,29,8,16,0,0,0,66,20,19,51.3,17:30:00
ENG-Premier League,1718,Southampton,2017-10-29 Brighton-Southampton,2017-10-29,Matchweek 10,Sun,Away,D,1,1,Brighton,1,0,0,10,8,1,21,7,10,0,0,0,55,9,16,36.0,13:30:00
ENG-Premier League,1718,Southampton,2017-11-04 Southampton-Burnley,2017-11-04,Matchweek 11,Sat,Home,L,0,1,Burnley,0,0,0,4,4,2,26,4,11,0,0,0,58,15,23,39.5,15:00:00
ENG-Premier League,1718,Southampton,2017-11-18 Liverpool-Southampton,2017-11-18,Matchweek 12,Sat,Away,L,0,3,Liverpool,1,0,0,9,14,2,12,12,20,0,0,0,56,17,10,63.0,15:00:00
ENG-Premier League,1718,Southampton,2017-11-26 Southampton-Everton,2017-11-26,Matchweek 13,Sun,Home,W,4,1,Everton,0,0,0,6,13,0,32,9,13,0,0,0,58,26,24,52.0,13:30:00
ENG-Premier League,1718,Southampton,2017-11-29 Manchester City-Southampton,2017-11-29,Matchweek 14,Wed,Away,L,1,2,Manchester City,1,0,0,11,12,1,8,24,13,0,0,0,60,12,19,38.7,20:00:00
ENG-Premier League,1718,Southampton,2017-12-03 Bournemouth-Southampton,2017-12-03,Matchweek 15,Sun,Away,D,1,1,Bournemouth,1,0,0,12,5,6,23,27,17,0,0,0,70,23,12,65.7,13:30:00
ENG-Premier League,1718,Southampton,2017-12-10 Southampton-Arsenal,2017-12-10,Matchweek 16,Sun,Home,D,1,1,Arsenal,2,0,0,12,9,4,11,20,10,0,0,0,57,9,12,42.9,12:00:00
ENG-Premier League,1718,Southampton,2017-12-13 Southampton-Leicester City,2017-12-13,Matchweek 17,Wed,Home,L,1,4,Leicester City,1,0,0,13,8,3,25,10,14,0,0,0,52,20,16,55.6,19:45:00
ENG-Premier League,1718,Southampton,2017-12-16 Chelsea-Southampton,2017-12-16,Matchweek 18,Sat,Away,L,0,1,Chelsea,3,0,0,16,8,2,13,15,16,0,0,0,54,12,9,57.1,15:00:00
ENG-Premier League,1718,Southampton,2017-12-23 Southampton-Huddersfield,2017-12-23,Matchweek 19,Sat,Home,D,1,1,Huddersfield,2,0,0,16,9,3,23,15,6,0,0,0,75,21,18,53.8,15:00:00
ENG-Premier League,1718,Southampton,2017-12-26 Tottenham-Southampton,2017-12-26,Matchweek 20,Tue,Away,L,2,5,Tottenham,2,0,0,15,7,1,22,18,19,0,0,0,61,9,15,37.5,12:30:00
ENG-Premier League,1718,Southampton,2017-12-30 Manchester Utd-Southampton,2017-12-30,Matchweek 21,Sat,Away,D,0,0,Manchester Utd,4,0,0,13,12,2,21,8,11,0,0,0,58,13,21,38.2,17:30:00
ENG-Premier League,1718,Southampton,2018-01-02 Southampton-Crystal Palace,2018-01-02,Matchweek 22,Tue,Home,L,1,2,Crystal Palace,0,0,0,8,11,1,16,14,19,0,0,0,65,16,23,41.0,19:45:00
ENG-Premier League,1718,Southampton,2018-01-13 Watford-Southampton,2018-01-13,Matchweek 23,Sat,Away,D,2,2,Watford,5,0,0,13,10,3,19,12,12,0,0,0,54,26,29,47.3,15:00:00
ENG-Premier League,1718,Southampton,2018-01-21 Southampton-Tottenham,2018-01-21,Matchweek 24,Sun,Home,D,1,1,Tottenham,2,0,0,8,15,2,15,14,16,0,0,0,63,9,16,36.0,16:00:00
ENG-Premier League,1718,Southampton,2018-01-31 Southampton-Brighton,2018-01-31,Matchweek 25,Wed,Home,D,1,1,Brighton,3,0,0,8,9,0,37,12,8,0,1,0,56,18,39,31.6,19:45:00
ENG-Premier League,1718,Southampton,2018-02-03 West Brom-Southampton,2018-02-03,Matchweek 26,Sat,Away,W,3,2,West Brom,1,0,0,10,12,2,22,6,8,0,0,0,57,25,29,46.3,15:00:00
ENG-Premier League,1718,Southampton,2018-02-11 Southampton-Liverpool,2018-02-11,Matchweek 27,Sun,Home,L,0,2,Liverpool,1,0,0,5,7,5,21,16,9,0,0,0,71,21,19,52.5,16:30:00
ENG-Premier League,1718,Southampton,2018-02-24 Burnley-Southampton,2018-02-24,Matchweek 28,Sat,Away,D,1,1,Burnley,0,0,0,14,6,0,15,11,16,0,0,0,64,24,28,46.2,15:00:00
ENG-Premier League,1718,Southampton,2018-03-03 Southampton-Stoke City,2018-03-03,Matchweek 29,Sat,Home,D,0,0,Stoke City,0,0,0,8,13,2,44,5,10,0,0,0,51,14,26,35.0,15:00:00
ENG-Premier League,1718,Southampton,2018-03-10 Newcastle Utd-Southampton,2018-03-10,Matchweek 30,Sat,Away,L,0,3,Newcastle Utd,2,0,0,10,10,1,24,4,10,0,0,0,54,20,28,41.7,15:00:00
ENG-Premier League,1718,Southampton,2018-03-31 West Ham-Southampton,2018-03-31,Matchweek 32,Sat,Away,L,0,3,West Ham,3,0,0,16,9,0,19,10,12,0,0,0,57,16,20,44.4,15:00:00
ENG-Premier League,1718,Southampton,2018-04-08 Arsenal-Southampton,2018-04-08,Matchweek 33,Sun,Away,L,2,3,Arsenal,1,1,0,7,11,2,23,22,7,0,0,0,57,23,23,50.0,14:15:00
ENG-Premier League,1718,Southampton,2018-04-14 Southampton-Chelsea,2018-04-14,Matchweek 34,Sat,Home,L,2,3,Chelsea,5,0,0,13,12,1,20,15,12,0,0,0,56,11,23,32.4,12:30:00
ENG-Premier League,1718,Southampton,2018-04-19 Leicester City-Southampton,2018-04-19,Matchweek 35,Thu,Away,D,0,0,Leicester City,0,0,0,10,10,2,20,14,8,0,0,0,51,13,26,33.3,19:45:00
ENG-Premier League,1718,Southampton,2018-04-28 Southampton-Bournemouth,2018-04-28,Matchweek 36,Sat,Home,W,2,1,Bournemouth,5,0,0,12,11,1,12,15,17,0,0,0,59,22,21,51.2,15:00:00
ENG-Premier League,1718,Southampton,2018-05-05 Everton-Southampton,2018-05-05,Matchweek 37,Sat,Away,D,1,1,Everton,6,1,1,12,13,4,12,9,12,0,0,0,51,22,31,41.5,17:30:00
ENG-Premier League,1718,Southampton,2018-05-08 Swansea City-Southampton,2018-05-08,Matchweek 31,Tue,Away,W,1,0,Swansea City,1,0,0,15,7,0,18,7,7,0,0,0,55,42,36,53.8,19:45:00
ENG-Premier League,1718,Southampton,2018-05-13 Southampton-Manchester City,2018-05-13,Matchweek 38,Sun,Home,L,0,1,Manchester City,3,0,0,8,7,4,11,11,13,0,0,0,49,16,18,47.1,15:00:00
ENG-Premier League,1718,Stoke City,2017-08-12 Everton-Stoke City,2017-08-12,Matchweek 1,Sat,Away,L,0,1,Everton,1,0,0,10,13,6,27,24,12,0,0,0,38,23,19,54.8,15:00:00
ENG-Premier League,1718,Stoke City,2017-08-19 Stoke City-Arsenal,2017-08-19,Matchweek 2,Sat,Home,W,1,0,Arsenal,0,0,0,6,11,4,10,8,11,0,0,0,38,17,9,65.4,17:30:00
ENG-Premier League,1718,Stoke City,2017-08-27 West Brom-Stoke City,2017-08-27,Matchweek 3,Sun,Away,D,1,1,West Brom,2,0,0,9,10,0,22,7,11,0,0,0,26,28,12,70.0,13:30:00
ENG-Premier League,1718,Stoke City,2017-09-09 Stoke City-Manchester Utd,2017-09-09,Matchweek 4,Sat,Home,D,2,2,Manchester Utd,0,0,0,10,10,1,14,7,13,0,0,0,38,13,16,44.8,17:30:00
ENG-Premier League,1718,Stoke City,2017-09-16 Newcastle Utd-Stoke City,2017-09-16,Matchweek 5,Sat,Away,L,1,2,Newcastle Utd,1,0,0,11,12,1,14,9,11,0,0,0,44,21,22,48.8,15:00:00
ENG-Premier League,1718,Stoke City,2017-09-23 Stoke City-Chelsea,2017-09-23,Matchweek 6,Sat,Home,L,0,4,Chelsea,2,0,0,5,13,0,27,13,12,0,0,0,54,7,11,38.9,15:00:00
ENG-Premier League,1718,Stoke City,2017-09-30 Stoke City-Southampton,2017-09-30,Matchweek 7,Sat,Home,W,2,1,Southampton,1,0,0,11,10,1,10,12,7,1,0,0,48,29,21,58.0,15:00:00
ENG-Premier League,1718,Stoke City,2017-10-14 Manchester City-Stoke City,2017-10-14,Matchweek 8,Sat,Away,L,2,7,Manchester City,1,0,0,8,5,1,2,11,9,0,0,0,33,7,18,28.0,15:00:00
ENG-Premier League,1718,Stoke City,2017-10-21 Stoke City-Bournemouth,2017-10-21,Matchweek 9,Sat,Home,L,1,2,Bournemouth,0,0,0,17,9,4,33,9,10,0,1,0,67,23,19,54.8,15:00:00
ENG-Premier League,1718,Stoke City,2017-10-28 Watford-Stoke City,2017-10-28,Matchweek 10,Sat,Away,W,1,0,Watford,4,0,0,9,10,2,3,8,14,0,0,0,53,30,21,58.8,15:00:00
ENG-Premier League,1718,Stoke City,2017-11-04 Stoke City-Leicester City,2017-11-04,Matchweek 11,Sat,Home,D,2,2,Leicester City,0,0,0,12,8,0,20,12,11,0,0,0,47,27,26,50.9,12:30:00
ENG-Premier League,1718,Stoke City,2017-11-20 Brighton-Stoke City,2017-11-20,Matchweek 12,Mon,Away,D,2,2,Brighton,0,0,0,5,12,1,23,14,7,0,0,0,44,22,9,71.0,20:00:00
ENG-Premier League,1718,Stoke City,2017-11-25 Crystal Palace-Stoke City,2017-11-25,Matchweek 13,Sat,Away,L,1,2,Crystal Palace,1,0,0,5,9,1,15,23,15,0,0,0,64,15,13,53.6,15:00:00
ENG-Premier League,1718,Stoke City,2017-11-29 Stoke City-Liverpool,2017-11-29,Matchweek 14,Wed,Home,L,0,3,Liverpool,1,0,0,8,9,4,21,18,11,0,0,0,44,33,25,56.9,20:00:00
ENG-Premier League,1718,Stoke City,2017-12-02 Stoke City-Swansea City,2017-12-02,Matchweek 15,Sat,Home,W,2,1,Swansea City,2,0,0,12,10,3,12,13,9,0,0,0,39,25,18,58.1,15:00:00
ENG-Premier League,1718,Stoke City,2017-12-09 Tottenham-Stoke City,2017-12-09,Matchweek 16,Sat,Away,L,1,5,Tottenham,0,0,0,9,12,2,16,13,12,0,0,1,49,21,19,52.5,15:00:00
ENG-Premier League,1718,Stoke City,2017-12-12 Burnley-Stoke City,2017-12-12,Matchweek 17,Tue,Away,L,0,1,Burnley,0,0,0,14,6,2,14,7,14,0,0,0,60,44,29,60.3,19:45:00
ENG-Premier League,1718,Stoke City,2017-12-16 Stoke City-West Ham,2017-12-16,Matchweek 18,Sat,Home,L,0,3,West Ham,2,0,0,12,13,0,30,9,19,0,1,0,49,25,19,56.8,16:00:00
ENG-Premier League,1718,Stoke City,2017-12-23 Stoke City-West Brom,2017-12-23,Matchweek 19,Sat,Home,W,3,1,West Brom,1,0,0,9,11,0,18,16,11,0,0,0,43,33,23,58.9,15:00:00
ENG-Premier League,1718,Stoke City,2017-12-26 Huddersfield-Stoke City,2017-12-26,Matchweek 20,Tue,Away,D,1,1,Huddersfield,4,0,0,12,9,2,13,15,19,0,0,0,51,34,15,69.4,15:00:00
ENG-Premier League,1718,Stoke City,2017-12-30 Chelsea-Stoke City,2017-12-30,Matchweek 21,Sat,Away,L,0,5,Chelsea,1,0,0,10,3,2,5,12,18,0,1,0,38,5,13,27.8,15:00:00
ENG-Premier League,1718,Stoke City,2018-01-01 Stoke City-Newcastle Utd,2018-01-01,Matchweek 22,Mon,Home,L,0,1,Newcastle Utd,3,0,0,10,11,2,28,7,8,0,0,0,55,30,28,51.7,15:00:00
ENG-Premier League,1718,Stoke City,2018-01-15 Manchester Utd-Stoke City,2018-01-15,Matchweek 23,Mon,Away,L,0,3,Manchester Utd,1,0,0,10,14,0,9,9,8,0,0,0,42,14,9,60.9,20:00:00
ENG-Premier League,1718,Stoke City,2018-01-20 Stoke City-Huddersfield,2018-01-20,Matchweek 24,Sat,Home,W,2,0,Huddersfield,1,0,0,18,12,10,15,17,15,0,0,0,58,60,33,64.5,15:00:00
ENG-Premier League,1718,Stoke City,2018-01-31 Stoke City-Watford,2018-01-31,Matchweek 25,Wed,Home,D,0,0,Watford,4,0,0,12,12,5,13,11,4,0,0,0,48,43,39,52.4,20:00:00
ENG-Premier League,1718,Stoke City,2018-02-03 Bournemouth-Stoke City,2018-02-03,Matchweek 26,Sat,Away,L,1,2,Bournemouth,3,0,0,19,13,6,15,16,20,0,0,0,53,35,26,57.4,15:00:00
ENG-Premier League,1718,Stoke City,2018-02-10 Stoke City-Brighton,2018-02-10,Matchweek 27,Sat,Home,D,1,1,Brighton,0,0,0,6,10,2,31,11,8,1,0,0,41,31,37,45.6,15:00:00
ENG-Premier League,1718,Stoke City,2018-02-24 Leicester City-Stoke City,2018-02-24,Matchweek 28,Sat,Away,D,1,1,Leicester City,3,0,0,16,10,2,9,15,9,0,0,1,52,35,29,54.7,12:30:00
ENG-Premier League,1718,Stoke City,2018-03-03 Southampton-Stoke City,2018-03-03,Matchweek 29,Sat,Away,D,0,0,Southampton,1,0,0,13,8,2,12,15,9,0,0,0,45,26,14,65.0,15:00:00
ENG-Premier League,1718,Stoke City,2018-03-12 Stoke City-Manchester City,2018-03-12,Matchweek 30,Mon,Home,L,0,2,Manchester City,1,0,0,6,8,2,10,10,12,0,0,0,44,13,15,46.4,20:00:00
ENG-Premier League,1718,Stoke City,2018-03-17 Stoke City-Everton,2018-03-17,Matchweek 31,Sat,Home,L,1,2,Everton,1,1,0,13,11,0,11,12,12,0,0,0,62,20,9,69.0,15:00:00
ENG-Premier League,1718,Stoke City,2018-04-01 Arsenal-Stoke City,2018-04-01,Matchweek 32,Sun,Away,L,0,3,Arsenal,2,0,0,13,9,3,17,10,6,0,2,0,49,26,23,53.1,13:30:00
ENG-Premier League,1718,Stoke City,2018-04-07 Stoke City-Tottenham,2018-04-07,Matchweek 33,Sat,Home,L,1,2,Tottenham,4,0,0,19,8,2,20,16,15,0,0,0,56,13,22,37.1,15:00:00
ENG-Premier League,1718,Stoke City,2018-04-16 West Ham-Stoke City,2018-04-16,Matchweek 34,Mon,Away,D,1,1,West Ham,3,0,0,21,14,3,11,5,8,0,0,0,58,34,26,56.7,20:00:00
ENG-Premier League,1718,Stoke City,2018-04-22 Stoke City-Burnley,2018-04-22,Matchweek 35,Sun,Home,D,1,1,Burnley,2,0,0,15,4,2,22,6,13,0,0,0,48,40,41,49.4,13:30:00
ENG-Premier League,1718,Stoke City,2018-04-28 Liverpool-Stoke City,2018-04-28,Matchweek 36,Sat,Away,D,0,0,Liverpool,2,0,0,14,7,2,8,15,13,0,0,0,56,28,17,62.2,12:30:00
ENG-Premier League,1718,Stoke City,2018-05-05 Stoke City-Crystal Palace,2018-05-05,Matchweek 37,Sat,Home,L,1,2,Crystal Palace,5,0,0,18,10,2,13,8,9,0,0,0,49,22,18,55.0,12:30:00
ENG-Premier League,1718,Stoke City,2018-05-13 Swansea City-Stoke City,2018-05-13,Matchweek 38,Sun,Away,W,2,1,Swansea City,2,0,0,9,9,5,5,18,12,0,0,0,49,22,11,66.7,15:00:00
ENG-Premier League,1718,Swansea City,2017-08-12 Southampton-Swansea City,2017-08-12,Matchweek 1,Sat,Away,D,0,0,Southampton,1,0,0,13,10,1,8,8,8,0,0,0,41,17,17,50.0,15:00:00
ENG-Premier League,1718,Swansea City,2017-08-19 Swansea City-Manchester Utd,2017-08-19,Matchweek 2,Sat,Home,L,0,4,Manchester Utd,1,0,0,12,11,1,22,10,14,0,0,0,57,19,11,63.3,12:30:00
ENG-Premier League,1718,Swansea City,2017-08-26 Crystal Palace-Swansea City,2017-08-26,Matchweek 3,Sat,Away,W,2,0,Crystal Palace,1,0,0,6,9,3,5,5,15,0,0,0,45,18,21,46.2,15:00:00
ENG-Premier League,1718,Swansea City,2017-09-10 Swansea City-Newcastle Utd,2017-09-10,Matchweek 4,Sun,Home,L,0,1,Newcastle Utd,2,0,0,11,14,1,31,7,10,0,0,0,49,21,16,56.8,16:00:00
ENG-Premier League,1718,Swansea City,2017-09-16 Tottenham-Swansea City,2017-09-16,Matchweek 5,Sat,Away,D,0,0,Tottenham,3,0,0,9,10,0,9,8,14,0,0,0,39,13,16,44.8,17:30:00
ENG-Premier League,1718,Swansea City,2017-09-23 Swansea City-Watford,2017-09-23,Matchweek 6,Sat,Home,L,1,2,Watford,1,0,0,9,16,0,33,10,19,0,0,0,49,23,28,45.1,15:00:00
ENG-Premier League,1718,Swansea City,2017-09-30 West Ham-Swansea City,2017-09-30,Matchweek 7,Sat,Away,L,0,1,West Ham,2,0,0,13,14,0,21,12,14,0,0,0,53,17,24,41.5,15:00:00
ENG-Premier League,1718,Swansea City,2017-10-14 Swansea City-Huddersfield,2017-10-14,Matchweek 8,Sat,Home,W,2,0,Huddersfield,1,0,0,12,16,1,17,13,9,0,0,0,48,19,13,59.4,15:00:00
ENG-Premier League,1718,Swansea City,2017-10-21 Swansea City-Leicester City,2017-10-21,Matchweek 9,Sat,Home,L,1,2,Leicester City,0,0,0,6,9,0,35,4,12,0,0,1,47,18,20,47.4,15:00:00
ENG-Premier League,1718,Swansea City,2017-10-28 Arsenal-Swansea City,2017-10-28,Matchweek 10,Sat,Away,L,1,2,Arsenal,0,0,0,9,9,1,7,18,7,0,0,0,38,8,17,32.0,15:00:00
ENG-Premier League,1718,Swansea City,2017-11-04 Swansea City-Brighton,2017-11-04,Matchweek 11,Sat,Home,L,0,1,Brighton,2,0,0,13,11,1,31,10,7,0,0,0,50,27,21,56.3,15:00:00
ENG-Premier League,1718,Swansea City,2017-11-18 Burnley-Swansea City,2017-11-18,Matchweek 12,Sat,Away,L,0,2,Burnley,1,0,0,12,11,1,26,8,9,0,0,0,49,22,21,51.2,15:00:00
ENG-Premier League,1718,Swansea City,2017-11-25 Swansea City-Bournemouth,2017-11-25,Matchweek 13,Sat,Home,D,0,0,Bournemouth,4,0,0,18,5,3,18,15,13,0,0,0,63,18,16,52.9,15:00:00
ENG-Premier League,1718,Swansea City,2017-11-29 Chelsea-Swansea City,2017-11-29,Matchweek 14,Wed,Away,L,0,1,Chelsea,0,0,0,7,10,0,11,14,10,0,0,0,49,8,20,28.6,19:45:00
ENG-Premier League,1718,Swansea City,2017-12-02 Stoke City-Swansea City,2017-12-02,Matchweek 15,Sat,Away,L,1,2,Stoke City,0,0,0,10,12,0,31,5,13,0,0,0,49,18,25,41.9,15:00:00
ENG-Premier League,1718,Swansea City,2017-12-09 Swansea City-West Brom,2017-12-09,Matchweek 16,Sat,Home,W,1,0,West Brom,2,0,0,8,18,1,29,9,17,0,0,0,44,20,26,43.5,15:00:00
ENG-Premier League,1718,Swansea City,2017-12-13 Swansea City-Manchester City,2017-12-13,Matchweek 17,Wed,Home,L,0,4,Manchester City,0,0,0,12,6,2,8,12,10,0,0,0,34,10,11,47.6,19:45:00
ENG-Premier League,1718,Swansea City,2017-12-18 Everton-Swansea City,2017-12-18,Matchweek 18,Mon,Away,L,1,3,Everton,3,0,0,12,12,0,10,9,10,0,2,0,55,16,16,50.0,20:00:00
ENG-Premier League,1718,Swansea City,2017-12-23 Swansea City-Crystal Palace,2017-12-23,Matchweek 19,Sat,Home,D,1,1,Crystal Palace,2,0,0,13,11,1,27,9,11,0,1,0,60,11,18,37.9,15:00:00
ENG-Premier League,1718,Swansea City,2017-12-26 Liverpool-Swansea City,2017-12-26,Matchweek 20,Tue,Away,L,0,5,Liverpool,1,0,0,8,5,0,9,13,7,0,0,0,51,12,8,60.0,17:30:00
ENG-Premier League,1718,Swansea City,2017-12-30 Watford-Swansea City,2017-12-30,Matchweek 21,Sat,Away,W,2,1,Watford,2,0,0,13,13,2,16,11,12,0,0,0,53,16,28,36.4,15:00:00
ENG-Premier League,1718,Swansea City,2018-01-02 Swansea City-Tottenham,2018-01-02,Matchweek 22,Tue,Home,L,0,2,Tottenham,2,0,0,12,9,4,17,21,10,0,0,0,58,11,17,39.3,19:45:00
ENG-Premier League,1718,Swansea City,2018-01-13 Newcastle Utd-Swansea City,2018-01-13,Matchweek 23,Sat,Away,D,1,1,Newcastle Utd,3,0,0,10,10,0,21,3,5,0,0,0,46,40,22,64.5,15:00:00
ENG-Premier League,1718,Swansea City,2018-01-22 Swansea City-Liverpool,2018-01-22,Matchweek 24,Mon,Home,W,1,0,Liverpool,0,0,0,5,8,1,10,15,11,0,0,0,53,17,19,47.2,20:00:00
ENG-Premier League,1718,Swansea City,2018-01-30 Swansea City-Arsenal,2018-01-30,Matchweek 25,Tue,Home,W,3,1,Arsenal,0,0,0,4,7,0,12,13,7,0,0,0,44,10,14,41.7,19:45:00
ENG-Premier League,1718,Swansea City,2018-02-03 Leicester City-Swansea City,2018-02-03,Matchweek 26,Sat,Away,D,1,1,Leicester City,0,0,0,8,9,0,16,12,10,0,0,0,55,19,20,48.7,15:00:00
ENG-Premier League,1718,Swansea City,2018-02-10 Swansea City-Burnley,2018-02-10,Matchweek 27,Sat,Home,W,1,0,Burnley,2,0,0,10,9,2,22,4,9,0,0,0,53,34,33,50.7,15:00:00
ENG-Premier League,1718,Swansea City,2018-02-24 Brighton-Swansea City,2018-02-24,Matchweek 28,Sat,Away,L,1,4,Brighton,0,0,0,6,16,0,16,9,10,0,1,0,45,10,21,32.3,15:00:00
ENG-Premier League,1718,Swansea City,2018-03-03 Swansea City-West Ham,2018-03-03,Matchweek 29,Sat,Home,W,4,1,West Ham,0,0,0,9,14,0,10,11,9,1,0,0,64,27,17,61.4,15:00:00
ENG-Premier League,1718,Swansea City,2018-03-10 Huddersfield-Swansea City,2018-03-10,Matchweek 30,Sat,Away,D,0,0,Huddersfield,3,1,0,9,9,3,4,13,13,0,0,0,40,24,29,45.3,15:00:00
ENG-Premier League,1718,Swansea City,2018-03-31 Manchester Utd-Swansea City,2018-03-31,Matchweek 32,Sat,Away,L,0,2,Manchester Utd,0,0,0,13,4,1,14,11,12,0,0,0,41,4,11,26.7,15:00:00
ENG-Premier League,1718,Swansea City,2018-04-07 West Brom-Swansea City,2018-04-07,Matchweek 33,Sat,Away,D,1,1,West Brom,2,0,0,5,13,1,13,6,11,0,0,0,38,23,19,54.8,15:00:00
ENG-Premier League,1718,Swansea City,2018-04-14 Swansea City-Everton,2018-04-14,Matchweek 34,Sat,Home,D,1,1,Everton,1,0,0,10,11,1,21,11,13,0,0,1,66,28,32,46.7,15:00:00
ENG-Premier League,1718,Swansea City,2018-04-22 Manchester City-Swansea City,2018-04-22,Matchweek 35,Sun,Away,L,0,5,Manchester City,1,0,0,8,6,1,6,14,6,0,1,0,37,14,10,58.3,16:30:00
ENG-Premier League,1718,Swansea City,2018-04-28 Swansea City-Chelsea,2018-04-28,Matchweek 36,Sat,Home,L,0,1,Chelsea,1,0,0,13,9,1,26,9,13,0,0,0,55,7,16,30.4,17:30:00
ENG-Premier League,1718,Swansea City,2018-05-05 Bournemouth-Swansea City,2018-05-05,Matchweek 37,Sat,Away,L,0,1,Bournemouth,4,0,0,10,10,1,23,14,17,0,0,0,56,21,32,39.6,15:00:00
ENG-Premier League,1718,Swansea City,2018-05-08 Swansea City-Southampton,2018-05-08,Matchweek 31,Tue,Home,L,0,1,Southampton,2,0,0,7,15,2,28,6,8,0,0,0,49,36,42,46.2,19:45:00
ENG-Premier League,1718,Swansea City,2018-05-13 Swansea City-Stoke City,2018-05-13,Matchweek 38,Sun,Home,L,1,2,Stoke City,1,0,0,12,9,1,31,8,12,0,1,0,54,11,22,33.3,15:00:00
ENG-Premier League,1718,Tottenham,2017-08-13 Newcastle Utd-Tottenham,2017-08-13,Matchweek 1,Sun,Away,W,2,0,Newcastle Utd,2,0,0,10,6,1,19,5,11,0,0,0,46,15,14,51.7,13:30:00
ENG-Premier League,1718,Tottenham,2017-08-20 Tottenham-Chelsea,2017-08-20,Matchweek 2,Sun,Home,L,1,2,Chelsea,4,0,0,14,20,0,37,4,9,0,0,0,41,9,14,39.1,16:00:00
ENG-Premier League,1718,Tottenham,2017-08-27 Tottenham-Burnley,2017-08-27,Matchweek 3,Sun,Home,D,1,1,Burnley,0,0,0,9,9,1,26,6,7,0,0,0,48,14,27,34.1,16:00:00
ENG-Premier League,1718,Tottenham,2017-09-09 Everton-Tottenham,2017-09-09,Matchweek 4,Sat,Away,W,3,0,Everton,1,0,0,14,14,3,17,11,9,0,0,0,50,15,12,55.6,15:00:00
ENG-Premier League,1718,Tottenham,2017-09-16 Tottenham-Swansea City,2017-09-16,Matchweek 5,Sat,Home,D,0,0,Swansea City,1,0,0,11,9,0,42,4,8,0,0,0,51,16,13,55.2,17:30:00
