,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,1718,Burnley,2017-11-29 Bournemouth-Burnley,2017-11-29,Matchweek 14,Wed,Away,W,2,1,Bournemouth,389,342,46,8,1,3,20,21,6,4,1,0,263,1,6,19:45:00
ENG-Premier League,1718,Burnley,2017-12-02 Leicester City-Burnley,2017-12-02,Matchweek 15,Sat,Away,L,0,1,Leicester City,441,395,40,4,1,2,24,20,7,2,5,0,317,6,8,15:00:00
ENG-Premier League,1718,Burnley,2017-12-09 Burnley-Watford,2017-12-09,Matchweek 16,Sat,Home,W,1,0,Watford,426,376,44,12,0,1,23,18,3,2,1,0,275,6,9,15:00:00
ENG-Premier League,1718,Burnley,2017-12-12 Burnley-Stoke City,2017-12-12,Matchweek 17,Tue,Home,W,1,0,Stoke City,446,381,61,16,0,0,17,32,6,3,1,0,281,4,8,19:45:00
ENG-Premier League,1718,Burnley,2017-12-16 Brighton-Burnley,2017-12-16,Matchweek 18,Sat,Away,D,0,0,Brighton,392,350,40,14,1,0,15,15,2,0,1,1,258,2,9,15:00:00
ENG-Premier League,1718,Burnley,2017-12-23 Burnley-Tottenham,2017-12-23,Matchweek 19,Sat,Home,L,0,3,Tottenham,397,341,51,11,0,0,18,24,4,1,2,1,255,5,9,17:30:00
ENG-Premier League,1718,Burnley,2017-12-26 Manchester Utd-Burnley,2017-12-26,Matchweek 20,Tue,Away,D,2,2,Manchester Utd,299,259,39,9,0,0,9,18,2,1,1,0,173,1,7,15:00:00
ENG-Premier League,1718,Burnley,2017-12-30 Huddersfield-Burnley,2017-12-30,Matchweek 21,Sat,Away,D,0,0,Huddersfield,342,282,57,11,0,0,12,29,4,2,2,0,210,3,7,15:00:00
ENG-Premier League,1718,Burnley,2018-01-01 Burnley-Liverpool,2018-01-01,Matchweek 22,Mon,Home,L,1,2,Liverpool,413,365,47,13,1,5,17,18,3,0,1,0,286,1,4,15:00:00
ENG-Premier League,1718,Burnley,2018-01-13 Crystal Palace-Burnley,2018-01-13,Matchweek 23,Sat,Away,L,0,1,Crystal Palace,465,407,54,16,0,9,20,23,2,1,1,0,341,4,13,15:00:00
ENG-Premier League,1718,Burnley,2018-01-20 Burnley-Manchester Utd,2018-01-20,Matchweek 24,Sat,Home,L,0,1,Manchester Utd,471,421,49,13,1,3,23,20,5,2,3,0,337,1,12,15:00:00
ENG-Premier League,1718,Burnley,2018-01-31 Newcastle Utd-Burnley,2018-01-31,Matchweek 25,Wed,Away,D,1,1,Newcastle Utd,415,348,67,17,0,3,17,33,4,3,1,0,269,0,14,19:45:00
ENG-Premier League,1718,Burnley,2018-02-03 Burnley-Manchester City,2018-02-03,Matchweek 26,Sat,Home,D,1,1,Manchester City,319,275,43,6,1,1,13,24,3,3,0,0,206,1,13,12:30:00
ENG-Premier League,1718,Burnley,2018-02-10 Swansea City-Burnley,2018-02-10,Matchweek 27,Sat,Away,L,0,1,Swansea City,386,340,46,11,0,4,14,19,2,1,1,0,264,0,8,15:00:00
ENG-Premier League,1718,Burnley,2018-02-24 Burnley-Southampton,2018-02-24,Matchweek 28,Sat,Home,D,1,1,Southampton,431,369,61,14,1,3,26,32,7,0,4,2,287,1,9,15:00:00
ENG-Premier League,1718,Burnley,2018-03-03 Burnley-Everton,2018-03-03,Matchweek 29,Sat,Home,W,2,1,Everton,475,403,68,13,1,1,33,36,10,7,2,0,328,4,8,12:30:00
ENG-Premier League,1718,Burnley,2018-03-10 West Ham-Burnley,2018-03-10,Matchweek 30,Sat,Away,W,3,0,West Ham,417,365,49,14,0,5,12,24,1,1,0,0,315,3,13,15:00:00
ENG-Premier League,1718,Burnley,2018-03-31 West Brom-Burnley,2018-03-31,Matchweek 32,Sat,Away,W,2,1,West Brom,510,457,51,14,0,9,21,21,6,1,2,0,396,2,6,15:00:00
ENG-Premier League,1718,Burnley,2018-04-07 Watford-Burnley,2018-04-07,Matchweek 33,Sat,Away,W,2,1,Watford,330,278,50,21,0,3,9,21,1,0,0,0,202,2,2,15:00:00
ENG-Premier League,1718,Burnley,2018-04-14 Burnley-Leicester City,2018-04-14,Matchweek 34,Sat,Home,W,2,1,Leicester City,337,284,53,11,2,3,12,31,4,1,3,0,195,0,6,15:00:00
ENG-Premier League,1718,Burnley,2018-04-19 Burnley-Chelsea,2018-04-19,Matchweek 31,Thu,Home,L,1,2,Chelsea,427,381,43,12,0,6,13,17,3,1,2,0,311,3,8,19:45:00
ENG-Premier League,1718,Burnley,2018-04-22 Stoke City-Burnley,2018-04-22,Matchweek 35,Sun,Away,D,1,1,Stoke City,491,435,56,16,0,2,33,25,8,2,4,1,336,0,9,13:30:00
ENG-Premier League,1718,Burnley,2018-04-28 Burnley-Brighton,2018-04-28,Matchweek 36,Sat,Home,D,0,0,Brighton,394,335,55,19,0,3,22,24,3,1,1,1,247,4,8,15:00:00
ENG-Premier League,1718,Burnley,2018-05-06 Arsenal-Burnley,2018-05-06,Matchweek 37,Sun,Away,L,0,5,Arsenal,406,367,39,6,0,4,18,14,5,1,3,0,315,0,11,16:30:00
ENG-Premier League,1718,Burnley,2018-05-13 Burnley-Bournemouth,2018-05-13,Matchweek 38,Sun,Home,L,1,2,Bournemouth,476,425,48,8,2,8,32,22,7,1,5,0,332,3,13,15:00:00
ENG-Premier League,1718,Chelsea,2017-08-12 Chelsea-Burnley,2017-08-12,Matchweek 1,Sat,Home,L,2,3,Burnley,568,526,40,11,0,5,26,13,8,2,5,0,468,2,9,15:00:00
ENG-Premier League,1718,Chelsea,2017-08-20 Tottenham-Chelsea,2017-08-20,Matchweek 2,Sun,Away,W,2,1,Tottenham,310,275,35,13,1,1,15,8,3,1,2,0,213,0,8,16:00:00
ENG-Premier League,1718,Chelsea,2017-08-27 Chelsea-Everton,2017-08-27,Matchweek 3,Sun,Home,W,2,0,Everton,632,586,46,7,1,5,18,26,6,2,0,1,526,0,6,13:30:00
ENG-Premier League,1718,Chelsea,2017-09-09 Leicester City-Chelsea,2017-09-09,Matchweek 4,Sat,Away,W,2,1,Leicester City,570,520,47,11,2,6,21,17,9,2,3,0,462,3,15,15:00:00
ENG-Premier League,1718,Chelsea,2017-09-17 Chelsea-Arsenal,2017-09-17,Matchweek 5,Sun,Home,D,0,0,Arsenal,580,518,58,17,3,5,16,26,5,1,1,0,444,4,11,13:30:00
ENG-Premier League,1718,Chelsea,2017-09-23 Stoke City-Chelsea,2017-09-23,Matchweek 6,Sat,Away,W,4,0,Stoke City,578,546,31,5,5,1,5,17,0,0,0,0,487,1,6,15:00:00
ENG-Premier League,1718,Chelsea,2017-09-30 Chelsea-Manchester City,2017-09-30,Matchweek 7,Sat,Home,L,0,1,Manchester City,450,390,52,12,0,8,14,25,4,1,0,0,345,8,14,17:30:00
ENG-Premier League,1718,Chelsea,2017-10-14 Crystal Palace-Chelsea,2017-10-14,Matchweek 8,Sat,Away,L,1,2,Crystal Palace,610,555,49,7,3,8,21,19,8,1,4,2,486,6,16,15:00:00
ENG-Premier League,1718,Chelsea,2017-10-21 Chelsea-Watford,2017-10-21,Matchweek 9,Sat,Home,W,4,2,Watford,501,451,44,18,0,4,19,11,6,0,1,1,394,6,5,12:30:00
ENG-Premier League,1718,Chelsea,2017-10-28 Bournemouth-Chelsea,2017-10-28,Matchweek 10,Sat,Away,W,1,0,Bournemouth,698,661,32,4,2,6,19,17,5,0,2,0,593,5,11,17:30:00
ENG-Premier League,1718,Chelsea,2017-11-05 Chelsea-Manchester Utd,2017-11-05,Matchweek 11,Sun,Home,W,1,0,Manchester Utd,520,461,59,20,1,4,19,27,4,3,0,0,395,0,9,16:30:00
ENG-Premier League,1718,Chelsea,2017-11-18 West Brom-Chelsea,2017-11-18,Matchweek 12,Sat,Away,W,4,0,West Brom,651,608,42,16,4,7,17,15,4,2,1,0,553,1,11,15:00:00
ENG-Premier League,1718,Chelsea,2017-11-25 Liverpool-Chelsea,2017-11-25,Matchweek 13,Sat,Away,D,1,1,Liverpool,554,502,47,9,1,3,26,19,8,2,3,2,443,5,16,17:30:00
ENG-Premier League,1718,Chelsea,2017-11-29 Chelsea-Swansea City,2017-11-29,Matchweek 14,Wed,Home,W,1,0,Swansea City,679,627,52,8,0,12,42,25,15,2,6,0,552,0,19,19:45:00
ENG-Premier League,1718,Chelsea,2017-12-02 Chelsea-Newcastle Utd,2017-12-02,Matchweek 15,Sat,Home,W,3,1,Newcastle Utd,794,743,49,13,6,4,26,18,11,0,5,0,672,2,14,12:30:00
ENG-Premier League,1718,Chelsea,2017-12-09 West Ham-Chelsea,2017-12-09,Matchweek 16,Sat,Away,L,0,1,West Ham,737,689,46,13,2,7,21,23,3,2,0,0,619,2,13,12:30:00
ENG-Premier League,1718,Chelsea,2017-12-12 Huddersfield-Chelsea,2017-12-12,Matchweek 17,Tue,Away,W,3,1,Huddersfield,824,772,42,13,1,18,21,21,3,0,2,0,735,10,7,20:00:00
ENG-Premier League,1718,Chelsea,2017-12-16 Chelsea-Southampton,2017-12-16,Matchweek 18,Sat,Home,W,1,0,Southampton,598,537,58,17,0,3,15,28,8,1,3,0,502,3,11,15:00:00
ENG-Premier League,1718,Chelsea,2017-12-23 Everton-Chelsea,2017-12-23,Matchweek 19,Sat,Away,D,0,0,Everton,750,695,51,9,1,7,35,26,7,3,2,1,603,4,8,12:30:00
ENG-Premier League,1718,Chelsea,2017-12-26 Chelsea-Brighton,2017-12-26,Matchweek 20,Tue,Home,W,2,0,Brighton,732,693,37,8,4,4,20,11,13,1,4,0,633,2,6,15:00:00
ENG-Premier League,1718,Chelsea,2017-12-30 Chelsea-Stoke City,2017-12-30,Matchweek 21,Sat,Home,W,5,0,Stoke City,707,664,40,11,2,4,23,18,7,1,4,0,626,3,8,15:00:00
ENG-Premier League,1718,Chelsea,2018-01-03 Arsenal-Chelsea,2018-01-03,Matchweek 22,Wed,Away,D,2,2,Arsenal,460,414,43,11,6,3,19,9,8,4,1,0,366,3,10,19:45:00
ENG-Premier League,1718,Chelsea,2018-01-13 Chelsea-Leicester City,2018-01-13,Matchweek 23,Sat,Home,D,0,0,Leicester City,565,506,54,14,0,6,24,21,6,3,1,0,455,5,8,15:00:00
ENG-Premier League,1718,Chelsea,2018-01-20 Brighton-Chelsea,2018-01-20,Matchweek 24,Sat,Away,W,4,0,Brighton,571,528,43,13,1,4,10,20,3,1,1,0,485,0,10,12:30:00
ENG-Premier League,1718,Chelsea,2018-01-31 Chelsea-Bournemouth,2018-01-31,Matchweek 25,Wed,Home,L,0,3,Bournemouth,683,621,58,12,2,3,25,29,8,3,3,0,560,4,11,19:45:00
ENG-Premier League,1718,Chelsea,2018-02-05 Watford-Chelsea,2018-02-05,Matchweek 26,Mon,Away,L,1,4,Watford,544,502,41,12,0,4,9,12,2,1,1,0,444,1,4,20:00:00
ENG-Premier League,1718,Chelsea,2018-02-12 Chelsea-West Brom,2018-02-12,Matchweek 27,Mon,Home,W,3,0,West Brom,615,567,47,13,4,8,15,12,8,2,0,0,506,1,10,20:00:00
ENG-Premier League,1718,Chelsea,2018-02-25 Manchester Utd-Chelsea,2018-02-25,Matchweek 28,Sun,Away,L,1,2,Manchester Utd,593,548,39,13,2,9,14,14,4,1,1,0,495,6,9,14:05:00
ENG-Premier League,1718,Chelsea,2018-03-04 Manchester City-Chelsea,2018-03-04,Matchweek 29,Sun,Away,L,0,1,Manchester City,425,380,44,10,1,3,8,19,2,1,0,0,322,1,8,16:00:00
ENG-Premier League,1718,Chelsea,2018-03-10 Chelsea-Crystal Palace,2018-03-10,Matchweek 30,Sat,Home,W,2,1,Crystal Palace,657,596,59,10,1,6,33,22,12,2,3,0,555,2,20,17:30:00
ENG-Premier League,1718,Chelsea,2018-04-01 Chelsea-Tottenham,2018-04-01,Matchweek 32,Sun,Home,L,1,3,Tottenham,545,489,52,14,2,11,21,21,5,1,2,0,411,4,17,16:00:00
ENG-Premier League,1718,Chelsea,2018-04-08 Chelsea-West Ham,2018-04-08,Matchweek 33,Sun,Home,D,1,1,West Ham,650,600,48,13,1,3,25,20,10,1,5,0,542,2,10,16:30:00
ENG-Premier League,1718,Chelsea,2018-04-14 Southampton-Chelsea,2018-04-14,Matchweek 34,Sat,Away,W,3,2,Southampton,584,526,56,14,0,3,25,28,7,1,2,0,458,2,11,12:30:00
ENG-Premier League,1718,Chelsea,2018-04-19 Burnley-Chelsea,2018-04-19,Matchweek 31,Thu,Away,W,2,1,Burnley,654,613,40,11,5,2,13,21,2,1,0,0,545,1,7,19:45:00
ENG-Premier League,1718,Chelsea,2018-04-28 Swansea City-Chelsea,2018-04-28,Matchweek 36,Sat,Away,W,1,0,Swansea City,611,568,40,14,3,1,11,19,2,1,1,0,523,3,6,17:30:00
ENG-Premier League,1718,Chelsea,2018-05-06 Chelsea-Liverpool,2018-05-06,Matchweek 37,Sun,Home,W,1,0,Liverpool,389,343,44,9,0,5,10,20,3,0,3,0,277,2,6,16:30:00
ENG-Premier League,1718,Chelsea,2018-05-09 Chelsea-Huddersfield,2018-05-09,Matchweek 35,Wed,Home,D,1,1,Huddersfield,906,852,52,9,1,6,40,31,9,3,4,0,760,2,20,19:45:00
ENG-Premier League,1718,Chelsea,2018-05-13 Newcastle Utd-Chelsea,2018-05-13,Matchweek 38,Sun,Away,L,0,3,Newcastle Utd,606,560,44,11,1,4,14,20,2,1,0,0,512,2,15,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-08-12 Crystal Palace-Huddersfield,2017-08-12,Matchweek 1,Sat,Home,L,0,3,Huddersfield,444,388,56,18,0,1,27,19,12,3,8,1,333,0,12,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-08-19 Liverpool-Crystal Palace,2017-08-19,Matchweek 2,Sat,Away,L,0,1,Liverpool,305,255,46,12,0,1,6,20,2,0,0,0,198,4,4,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-08-26 Crystal Palace-Swansea City,2017-08-26,Matchweek 3,Sat,Home,L,0,2,Swansea City,560,517,43,8,0,6,22,27,1,1,0,0,455,0,7,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-09-10 Burnley-Crystal Palace,2017-09-10,Matchweek 4,Sun,Away,L,0,1,Burnley,523,453,69,13,0,1,37,33,13,0,3,10,382,1,16,13:30:00
ENG-Premier League,1718,Crystal Palace,2017-09-16 Crystal Palace-Southampton,2017-09-16,Matchweek 5,Sat,Home,L,0,1,Southampton,454,407,47,14,0,2,22,17,5,3,0,2,331,0,11,12:30:00
ENG-Premier League,1718,Crystal Palace,2017-09-23 Manchester City-Crystal Palace,2017-09-23,Matchweek 6,Sat,Away,L,0,5,Manchester City,317,271,45,6,1,8,11,21,2,0,0,1,227,1,11,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-09-30 Manchester Utd-Crystal Palace,2017-09-30,Matchweek 7,Sat,Away,L,0,4,Manchester Utd,421,377,43,8,0,2,21,17,5,5,0,0,320,1,14,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-10-14 Crystal Palace-Chelsea,2017-10-14,Matchweek 8,Sat,Home,W,2,1,Chelsea,466,414,51,11,1,1,11,23,5,3,0,1,334,1,9,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-10-21 Newcastle Utd-Crystal Palace,2017-10-21,Matchweek 9,Sat,Away,L,0,1,Newcastle Utd,415,356,58,12,0,1,18,31,5,4,0,1,294,1,20,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-10-28 Crystal Palace-West Ham,2017-10-28,Matchweek 10,Sat,Home,D,2,2,West Ham,465,410,52,14,2,2,30,19,11,1,1,9,342,3,8,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-11-05 Tottenham-Crystal Palace,2017-11-05,Matchweek 11,Sun,Away,L,0,1,Tottenham,310,254,52,9,1,3,16,22,9,4,3,2,200,4,7,12:00:00
ENG-Premier League,1718,Crystal Palace,2017-11-18 Crystal Palace-Everton,2017-11-18,Matchweek 12,Sat,Home,D,2,2,Everton,609,529,79,26,0,7,29,38,9,3,2,4,485,1,11,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-11-25 Crystal Palace-Stoke City,2017-11-25,Matchweek 13,Sat,Home,W,2,1,Stoke City,561,500,59,6,0,0,23,38,5,2,3,0,423,2,11,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-11-28 Brighton-Crystal Palace,2017-11-28,Matchweek 14,Tue,Away,D,0,0,Brighton,437,392,45,17,0,0,16,12,5,1,1,2,308,0,5,19:45:00
ENG-Premier League,1718,Crystal Palace,2017-12-02 West Brom-Crystal Palace,2017-12-02,Matchweek 15,Sat,Away,D,0,0,West Brom,430,371,58,14,0,1,22,24,7,0,0,6,303,1,6,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-12-09 Crystal Palace-Bournemouth,2017-12-09,Matchweek 16,Sat,Home,D,2,2,Bournemouth,401,344,52,15,0,4,28,20,6,2,4,0,288,5,12,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-12-12 Crystal Palace-Watford,2017-12-12,Matchweek 17,Tue,Home,W,2,1,Watford,459,404,52,17,1,5,14,21,4,1,1,1,343,3,7,20:00:00
ENG-Premier League,1718,Crystal Palace,2017-12-16 Leicester City-Crystal Palace,2017-12-16,Matchweek 18,Sat,Away,W,3,0,Leicester City,402,351,51,12,2,4,12,22,4,2,0,1,292,0,13,12:30:00
ENG-Premier League,1718,Crystal Palace,2017-12-23 Swansea City-Crystal Palace,2017-12-23,Matchweek 19,Sat,Away,D,1,1,Swansea City,371,323,47,13,3,0,12,22,3,0,0,3,275,1,6,15:00:00
ENG-Premier League,1718,Crystal Palace,2017-12-28 Crystal Palace-Arsenal,2017-12-28,Matchweek 20,Thu,Home,L,2,3,Arsenal,394,334,59,10,1,1,22,34,5,0,0,5,284,1,3,20:00:00
ENG-Premier League,1718,Crystal Palace,2017-12-31 Crystal Palace-Manchester City,2017-12-31,Matchweek 21,Sun,Home,D,0,0,Manchester City,240,192,44,11,1,2,17,13,7,4,1,1,137,4,10,12:00:00
ENG-Premier League,1718,Crystal Palace,2018-01-02 Southampton-Crystal Palace,2018-01-02,Matchweek 22,Tue,Away,W,2,1,Southampton,397,337,60,9,0,0,17,29,7,2,0,4,271,0,9,19:45:00
ENG-Premier League,1718,Crystal Palace,2018-01-13 Crystal Palace-Burnley,2018-01-13,Matchweek 23,Sat,Home,W,1,0,Burnley,371,320,51,14,0,0,19,24,3,1,0,1,241,0,13,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-01-20 Arsenal-Crystal Palace,2018-01-20,Matchweek 24,Sat,Away,L,1,4,Arsenal,450,408,41,9,0,2,29,12,10,3,1,6,354,1,12,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-01-30 West Ham-Crystal Palace,2018-01-30,Matchweek 25,Tue,Away,D,1,1,West Ham,504,457,47,12,1,4,23,21,3,3,0,0,402,0,6,19:45:00
ENG-Premier League,1718,Crystal Palace,2018-02-04 Crystal Palace-Newcastle Utd,2018-02-04,Matchweek 26,Sun,Home,D,1,1,Newcastle Utd,494,432,58,10,1,3,27,36,5,3,0,2,373,4,15,14:15:00
ENG-Premier League,1718,Crystal Palace,2018-02-10 Everton-Crystal Palace,2018-02-10,Matchweek 27,Sat,Away,L,1,3,Everton,397,339,57,15,0,3,21,28,7,6,0,1,296,1,10,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-02-25 Crystal Palace-Tottenham,2018-02-25,Matchweek 28,Sun,Home,L,0,1,Tottenham,247,195,52,6,2,1,10,30,3,2,0,1,143,0,6,12:00:00
ENG-Premier League,1718,Crystal Palace,2018-03-05 Crystal Palace-Manchester Utd,2018-03-05,Matchweek 29,Mon,Home,L,2,3,Manchester Utd,315,272,41,10,0,1,20,15,3,3,0,0,200,2,9,20:00:00
ENG-Premier League,1718,Crystal Palace,2018-03-10 Chelsea-Crystal Palace,2018-03-10,Matchweek 30,Sat,Away,L,1,2,Chelsea,400,356,42,9,0,1,18,15,3,1,1,1,308,2,10,17:30:00
ENG-Premier League,1718,Crystal Palace,2018-03-17 Huddersfield-Crystal Palace,2018-03-17,Matchweek 31,Sat,Away,W,2,0,Huddersfield,440,384,54,8,1,2,14,29,7,5,0,0,299,2,12,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-03-31 Crystal Palace-Liverpool,2018-03-31,Matchweek 32,Sat,Home,L,1,2,Liverpool,354,308,45,7,2,0,15,22,4,4,0,0,215,1,10,12:30:00
ENG-Premier League,1718,Crystal Palace,2018-04-07 Bournemouth-Crystal Palace,2018-04-07,Matchweek 33,Sat,Away,D,2,2,Bournemouth,481,439,41,10,1,2,16,16,3,1,2,0,374,1,8,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-04-14 Crystal Palace-Brighton,2018-04-14,Matchweek 34,Sat,Home,W,3,2,Brighton,401,346,52,16,0,0,12,16,5,4,0,0,301,3,3,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-04-21 Watford-Crystal Palace,2018-04-21,Matchweek 35,Sat,Away,D,0,0,Watford,373,325,47,16,1,1,10,18,3,0,3,0,261,1,8,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-04-28 Crystal Palace-Leicester City,2018-04-28,Matchweek 36,Sat,Home,W,5,0,Leicester City,447,406,40,7,3,3,12,17,8,5,2,0,364,1,9,15:00:00
ENG-Premier League,1718,Crystal Palace,2018-05-05 Stoke City-Crystal Palace,2018-05-05,Matchweek 37,Sat,Away,W,2,1,Stoke City,454,392,60,20,2,6,13,26,7,1,1,1,337,2,10,12:30:00
ENG-Premier League,1718,Crystal Palace,2018-05-13 Crystal Palace-West Brom,2018-05-13,Matchweek 38,Sun,Home,W,2,0,West Brom,605,551,53,12,3,2,11,27,4,2,0,1,516,1,8,15:00:00
ENG-Premier League,1718,Everton,2017-08-12 Everton-Stoke City,2017-08-12,Matchweek 1,Sat,Home,W,1,0,Stoke City,545,487,56,15,1,5,18,24,6,3,2,0,425,2,10,15:00:00
ENG-Premier League,1718,Everton,2017-08-21 Manchester City-Everton,2017-08-21,Matchweek 2,Mon,Away,D,1,1,Manchester City,346,285,58,7,1,0,9,31,1,0,1,0,224,3,13,20:00:00
ENG-Premier League,1718,Everton,2017-08-27 Chelsea-Everton,2017-08-27,Matchweek 3,Sun,Away,L,0,2,Chelsea,482,439,43,12,0,1,16,20,3,3,0,0,380,0,9,13:30:00
ENG-Premier League,1718,Everton,2017-09-09 Everton-Tottenham,2017-09-09,Matchweek 4,Sat,Home,L,0,3,Tottenham,519,458,57,17,0,2,26,19,7,2,5,0,401,4,14,15:00:00
ENG-Premier League,1718,Everton,2017-09-17 Manchester Utd-Everton,2017-09-17,Matchweek 5,Sun,Away,L,0,4,Manchester Utd,543,489,51,17,0,6,7,19,1,1,0,0,436,3,11,16:00:00
ENG-Premier League,1718,Everton,2017-09-23 Everton-Bournemouth,2017-09-23,Matchweek 6,Sat,Home,W,2,1,Bournemouth,480,429,48,12,1,5,24,25,4,1,2,0,365,3,10,15:00:00
ENG-Premier League,1718,Everton,2017-10-01 Everton-Burnley,2017-10-01,Matchweek 7,Sun,Home,L,0,1,Burnley,554,513,40,8,3,3,34,15,9,3,6,0,421,1,14,14:15:00
ENG-Premier League,1718,Everton,2017-10-15 Brighton-Everton,2017-10-15,Matchweek 8,Sun,Away,D,1,1,Brighton,494,447,46,15,1,2,14,22,1,1,0,0,380,1,14,13:30:00
ENG-Premier League,1718,Everton,2017-10-22 Everton-Arsenal,2017-10-22,Matchweek 9,Sun,Home,L,2,5,Arsenal,322,274,46,13,1,0,13,16,0,0,0,0,220,2,8,13:30:00
ENG-Premier League,1718,Everton,2017-10-29 Leicester City-Everton,2017-10-29,Matchweek 10,Sun,Away,L,0,2,Leicester City,530,470,59,10,1,4,27,30,10,7,3,0,405,1,18,16:00:00
ENG-Premier League,1718,Everton,2017-11-05 Everton-Watford,2017-11-05,Matchweek 11,Sun,Home,W,3,2,Watford,332,273,54,12,0,1,11,21,2,1,0,0,215,5,7,16:30:00
ENG-Premier League,1718,Everton,2017-11-18 Crystal Palace-Everton,2017-11-18,Matchweek 12,Sat,Away,D,2,2,Crystal Palace,279,234,44,9,1,2,12,18,4,4,0,0,174,1,5,15:00:00
ENG-Premier League,1718,Everton,2017-11-26 Southampton-Everton,2017-11-26,Matchweek 13,Sun,Away,L,1,4,Southampton,360,316,44,6,0,1,7,19,2,1,1,0,252,0,9,13:30:00
ENG-Premier League,1718,Everton,2017-11-29 Everton-West Ham,2017-11-29,Matchweek 14,Wed,Home,W,4,0,West Ham,450,412,36,6,1,2,14,21,2,0,2,0,345,2,6,20:00:00
ENG-Premier League,1718,Everton,2017-12-02 Everton-Huddersfield,2017-12-02,Matchweek 15,Sat,Home,W,2,0,Huddersfield,412,356,55,8,0,1,7,33,2,0,2,0,289,1,10,15:00:00
ENG-Premier League,1718,Everton,2017-12-10 Liverpool-Everton,2017-12-10,Matchweek 16,Sun,Away,D,1,1,Liverpool,215,174,41,8,0,0,5,11,1,1,0,0,108,0,10,14:15:00
ENG-Premier League,1718,Everton,2017-12-13 Newcastle Utd-Everton,2017-12-13,Matchweek 17,Wed,Away,W,1,0,Newcastle Utd,465,421,41,11,0,6,7,23,1,1,0,0,335,3,9,19:45:00
ENG-Premier League,1718,Everton,2017-12-18 Everton-Swansea City,2017-12-18,Matchweek 18,Mon,Home,W,3,1,Swansea City,488,438,49,9,0,4,15,25,6,4,1,0,375,1,9,20:00:00
ENG-Premier League,1718,Everton,2017-12-23 Everton-Chelsea,2017-12-23,Matchweek 19,Sat,Home,D,0,0,Chelsea,356,321,33,8,0,0,10,12,2,1,1,0,249,2,7,12:30:00
ENG-Premier League,1718,Everton,2017-12-26 West Brom-Everton,2017-12-26,Matchweek 20,Tue,Away,D,0,0,West Brom,406,342,63,15,1,3,19,31,2,1,1,0,274,1,7,15:00:00
ENG-Premier League,1718,Everton,2017-12-30 Bournemouth-Everton,2017-12-30,Matchweek 21,Sat,Away,L,1,2,Bournemouth,519,467,47,8,0,1,15,21,4,0,3,0,375,5,11,15:00:00
ENG-Premier League,1718,Everton,2018-01-01 Everton-Manchester Utd,2018-01-01,Matchweek 22,Mon,Home,L,0,2,Manchester Utd,408,363,44,11,0,4,21,15,6,4,2,0,303,1,6,17:30:00
ENG-Premier League,1718,Everton,2018-01-13 Tottenham-Everton,2018-01-13,Matchweek 23,Sat,Away,L,0,4,Tottenham,405,350,48,13,1,6,11,21,3,2,1,0,285,7,9,17:30:00
ENG-Premier League,1718,Everton,2018-01-20 Everton-West Brom,2018-01-20,Matchweek 24,Sat,Home,D,1,1,West Brom,523,467,56,10,0,7,14,29,0,0,0,0,373,0,18,15:00:00
ENG-Premier League,1718,Everton,2018-01-31 Everton-Leicester City,2018-01-31,Matchweek 25,Wed,Home,W,2,1,Leicester City,400,348,49,10,2,3,15,26,5,1,4,0,262,3,6,19:45:00
ENG-Premier League,1718,Everton,2018-02-03 Arsenal-Everton,2018-02-03,Matchweek 26,Sat,Away,L,1,5,Arsenal,434,381,50,8,0,4,24,27,6,0,0,4,335,3,8,17:30:00
ENG-Premier League,1718,Everton,2018-02-10 Everton-Crystal Palace,2018-02-10,Matchweek 27,Sat,Home,W,3,1,Crystal Palace,438,383,53,14,3,3,22,22,8,3,5,0,322,2,12,15:00:00
ENG-Premier League,1718,Everton,2018-02-24 Watford-Everton,2018-02-24,Matchweek 28,Sat,Away,L,0,1,Watford,408,351,56,10,1,6,22,33,5,1,4,0,271,1,16,17:30:00
