,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,2021,Everton,2021-04-05 Everton-Crystal Palace,2021-04-05,Matchweek 30,Mon,Home,D,1,1,Crystal Palace,498,457,39,10,2,2,16,15,3,2,1,0,393,2,12,18:00:00
ENG-Premier League,2021,Everton,2021-04-12 Brighton-Everton,2021-04-12,Matchweek 31,Mon,Away,D,0,0,Brighton,444,396,47,11,0,1,14,22,3,3,0,0,334,1,15,20:15:00
ENG-Premier League,2021,Everton,2021-04-16 Everton-Tottenham,2021-04-16,Matchweek 32,Fri,Home,D,2,2,Tottenham,543,500,41,6,0,4,11,20,6,1,5,0,422,2,12,20:00:00
ENG-Premier League,2021,Everton,2021-04-23 Arsenal-Everton,2021-04-23,Matchweek 33,Fri,Away,W,1,0,Arsenal,466,434,31,13,0,3,11,9,3,3,0,0,375,1,8,20:00:00
ENG-Premier League,2021,Everton,2021-05-01 Everton-Aston Villa,2021-05-01,Matchweek 34,Sat,Home,L,1,2,Aston Villa,462,415,45,15,0,1,18,19,3,3,0,0,367,2,9,20:00:00
ENG-Premier League,2021,Everton,2021-05-09 West Ham-Everton,2021-05-09,Matchweek 35,Sun,Away,W,1,0,West Ham,312,274,36,9,1,2,14,12,6,6,0,0,222,2,9,16:30:00
ENG-Premier League,2021,Everton,2021-05-13 Aston Villa-Everton,2021-05-13,Matchweek 19,Thu,Away,D,0,0,Aston Villa,398,364,32,8,2,4,18,11,1,1,0,0,314,2,5,18:00:00
ENG-Premier League,2021,Everton,2021-05-16 Everton-Sheffield Utd,2021-05-16,Matchweek 36,Sun,Home,L,0,1,Sheffield Utd,693,636,57,15,1,3,26,25,11,5,4,0,583,0,9,19:00:00
ENG-Premier League,2021,Everton,2021-05-19 Everton-Wolves,2021-05-19,Matchweek 37,Wed,Home,W,1,0,Wolves,409,372,37,11,2,2,19,11,7,3,4,0,316,0,9,18:00:00
ENG-Premier League,2021,Everton,2021-05-23 Manchester City-Everton,2021-05-23,Matchweek 38,Sun,Away,L,0,5,Manchester City,371,331,39,8,0,4,11,15,5,5,0,0,287,1,4,16:00:00
ENG-Premier League,2021,Fulham,2020-09-12 Fulham-Arsenal,2020-09-12,Matchweek 1,Sat,Home,L,0,3,Arsenal,562,517,43,13,0,2,15,20,2,0,2,0,485,2,4,12:30:00
ENG-Premier League,2021,Fulham,2020-09-19 Leeds United-Fulham,2020-09-19,Matchweek 2,Sat,Away,L,3,4,Leeds United,480,439,41,14,0,2,18,16,3,0,3,0,380,0,7,15:00:00
ENG-Premier League,2021,Fulham,2020-09-28 Fulham-Aston Villa,2020-09-28,Matchweek 3,Mon,Home,L,0,3,Aston Villa,605,551,54,17,0,8,43,21,5,2,3,0,493,0,9,17:45:00
ENG-Premier League,2021,Fulham,2020-10-04 Wolves-Fulham,2020-10-04,Matchweek 4,Sun,Away,L,0,1,Wolves,580,537,43,14,0,11,28,19,2,0,0,1,490,0,5,14:00:00
ENG-Premier League,2021,Fulham,2020-10-18 Sheffield Utd-Fulham,2020-10-18,Matchweek 5,Sun,Away,D,1,1,Sheffield Utd,606,567,39,8,0,3,16,20,5,3,2,0,505,0,8,12:00:00
ENG-Premier League,2021,Fulham,2020-10-24 Fulham-Crystal Palace,2020-10-24,Matchweek 6,Sat,Home,L,1,2,Crystal Palace,698,652,45,13,0,5,29,20,4,0,2,1,607,1,10,15:00:00
ENG-Premier League,2021,Fulham,2020-11-02 Fulham-West Brom,2020-11-02,Matchweek 7,Mon,Home,W,2,0,West Brom,455,386,68,15,0,3,16,39,5,1,2,0,331,1,8,17:30:00
ENG-Premier League,2021,Fulham,2020-11-07 West Ham-Fulham,2020-11-07,Matchweek 8,Sat,Away,L,0,1,West Ham,500,453,45,10,0,0,19,17,5,1,1,0,402,2,7,20:00:00
ENG-Premier League,2021,Fulham,2020-11-22 Fulham-Everton,2020-11-22,Matchweek 9,Sun,Home,L,2,3,Everton,669,623,44,12,1,4,10,26,2,0,0,0,561,2,7,12:00:00
ENG-Premier League,2021,Fulham,2020-11-30 Leicester City-Fulham,2020-11-30,Matchweek 10,Mon,Away,W,2,1,Leicester City,342,306,36,7,1,3,8,16,5,1,2,1,238,0,7,17:30:00
ENG-Premier League,2021,Fulham,2020-12-05 Manchester City-Fulham,2020-12-05,Matchweek 11,Sat,Away,L,0,2,Manchester City,375,335,39,8,2,2,7,10,3,0,1,1,290,1,4,15:00:00
ENG-Premier League,2021,Fulham,2020-12-13 Fulham-Liverpool,2020-12-13,Matchweek 12,Sun,Home,D,1,1,Liverpool,267,224,41,6,1,3,17,19,6,2,4,0,172,2,6,16:30:00
ENG-Premier League,2021,Fulham,2020-12-16 Fulham-Brighton,2020-12-16,Matchweek 13,Wed,Home,D,0,0,Brighton,462,418,43,13,0,3,9,22,1,1,0,0,330,1,10,20:00:00
ENG-Premier League,2021,Fulham,2020-12-19 Newcastle Utd-Fulham,2020-12-19,Matchweek 14,Sat,Away,D,1,1,Newcastle Utd,521,476,45,7,0,4,22,18,9,3,6,0,407,0,9,20:00:00
ENG-Premier League,2021,Fulham,2020-12-26 Fulham-Southampton,2020-12-26,Matchweek 15,Sat,Home,D,0,0,Southampton,395,330,64,16,0,3,24,33,6,2,4,0,273,1,5,15:00:00
ENG-Premier League,2021,Fulham,2021-01-13 Tottenham-Fulham,2021-01-13,Matchweek 16,Wed,Away,D,1,1,Tottenham,504,467,35,14,0,3,20,8,5,2,1,0,391,2,14,20:15:00
ENG-Premier League,2021,Fulham,2021-01-16 Fulham-Chelsea,2021-01-16,Matchweek 19,Sat,Home,L,0,1,Chelsea,369,320,48,12,0,3,11,25,1,0,0,1,264,1,9,17:30:00
ENG-Premier League,2021,Fulham,2021-01-20 Fulham-Manchester Utd,2021-01-20,Matchweek 18,Wed,Home,L,1,2,Manchester Utd,436,387,48,12,2,1,15,17,2,0,2,0,340,1,7,20:15:00
ENG-Premier League,2021,Fulham,2021-01-27 Brighton-Fulham,2021-01-27,Matchweek 20,Wed,Away,D,0,0,Brighton,473,432,41,13,1,0,11,18,0,0,0,0,347,0,19,19:30:00
ENG-Premier League,2021,Fulham,2021-01-30 West Brom-Fulham,2021-01-30,Matchweek 21,Sat,Away,D,2,2,West Brom,616,571,44,10,1,5,18,20,3,3,0,0,482,1,8,15:00:00
ENG-Premier League,2021,Fulham,2021-02-03 Fulham-Leicester City,2021-02-03,Matchweek 22,Wed,Home,L,0,2,Leicester City,655,603,51,13,1,0,25,27,5,2,2,1,528,1,10,18:00:00
ENG-Premier League,2021,Fulham,2021-02-06 Fulham-West Ham,2021-02-06,Matchweek 23,Sat,Home,D,0,0,West Ham,588,546,41,12,1,2,18,15,7,0,4,1,485,1,4,17:30:00
ENG-Premier League,2021,Fulham,2021-02-14 Everton-Fulham,2021-02-14,Matchweek 24,Sun,Away,W,2,0,Everton,585,541,42,10,1,4,15,21,4,3,0,0,491,2,9,19:00:00
ENG-Premier League,2021,Fulham,2021-02-17 Burnley-Fulham,2021-02-17,Matchweek 17,Wed,Away,D,1,1,Burnley,513,468,45,13,0,0,14,18,5,2,2,0,366,0,17,18:00:00
ENG-Premier League,2021,Fulham,2021-02-20 Fulham-Sheffield Utd,2021-02-20,Matchweek 25,Sat,Home,W,1,0,Sheffield Utd,645,592,52,17,0,1,22,22,6,1,2,1,522,1,13,20:00:00
ENG-Premier League,2021,Fulham,2021-02-28 Crystal Palace-Fulham,2021-02-28,Matchweek 26,Sun,Away,D,0,0,Crystal Palace,594,549,45,10,0,8,20,31,3,0,3,0,489,0,18,12:00:00
ENG-Premier League,2021,Fulham,2021-03-04 Fulham-Tottenham,2021-03-04,Matchweek 33,Thu,Home,L,0,1,Tottenham,601,548,49,11,0,2,23,25,4,2,0,2,480,4,10,18:00:00
ENG-Premier League,2021,Fulham,2021-03-07 Liverpool-Fulham,2021-03-07,Matchweek 27,Sun,Away,W,1,0,Liverpool,454,411,42,13,1,5,17,14,4,0,2,1,342,1,7,14:00:00
ENG-Premier League,2021,Fulham,2021-03-13 Fulham-Manchester City,2021-03-13,Matchweek 28,Sat,Home,L,0,3,Manchester City,490,437,52,16,1,3,17,23,4,1,2,1,382,1,11,20:00:00
ENG-Premier League,2021,Fulham,2021-03-19 Fulham-Leeds United,2021-03-19,Matchweek 29,Fri,Home,L,1,2,Leeds United,399,332,66,16,0,1,24,29,13,6,7,0,278,1,6,20:00:00
ENG-Premier League,2021,Fulham,2021-04-04 Aston Villa-Fulham,2021-04-04,Matchweek 30,Sun,Away,L,1,3,Aston Villa,419,369,48,18,0,3,11,15,4,2,1,1,309,2,12,16:30:00
ENG-Premier League,2021,Fulham,2021-04-09 Fulham-Wolves,2021-04-09,Matchweek 31,Fri,Home,L,0,1,Wolves,498,445,50,9,0,2,28,23,3,2,1,0,402,3,5,20:00:00
ENG-Premier League,2021,Fulham,2021-04-18 Arsenal-Fulham,2021-04-18,Matchweek 32,Sun,Away,D,1,1,Arsenal,306,261,45,13,0,1,6,13,1,1,0,0,219,0,5,13:30:00
ENG-Premier League,2021,Fulham,2021-05-01 Chelsea-Fulham,2021-05-01,Matchweek 34,Sat,Away,L,0,2,Chelsea,571,514,56,22,0,4,21,23,8,4,3,1,473,1,12,17:30:00
ENG-Premier League,2021,Fulham,2021-05-10 Fulham-Burnley,2021-05-10,Matchweek 35,Mon,Home,L,0,2,Burnley,592,533,55,11,0,1,34,26,8,2,5,0,431,4,11,20:00:00
ENG-Premier League,2021,Fulham,2021-05-15 Southampton-Fulham,2021-05-15,Matchweek 36,Sat,Away,L,1,3,Southampton,585,542,42,12,2,1,13,18,5,3,2,0,498,1,15,15:00:00
ENG-Premier League,2021,Fulham,2021-05-18 Manchester Utd-Fulham,2021-05-18,Matchweek 37,Tue,Away,D,1,1,Manchester Utd,442,401,40,13,1,1,9,15,1,0,0,1,353,1,7,18:00:00
ENG-Premier League,2021,Fulham,2021-05-23 Fulham-Newcastle Utd,2021-05-23,Matchweek 38,Sun,Home,L,0,2,Newcastle Utd,660,620,39,6,0,2,37,22,5,2,2,0,565,1,11,16:00:00
ENG-Premier League,2021,Leeds United,2020-09-12 Liverpool-Leeds United,2020-09-12,Matchweek 1,Sat,Away,L,3,4,Liverpool,509,452,52,10,1,5,9,25,0,0,0,0,382,5,6,17:30:00
ENG-Premier League,2021,Leeds United,2020-09-19 Leeds United-Fulham,2020-09-19,Matchweek 2,Sat,Home,W,4,3,Fulham,503,436,64,15,2,4,20,31,5,0,4,0,373,3,16,15:00:00
ENG-Premier League,2021,Leeds United,2020-09-27 Sheffield Utd-Leeds United,2020-09-27,Matchweek 3,Sun,Away,W,1,0,Sheffield Utd,642,579,62,20,1,8,25,28,7,4,1,0,515,1,9,12:00:00
ENG-Premier League,2021,Leeds United,2020-10-03 Leeds United-Manchester City,2020-10-03,Matchweek 4,Sat,Home,D,1,1,Manchester City,468,412,54,14,0,5,13,17,7,3,2,0,381,2,4,17:30:00
ENG-Premier League,2021,Leeds United,2020-10-19 Leeds United-Wolves,2020-10-19,Matchweek 5,Mon,Home,L,0,1,Wolves,615,564,50,14,2,8,37,19,8,4,2,0,491,1,3,20:00:00
ENG-Premier League,2021,Leeds United,2020-10-23 Aston Villa-Leeds United,2020-10-23,Matchweek 6,Fri,Away,W,3,0,Aston Villa,500,447,53,13,0,8,20,28,5,3,0,0,402,0,8,20:00:00
ENG-Premier League,2021,Leeds United,2020-11-02 Leeds United-Leicester City,2020-11-02,Matchweek 7,Mon,Home,L,1,4,Leicester City,698,648,48,5,2,8,25,26,10,0,8,0,574,2,10,20:00:00
ENG-Premier League,2021,Leeds United,2020-11-07 Crystal Palace-Leeds United,2020-11-07,Matchweek 8,Sat,Away,L,1,4,Crystal Palace,654,606,47,9,0,12,23,22,6,0,6,0,527,1,10,15:00:00
ENG-Premier League,2021,Leeds United,2020-11-22 Leeds United-Arsenal,2020-11-22,Matchweek 9,Sun,Home,D,0,0,Arsenal,655,618,37,10,0,2,27,16,5,1,2,0,544,0,3,16:30:00
ENG-Premier League,2021,Leeds United,2020-11-28 Everton-Leeds United,2020-11-28,Matchweek 10,Sat,Away,W,1,0,Everton,603,552,45,10,0,8,16,24,2,0,2,0,496,6,10,17:30:00
ENG-Premier League,2021,Leeds United,2020-12-05 Chelsea-Leeds United,2020-12-05,Matchweek 11,Sat,Away,L,1,3,Chelsea,528,474,50,13,1,4,14,21,4,0,3,0,423,4,7,20:00:00
ENG-Premier League,2021,Leeds United,2020-12-11 Leeds United-West Ham,2020-12-11,Matchweek 12,Fri,Home,L,1,2,West Ham,601,557,42,9,0,4,27,17,5,1,3,0,498,2,10,20:00:00
ENG-Premier League,2021,Leeds United,2020-12-16 Leeds United-Newcastle Utd,2020-12-16,Matchweek 13,Wed,Home,W,5,2,Newcastle Utd,595,541,50,15,1,5,36,17,7,5,1,0,476,4,14,18:00:00
ENG-Premier League,2021,Leeds United,2020-12-20 Manchester Utd-Leeds United,2020-12-20,Matchweek 14,Sun,Away,L,2,6,Manchester Utd,547,489,54,8,1,9,35,22,13,6,7,0,432,4,16,16:30:00
ENG-Premier League,2021,Leeds United,2020-12-27 Leeds United-Burnley,2020-12-27,Matchweek 15,Sun,Home,W,1,0,Burnley,465,415,47,15,1,2,12,18,4,3,0,0,342,3,11,12:00:00
ENG-Premier League,2021,Leeds United,2020-12-29 West Brom-Leeds United,2020-12-29,Matchweek 16,Tue,Away,W,5,0,West Brom,815,777,37,8,1,10,28,13,10,6,3,0,708,1,7,18:00:00
ENG-Premier League,2021,Leeds United,2021-01-02 Tottenham-Leeds United,2021-01-02,Matchweek 17,Sat,Away,L,0,3,Tottenham,640,586,53,15,0,6,24,20,5,1,4,0,526,1,14,12:30:00
ENG-Premier League,2021,Leeds United,2021-01-16 Leeds United-Brighton,2021-01-16,Matchweek 19,Sat,Home,L,0,1,Brighton,664,614,47,9,0,3,29,21,5,1,3,0,533,3,13,15:00:00
ENG-Premier League,2021,Leeds United,2021-01-26 Newcastle Utd-Leeds United,2021-01-26,Matchweek 20,Tue,Away,W,2,1,Newcastle Utd,492,436,56,11,0,4,11,26,4,3,1,0,361,0,9,18:00:00
ENG-Premier League,2021,Leeds United,2021-01-31 Leicester City-Leeds United,2021-01-31,Matchweek 21,Sun,Away,W,3,1,Leicester City,433,379,52,19,2,0,9,20,4,4,0,0,310,2,9,14:00:00
ENG-Premier League,2021,Leeds United,2021-02-03 Leeds United-Everton,2021-02-03,Matchweek 22,Wed,Home,L,1,2,Everton,616,564,52,13,0,2,25,25,7,6,0,0,498,0,18,19:30:00
ENG-Premier League,2021,Leeds United,2021-02-08 Leeds United-Crystal Palace,2021-02-08,Matchweek 23,Mon,Home,W,2,0,Crystal Palace,760,725,34,8,0,0,15,17,5,4,0,0,662,1,7,20:00:00
ENG-Premier League,2021,Leeds United,2021-02-14 Arsenal-Leeds United,2021-02-14,Matchweek 24,Sun,Away,L,2,4,Arsenal,540,498,42,10,0,2,17,18,5,2,3,0,419,0,9,16:30:00
ENG-Premier League,2021,Leeds United,2021-02-19 Wolves-Leeds United,2021-02-19,Matchweek 25,Fri,Away,L,0,1,Wolves,487,436,50,14,0,9,22,19,9,4,4,0,387,1,9,20:00:00
ENG-Premier League,2021,Leeds United,2021-02-23 Leeds United-Southampton,2021-02-23,Matchweek 18,Tue,Home,W,3,0,Southampton,361,314,46,14,1,2,8,20,2,1,0,0,247,1,8,18:00:00
ENG-Premier League,2021,Leeds United,2021-02-27 Leeds United-Aston Villa,2021-02-27,Matchweek 26,Sat,Home,L,0,1,Aston Villa,579,519,60,14,0,9,27,32,7,3,2,0,448,0,11,17:30:00
ENG-Premier League,2021,Leeds United,2021-03-08 West Ham-Leeds United,2021-03-08,Matchweek 27,Mon,Away,L,0,2,West Ham,580,531,48,10,1,7,20,23,6,4,2,0,476,1,8,20:00:00
ENG-Premier League,2021,Leeds United,2021-03-13 Leeds United-Chelsea,2021-03-13,Matchweek 28,Sat,Home,D,0,0,Chelsea,394,342,47,9,0,2,22,21,8,2,6,0,280,5,13,12:30:00
ENG-Premier League,2021,Leeds United,2021-03-19 Fulham-Leeds United,2021-03-19,Matchweek 29,Fri,Away,W,2,1,Fulham,380,325,51,12,1,4,19,25,7,1,4,1,258,4,10,20:00:00
ENG-Premier League,2021,Leeds United,2021-04-03 Leeds United-Sheffield Utd,2021-04-03,Matchweek 30,Sat,Home,W,2,1,Sheffield Utd,534,487,46,13,0,7,16,21,5,3,1,0,413,1,10,15:00:00
ENG-Premier League,2021,Leeds United,2021-04-10 Manchester City-Leeds United,2021-04-10,Matchweek 31,Sat,Away,W,2,1,Manchester City,281,233,45,14,1,2,9,9,3,1,2,0,187,3,5,12:30:00
ENG-Premier League,2021,Leeds United,2021-04-19 Leeds United-Liverpool,2021-04-19,Matchweek 32,Mon,Home,D,1,1,Liverpool,577,517,60,18,3,10,26,18,10,9,0,0,470,0,13,20:00:00
ENG-Premier League,2021,Leeds United,2021-04-25 Leeds United-Manchester Utd,2021-04-25,Matchweek 33,Sun,Home,D,0,0,Manchester Utd,426,384,40,11,0,6,13,18,2,2,0,0,323,2,5,14:00:00
ENG-Premier League,2021,Leeds United,2021-05-01 Brighton-Leeds United,2021-05-01,Matchweek 34,Sat,Away,L,0,2,Brighton,531,460,70,17,0,5,29,28,9,7,0,0,421,1,12,15:00:00
ENG-Premier League,2021,Leeds United,2021-05-08 Leeds United-Tottenham,2021-05-08,Matchweek 35,Sat,Home,W,3,1,Tottenham,497,447,49,12,0,6,28,21,8,6,0,0,383,1,13,12:30:00
ENG-Premier League,2021,Leeds United,2021-05-15 Burnley-Leeds United,2021-05-15,Matchweek 36,Sat,Away,W,4,0,Burnley,491,442,43,11,1,9,21,12,8,6,0,0,363,6,2,12:30:00
ENG-Premier League,2021,Leeds United,2021-05-18 Southampton-Leeds United,2021-05-18,Matchweek 37,Tue,Away,W,2,0,Southampton,426,363,62,12,3,6,12,32,4,2,2,0,315,1,16,18:00:00
ENG-Premier League,2021,Leeds United,2021-05-23 Leeds United-West Brom,2021-05-23,Matchweek 38,Sun,Home,W,3,1,West Brom,542,489,50,13,1,2,17,19,8,7,0,0,440,3,6,16:00:00
ENG-Premier League,2021,Leicester City,2020-09-13 West Brom-Leicester City,2020-09-13,Matchweek 1,Sun,Away,W,3,0,West Brom,658,599,56,13,1,5,17,31,5,0,4,0,546,3,7,14:00:00
ENG-Premier League,2021,Leicester City,2020-09-20 Leicester City-Burnley,2020-09-20,Matchweek 2,Sun,Home,W,4,2,Burnley,666,611,55,14,0,5,28,14,15,5,2,0,546,0,9,19:00:00
ENG-Premier League,2021,Leicester City,2020-09-27 Manchester City-Leicester City,2020-09-27,Matchweek 3,Sun,Away,W,5,2,Manchester City,291,249,39,12,0,2,7,7,3,1,0,0,212,3,4,16:30:00
ENG-Premier League,2021,Leicester City,2020-10-04 Leicester City-West Ham,2020-10-04,Matchweek 4,Sun,Home,L,0,3,West Ham,741,688,49,10,3,2,21,25,6,1,5,0,606,4,15,12:00:00
ENG-Premier League,2021,Leicester City,2020-10-18 Leicester City-Aston Villa,2020-10-18,Matchweek 5,Sun,Home,L,0,1,Aston Villa,452,407,43,19,0,2,11,16,2,1,0,0,333,2,9,19:15:00
ENG-Premier League,2021,Leicester City,2020-10-25 Arsenal-Leicester City,2020-10-25,Matchweek 6,Sun,Away,W,1,0,Arsenal,481,442,39,13,1,2,5,15,3,0,1,0,390,0,7,19:15:00
ENG-Premier League,2021,Leicester City,2020-11-02 Leeds United-Leicester City,2020-11-02,Matchweek 7,Mon,Away,W,4,1,Leeds United,337,296,41,10,1,0,12,14,3,1,2,0,234,0,5,20:00:00
ENG-Premier League,2021,Leicester City,2020-11-08 Leicester City-Wolves,2020-11-08,Matchweek 8,Sun,Home,W,1,0,Wolves,536,498,38,6,2,1,24,18,6,0,5,0,422,0,7,14:00:00
ENG-Premier League,2021,Leicester City,2020-11-22 Liverpool-Leicester City,2020-11-22,Matchweek 9,Sun,Away,L,0,3,Liverpool,489,435,53,16,1,2,17,22,3,2,1,0,378,1,10,19:15:00
ENG-Premier League,2021,Leicester City,2020-11-30 Leicester City-Fulham,2020-11-30,Matchweek 10,Mon,Home,L,1,2,Fulham,715,662,53,20,1,1,27,21,6,4,2,0,599,0,7,17:30:00
ENG-Premier League,2021,Leicester City,2020-12-06 Sheffield Utd-Leicester City,2020-12-06,Matchweek 11,Sun,Away,W,2,1,Sheffield Utd,729,680,45,16,1,4,27,19,5,0,4,1,599,4,16,14:15:00
ENG-Premier League,2021,Leicester City,2020-12-13 Leicester City-Brighton,2020-12-13,Matchweek 12,Sun,Home,W,3,0,Brighton,582,538,40,11,0,5,17,15,9,0,0,0,491,4,11,19:15:00
ENG-Premier League,2021,Leicester City,2020-12-16 Leicester City-Everton,2020-12-16,Matchweek 13,Wed,Home,L,0,2,Everton,590,546,42,11,1,1,16,22,4,1,3,0,490,2,9,18:00:00
ENG-Premier League,2021,Leicester City,2020-12-20 Tottenham-Leicester City,2020-12-20,Matchweek 14,Sun,Away,W,2,0,Tottenham,442,396,42,16,0,1,12,16,3,1,2,0,341,4,3,14:15:00
ENG-Premier League,2021,Leicester City,2020-12-26 Leicester City-Manchester Utd,2020-12-26,Matchweek 15,Sat,Home,D,2,2,Manchester Utd,556,506,49,18,0,3,22,20,5,1,3,0,434,1,11,12:30:00
ENG-Premier League,2021,Leicester City,2020-12-28 Crystal Palace-Leicester City,2020-12-28,Matchweek 16,Mon,Away,D,1,1,Crystal Palace,662,615,45,10,0,5,26,24,5,3,2,0,523,2,17,15:00:00
ENG-Premier League,2021,Leicester City,2021-01-03 Newcastle Utd-Leicester City,2021-01-03,Matchweek 17,Sun,Away,W,2,1,Newcastle Utd,531,490,38,13,1,1,21,13,6,2,4,0,414,3,14,14:15:00
ENG-Premier League,2021,Leicester City,2021-01-16 Leicester City-Southampton,2021-01-16,Matchweek 19,Sat,Home,W,2,0,Southampton,489,442,42,12,0,2,15,19,2,1,1,0,347,5,14,20:00:00
ENG-Premier League,2021,Leicester City,2021-01-19 Leicester City-Chelsea,2021-01-19,Matchweek 18,Tue,Home,W,2,0,Chelsea,385,334,50,18,1,3,18,21,6,3,1,0,301,1,13,20:15:00
ENG-Premier League,2021,Leicester City,2021-01-27 Everton-Leicester City,2021-01-27,Matchweek 20,Wed,Away,D,1,1,Everton,623,568,54,12,1,0,21,24,11,1,1,0,519,1,14,20:15:00
ENG-Premier League,2021,Leicester City,2021-01-31 Leicester City-Leeds United,2021-01-31,Matchweek 21,Sun,Home,L,1,3,Leeds United,448,395,51,17,1,1,14,21,5,0,4,1,328,2,11,14:00:00
ENG-Premier League,2021,Leicester City,2021-02-03 Fulham-Leicester City,2021-02-03,Matchweek 22,Wed,Away,W,2,0,Fulham,492,432,57,18,1,5,8,26,2,0,0,0,373,3,11,18:00:00
ENG-Premier League,2021,Leicester City,2021-02-07 Wolves-Leicester City,2021-02-07,Matchweek 23,Sun,Away,D,0,0,Wolves,604,558,45,10,0,2,12,23,2,1,0,1,519,1,10,14:00:00
ENG-Premier League,2021,Leicester City,2021-02-13 Leicester City-Liverpool,2021-02-13,Matchweek 24,Sat,Home,W,3,1,Liverpool,383,354,27,6,0,1,6,12,2,1,1,0,263,2,9,12:30:00
ENG-Premier League,2021,Leicester City,2021-02-21 Aston Villa-Leicester City,2021-02-21,Matchweek 25,Sun,Away,W,2,1,Aston Villa,482,434,47,14,1,3,13,16,8,0,4,0,391,1,6,14:05:00
ENG-Premier League,2021,Leicester City,2021-02-28 Leicester City-Arsenal,2021-02-28,Matchweek 26,Sun,Home,L,1,3,Arsenal,437,408,29,4,0,1,9,14,2,2,0,0,336,0,6,12:00:00
ENG-Premier League,2021,Leicester City,2021-03-03 Burnley-Leicester City,2021-03-03,Matchweek 29,Wed,Away,D,1,1,Burnley,624,575,47,9,4,4,19,23,8,1,5,0,499,2,8,18:00:00
ENG-Premier League,2021,Leicester City,2021-03-06 Brighton-Leicester City,2021-03-06,Matchweek 27,Sat,Away,W,2,1,Brighton,658,598,59,18,2,3,13,24,6,2,4,0,549,1,13,20:00:00
ENG-Premier League,2021,Leicester City,2021-03-14 Leicester City-Sheffield Utd,2021-03-14,Matchweek 28,Sun,Home,W,5,0,Sheffield Utd,792,749,41,9,2,1,15,22,9,3,3,0,695,2,9,14:00:00
ENG-Premier League,2021,Leicester City,2021-04-03 Leicester City-Manchester City,2021-04-03,Matchweek 30,Sat,Home,L,0,2,Manchester City,481,437,41,13,0,0,6,15,1,0,1,0,393,3,8,17:30:00
ENG-Premier League,2021,Leicester City,2021-04-11 West Ham-Leicester City,2021-04-11,Matchweek 31,Sun,Away,L,2,3,West Ham,686,642,43,10,4,2,31,18,9,3,5,0,557,1,13,14:05:00
ENG-Premier League,2021,Leicester City,2021-04-22 Leicester City-West Brom,2021-04-22,Matchweek 32,Thu,Home,W,3,0,West Brom,744,697,46,11,1,4,10,23,7,2,2,1,631,1,9,20:00:00
ENG-Premier League,2021,Leicester City,2021-04-26 Leicester City-Crystal Palace,2021-04-26,Matchweek 33,Mon,Home,W,2,1,Crystal Palace,637,593,42,14,2,5,17,16,7,4,2,0,521,2,13,20:00:00
ENG-Premier League,2021,Leicester City,2021-04-30 Southampton-Leicester City,2021-04-30,Matchweek 34,Fri,Away,D,1,1,Southampton,695,648,42,8,0,2,32,21,10,3,1,0,568,5,12,20:00:00
ENG-Premier League,2021,Leicester City,2021-05-07 Leicester City-Newcastle Utd,2021-05-07,Matchweek 35,Fri,Home,L,2,4,Newcastle Utd,652,605,45,9,0,6,32,18,9,3,4,0,550,2,6,20:00:00
ENG-Premier League,2021,Leicester City,2021-05-11 Manchester Utd-Leicester City,2021-05-11,Matchweek 36,Tue,Away,W,2,1,Manchester Utd,529,488,41,11,1,1,16,21,4,1,3,0,428,0,6,18:00:00
ENG-Premier League,2021,Leicester City,2021-05-18 Chelsea-Leicester City,2021-05-18,Matchweek 37,Tue,Away,L,1,2,Chelsea,428,371,57,16,0,3,17,24,5,4,1,0,320,0,11,20:15:00
ENG-Premier League,2021,Leicester City,2021-05-23 Leicester City-Tottenham,2021-05-23,Matchweek 38,Sun,Home,L,2,4,Tottenham,489,437,49,7,1,1,15,25,8,3,2,1,368,3,13,16:00:00
ENG-Premier League,2021,Liverpool,2020-09-12 Liverpool-Leeds United,2020-09-12,Matchweek 1,Sat,Home,W,4,3,Leeds United,492,431,59,9,1,3,20,34,9,1,6,1,362,2,8,17:30:00
ENG-Premier League,2021,Liverpool,2020-09-20 Chelsea-Liverpool,2020-09-20,Matchweek 2,Sun,Away,W,2,0,Chelsea,816,769,46,10,1,6,24,22,11,2,4,0,711,1,10,16:30:00
ENG-Premier League,2021,Liverpool,2020-09-28 Liverpool-Arsenal,2020-09-28,Matchweek 3,Mon,Home,W,3,1,Arsenal,823,771,52,12,1,1,22,28,7,1,5,0,712,0,8,20:00:00
ENG-Premier League,2021,Liverpool,2020-10-04 Aston Villa-Liverpool,2020-10-04,Matchweek 4,Sun,Away,L,2,7,Aston Villa,708,651,56,8,2,10,20,28,7,1,4,0,591,1,14,19:15:00
ENG-Premier League,2021,Liverpool,2020-10-17 Everton-Liverpool,2020-10-17,Matchweek 5,Sat,Away,D,2,2,Everton,565,515,47,16,1,6,20,14,5,2,3,0,459,3,7,12:30:00
ENG-Premier League,2021,Liverpool,2020-10-24 Liverpool-Sheffield Utd,2020-10-24,Matchweek 6,Sat,Home,W,2,1,Sheffield Utd,724,675,47,14,0,11,22,16,7,1,3,0,611,2,17,20:00:00
