fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
21476,"Michael Fabbri, Italy",UTC,2017-01-15T11:30:00+00:00,1484479800,,,,Sant'Elia,Cagliari,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 20,490,Cagliari,https://media-4.api-sports.io/football/teams/490.png,True,495,Genoa,https://media-4.api-sports.io/football/teams/495.png,False,4.0,1.0,2.0,1.0,4.0,1.0,,,,
21477,"Piero Giacomelli, Italy",UTC,2017-01-14T19:45:00+00:00,1484423100,,,,San Siro/Giuseppe Meazza,Milan,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 20,505,Inter,https://media-4.api-sports.io/football/teams/505.png,True,491,Chievo,https://media-4.api-sports.io/football/teams/491.png,False,3.0,1.0,0.0,1.0,3.0,1.0,,,,
21478,"Gianpaolo Calvarese, Italy",UTC,2017-01-14T17:00:00+00:00,1484413200,,,895.0,Stadio Ezio Scida,Crotone,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 20,501,Crotone,https://media-4.api-sports.io/football/teams/501.png,False,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
21479,"Maurizio Mariani, Italy",UTC,2017-01-08T19:45:00+00:00,1483904700,,,,Allianz Stadium,Turin,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,496,Juventus,https://media-4.api-sports.io/football/teams/496.png,True,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,False,3.0,0.0,2.0,0.0,3.0,0.0,,,,
21480,"Piero Giacomelli, Italy",UTC,2017-01-08T17:00:00+00:00,1483894800,,,,San Siro/Giuseppe Meazza,Milan,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,489,AC Milan,https://media-4.api-sports.io/football/teams/489.png,True,490,Cagliari,https://media-4.api-sports.io/football/teams/490.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
21481,"Federico La Penna, Italy",UTC,2017-01-08T14:00:00+00:00,1483884000,,,,Marc'Antonio Bentegodi,Verona,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,491,Chievo,https://media-4.api-sports.io/football/teams/491.png,False,499,Atalanta,https://media-4.api-sports.io/football/teams/499.png,True,1.0,4.0,0.0,3.0,1.0,4.0,,,,
21482,"Nicola Rizzoli, Italy",UTC,2017-01-08T14:00:00+00:00,1483884000,,,,Luigi Ferraris,Genova,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,495,Genoa,https://media-4.api-sports.io/football/teams/495.png,False,497,AS Roma,https://media-4.api-sports.io/football/teams/497.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,
21483,"Fabio Maresca, Italy",UTC,2017-01-08T14:00:00+00:00,1483884000,,,,Stadio Olimpico,Rome,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,True,501,Crotone,https://media-4.api-sports.io/football/teams/501.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
21484,"Massimiliano Irrati, Italy",UTC,2017-01-08T14:00:00+00:00,1483884000,,,935.0,Mapei Stadium – Città del Tricolore,Reggio Emilia,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,488,Sassuolo,https://media-4.api-sports.io/football/teams/488.png,,503,Torino,https://media-4.api-sports.io/football/teams/503.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
21485,"Daniele Doveri, Italy",UTC,2017-01-08T11:30:00+00:00,1483875000,,,928.0,Dacia Arena,Udine,Match Finished,FT,90.0,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2016,Regular Season - 19,494,Udinese,https://media-4.api-sports.io/football/teams/494.png,False,505,Inter,https://media-4.api-sports.io/football/teams/505.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,
