fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
255,"Andy Madley, England",UTC,2018-12-29T15:00:00+00:00,1546095600,,,,American Express Community Stadium,Falmer,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,51,Brighton,https://media-4.api-sports.io/football/teams/51.png,True,45,Everton,https://media-4.api-sports.io/football/teams/45.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
256,"David Coote, England",UTC,2018-12-30T14:15:00+00:00,1546179300,,,,"Turf Moor, Burnley",,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,44,Burnley,https://media-4.api-sports.io/football/teams/44.png,True,48,West Ham,https://media-4.api-sports.io/football/teams/48.png,False,2.0,0.0,2.0,0.0,2.0,0.0,,,,
257,"Craig Pawson, England",UTC,2018-12-30T12:00:00+00:00,1546171200,,,,"Selhurst Park, London",,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,52,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png,False,49,Chelsea,https://media-4.api-sports.io/football/teams/49.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
258,"Kevin Friend, England",UTC,2018-12-29T15:00:00+00:00,1546095600,,,535.0,Craven Cottage,London,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,36,Fulham,https://media-4.api-sports.io/football/teams/36.png,True,37,Huddersfield,https://media-4.api-sports.io/football/teams/37.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,
259,"Simon Hooper, England",UTC,2018-12-29T15:00:00+00:00,1546095600,,,,King Power Stadium,Leicester,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,46,Leicester,https://media-4.api-sports.io/football/teams/46.png,False,43,Cardiff,https://media-4.api-sports.io/football/teams/43.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,
260,"Michael Oliver, England",UTC,2018-12-29T17:30:00+00:00,1546104600,,,550.0,Anfield,Liverpool,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,40,Liverpool,https://media-4.api-sports.io/football/teams/40.png,True,42,Arsenal,https://media-4.api-sports.io/football/teams/42.png,False,5.0,1.0,4.0,1.0,5.0,1.0,,,,
261,"Lee Mason, England",UTC,2018-12-30T16:30:00+00:00,1546187400,,,,"Old Trafford, Manchester",,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,33,Manchester United,https://media-4.api-sports.io/football/teams/33.png,True,35,Bournemouth,https://media-4.api-sports.io/football/teams/35.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,
262,"Paul Tierney, England",UTC,2018-12-30T14:15:00+00:00,1546179300,,,,"St. Mary's Stadium, Southampton",,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,41,Southampton,https://media-4.api-sports.io/football/teams/41.png,False,50,Manchester City,https://media-4.api-sports.io/football/teams/50.png,True,1.0,3.0,1.0,3.0,1.0,3.0,,,,
263,"Stuart Attwell, England",UTC,2018-12-29T15:00:00+00:00,1546095600,,,489.0,Wembley Stadium,London,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,47,Tottenham,https://media-4.api-sports.io/football/teams/47.png,False,39,Wolves,https://media-4.api-sports.io/football/teams/39.png,True,1.0,3.0,1.0,0.0,1.0,3.0,,,,
264,"Roger East, England",UTC,2018-12-29T15:00:00+00:00,1546095600,,,596.0,Vicarage Road,Watford,Match Finished,FT,90.0,39,Premier League,England,https://media-4.api-sports.io/football/leagues/39.png,https://media-4.api-sports.io/flags/gb.svg,2018,Regular Season - 20,38,Watford,https://media-4.api-sports.io/football/teams/38.png,,34,Newcastle,https://media-4.api-sports.io/football/teams/34.png,,1.0,1.0,0.0,1.0,1.0,1.0,,,,
