,,,,date,round,day,venue,result,GF,GA,opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,time
ENG-Premier League,1920,Newcastle Utd,2020-07-20 Brighton-Newcastle Utd,2020-07-20,Matchweek 37,Mon,Away,D,0,0,Brighton,15,8,7,6,2,2,8,25.0,6,10,3,7,12,27,24,1,18:00:00
ENG-Premier League,1920,Newcastle Utd,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Liverpool,23,15,14,8,1,17,30,56.7,13,12,3,9,8,31,24,0,16:00:00
ENG-Premier League,1920,Norwich City,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Away,L,1,4,Liverpool,12,8,9,3,0,4,15,26.7,11,9,3,6,11,23,40,0,20:00:00
ENG-Premier League,1920,Norwich City,2019-08-17 Norwich City-Newcastle Utd,2019-08-17,Matchweek 2,Sat,Home,W,3,1,Newcastle Utd,14,11,7,7,0,6,13,46.2,7,6,1,5,5,19,23,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-08-24 Norwich City-Chelsea,2019-08-24,Matchweek 3,Sat,Home,L,2,3,Chelsea,16,7,7,7,2,3,24,12.5,21,25,10,15,11,27,29,0,12:30:00
ENG-Premier League,1920,Norwich City,2019-08-31 West Ham-Norwich City,2019-08-31,Matchweek 4,Sat,Away,L,0,2,West Ham,14,10,5,7,2,6,28,21.4,22,13,4,9,7,21,16,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Home,W,3,2,Manchester City,16,12,14,1,1,9,29,31.0,20,16,10,6,16,32,52,0,17:30:00
ENG-Premier League,1920,Norwich City,2019-09-21 Burnley-Norwich City,2019-09-21,Matchweek 6,Sat,Away,L,0,2,Burnley,19,12,12,6,1,6,13,46.2,7,10,4,6,5,24,22,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-09-28 Crystal Palace-Norwich City,2019-09-28,Matchweek 7,Sat,Away,L,0,2,Crystal Palace,17,5,11,4,2,4,15,26.7,11,14,5,9,13,30,24,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-05 Norwich City-Aston Villa,2019-10-05,Matchweek 8,Sat,Home,L,1,5,Aston Villa,20,14,8,8,4,10,14,71.4,4,12,3,9,7,27,19,3,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-19 Bournemouth-Norwich City,2019-10-19,Matchweek 9,Sat,Away,D,0,0,Bournemouth,14,9,9,4,1,6,14,42.9,8,9,3,6,9,23,34,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-10-27 Norwich City-Manchester Utd,2019-10-27,Matchweek 10,Sun,Home,L,1,3,Manchester Utd,26,14,15,10,1,11,30,36.7,19,10,2,8,8,34,18,2,16:30:00
ENG-Premier League,1920,Norwich City,2019-11-02 Brighton-Norwich City,2019-11-02,Matchweek 11,Sat,Away,L,0,2,Brighton,13,10,8,5,0,5,25,20.0,20,12,4,8,13,26,21,1,15:00:00
ENG-Premier League,1920,Norwich City,2019-11-08 Norwich City-Watford,2019-11-08,Matchweek 12,Fri,Home,L,0,2,Watford,18,11,9,7,2,8,22,36.4,14,17,4,13,7,25,10,1,20:00:00
ENG-Premier League,1920,Norwich City,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Everton,18,13,6,11,1,8,12,66.7,4,11,4,7,9,27,37,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-01 Norwich City-Arsenal,2019-12-01,Matchweek 14,Sun,Home,D,2,2,Arsenal,12,7,7,2,3,4,14,28.6,10,16,9,7,10,22,36,0,14:00:00
ENG-Premier League,1920,Norwich City,2019-12-04 Southampton-Norwich City,2019-12-04,Matchweek 15,Wed,Away,L,1,2,Southampton,12,7,9,3,0,8,19,42.1,11,9,4,5,12,24,29,1,19:30:00
ENG-Premier League,1920,Norwich City,2019-12-08 Norwich City-Sheffield Utd,2019-12-08,Matchweek 16,Sun,Home,L,1,2,Sheffield Utd,17,9,12,4,1,4,19,21.1,15,6,1,5,8,25,17,2,14:00:00
ENG-Premier League,1920,Norwich City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Away,D,1,1,Leicester City,17,11,11,5,1,11,24,45.8,13,14,5,9,14,31,26,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-21 Norwich City-Wolves,2019-12-21,Matchweek 18,Sat,Home,L,1,2,Wolves,15,11,9,6,0,10,22,45.5,12,15,8,7,11,26,19,2,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-26 Aston Villa-Norwich City,2019-12-26,Matchweek 19,Thu,Away,L,0,1,Aston Villa,7,5,2,2,3,1,10,10.0,9,8,3,5,8,15,31,0,15:00:00
ENG-Premier League,1920,Norwich City,2019-12-28 Norwich City-Tottenham,2019-12-28,Matchweek 20,Sat,Home,D,2,2,Tottenham,22,13,10,10,2,11,25,44.0,14,13,6,7,17,39,31,0,17:30:00
ENG-Premier League,1920,Norwich City,2020-01-01 Norwich City-Crystal Palace,2020-01-01,Matchweek 21,Wed,Home,D,1,1,Crystal Palace,30,17,20,10,0,8,17,47.1,9,16,5,11,17,47,37,0,17:30:00
ENG-Premier League,1920,Norwich City,2020-01-11 Manchester Utd-Norwich City,2020-01-11,Matchweek 22,Sat,Away,L,0,4,Manchester Utd,22,11,14,6,2,10,27,37.0,17,12,3,9,13,35,23,1,15:00:00
ENG-Premier League,1920,Norwich City,2020-01-18 Norwich City-Bournemouth,2020-01-18,Matchweek 23,Sat,Home,W,1,0,Bournemouth,13,8,4,5,4,5,9,55.6,4,8,2,6,11,24,9,0,15:00:00
ENG-Premier League,1920,Norwich City,2020-01-22 Tottenham-Norwich City,2020-01-22,Matchweek 24,Wed,Away,L,1,2,Tottenham,24,15,17,7,0,10,22,45.5,12,20,6,14,12,36,19,0,19:30:00
ENG-Premier League,1920,Norwich City,2020-02-01 Newcastle Utd-Norwich City,2020-02-01,Matchweek 25,Sat,Away,D,0,0,Newcastle Utd,10,7,4,3,3,5,14,35.7,9,9,6,3,10,20,24,0,15:00:00
ENG-Premier League,1920,Norwich City,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Home,L,0,1,Liverpool,17,12,15,2,0,11,16,68.8,5,7,4,3,23,40,36,0,17:30:00
ENG-Premier League,1920,Norwich City,2020-02-23 Wolves-Norwich City,2020-02-23,Matchweek 27,Sun,Away,L,0,3,Wolves,16,9,6,5,5,9,18,50.0,9,10,4,6,8,24,11,0,14:00:00
ENG-Premier League,1920,Norwich City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Home,W,1,0,Leicester City,22,17,10,7,5,8,17,47.1,9,14,7,7,11,33,24,0,20:00:00
ENG-Premier League,1920,Norwich City,2020-03-07 Sheffield Utd-Norwich City,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Sheffield Utd,18,11,12,5,1,8,20,40.0,12,6,3,3,8,26,29,0,15:00:00
ENG-Premier League,1920,Norwich City,2020-06-19 Norwich City-Southampton,2020-06-19,Matchweek 30,Fri,Home,L,0,3,Southampton,19,10,9,10,0,12,30,40.0,18,16,8,8,5,24,18,0,18:00:00
ENG-Premier League,1920,Norwich City,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Home,L,0,1,Everton,15,5,7,5,3,5,16,31.3,11,15,4,11,9,24,23,0,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-01 Arsenal-Norwich City,2020-07-01,Matchweek 32,Wed,Away,L,0,4,Arsenal,19,15,10,8,1,5,12,41.7,7,10,1,9,4,23,20,2,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-04 Norwich City-Brighton,2020-07-04,Matchweek 33,Sat,Home,L,0,1,Brighton,14,10,9,3,2,9,15,60.0,6,11,3,8,3,17,21,0,12:30:00
ENG-Premier League,1920,Norwich City,2020-07-07 Watford-Norwich City,2020-07-07,Matchweek 34,Tue,Away,L,1,2,Watford,19,7,13,3,3,5,10,50.0,5,8,0,8,11,30,32,0,18:00:00
ENG-Premier League,1920,Norwich City,2020-07-11 Norwich City-West Ham,2020-07-11,Matchweek 35,Sat,Home,L,0,4,West Ham,16,5,9,5,2,10,23,43.5,13,8,0,8,16,32,17,0,12:30:00
ENG-Premier League,1920,Norwich City,2020-07-14 Chelsea-Norwich City,2020-07-14,Matchweek 36,Tue,Away,L,0,1,Chelsea,15,12,8,6,1,6,18,33.3,12,13,4,9,13,28,25,2,20:15:00
ENG-Premier League,1920,Norwich City,2020-07-18 Norwich City-Burnley,2020-07-18,Matchweek 37,Sat,Home,L,0,2,Burnley,6,4,5,1,0,1,5,20.0,4,10,8,2,8,14,30,1,17:30:00
ENG-Premier League,1920,Norwich City,2020-07-26 Manchester City-Norwich City,2020-07-26,Matchweek 38,Sun,Away,L,0,5,Manchester City,14,5,7,7,0,5,24,20.8,19,15,10,5,14,28,27,2,16:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-10 Bournemouth-Sheffield Utd,2019-08-10,Matchweek 1,Sat,Away,D,1,1,Bournemouth,14,11,7,5,2,9,17,52.9,8,14,2,12,14,28,16,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-18 Sheffield Utd-Crystal Palace,2019-08-18,Matchweek 2,Sun,Home,W,1,0,Crystal Palace,20,11,11,6,3,10,20,50.0,10,12,2,10,14,34,38,0,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Home,L,1,2,Leicester City,16,13,8,4,4,6,15,40.0,9,7,4,3,15,31,16,1,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-08-31 Chelsea-Sheffield Utd,2019-08-31,Matchweek 4,Sat,Away,D,2,2,Chelsea,15,10,9,5,1,5,21,23.8,16,6,3,3,17,32,24,2,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-14 Sheffield Utd-Southampton,2019-09-14,Matchweek 5,Sat,Home,L,0,1,Southampton,21,11,15,5,1,6,26,23.1,20,8,1,7,10,31,27,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Away,W,2,0,Everton,15,10,8,6,1,10,25,40.0,15,12,7,5,14,29,64,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Home,L,0,1,Liverpool,11,7,5,4,2,5,12,41.7,7,10,3,7,12,23,32,4,12:30:00
ENG-Premier League,1920,Sheffield Utd,2019-10-05 Watford-Sheffield Utd,2019-10-05,Matchweek 8,Sat,Away,D,0,0,Watford,15,9,8,4,3,8,18,44.4,10,3,2,1,9,24,27,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-10-21 Sheffield Utd-Arsenal,2019-10-21,Matchweek 9,Mon,Home,W,1,0,Arsenal,21,14,14,4,3,9,29,31.0,20,7,2,5,13,34,27,0,20:00:00
ENG-Premier League,1920,Sheffield Utd,2019-10-26 West Ham-Sheffield Utd,2019-10-26,Matchweek 10,Sat,Away,D,1,1,West Ham,11,6,7,3,1,4,14,28.6,10,10,1,9,14,25,28,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-02 Sheffield Utd-Burnley,2019-11-02,Matchweek 11,Sat,Home,W,3,0,Burnley,17,10,8,8,1,5,7,71.4,2,7,1,6,7,24,25,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-09 Tottenham-Sheffield Utd,2019-11-09,Matchweek 12,Sat,Away,D,1,1,Tottenham,27,16,13,10,4,12,25,48.0,13,7,3,4,10,37,23,1,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-11-24 Sheffield Utd-Manchester Utd,2019-11-24,Matchweek 13,Sun,Home,D,3,3,Manchester Utd,13,9,5,7,1,9,18,50.0,9,8,2,6,16,29,21,1,16:30:00
ENG-Premier League,1920,Sheffield Utd,2019-12-01 Wolves-Sheffield Utd,2019-12-01,Matchweek 14,Sun,Away,D,1,1,Wolves,19,14,6,11,2,8,24,33.3,16,9,6,3,17,36,37,0,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-05 Sheffield Utd-Newcastle Utd,2019-12-05,Matchweek 15,Thu,Home,L,0,2,Newcastle Utd,18,15,10,5,3,7,14,50.0,7,6,1,5,2,20,15,0,19:30:00
ENG-Premier League,1920,Sheffield Utd,2019-12-08 Norwich City-Sheffield Utd,2019-12-08,Matchweek 16,Sun,Away,W,2,1,Norwich City,17,11,9,5,3,6,18,33.3,12,16,5,11,13,30,26,0,14:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-14 Sheffield Utd-Aston Villa,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Aston Villa,12,7,5,4,3,1,4,25.0,3,6,1,5,11,23,18,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-21 Brighton-Sheffield Utd,2019-12-21,Matchweek 18,Sat,Away,W,1,0,Brighton,22,13,12,10,0,11,21,52.4,10,8,3,5,9,31,23,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-26 Sheffield Utd-Watford,2019-12-26,Matchweek 19,Thu,Home,D,1,1,Watford,18,8,13,5,0,10,16,62.5,6,9,1,8,4,22,10,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2019-12-29 Manchester City-Sheffield Utd,2019-12-29,Matchweek 20,Sun,Away,L,0,2,Manchester City,16,10,8,6,2,7,13,53.8,6,12,6,6,12,28,26,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Away,L,0,2,Liverpool,14,9,6,8,0,5,13,38.5,8,9,6,3,12,26,32,2,20:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-10 Sheffield Utd-West Ham,2020-01-10,Matchweek 22,Fri,Home,W,1,0,West Ham,19,14,8,8,3,10,28,35.7,18,4,0,4,8,27,15,2,20:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-18 Arsenal-Sheffield Utd,2020-01-18,Matchweek 23,Sat,Away,D,1,1,Arsenal,20,12,7,9,4,12,24,50.0,12,8,2,6,18,38,18,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-01-21 Sheffield Utd-Manchester City,2020-01-21,Matchweek 24,Tue,Home,L,0,1,Manchester City,13,9,12,1,0,5,15,33.3,10,10,4,6,10,23,26,0,19:30:00
ENG-Premier League,1920,Sheffield Utd,2020-02-01 Crystal Palace-Sheffield Utd,2020-02-01,Matchweek 25,Sat,Away,W,1,0,Crystal Palace,20,9,8,9,3,8,13,61.5,5,11,5,6,13,33,30,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-02-09 Sheffield Utd-Bournemouth,2020-02-09,Matchweek 26,Sun,Home,W,2,1,Bournemouth,17,5,9,5,3,8,13,61.5,5,8,1,7,7,24,17,1,14:00:00
ENG-Premier League,1920,Sheffield Utd,2020-02-22 Sheffield Utd-Brighton,2020-02-22,Matchweek 27,Sat,Home,D,1,1,Brighton,15,10,6,5,4,6,15,40.0,9,8,3,5,8,23,7,1,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-03-07 Sheffield Utd-Norwich City,2020-03-07,Matchweek 29,Sat,Home,W,1,0,Norwich City,14,10,2,8,4,1,11,9.1,10,13,4,9,13,27,33,0,15:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-17 Aston Villa-Sheffield Utd,2020-06-17,Matchweek 28,Wed,Away,D,0,0,Aston Villa,18,13,9,5,4,6,17,35.3,11,9,3,6,6,24,19,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-21 Newcastle Utd-Sheffield Utd,2020-06-21,Matchweek 30,Sun,Away,L,0,3,Newcastle Utd,16,9,6,9,1,7,16,43.8,9,11,2,9,4,20,12,1,14:00:00
ENG-Premier League,1920,Sheffield Utd,2020-06-24 Manchester Utd-Sheffield Utd,2020-06-24,Matchweek 31,Wed,Away,L,0,3,Manchester Utd,15,5,9,4,2,8,24,33.3,16,11,4,7,15,30,20,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-02 Sheffield Utd-Tottenham,2020-07-02,Matchweek 32,Thu,Home,W,3,1,Tottenham,18,12,10,7,1,3,12,25.0,9,14,2,12,16,34,28,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-05 Burnley-Sheffield Utd,2020-07-05,Matchweek 33,Sun,Away,D,1,1,Burnley,12,8,4,6,2,4,9,44.4,5,4,0,4,9,21,20,0,12:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-08 Sheffield Utd-Wolves,2020-07-08,Matchweek 34,Wed,Home,W,1,0,Wolves,16,8,9,6,1,9,23,39.1,14,5,0,5,5,21,18,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-11 Sheffield Utd-Chelsea,2020-07-11,Matchweek 35,Sat,Home,W,3,0,Chelsea,7,3,3,2,2,2,8,25.0,6,8,4,4,11,18,37,0,17:30:00
ENG-Premier League,1920,Sheffield Utd,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Away,L,0,2,Leicester City,10,6,3,7,0,4,11,36.4,7,8,4,4,11,21,29,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Home,L,0,1,Everton,17,11,6,8,3,9,16,56.3,7,7,0,7,10,27,11,0,18:00:00
ENG-Premier League,1920,Sheffield Utd,2020-07-26 Southampton-Sheffield Utd,2020-07-26,Matchweek 38,Sun,Away,L,1,3,Southampton,12,9,6,5,1,6,21,28.6,15,11,6,5,11,23,36,0,16:00:00
ENG-Premier League,1920,Southampton,2019-08-10 Burnley-Southampton,2019-08-10,Matchweek 1,Sat,Away,L,0,3,Burnley,7,5,2,4,1,1,15,6.7,14,10,1,9,10,17,18,1,15:00:00
ENG-Premier League,1920,Southampton,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Home,L,1,2,Liverpool,15,8,6,7,2,8,18,44.4,10,15,2,13,10,25,30,1,15:00:00
ENG-Premier League,1920,Southampton,2019-08-24 Brighton-Southampton,2019-08-24,Matchweek 3,Sat,Away,W,2,0,Brighton,19,12,14,4,1,9,20,45.0,11,15,3,12,4,23,24,0,15:00:00
ENG-Premier League,1920,Southampton,2019-08-31 Southampton-Manchester Utd,2019-08-31,Matchweek 4,Sat,Home,D,1,1,Manchester Utd,25,15,10,13,2,9,19,47.4,10,19,4,15,19,44,26,0,12:30:00
ENG-Premier League,1920,Southampton,2019-09-14 Sheffield Utd-Southampton,2019-09-14,Matchweek 5,Sat,Away,W,1,0,Sheffield Utd,18,9,13,4,1,6,22,27.3,16,12,4,8,9,27,32,0,15:00:00
ENG-Premier League,1920,Southampton,2019-09-20 Southampton-Bournemouth,2019-09-20,Matchweek 6,Fri,Home,L,1,3,Bournemouth,30,20,10,17,3,14,26,53.8,12,19,2,17,9,39,15,1,20:00:00
ENG-Premier League,1920,Southampton,2019-09-28 Tottenham-Southampton,2019-09-28,Matchweek 7,Sat,Away,L,1,2,Tottenham,24,12,10,7,7,14,25,56.0,11,7,1,6,11,35,13,0,15:00:00
ENG-Premier League,1920,Southampton,2019-10-06 Southampton-Chelsea,2019-10-06,Matchweek 8,Sun,Home,L,1,4,Chelsea,23,9,8,12,3,12,15,80.0,3,14,2,12,9,32,12,1,14:00:00
ENG-Premier League,1920,Southampton,2019-10-19 Wolves-Southampton,2019-10-19,Matchweek 9,Sat,Away,D,1,1,Wolves,9,4,2,4,3,4,17,23.5,13,12,0,12,13,22,19,0,15:00:00
ENG-Premier League,1920,Southampton,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Home,L,0,9,Leicester City,20,12,11,7,2,14,38,36.8,24,21,5,16,17,37,20,2,20:00:00
ENG-Premier League,1920,Southampton,2019-11-02 Manchester City-Southampton,2019-11-02,Matchweek 11,Sat,Away,L,1,2,Manchester City,20,11,20,0,0,10,34,29.4,24,21,13,8,11,31,80,1,15:00:00
ENG-Premier League,1920,Southampton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Home,L,1,2,Everton,12,5,8,2,2,5,18,27.8,13,18,9,9,6,18,26,2,15:00:00
ENG-Premier League,1920,Southampton,2019-11-23 Arsenal-Southampton,2019-11-23,Matchweek 13,Sat,Away,D,2,2,Arsenal,18,9,9,5,4,10,30,33.3,20,12,4,8,16,34,22,0,15:00:00
ENG-Premier League,1920,Southampton,2019-11-30 Southampton-Watford,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Watford,17,11,7,5,5,8,15,53.3,7,8,0,8,12,29,19,2,17:30:00
ENG-Premier League,1920,Southampton,2019-12-04 Southampton-Norwich City,2019-12-04,Matchweek 15,Wed,Home,W,2,1,Norwich City,27,15,10,13,4,11,22,50.0,11,13,2,11,13,40,15,0,19:30:00
ENG-Premier League,1920,Southampton,2019-12-08 Newcastle Utd-Southampton,2019-12-08,Matchweek 16,Sun,Away,L,1,2,Newcastle Utd,24,13,12,10,2,16,37,43.2,21,18,6,12,7,31,17,0,14:00:00
ENG-Premier League,1920,Southampton,2019-12-14 Southampton-West Ham,2019-12-14,Matchweek 17,Sat,Home,L,0,1,West Ham,15,8,10,5,0,6,18,33.3,12,13,3,10,10,25,24,0,17:30:00
ENG-Premier League,1920,Southampton,2019-12-21 Aston Villa-Southampton,2019-12-21,Matchweek 18,Sat,Away,W,3,1,Aston Villa,16,13,8,6,2,7,20,35.0,13,15,5,10,3,19,25,0,15:00:00
ENG-Premier League,1920,Southampton,2019-12-26 Chelsea-Southampton,2019-12-26,Matchweek 19,Thu,Away,W,2,0,Chelsea,32,16,17,12,3,13,29,44.8,16,19,2,17,9,41,34,0,15:00:00
ENG-Premier League,1920,Southampton,2019-12-28 Southampton-Crystal Palace,2019-12-28,Matchweek 20,Sat,Home,D,1,1,Crystal Palace,20,10,7,10,3,10,26,38.5,16,8,0,8,14,34,11,0,15:00:00
ENG-Premier League,1920,Southampton,2020-01-01 Southampton-Tottenham,2020-01-01,Matchweek 21,Wed,Home,W,1,0,Tottenham,22,14,7,11,4,11,28,39.3,17,12,4,8,13,35,37,0,15:00:00
ENG-Premier League,1920,Southampton,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Away,W,2,1,Leicester City,23,16,13,9,1,9,18,50.0,9,5,0,5,13,36,11,0,15:00:00
ENG-Premier League,1920,Southampton,2020-01-18 Southampton-Wolves,2020-01-18,Matchweek 23,Sat,Home,L,2,3,Wolves,14,8,4,9,1,8,26,30.8,18,11,1,10,10,24,17,1,15:00:00
ENG-Premier League,1920,Southampton,2020-01-21 Crystal Palace-Southampton,2020-01-21,Matchweek 24,Tue,Away,W,2,0,Crystal Palace,22,14,8,12,2,11,27,40.7,16,9,1,8,11,33,16,1,19:30:00
ENG-Premier League,1920,Southampton,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Away,L,0,4,Liverpool,18,11,10,6,2,6,14,42.9,8,18,4,14,6,24,26,0,15:00:00
ENG-Premier League,1920,Southampton,2020-02-15 Southampton-Burnley,2020-02-15,Matchweek 26,Sat,Home,L,1,2,Burnley,11,7,3,6,2,7,16,43.8,9,7,0,7,7,18,11,2,12:30:00
ENG-Premier League,1920,Southampton,2020-02-22 Southampton-Aston Villa,2020-02-22,Matchweek 27,Sat,Home,W,2,0,Aston Villa,17,12,5,10,2,4,12,33.3,8,9,3,6,12,29,16,0,15:00:00
ENG-Premier League,1920,Southampton,2020-02-29 West Ham-Southampton,2020-02-29,Matchweek 28,Sat,Away,L,1,3,West Ham,17,8,9,7,1,11,20,55.0,9,8,2,6,13,30,21,1,15:00:00
ENG-Premier League,1920,Southampton,2020-03-07 Southampton-Newcastle Utd,2020-03-07,Matchweek 29,Sat,Home,L,0,1,Newcastle Utd,19,11,13,3,3,13,28,46.4,15,18,4,14,10,29,21,1,15:00:00
ENG-Premier League,1920,Southampton,2020-06-19 Norwich City-Southampton,2020-06-19,Matchweek 30,Fri,Away,W,3,0,Norwich City,24,12,10,9,5,12,22,54.5,10,16,5,11,17,41,17,0,18:00:00
ENG-Premier League,1920,Southampton,2020-06-25 Southampton-Arsenal,2020-06-25,Matchweek 31,Thu,Home,L,0,2,Arsenal,17,10,8,5,4,4,12,33.3,8,8,2,6,12,29,10,1,18:00:00
ENG-Premier League,1920,Southampton,2020-06-28 Watford-Southampton,2020-06-28,Matchweek 32,Sun,Away,W,3,1,Watford,20,14,10,8,2,9,19,47.4,10,11,5,6,11,31,29,0,16:30:00
ENG-Premier League,1920,Southampton,2020-07-05 Southampton-Manchester City,2020-07-05,Matchweek 33,Sun,Home,W,1,0,Manchester City,20,13,3,14,3,6,18,33.3,12,19,11,8,27,47,59,1,19:00:00
ENG-Premier League,1920,Southampton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Away,D,1,1,Everton,13,9,2,8,3,6,16,37.5,10,9,3,6,13,26,11,0,18:00:00
ENG-Premier League,1920,Southampton,2020-07-13 Manchester Utd-Southampton,2020-07-13,Matchweek 35,Mon,Away,D,2,2,Manchester Utd,10,6,3,6,1,5,20,25.0,15,10,1,9,12,22,17,1,20:00:00
ENG-Premier League,1920,Southampton,2020-07-16 Southampton-Brighton,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Brighton,15,12,4,5,6,5,14,35.7,9,9,4,5,9,24,8,0,20:15:00
ENG-Premier League,1920,Southampton,2020-07-19 Bournemouth-Southampton,2020-07-19,Matchweek 37,Sun,Away,W,2,0,Bournemouth,22,12,14,6,2,5,8,62.5,3,12,4,8,10,32,49,1,14:00:00
ENG-Premier League,1920,Southampton,2020-07-26 Southampton-Sheffield Utd,2020-07-26,Matchweek 38,Sun,Home,W,3,1,Sheffield Utd,11,10,5,6,0,5,11,45.5,6,8,2,6,7,18,9,0,16:00:00
ENG-Premier League,1920,Tottenham,2019-08-10 Tottenham-Aston Villa,2019-08-10,Matchweek 1,Sat,Home,W,3,1,Aston Villa,17,12,6,6,5,4,8,50.0,4,9,1,8,5,22,6,1,17:30:00
ENG-Premier League,1920,Tottenham,2019-08-17 Manchester City-Tottenham,2019-08-17,Matchweek 2,Sat,Away,D,2,2,Manchester City,17,10,11,6,0,8,17,47.1,9,22,12,10,6,23,26,1,17:30:00
ENG-Premier League,1920,Tottenham,2019-08-25 Tottenham-Newcastle Utd,2019-08-25,Matchweek 3,Sun,Home,L,0,1,Newcastle Utd,10,6,4,5,1,6,9,66.7,3,6,3,3,7,17,6,0,16:30:00
ENG-Premier League,1920,Tottenham,2019-09-01 Arsenal-Tottenham,2019-09-01,Matchweek 4,Sun,Away,D,2,2,Arsenal,13,6,10,3,0,3,17,17.6,14,15,8,7,6,19,25,0,16:30:00
ENG-Premier League,1920,Tottenham,2019-09-14 Tottenham-Crystal Palace,2019-09-14,Matchweek 5,Sat,Home,W,4,0,Crystal Palace,11,6,6,4,1,1,9,11.1,8,13,3,10,14,25,13,1,15:00:00
ENG-Premier League,1920,Tottenham,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Away,L,1,2,Leicester City,18,13,6,12,0,6,17,35.3,11,8,3,5,8,26,25,0,12:30:00
ENG-Premier League,1920,Tottenham,2019-09-28 Tottenham-Southampton,2019-09-28,Matchweek 7,Sat,Home,W,2,1,Southampton,23,12,18,5,0,8,14,57.1,6,9,2,7,11,34,29,2,15:00:00
