,,,,date,round,day,venue,result,GF,GA,opponent,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,time
ENG-Premier League,1920,Crystal Palace,2020-06-29 Crystal Palace-Burnley,2020-06-29,Matchweek 32,Mon,Home,L,0,1,Burnley,26,17,3,1,2,3,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Leicester City,14,11,1,1,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-07 Crystal Palace-Chelsea,2020-07-07,Matchweek 34,Tue,Home,L,2,3,Chelsea,20,13,3,1,1,2,0,4,3,0,1,0,0,0,18:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-12 Aston Villa-Crystal Palace,2020-07-12,Matchweek 35,Sun,Away,L,0,2,Aston Villa,16,11,1,1,2,1,0,0,0,0,0,0,0,0,14:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Home,L,0,2,Manchester Utd,22,17,0,2,2,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-20 Wolves-Crystal Palace,2020-07-20,Matchweek 37,Mon,Away,L,0,2,Wolves,13,10,0,2,0,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Tottenham,22,13,6,0,1,2,0,1,0,0,0,1,0,0,16:00:00
ENG-Premier League,1920,Everton,2019-08-10 Crystal Palace-Everton,2019-08-10,Matchweek 1,Sat,Away,D,0,0,Crystal Palace,15,12,1,0,2,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Home,W,1,0,Watford,21,8,4,4,1,3,1,1,1,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-08-23 Aston Villa-Everton,2019-08-23,Matchweek 3,Fri,Away,L,0,2,Aston Villa,23,19,3,0,1,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Everton,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Home,W,3,2,Wolves,26,12,6,2,3,2,1,4,4,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Everton,2019-09-15 Bournemouth-Everton,2019-09-15,Matchweek 5,Sun,Away,L,1,3,Bournemouth,24,20,0,1,3,0,0,2,2,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Everton,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,30,24,1,1,1,2,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Home,L,1,3,Manchester City,22,10,5,1,2,4,0,1,0,0,0,1,0,0,17:30:00
ENG-Premier League,1920,Everton,2019-10-05 Burnley-Everton,2019-10-05,Matchweek 8,Sat,Away,L,0,1,Burnley,19,13,2,1,1,1,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Home,W,2,0,West Ham,35,20,6,2,3,3,1,4,2,0,2,0,0,0,12:30:00
ENG-Premier League,1920,Everton,2019-10-26 Brighton-Everton,2019-10-26,Matchweek 10,Sat,Away,L,2,3,Brighton,18,13,2,1,1,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Home,D,1,1,Tottenham,13,11,1,1,0,0,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Everton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Away,W,2,1,Southampton,39,24,7,2,5,1,0,3,2,0,0,1,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Home,L,0,2,Norwich City,35,24,4,1,4,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Away,L,1,2,Leicester City,22,10,4,5,2,1,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Everton,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Away,L,2,5,Liverpool,20,14,2,0,1,2,1,3,2,0,0,1,0,0,20:15:00
ENG-Premier League,1920,Everton,2019-12-07 Everton-Chelsea,2019-12-07,Matchweek 16,Sat,Home,W,3,1,Chelsea,22,14,2,2,1,1,2,6,6,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Everton,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Away,D,1,1,Manchester Utd,13,8,1,1,1,2,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Everton,2019-12-21 Everton-Arsenal,2019-12-21,Matchweek 18,Sat,Home,D,0,0,Arsenal,11,9,0,1,0,1,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Everton,2019-12-26 Everton-Burnley,2019-12-26,Matchweek 19,Thu,Home,W,1,0,Burnley,38,25,5,0,3,4,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,36,25,1,1,8,1,0,3,2,0,0,1,0,0,15:00:00
ENG-Premier League,1920,Everton,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Away,L,1,2,Manchester City,10,6,3,0,1,0,0,1,0,0,0,1,0,0,17:30:00
ENG-Premier League,1920,Everton,2020-01-11 Everton-Brighton,2020-01-11,Matchweek 22,Sat,Home,W,1,0,Brighton,27,22,1,3,1,0,0,2,1,0,1,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Away,D,1,1,West Ham,18,13,3,0,1,1,0,2,1,1,0,0,0,0,15:00:00
ENG-Premier League,1920,Everton,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,30,26,0,1,1,1,1,4,4,0,0,0,0,0,19:30:00
ENG-Premier League,1920,Everton,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Away,W,3,2,Watford,20,13,2,0,2,2,1,4,1,1,0,2,0,0,15:00:00
ENG-Premier League,1920,Everton,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Home,W,3,1,Crystal Palace,21,11,2,3,2,2,1,4,2,0,1,1,0,0,12:30:00
ENG-Premier League,1920,Everton,2020-02-23 Arsenal-Everton,2020-02-23,Matchweek 27,Sun,Away,L,2,3,Arsenal,24,12,2,2,4,2,2,2,0,0,0,1,1,0,16:30:00
ENG-Premier League,1920,Everton,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Home,D,1,1,Manchester Utd,22,11,2,3,4,2,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Everton,2020-03-08 Chelsea-Everton,2020-03-08,Matchweek 29,Sun,Away,L,0,4,Chelsea,5,2,1,0,0,1,1,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Everton,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Home,D,0,0,Liverpool,12,8,2,1,1,0,0,0,0,0,0,0,0,0,19:00:00
ENG-Premier League,1920,Everton,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Away,W,1,0,Norwich City,21,14,3,0,2,1,1,2,1,1,0,0,0,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Home,W,2,1,Leicester City,12,9,1,0,1,1,0,3,2,0,0,0,1,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Away,L,0,1,Tottenham,18,10,2,2,1,3,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Everton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Home,D,1,1,Southampton,17,8,2,1,4,2,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-12 Wolves-Everton,2020-07-12,Matchweek 35,Sun,Away,L,0,3,Wolves,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,1920,Everton,2020-07-16 Everton-Aston Villa,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Aston Villa,18,15,1,1,0,1,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Away,W,1,0,Sheffield Utd,10,8,1,0,0,1,0,2,0,1,0,0,1,0,18:00:00
ENG-Premier League,1920,Everton,2020-07-26 Everton-Bournemouth,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Bournemouth,26,21,1,3,1,0,0,2,2,0,0,0,0,0,16:00:00
ENG-Premier League,1920,Leicester City,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Home,D,0,0,Wolves,29,23,2,1,0,3,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-08-18 Chelsea-Leicester City,2019-08-18,Matchweek 2,Sun,Away,D,1,1,Chelsea,17,14,1,1,1,0,0,2,1,1,0,0,0,0,16:30:00
ENG-Premier League,1920,Leicester City,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Away,W,2,1,Sheffield Utd,19,14,0,2,0,2,1,4,3,0,0,0,0,1,15:00:00
ENG-Premier League,1920,Leicester City,2019-08-31 Leicester City-Bournemouth,2019-08-31,Matchweek 4,Sat,Home,W,3,1,Bournemouth,27,23,2,1,1,0,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Away,L,0,1,Manchester Utd,15,10,1,2,0,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Home,W,2,1,Tottenham,26,19,0,5,2,0,0,3,3,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Leicester City,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Home,W,5,0,Newcastle Utd,25,23,0,2,0,0,0,8,8,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Leicester City,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Away,L,1,2,Liverpool,4,4,0,0,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-19 Leicester City-Burnley,2019-10-19,Matchweek 9,Sat,Home,W,2,1,Burnley,36,28,4,2,1,1,0,4,3,0,1,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Away,W,9,0,Southampton,43,29,0,7,3,2,2,16,10,0,3,1,2,0,20:00:00
ENG-Premier League,1920,Leicester City,2019-11-03 Crystal Palace-Leicester City,2019-11-03,Matchweek 11,Sun,Away,W,2,0,Crystal Palace,27,9,8,2,3,5,0,3,2,0,0,1,0,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-11-09 Leicester City-Arsenal,2019-11-09,Matchweek 12,Sat,Home,W,2,0,Arsenal,32,28,1,2,0,1,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Leicester City,2019-11-23 Brighton-Leicester City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Brighton,33,22,3,2,1,3,2,3,2,0,0,0,1,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Home,W,2,1,Everton,31,25,2,2,1,1,0,3,2,0,0,1,0,0,16:30:00
ENG-Premier League,1920,Leicester City,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Home,W,2,0,Watford,22,15,1,3,1,2,0,4,2,0,1,0,1,0,19:30:00
ENG-Premier League,1920,Leicester City,2019-12-08 Aston Villa-Leicester City,2019-12-08,Matchweek 16,Sun,Away,W,4,1,Aston Villa,41,25,5,4,4,3,0,7,4,1,2,0,0,0,14:00:00
ENG-Premier League,1920,Leicester City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Home,D,1,1,Norwich City,31,21,4,3,2,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Away,L,1,3,Manchester City,9,8,0,1,0,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Leicester City,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Home,L,0,4,Liverpool,6,4,0,2,0,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Leicester City,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Away,W,2,1,West Ham,25,15,1,5,1,3,0,4,3,0,1,0,0,0,17:30:00
ENG-Premier League,1920,Leicester City,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,29,20,3,1,3,2,0,5,4,0,1,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Home,L,1,2,Southampton,8,6,2,0,0,0,0,2,1,1,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-19 Burnley-Leicester City,2020-01-19,Matchweek 23,Sun,Away,L,1,2,Burnley,33,23,3,1,2,3,1,1,0,0,0,0,0,1,14:00:00
ENG-Premier League,1920,Leicester City,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Home,W,4,1,West Ham,36,25,3,3,2,2,1,7,4,0,1,1,1,0,19:30:00
ENG-Premier League,1920,Leicester City,2020-02-01 Leicester City-Chelsea,2020-02-01,Matchweek 25,Sat,Home,D,2,2,Chelsea,27,20,3,0,2,2,0,4,4,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Leicester City,2020-02-14 Wolves-Leicester City,2020-02-14,Matchweek 26,Fri,Away,D,0,0,Wolves,17,9,3,1,1,3,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Leicester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Home,L,0,1,Manchester City,17,12,0,2,1,2,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Leicester City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Away,L,0,1,Norwich City,34,27,4,1,1,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1920,Leicester City,2020-03-09 Leicester City-Aston Villa,2020-03-09,Matchweek 29,Mon,Home,W,4,0,Aston Villa,25,18,4,1,1,1,0,7,6,0,1,0,0,0,20:00:00
ENG-Premier League,1920,Leicester City,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Away,D,1,1,Watford,26,18,1,3,1,2,1,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Leicester City,2020-06-23 Leicester City-Brighton,2020-06-23,Matchweek 31,Tue,Home,D,0,0,Brighton,20,14,1,0,2,3,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Away,L,1,2,Everton,28,18,1,6,3,0,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Home,W,3,0,Crystal Palace,25,20,2,2,1,0,0,5,5,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Leicester City,2020-07-07 Arsenal-Leicester City,2020-07-07,Matchweek 34,Tue,Away,D,1,1,Arsenal,26,21,3,1,0,1,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,1920,Leicester City,2020-07-12 Bournemouth-Leicester City,2020-07-12,Matchweek 35,Sun,Away,L,1,4,Bournemouth,22,20,0,2,0,0,0,2,2,0,0,0,0,0,19:00:00
ENG-Premier League,1920,Leicester City,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,28,26,0,0,2,0,0,4,4,0,0,0,0,0,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Away,L,0,3,Tottenham,42,30,3,1,5,2,1,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,1920,Leicester City,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,28,21,2,1,0,3,1,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,1920,Liverpool,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Home,W,4,1,Norwich City,25,19,1,1,1,2,1,5,4,1,0,0,0,0,20:00:00
ENG-Premier League,1920,Liverpool,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Away,W,2,1,Southampton,26,21,1,1,1,2,0,4,3,0,1,0,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-08-24 Liverpool-Arsenal,2019-08-24,Matchweek 3,Sat,Home,W,3,1,Arsenal,46,37,4,3,1,1,0,6,3,1,1,0,1,0,17:30:00
ENG-Premier League,1920,Liverpool,2019-08-31 Burnley-Liverpool,2019-08-31,Matchweek 4,Sat,Away,W,3,0,Burnley,27,21,1,1,1,1,2,3,3,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Liverpool,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Home,W,3,1,Newcastle Utd,38,28,5,2,1,1,1,5,2,0,2,0,0,1,12:30:00
ENG-Premier League,1920,Liverpool,2019-09-22 Chelsea-Liverpool,2019-09-22,Matchweek 6,Sun,Away,W,2,1,Chelsea,11,7,3,0,0,1,0,4,1,2,0,0,1,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Away,W,1,0,Sheffield Utd,23,17,2,2,2,0,0,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,1920,Liverpool,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Home,W,2,1,Leicester City,32,24,2,3,1,2,0,3,2,0,0,0,1,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Away,D,1,1,Manchester Utd,19,16,1,1,0,1,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Home,W,2,1,Tottenham,38,25,6,2,2,3,0,3,2,0,0,0,1,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-02 Aston Villa-Liverpool,2019-11-02,Matchweek 11,Sat,Away,W,2,1,Aston Villa,46,33,4,3,4,1,1,4,2,1,0,1,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Manchester City,23,20,1,1,0,0,1,6,6,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-23 Crystal Palace-Liverpool,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,22,17,3,0,2,0,0,3,2,0,0,1,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-30 Liverpool-Brighton,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Brighton,23,17,2,0,2,1,1,3,0,2,0,0,1,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Home,W,5,2,Everton,21,15,1,3,1,1,0,10,8,0,2,0,0,0,20:15:00
ENG-Premier League,1920,Liverpool,2019-12-07 Bournemouth-Liverpool,2019-12-07,Matchweek 16,Sat,Away,W,3,0,Bournemouth,38,33,3,1,1,0,0,5,5,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Watford,25,21,0,2,1,0,1,3,2,0,0,1,0,0,12:30:00
ENG-Premier League,1920,Liverpool,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Away,W,4,0,Leicester City,26,20,2,2,1,0,1,7,6,0,0,1,0,0,20:00:00
ENG-Premier League,1920,Liverpool,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Home,W,1,0,Wolves,19,15,3,0,1,0,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,35,30,2,1,2,0,0,3,2,0,0,1,0,0,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Away,W,1,0,Tottenham,25,20,1,2,1,0,1,2,1,1,0,0,0,0,17:30:00
ENG-Premier League,1920,Liverpool,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,27,20,2,4,0,1,0,3,2,1,0,0,0,0,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-23 Wolves-Liverpool,2020-01-23,Matchweek 24,Thu,Away,W,2,1,Wolves,22,14,1,4,2,1,0,4,2,1,0,1,0,0,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Away,W,2,0,West Ham,24,18,0,2,1,2,1,4,2,0,1,0,1,0,19:45:00
ENG-Premier League,1920,Liverpool,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Home,W,4,0,Southampton,31,25,0,2,3,1,0,8,8,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Away,W,1,0,Norwich City,28,23,2,0,3,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Liverpool,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Home,W,3,2,West Ham,42,24,6,3,6,2,1,5,3,0,0,2,0,0,20:00:00
ENG-Premier League,1920,Liverpool,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Away,L,0,3,Watford,14,13,0,0,0,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Liverpool,2020-03-07 Liverpool-Bournemouth,2020-03-07,Matchweek 29,Sat,Home,W,2,1,Bournemouth,26,23,1,1,0,0,1,3,2,0,0,0,0,1,12:30:00
ENG-Premier League,1920,Liverpool,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Away,D,0,0,Everton,18,9,4,2,0,3,0,0,0,0,0,0,0,0,19:00:00
ENG-Premier League,1920,Liverpool,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Home,W,4,0,Crystal Palace,35,24,2,1,4,3,1,7,6,0,0,0,1,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-02 Manchester City-Liverpool,2020-07-02,Matchweek 32,Thu,Away,L,0,4,Manchester City,20,17,0,0,2,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-05 Liverpool-Aston Villa,2020-07-05,Matchweek 33,Sun,Home,W,2,0,Aston Villa,12,12,0,0,0,0,0,4,4,0,0,0,0,0,16:30:00
ENG-Premier League,1920,Liverpool,2020-07-08 Brighton-Liverpool,2020-07-08,Matchweek 34,Wed,Away,W,3,1,Brighton,34,30,2,1,1,0,0,5,3,1,0,1,0,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-11 Liverpool-Burnley,2020-07-11,Matchweek 35,Sat,Home,D,1,1,Burnley,39,31,1,2,2,1,2,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Liverpool,2020-07-15 Arsenal-Liverpool,2020-07-15,Matchweek 36,Wed,Away,L,1,2,Arsenal,43,34,3,2,4,0,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-22 Liverpool-Chelsea,2020-07-22,Matchweek 37,Wed,Home,W,5,3,Chelsea,15,7,3,3,0,2,0,8,5,0,2,0,1,0,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Away,W,3,1,Newcastle Utd,26,20,2,2,0,1,1,6,5,0,1,0,0,0,16:00:00
ENG-Premier League,1920,Manchester City,2019-08-10 West Ham-Manchester City,2019-08-10,Matchweek 1,Sat,Away,W,5,0,West Ham,24,20,0,3,0,1,0,6,4,0,1,0,1,0,12:30:00
ENG-Premier League,1920,Manchester City,2019-08-17 Manchester City-Tottenham,2019-08-17,Matchweek 2,Sat,Home,D,2,2,Tottenham,53,37,5,4,5,1,1,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-08-25 Bournemouth-Manchester City,2019-08-25,Matchweek 3,Sun,Away,W,3,1,Bournemouth,34,28,2,1,3,0,0,5,3,0,1,1,0,0,14:00:00
ENG-Premier League,1920,Manchester City,2019-08-31 Manchester City-Brighton,2019-08-31,Matchweek 4,Sat,Home,W,4,0,Brighton,28,24,2,1,0,1,0,8,8,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Away,L,2,3,Norwich City,47,34,3,5,3,1,1,4,3,0,1,0,0,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-09-21 Manchester City-Watford,2019-09-21,Matchweek 6,Sat,Home,W,8,0,Watford,53,39,4,5,1,3,1,15,8,1,3,1,2,0,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Away,W,3,1,Everton,36,30,0,4,1,1,0,5,3,0,0,1,1,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-06 Manchester City-Wolves,2019-10-06,Matchweek 8,Sun,Home,L,0,2,Wolves,34,29,1,0,2,2,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,1920,Manchester City,2019-10-19 Crystal Palace-Manchester City,2019-10-19,Matchweek 9,Sat,Away,W,2,0,Crystal Palace,40,34,0,5,1,0,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,1920,Manchester City,2019-10-26 Manchester City-Aston Villa,2019-10-26,Matchweek 10,Sat,Home,W,3,0,Aston Villa,46,33,4,5,4,0,0,5,4,0,0,1,0,0,12:30:00
ENG-Premier League,1920,Manchester City,2019-11-02 Manchester City-Southampton,2019-11-02,Matchweek 11,Sat,Home,W,2,1,Southampton,48,37,4,3,3,1,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,1920,Manchester City,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Away,L,1,3,Liverpool,33,19,6,4,2,2,0,1,1,0,0,0,0,0,16:30:00
