,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
ENG-Premier League,1920,Tottenham,2019-10-05 Brighton-Tottenham,2019-10-05,Matchweek 8,Sat,Away,L,0,3,Brighton,1,0,0,7,10,1,15,11,11,0,0,0,56,10,13,43.5,12:30:00
ENG-Premier League,1920,Tottenham,2019-10-19 Tottenham-Watford,2019-10-19,Matchweek 9,Sat,Home,D,1,1,Watford,4,0,0,5,8,5,40,11,8,0,0,0,58,16,18,47.1,15:00:00
ENG-Premier League,1920,Tottenham,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Away,L,1,2,Liverpool,3,0,0,11,7,4,11,10,9,0,1,0,52,16,22,42.1,16:30:00
ENG-Premier League,1920,Tottenham,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Away,D,1,1,Everton,2,1,0,8,9,2,7,11,13,0,0,0,49,17,16,51.5,16:30:00
ENG-Premier League,1920,Tottenham,2019-11-09 Tottenham-Sheffield Utd,2019-11-09,Matchweek 12,Sat,Home,D,1,1,Sheffield Utd,2,0,0,6,9,1,16,5,13,0,0,0,47,22,14,61.1,15:00:00
ENG-Premier League,1920,Tottenham,2019-11-23 West Ham-Tottenham,2019-11-23,Matchweek 13,Sat,Away,W,3,2,West Ham,2,0,0,14,11,6,13,9,8,0,0,0,58,27,22,55.1,12:30:00
ENG-Premier League,1920,Tottenham,2019-11-30 Tottenham-Bournemouth,2019-11-30,Matchweek 14,Sat,Home,W,3,2,Bournemouth,0,0,0,10,12,1,15,15,13,0,0,0,54,30,13,69.8,15:00:00
ENG-Premier League,1920,Tottenham,2019-12-04 Manchester Utd-Tottenham,2019-12-04,Matchweek 15,Wed,Away,L,1,2,Manchester Utd,1,0,0,9,9,1,24,14,15,0,1,0,64,16,11,59.3,19:30:00
ENG-Premier League,1920,Tottenham,2019-12-07 Tottenham-Burnley,2019-12-07,Matchweek 16,Sat,Home,W,5,0,Burnley,1,0,0,12,7,1,7,15,13,0,0,0,58,23,26,46.9,15:00:00
ENG-Premier League,1920,Tottenham,2019-12-15 Wolves-Tottenham,2019-12-15,Matchweek 17,Sun,Away,W,2,1,Wolves,4,0,0,10,12,1,10,11,10,0,0,0,65,24,17,58.5,14:00:00
ENG-Premier League,1920,Tottenham,2019-12-22 Tottenham-Chelsea,2019-12-22,Matchweek 18,Sun,Home,L,0,2,Chelsea,4,1,0,9,11,0,16,12,13,0,1,0,42,17,17,50.0,16:30:00
ENG-Premier League,1920,Tottenham,2019-12-26 Tottenham-Brighton,2019-12-26,Matchweek 19,Thu,Home,W,2,1,Brighton,4,0,0,10,9,5,16,12,15,0,0,0,62,9,21,30.0,12:30:00
ENG-Premier League,1920,Tottenham,2019-12-28 Norwich City-Tottenham,2019-12-28,Matchweek 20,Sat,Away,D,2,2,Norwich City,3,0,0,10,11,3,21,9,12,1,0,1,63,19,16,54.3,17:30:00
ENG-Premier League,1920,Tottenham,2020-01-01 Southampton-Tottenham,2020-01-01,Matchweek 21,Wed,Away,L,0,1,Southampton,4,0,0,8,20,3,24,8,15,0,0,0,68,20,21,48.8,15:00:00
ENG-Premier League,1920,Tottenham,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Home,L,0,1,Liverpool,0,0,0,4,8,2,10,13,10,0,0,0,55,9,15,37.5,17:30:00
ENG-Premier League,1920,Tottenham,2020-01-18 Watford-Tottenham,2020-01-18,Matchweek 23,Sat,Away,D,0,0,Watford,3,0,0,13,12,3,13,8,9,0,1,0,73,16,34,32.0,12:30:00
ENG-Premier League,1920,Tottenham,2020-01-22 Tottenham-Norwich City,2020-01-22,Matchweek 24,Wed,Home,W,2,1,Norwich City,0,0,0,12,6,1,17,12,6,0,1,0,55,22,15,59.5,19:30:00
ENG-Premier League,1920,Tottenham,2020-02-02 Tottenham-Manchester City,2020-02-02,Matchweek 25,Sun,Home,W,2,0,Manchester City,2,0,0,8,13,2,6,12,13,0,1,0,48,8,13,38.1,16:30:00
ENG-Premier League,1920,Tottenham,2020-02-16 Aston Villa-Tottenham,2020-02-16,Matchweek 26,Sun,Away,W,3,2,Aston Villa,0,0,0,10,12,1,15,11,11,1,0,1,58,19,16,54.3,14:00:00
ENG-Premier League,1920,Tottenham,2020-02-22 Chelsea-Tottenham,2020-02-22,Matchweek 27,Sat,Away,L,1,2,Chelsea,2,0,0,14,14,0,14,8,15,0,0,0,66,20,15,57.1,12:30:00
ENG-Premier League,1920,Tottenham,2020-03-01 Tottenham-Wolves,2020-03-01,Matchweek 28,Sun,Home,L,2,3,Wolves,3,0,0,12,14,0,22,6,12,0,0,0,54,21,18,53.8,14:00:00
ENG-Premier League,1920,Tottenham,2020-03-07 Burnley-Tottenham,2020-03-07,Matchweek 29,Sat,Away,D,1,1,Burnley,4,0,0,11,15,0,20,8,8,1,0,0,50,16,28,36.4,17:30:00
ENG-Premier League,1920,Tottenham,2020-06-19 Tottenham-Manchester Utd,2020-06-19,Matchweek 30,Fri,Home,D,1,1,Manchester Utd,0,0,0,17,18,1,16,12,9,0,1,0,51,14,19,42.4,20:15:00
ENG-Premier League,1920,Tottenham,2020-06-23 Tottenham-West Ham,2020-06-23,Matchweek 31,Tue,Home,W,2,0,West Ham,2,0,0,12,7,3,19,8,4,0,0,0,57,22,21,51.2,20:15:00
ENG-Premier League,1920,Tottenham,2020-07-02 Sheffield Utd-Tottenham,2020-07-02,Matchweek 32,Thu,Away,L,1,3,Sheffield Utd,0,0,0,13,12,1,28,15,11,0,0,0,48,19,24,44.2,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Home,W,1,0,Everton,3,0,0,14,17,2,14,7,7,0,0,0,31,11,22,33.3,20:00:00
ENG-Premier League,1920,Tottenham,2020-07-09 Bournemouth-Tottenham,2020-07-09,Matchweek 34,Thu,Away,D,0,0,Bournemouth,2,0,0,14,10,0,28,12,16,0,0,0,56,29,16,64.4,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-12 Tottenham-Arsenal,2020-07-12,Matchweek 35,Sun,Home,W,2,1,Arsenal,5,0,0,16,11,2,13,5,13,0,0,0,42,17,12,58.6,16:30:00
ENG-Premier League,1920,Tottenham,2020-07-15 Newcastle Utd-Tottenham,2020-07-15,Matchweek 36,Wed,Away,W,3,1,Newcastle Utd,3,0,0,13,6,1,11,5,5,0,0,0,40,12,16,42.9,18:00:00
ENG-Premier League,1920,Tottenham,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Home,W,3,0,Leicester City,2,0,0,15,10,4,10,7,12,0,0,0,47,14,21,40.0,16:00:00
ENG-Premier League,1920,Tottenham,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Away,D,1,1,Crystal Palace,2,0,0,13,11,0,11,22,21,0,0,0,51,13,17,43.3,16:00:00
ENG-Premier League,1920,Watford,2019-08-10 Watford-Brighton,2019-08-10,Matchweek 1,Sat,Home,L,0,3,Brighton,0,0,0,15,11,0,14,12,4,0,0,1,45,14,18,43.8,15:00:00
ENG-Premier League,1920,Watford,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Away,L,0,1,Everton,3,0,0,11,11,1,20,9,19,0,0,0,43,26,27,49.1,15:00:00
ENG-Premier League,1920,Watford,2019-08-24 Watford-West Ham,2019-08-24,Matchweek 3,Sat,Home,L,1,3,West Ham,1,0,0,12,11,1,26,11,12,0,1,0,49,16,17,48.5,15:00:00
ENG-Premier League,1920,Watford,2019-08-31 Newcastle Utd-Watford,2019-08-31,Matchweek 4,Sat,Away,D,1,1,Newcastle Utd,3,0,0,11,5,0,13,12,9,0,0,0,46,24,17,58.5,15:00:00
ENG-Premier League,1920,Watford,2019-09-15 Watford-Arsenal,2019-09-15,Matchweek 5,Sun,Home,D,2,2,Arsenal,3,0,0,14,4,1,22,10,9,1,0,0,58,8,4,66.7,16:30:00
ENG-Premier League,1920,Watford,2019-09-21 Manchester City-Watford,2019-09-21,Matchweek 6,Sat,Away,L,0,8,Manchester City,2,0,0,9,5,2,4,12,5,0,1,0,39,4,11,26.7,15:00:00
ENG-Premier League,1920,Watford,2019-09-28 Wolves-Watford,2019-09-28,Matchweek 7,Sat,Away,L,0,2,Wolves,1,0,0,6,5,1,20,5,10,0,0,1,55,22,12,64.7,15:00:00
ENG-Premier League,1920,Watford,2019-10-05 Watford-Sheffield Utd,2019-10-05,Matchweek 8,Sat,Home,D,0,0,Sheffield Utd,0,0,0,7,6,2,20,9,7,0,0,0,57,26,24,52.0,15:00:00
ENG-Premier League,1920,Watford,2019-10-19 Tottenham-Watford,2019-10-19,Matchweek 9,Sat,Away,D,1,1,Tottenham,3,0,0,9,5,1,5,14,12,0,0,0,54,18,16,52.9,15:00:00
ENG-Premier League,1920,Watford,2019-10-26 Watford-Bournemouth,2019-10-26,Matchweek 10,Sat,Home,D,0,0,Bournemouth,5,0,0,14,6,5,19,12,13,0,0,0,55,12,15,44.4,15:00:00
ENG-Premier League,1920,Watford,2019-11-02 Watford-Chelsea,2019-11-02,Matchweek 11,Sat,Home,L,1,2,Chelsea,4,0,0,8,5,0,17,8,6,1,0,0,60,11,12,47.8,17:30:00
ENG-Premier League,1920,Watford,2019-11-08 Norwich City-Watford,2019-11-08,Matchweek 12,Fri,Away,W,2,0,Norwich City,4,1,1,13,7,0,10,15,13,0,0,0,67,10,8,55.6,20:00:00
ENG-Premier League,1920,Watford,2019-11-23 Watford-Burnley,2019-11-23,Matchweek 13,Sat,Home,L,0,3,Burnley,1,0,0,14,13,2,33,1,9,0,1,0,53,30,23,56.6,15:00:00
ENG-Premier League,1920,Watford,2019-11-30 Southampton-Watford,2019-11-30,Matchweek 14,Sat,Away,L,1,2,Southampton,0,0,0,10,6,4,20,13,10,0,0,0,51,21,12,63.6,17:30:00
ENG-Premier League,1920,Watford,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Away,L,0,2,Leicester City,2,0,0,16,10,1,23,15,12,0,1,0,46,23,22,51.1,19:30:00
ENG-Premier League,1920,Watford,2019-12-07 Watford-Crystal Palace,2019-12-07,Matchweek 16,Sat,Home,D,0,0,Crystal Palace,4,0,0,15,16,1,28,11,10,0,0,0,53,27,20,57.4,15:00:00
ENG-Premier League,1920,Watford,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Away,L,0,2,Liverpool,1,0,0,6,7,4,9,13,15,0,0,0,54,11,25,30.6,12:30:00
ENG-Premier League,1920,Watford,2019-12-22 Watford-Manchester Utd,2019-12-22,Matchweek 18,Sun,Home,W,2,0,Manchester Utd,3,0,0,16,10,5,12,14,9,1,0,0,52,11,24,31.4,14:00:00
ENG-Premier League,1920,Watford,2019-12-26 Sheffield Utd-Watford,2019-12-26,Matchweek 19,Thu,Away,D,1,1,Sheffield Utd,3,0,0,8,11,1,10,8,3,0,1,0,48,26,34,43.3,15:00:00
ENG-Premier League,1920,Watford,2019-12-28 Watford-Aston Villa,2019-12-28,Matchweek 20,Sat,Home,W,3,0,Aston Villa,5,1,1,16,9,1,21,9,10,1,0,0,60,14,21,40.0,15:00:00
ENG-Premier League,1920,Watford,2020-01-01 Watford-Wolves,2020-01-01,Matchweek 21,Wed,Home,W,2,1,Wolves,3,1,0,12,4,1,8,12,7,0,0,0,51,23,17,57.5,15:00:00
ENG-Premier League,1920,Watford,2020-01-12 Bournemouth-Watford,2020-01-12,Matchweek 22,Sun,Away,W,3,0,Bournemouth,1,0,0,13,3,5,18,7,15,0,0,0,62,41,29,58.6,14:00:00
ENG-Premier League,1920,Watford,2020-01-18 Watford-Tottenham,2020-01-18,Matchweek 23,Sat,Home,D,0,0,Tottenham,2,0,0,13,12,2,25,13,7,0,0,0,66,34,16,68.0,12:30:00
ENG-Premier League,1920,Watford,2020-01-21 Aston Villa-Watford,2020-01-21,Matchweek 24,Tue,Away,L,1,2,Aston Villa,2,0,0,18,10,3,14,22,11,0,0,0,56,20,33,37.7,19:30:00
ENG-Premier League,1920,Watford,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Home,L,2,3,Everton,2,0,0,17,13,0,12,9,7,0,0,0,61,33,26,55.9,15:00:00
ENG-Premier League,1920,Watford,2020-02-08 Brighton-Watford,2020-02-08,Matchweek 26,Sat,Away,D,1,1,Brighton,2,0,0,12,9,2,7,18,15,0,0,1,38,19,35,35.2,17:30:00
ENG-Premier League,1920,Watford,2020-02-23 Manchester Utd-Watford,2020-02-23,Matchweek 27,Sun,Away,L,0,3,Manchester Utd,1,0,0,15,6,1,21,17,9,0,1,0,59,22,18,55.0,14:00:00
ENG-Premier League,1920,Watford,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Home,W,3,0,Liverpool,0,0,0,4,8,5,13,17,7,0,0,0,58,20,17,54.1,17:30:00
ENG-Premier League,1920,Watford,2020-03-07 Crystal Palace-Watford,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Crystal Palace,4,0,0,16,11,1,29,6,11,0,0,0,63,32,31,50.8,15:00:00
ENG-Premier League,1920,Watford,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Home,D,1,1,Leicester City,0,0,0,15,12,0,16,10,9,0,0,0,53,21,21,50.0,12:30:00
ENG-Premier League,1920,Watford,2020-06-25 Burnley-Watford,2020-06-25,Matchweek 31,Thu,Away,L,0,1,Burnley,0,0,0,15,12,0,30,4,9,0,0,0,45,40,39,50.6,18:00:00
ENG-Premier League,1920,Watford,2020-06-28 Watford-Southampton,2020-06-28,Matchweek 32,Sun,Home,L,1,3,Southampton,3,0,0,18,9,1,22,14,8,0,0,0,62,28,38,42.4,16:30:00
ENG-Premier League,1920,Watford,2020-07-04 Chelsea-Watford,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Chelsea,2,0,0,12,9,2,11,11,15,0,1,0,47,11,17,39.3,20:00:00
ENG-Premier League,1920,Watford,2020-07-07 Watford-Norwich City,2020-07-07,Matchweek 34,Tue,Home,W,2,1,Norwich City,2,0,0,11,15,0,24,14,10,0,0,0,43,29,12,70.7,18:00:00
ENG-Premier League,1920,Watford,2020-07-11 Watford-Newcastle Utd,2020-07-11,Matchweek 35,Sat,Home,W,2,1,Newcastle Utd,1,0,0,23,15,3,17,5,9,2,0,0,53,34,25,57.6,12:30:00
ENG-Premier League,1920,Watford,2020-07-17 West Ham-Watford,2020-07-17,Matchweek 36,Fri,Away,L,1,3,West Ham,2,0,0,11,11,2,28,11,9,0,0,0,50,22,40,35.5,20:00:00
ENG-Premier League,1920,Watford,2020-07-21 Watford-Manchester City,2020-07-21,Matchweek 37,Tue,Home,L,0,4,Manchester City,2,0,0,14,11,4,5,11,9,0,1,0,42,17,12,58.6,18:00:00
ENG-Premier League,1920,Watford,2020-07-26 Arsenal-Watford,2020-07-26,Matchweek 38,Sun,Away,L,2,3,Arsenal,3,0,0,12,9,3,38,10,5,1,1,0,42,23,14,62.2,16:00:00
ENG-Premier League,1920,West Ham,2019-08-10 West Ham-Manchester City,2019-08-10,Matchweek 1,Sat,Home,L,0,5,Manchester City,2,0,0,6,13,2,12,9,10,0,1,0,47,18,17,51.4,12:30:00
ENG-Premier League,1920,West Ham,2019-08-17 Brighton-West Ham,2019-08-17,Matchweek 2,Sat,Away,D,1,1,Brighton,2,0,0,10,11,4,14,15,15,0,0,0,59,14,31,31.1,15:00:00
ENG-Premier League,1920,West Ham,2019-08-24 Watford-West Ham,2019-08-24,Matchweek 3,Sat,Away,W,3,1,Watford,1,0,0,11,12,2,14,11,11,1,0,0,48,17,16,51.5,15:00:00
ENG-Premier League,1920,West Ham,2019-08-31 West Ham-Norwich City,2019-08-31,Matchweek 4,Sat,Home,W,2,0,Norwich City,2,0,0,16,10,2,14,11,19,0,0,0,52,16,8,66.7,15:00:00
ENG-Premier League,1920,West Ham,2019-09-16 Aston Villa-West Ham,2019-09-16,Matchweek 5,Mon,Away,D,0,0,Aston Villa,3,1,1,12,13,3,18,8,14,0,0,0,52,17,16,51.5,20:00:00
ENG-Premier League,1920,West Ham,2019-09-22 West Ham-Manchester Utd,2019-09-22,Matchweek 6,Sun,Home,W,2,0,Manchester Utd,2,0,0,8,9,2,13,10,10,0,0,0,52,21,13,61.8,14:00:00
ENG-Premier League,1920,West Ham,2019-09-28 Bournemouth-West Ham,2019-09-28,Matchweek 7,Sat,Away,D,2,2,Bournemouth,1,0,0,8,7,2,20,12,16,0,0,0,59,25,24,51.0,15:00:00
ENG-Premier League,1920,West Ham,2019-10-05 West Ham-Crystal Palace,2019-10-05,Matchweek 8,Sat,Home,L,1,2,Crystal Palace,3,0,0,11,7,2,15,9,11,0,1,0,51,27,20,57.4,17:30:00
ENG-Premier League,1920,West Ham,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Away,L,0,2,Everton,2,0,0,15,15,4,5,8,10,0,0,0,60,22,24,47.8,12:30:00
ENG-Premier League,1920,West Ham,2019-10-26 West Ham-Sheffield Utd,2019-10-26,Matchweek 10,Sat,Home,D,1,1,Sheffield Utd,2,0,0,7,10,4,34,9,8,0,0,0,62,19,24,44.2,15:00:00
ENG-Premier League,1920,West Ham,2019-11-02 West Ham-Newcastle Utd,2019-11-02,Matchweek 11,Sat,Home,L,2,3,Newcastle Utd,2,0,0,10,7,1,34,5,8,0,0,0,52,18,20,47.4,15:00:00
ENG-Premier League,1920,West Ham,2019-11-09 Burnley-West Ham,2019-11-09,Matchweek 12,Sat,Away,L,0,3,Burnley,1,0,0,10,16,1,21,12,8,0,0,1,43,23,34,40.4,15:00:00
ENG-Premier League,1920,West Ham,2019-11-23 West Ham-Tottenham,2019-11-23,Matchweek 13,Sat,Home,L,2,3,Tottenham,3,0,0,12,14,4,21,5,6,0,0,0,59,22,27,44.9,12:30:00
ENG-Premier League,1920,West Ham,2019-11-30 Chelsea-West Ham,2019-11-30,Matchweek 14,Sat,Away,W,1,0,Chelsea,3,0,0,16,0,0,15,15,13,0,0,0,53,25,21,54.3,15:00:00
ENG-Premier League,1920,West Ham,2019-12-04 Wolves-West Ham,2019-12-04,Matchweek 15,Wed,Away,L,0,2,Wolves,2,0,0,9,7,3,16,13,15,0,0,0,63,16,27,37.2,19:30:00
ENG-Premier League,1920,West Ham,2019-12-09 West Ham-Arsenal,2019-12-09,Matchweek 16,Mon,Home,L,1,3,Arsenal,2,0,0,12,6,1,19,17,16,0,0,0,53,12,18,40.0,20:00:00
ENG-Premier League,1920,West Ham,2019-12-14 Southampton-West Ham,2019-12-14,Matchweek 17,Sat,Away,W,1,0,Southampton,3,0,0,14,9,2,20,12,11,0,0,0,68,31,33,48.4,17:30:00
ENG-Premier League,1920,West Ham,2019-12-26 Crystal Palace-West Ham,2019-12-26,Matchweek 19,Thu,Away,L,1,2,Crystal Palace,2,0,0,10,5,2,25,20,15,0,0,0,64,27,15,64.3,15:00:00
ENG-Premier League,1920,West Ham,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Home,L,1,2,Leicester City,4,0,0,16,4,2,17,10,14,0,1,0,58,25,14,64.1,17:30:00
ENG-Premier League,1920,West Ham,2020-01-01 West Ham-Bournemouth,2020-01-01,Matchweek 21,Wed,Home,W,4,0,Bournemouth,1,0,0,3,11,1,25,9,16,1,0,0,64,18,22,45.0,17:30:00
ENG-Premier League,1920,West Ham,2020-01-10 Sheffield Utd-West Ham,2020-01-10,Matchweek 22,Fri,Away,L,0,1,Sheffield Utd,0,0,0,6,11,1,19,14,12,0,0,0,62,37,40,48.1,20:00:00
ENG-Premier League,1920,West Ham,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Home,D,1,1,Everton,1,0,0,11,13,3,27,9,13,0,0,0,62,36,25,59.0,15:00:00
ENG-Premier League,1920,West Ham,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Away,L,1,4,Leicester City,1,0,0,19,9,1,15,10,3,1,1,0,49,21,24,46.7,19:30:00
ENG-Premier League,1920,West Ham,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Home,L,0,2,Liverpool,2,0,0,6,6,1,19,9,9,0,1,0,52,16,13,55.2,19:45:00
ENG-Premier League,1920,West Ham,2020-02-01 West Ham-Brighton,2020-02-01,Matchweek 25,Sat,Home,D,3,3,Brighton,1,0,0,8,9,2,22,15,16,0,0,1,53,28,28,50.0,15:00:00
ENG-Premier League,1920,West Ham,2020-02-19 Manchester City-West Ham,2020-02-19,Matchweek 26,Wed,Away,L,0,2,Manchester City,1,0,0,7,5,3,11,14,7,0,0,0,50,10,8,55.6,19:30:00
ENG-Premier League,1920,West Ham,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Away,L,2,3,Liverpool,3,0,0,10,4,2,25,14,11,0,0,0,60,25,23,52.1,20:00:00
ENG-Premier League,1920,West Ham,2020-02-29 West Ham-Southampton,2020-02-29,Matchweek 28,Sat,Home,W,3,1,Southampton,1,0,0,8,7,0,23,10,10,0,0,0,60,34,27,55.7,15:00:00
ENG-Premier League,1920,West Ham,2020-03-07 Arsenal-West Ham,2020-03-07,Matchweek 29,Sat,Away,L,0,1,Arsenal,2,0,0,9,11,2,25,15,9,0,0,0,44,23,22,51.1,15:00:00
ENG-Premier League,1920,West Ham,2020-06-20 West Ham-Wolves,2020-06-20,Matchweek 30,Sat,Home,L,0,2,Wolves,1,0,0,8,7,0,22,7,9,0,0,0,42,19,23,45.2,17:30:00
ENG-Premier League,1920,West Ham,2020-06-23 Tottenham-West Ham,2020-06-23,Matchweek 31,Tue,Away,L,0,2,Tottenham,2,0,0,7,12,2,16,12,11,0,0,1,51,21,22,48.8,20:15:00
ENG-Premier League,1920,West Ham,2020-07-01 West Ham-Chelsea,2020-07-01,Matchweek 32,Wed,Home,W,3,2,Chelsea,2,0,0,10,9,2,6,15,4,0,1,0,59,19,15,55.9,20:15:00
ENG-Premier League,1920,West Ham,2020-07-05 Newcastle Utd-West Ham,2020-07-05,Matchweek 33,Sun,Away,D,2,2,Newcastle Utd,0,0,0,11,9,1,20,9,9,0,0,0,42,29,20,59.2,14:15:00
ENG-Premier League,1920,West Ham,2020-07-08 West Ham-Burnley,2020-07-08,Matchweek 34,Wed,Home,L,0,1,Burnley,1,0,0,7,7,0,41,7,16,0,0,0,45,33,32,50.8,18:00:00
ENG-Premier League,1920,West Ham,2020-07-11 Norwich City-West Ham,2020-07-11,Matchweek 35,Sat,Away,W,4,0,Norwich City,0,0,0,8,8,0,20,9,8,0,0,0,53,16,10,61.5,12:30:00
ENG-Premier League,1920,West Ham,2020-07-17 West Ham-Watford,2020-07-17,Matchweek 36,Fri,Home,W,3,1,Watford,0,0,0,11,11,1,24,12,10,0,0,0,52,40,22,64.5,20:00:00
ENG-Premier League,1920,West Ham,2020-07-22 Manchester Utd-West Ham,2020-07-22,Matchweek 37,Wed,Away,D,1,1,Manchester Utd,1,0,0,9,8,1,20,14,6,0,0,0,55,13,9,59.1,18:00:00
ENG-Premier League,1920,West Ham,2020-07-26 West Ham-Aston Villa,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Aston Villa,2,0,0,16,13,0,10,6,8,0,0,0,42,22,14,61.1,16:00:00
ENG-Premier League,1920,Wolves,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Away,D,0,0,Leicester City,2,0,0,13,3,1,6,9,11,0,0,0,52,21,24,46.7,14:00:00
ENG-Premier League,1920,Wolves,2019-08-19 Wolves-Manchester Utd,2019-08-19,Matchweek 2,Mon,Home,D,1,1,Manchester Utd,2,0,0,17,6,1,13,14,9,0,1,0,59,10,20,33.3,20:00:00
ENG-Premier League,1920,Wolves,2019-08-25 Wolves-Burnley,2019-08-25,Matchweek 3,Sun,Home,D,1,1,Burnley,0,0,0,9,11,1,21,6,7,1,0,0,59,41,24,63.1,16:30:00
ENG-Premier League,1920,Wolves,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Away,L,2,3,Everton,6,1,1,12,12,2,17,11,8,0,0,0,63,26,26,50.0,14:00:00
ENG-Premier League,1920,Wolves,2019-09-14 Wolves-Chelsea,2019-09-14,Matchweek 5,Sat,Home,L,2,5,Chelsea,1,0,0,8,10,1,24,14,10,0,0,0,53,17,22,43.6,15:00:00
ENG-Premier League,1920,Wolves,2019-09-22 Crystal Palace-Wolves,2019-09-22,Matchweek 6,Sun,Away,D,1,1,Crystal Palace,3,1,1,10,7,0,22,15,16,0,0,1,56,16,20,44.4,14:00:00
ENG-Premier League,1920,Wolves,2019-09-28 Wolves-Watford,2019-09-28,Matchweek 7,Sat,Home,W,2,0,Watford,0,0,0,5,5,2,11,17,9,0,0,0,59,12,22,35.3,15:00:00
ENG-Premier League,1920,Wolves,2019-10-06 Manchester City-Wolves,2019-10-06,Matchweek 8,Sun,Away,W,2,0,Manchester City,2,0,0,14,11,2,5,15,12,0,0,0,51,15,11,57.7,14:00:00
ENG-Premier League,1920,Wolves,2019-10-19 Wolves-Southampton,2019-10-19,Matchweek 9,Sat,Home,D,1,1,Southampton,3,0,0,10,14,1,14,10,7,1,0,0,53,24,18,57.1,15:00:00
ENG-Premier League,1920,Wolves,2019-10-27 Newcastle Utd-Wolves,2019-10-27,Matchweek 10,Sun,Away,D,1,1,Newcastle Utd,2,0,0,16,8,1,26,7,12,0,0,0,49,24,30,44.4,14:00:00
ENG-Premier League,1920,Wolves,2019-11-02 Arsenal-Wolves,2019-11-02,Matchweek 11,Sat,Away,D,1,1,Arsenal,2,0,0,15,6,2,25,14,13,0,0,0,53,18,7,72.0,15:00:00
ENG-Premier League,1920,Wolves,2019-11-10 Wolves-Aston Villa,2019-11-10,Matchweek 12,Sun,Home,W,2,1,Aston Villa,4,0,0,17,5,0,21,11,8,0,0,0,53,19,13,59.4,14:00:00
ENG-Premier League,1920,Wolves,2019-11-23 Bournemouth-Wolves,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Bournemouth,1,0,0,12,10,4,21,6,6,0,0,0,42,21,12,63.6,15:00:00
ENG-Premier League,1920,Wolves,2019-12-01 Wolves-Sheffield Utd,2019-12-01,Matchweek 14,Sun,Home,D,1,1,Sheffield Utd,1,0,0,12,16,1,32,11,8,0,0,0,51,26,25,51.0,14:00:00
ENG-Premier League,1920,Wolves,2019-12-04 Wolves-West Ham,2019-12-04,Matchweek 15,Wed,Home,W,2,0,West Ham,1,0,0,8,8,3,22,17,5,0,0,0,58,27,16,62.8,19:30:00
ENG-Premier League,1920,Wolves,2019-12-08 Brighton-Wolves,2019-12-08,Matchweek 16,Sun,Away,D,2,2,Brighton,0,0,0,7,9,3,10,10,5,0,0,0,56,19,17,52.8,16:30:00
ENG-Premier League,1920,Wolves,2019-12-15 Wolves-Tottenham,2019-12-15,Matchweek 17,Sun,Home,L,1,2,Tottenham,4,0,0,14,10,0,33,13,9,0,0,0,73,17,24,41.5,14:00:00
ENG-Premier League,1920,Wolves,2019-12-21 Norwich City-Wolves,2019-12-21,Matchweek 18,Sat,Away,W,2,1,Norwich City,4,0,0,14,7,2,22,10,8,0,0,0,55,20,20,50.0,15:00:00
ENG-Premier League,1920,Wolves,2019-12-27 Wolves-Manchester City,2019-12-27,Matchweek 19,Fri,Home,W,3,2,Manchester City,0,0,0,7,12,0,34,7,7,0,1,0,46,21,18,53.8,19:45:00
ENG-Premier League,1920,Wolves,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Away,L,0,1,Liverpool,0,0,0,3,5,5,18,10,12,0,0,0,50,26,18,59.1,16:30:00
