,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,time
ENG-Premier League,2122,Burnley,2022-04-24 Burnley-Wolves,2022-04-24,Matchweek 34,Sun,Home,W,1,0,Wolves,4,0,4,100.0,1,0.7,0.7,0,0,0,0,5,17,29.4,24,7,50.0,41.4,6,83.3,58.2,10,1,10.0,2,17.5,14:00:00
ENG-Premier League,2122,Burnley,2022-04-30 Watford-Burnley,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Watford,1,1,1,0.0,0,0.1,0.1,0,0,0,0,7,18,38.9,17,1,47.1,37.5,11,90.9,65.7,24,0,0.0,6,22.1,15:00:00
ENG-Premier League,2122,Burnley,2022-05-07 Burnley-Aston Villa,2022-05-07,Matchweek 36,Sat,Home,L,1,3,Aston Villa,7,3,4,57.1,0,1.9,-1.1,0,0,0,0,7,15,46.7,23,8,56.5,40.3,3,66.7,52.3,12,0,0.0,7,21.5,15:00:00
ENG-Premier League,2122,Burnley,2022-05-15 Tottenham-Burnley,2022-05-15,Matchweek 37,Sun,Away,L,0,1,Tottenham,7,1,6,100.0,0,2.5,1.5,1,1,0,0,10,22,45.5,18,5,72.2,47.2,9,100.0,64.6,18,3,16.7,5,17.8,12:00:00
ENG-Premier League,2122,Burnley,2022-05-19 Aston Villa-Burnley,2022-05-19,Matchweek 18,Thu,Away,D,1,1,Aston Villa,9,1,8,88.9,0,1.6,0.6,0,0,0,0,10,29,34.5,25,8,60.0,47.9,14,100.0,63.4,25,1,4.0,0,9.0,20:00:00
ENG-Premier League,2122,Burnley,2022-05-22 Burnley-Newcastle Utd,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Newcastle Utd,6,2,4,83.3,0,2.5,0.5,1,1,0,0,8,21,38.1,22,3,63.6,47.0,8,87.5,62.4,8,0,0.0,1,10.3,16:00:00
ENG-Premier League,2122,Chelsea,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Home,W,3,0,Crystal Palace,1,0,1,100.0,1,0.2,0.2,0,0,0,0,1,2,50.0,16,2,12.5,21.8,5,0.0,11.4,4,0,0.0,0,,15:00:00
ENG-Premier League,2122,Chelsea,2021-08-22 Arsenal-Chelsea,2021-08-22,Matchweek 2,Sun,Away,W,2,0,Arsenal,3,0,3,100.0,1,0.2,0.2,0,0,0,0,2,6,33.3,39,7,15.4,26.0,4,0.0,11.0,18,0,0.0,2,20.0,16:30:00
ENG-Premier League,2122,Chelsea,2021-08-28 Liverpool-Chelsea,2021-08-28,Matchweek 3,Sat,Away,D,1,1,Liverpool,7,1,6,100.0,0,2.0,1.0,1,1,0,0,11,20,55.0,28,6,42.9,34.7,14,57.1,42.4,33,3,9.1,3,15.4,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-11 Chelsea-Aston Villa,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Aston Villa,6,0,6,100.0,1,0.8,0.8,0,0,0,0,1,6,16.7,27,9,11.1,22.2,9,33.3,27.8,26,2,7.7,0,6.0,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-19 Tottenham-Chelsea,2021-09-19,Matchweek 5,Sun,Away,W,3,0,Tottenham,2,0,2,100.0,1,0.8,0.8,0,0,0,0,4,5,80.0,26,6,19.2,26.0,4,0.0,11.8,11,1,9.1,2,21.8,16:30:00
ENG-Premier League,2122,Chelsea,2021-09-25 Chelsea-Manchester City,2021-09-25,Matchweek 6,Sat,Home,L,0,1,Manchester City,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,6,8,75.0,22,6,22.7,30.4,13,23.1,26.5,19,3,15.8,0,5.3,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-02 Chelsea-Southampton,2021-10-02,Matchweek 7,Sat,Home,W,3,1,Southampton,2,1,1,100.0,0,1.2,0.2,1,1,0,0,3,6,50.0,27,2,22.2,26.2,4,0.0,11.8,5,0,0.0,0,11.0,15:00:00
ENG-Premier League,2122,Chelsea,2021-10-16 Brentford-Chelsea,2021-10-16,Matchweek 8,Sat,Away,W,1,0,Brentford,6,0,6,100.0,1,1.0,1.0,0,0,0,0,3,11,27.3,24,5,41.7,34.4,1,100.0,69.0,21,1,4.8,2,18.0,17:30:00
ENG-Premier League,2122,Chelsea,2021-10-23 Chelsea-Norwich City,2021-10-23,Matchweek 9,Sat,Home,W,7,0,Norwich City,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,4,50.0,19,2,15.8,22.4,6,16.7,14.5,2,1,50.0,0,11.0,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-30 Newcastle Utd-Chelsea,2021-10-30,Matchweek 10,Sat,Away,W,3,0,Newcastle Utd,1,0,1,100.0,1,0.1,0.1,0,0,0,0,0,0,,12,2,0.0,18.1,2,0.0,13.0,6,0,0.0,2,23.0,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Burnley,2,1,1,50.0,0,1.2,0.2,0,0,0,0,1,3,33.3,23,2,13.0,23.3,6,0.0,8.7,8,1,12.5,1,15.5,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-20 Leicester City-Chelsea,2021-11-20,Matchweek 12,Sat,Away,W,3,0,Leicester City,3,0,3,100.0,1,0.3,0.3,0,0,0,0,5,8,62.5,28,4,21.4,26.1,4,50.0,38.3,5,0,0.0,2,15.8,12:30:00
ENG-Premier League,2122,Chelsea,2021-11-28 Chelsea-Manchester Utd,2021-11-28,Matchweek 13,Sun,Home,D,1,1,Manchester Utd,2,1,1,50.0,0,1.0,0.0,0,0,0,0,2,3,66.7,23,5,13.0,24.7,2,0.0,10.0,5,0,0.0,0,15.0,16:30:00
ENG-Premier League,2122,Chelsea,2021-12-01 Watford-Chelsea,2021-12-01,Matchweek 14,Wed,Away,W,2,1,Watford,6,1,5,83.3,0,1.3,0.3,0,0,0,0,6,12,50.0,24,4,37.5,32.5,4,75.0,48.8,24,2,8.3,0,8.4,19:30:00
ENG-Premier League,2122,Chelsea,2021-12-04 West Ham-Chelsea,2021-12-04,Matchweek 15,Sat,Away,L,2,3,West Ham,4,3,1,50.0,0,1.4,-1.6,1,1,0,0,2,7,28.6,23,5,17.4,24.2,8,37.5,32.1,10,4,40.0,1,7.4,12:30:00
ENG-Premier League,2122,Chelsea,2021-12-11 Chelsea-Leeds United,2021-12-11,Matchweek 16,Sat,Home,W,3,2,Leeds United,5,2,3,80.0,0,1.8,-0.2,1,1,0,0,2,3,66.7,31,7,9.7,24.2,2,0.0,10.5,9,1,11.1,1,13.0,15:00:00
ENG-Premier League,2122,Chelsea,2021-12-16 Chelsea-Everton,2021-12-16,Matchweek 17,Thu,Home,D,1,1,Everton,3,1,2,66.7,0,1.2,0.2,0,0,0,0,0,1,0.0,24,9,4.2,17.8,2,0.0,9.5,4,0,0.0,3,23.2,19:45:00
ENG-Premier League,2122,Chelsea,2021-12-19 Wolves-Chelsea,2021-12-19,Matchweek 18,Sun,Away,D,0,0,Wolves,1,0,1,100.0,1,0.4,0.4,0,0,0,0,1,2,50.0,19,3,10.5,20.7,1,0.0,14.0,11,1,9.1,3,18.2,14:00:00
ENG-Premier League,2122,Chelsea,2021-12-26 Aston Villa-Chelsea,2021-12-26,Matchweek 19,Sun,Away,W,3,1,Aston Villa,1,1,1,0.0,0,0.1,0.1,0,0,0,0,1,2,50.0,18,6,11.1,23.1,2,0.0,10.5,6,1,16.7,4,22.4,17:30:00
ENG-Premier League,2122,Chelsea,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Home,D,1,1,Brighton,6,1,5,83.3,0,1.2,0.2,0,0,0,0,5,12,41.7,20,7,20.0,25.9,10,80.0,54.4,21,1,4.8,2,12.4,19:30:00
ENG-Premier League,2122,Chelsea,2022-01-02 Chelsea-Liverpool,2022-01-02,Matchweek 21,Sun,Home,D,2,2,Liverpool,6,2,4,66.7,0,1.1,-0.9,0,0,0,0,3,11,27.3,19,4,52.6,34.5,3,33.3,28.3,11,0,0.0,7,22.2,16:30:00
ENG-Premier League,2122,Chelsea,2022-01-15 Manchester City-Chelsea,2022-01-15,Matchweek 22,Sat,Away,L,0,1,Manchester City,6,1,5,83.3,0,1.5,0.5,0,0,0,0,0,15,0.0,35,9,31.4,32.1,8,50.0,39.5,12,1,8.3,4,17.6,12:30:00
ENG-Premier League,2122,Chelsea,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Away,D,1,1,Brighton,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,3,4,75.0,31,6,12.9,24.1,5,0.0,16.8,17,0,0.0,2,18.8,20:00:00
ENG-Premier League,2122,Chelsea,2022-01-23 Chelsea-Tottenham,2022-01-23,Matchweek 23,Sun,Home,W,2,0,Tottenham,3,0,3,100.0,1,0.4,0.4,0,0,0,0,1,5,20.0,25,8,12.0,21.9,4,50.0,33.0,4,0,0.0,0,16.0,16:30:00
ENG-Premier League,2122,Chelsea,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Away,W,1,0,Crystal Palace,0,0,0,,1,0.0,0.0,0,0,0,0,3,8,37.5,25,2,20.0,25.9,8,37.5,31.1,15,1,6.7,0,10.5,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Away,W,4,0,Burnley,0,0,0,,1,0.0,0.0,0,0,0,0,2,8,25.0,30,6,23.3,28.1,5,20.0,22.0,14,0,0.0,0,10.0,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-10 Norwich City-Chelsea,2022-03-10,Matchweek 30,Thu,Away,W,3,1,Norwich City,3,1,2,100.0,0,1.7,0.7,1,1,0,0,1,3,33.3,22,2,9.1,17.8,8,12.5,14.9,8,0,0.0,1,16.5,19:30:00
ENG-Premier League,2122,Chelsea,2022-03-13 Chelsea-Newcastle Utd,2022-03-13,Matchweek 29,Sun,Home,W,1,0,Newcastle Utd,2,0,2,100.0,1,0.2,0.2,0,0,0,0,1,6,16.7,26,4,19.2,25.7,5,20.0,17.0,9,1,11.1,1,18.0,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-02 Chelsea-Brentford,2022-04-02,Matchweek 31,Sat,Home,L,1,4,Brentford,6,4,2,33.3,0,2.0,-2.0,0,0,0,0,4,6,66.7,18,2,27.8,29.2,8,12.5,15.0,14,0,0.0,1,14.0,15:00:00
ENG-Premier League,2122,Chelsea,2022-04-09 Southampton-Chelsea,2022-04-09,Matchweek 32,Sat,Away,W,6,0,Southampton,1,0,1,100.0,1,0.5,0.5,0,0,0,0,0,0,,13,2,0.0,16.4,3,0.0,14.3,10,0,0.0,0,,15:00:00
ENG-Premier League,2122,Chelsea,2022-04-20 Chelsea-Arsenal,2022-04-20,Matchweek 25,Wed,Home,L,2,4,Arsenal,4,4,0,25.0,0,2.4,-1.6,1,1,0,0,3,11,27.3,29,4,27.6,30.6,8,37.5,29.8,3,0,0.0,1,14.0,19:45:00
ENG-Premier League,2122,Chelsea,2022-04-24 Chelsea-West Ham,2022-04-24,Matchweek 34,Sun,Home,W,1,0,West Ham,2,0,2,100.0,1,0.5,0.5,0,0,0,0,3,4,75.0,24,8,16.7,25.2,5,0.0,9.0,10,1,10.0,0,5.0,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-28 Manchester Utd-Chelsea,2022-04-28,Matchweek 37,Thu,Away,D,1,1,Manchester Utd,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,0,3,0.0,16,3,18.8,24.4,2,0.0,12.0,5,1,20.0,0,11.0,19:45:00
ENG-Premier League,2122,Chelsea,2022-05-01 Everton-Chelsea,2022-05-01,Matchweek 35,Sun,Away,L,0,1,Everton,4,1,3,75.0,0,1.1,0.1,0,0,0,0,1,3,33.3,21,6,9.5,21.5,10,10.0,18.5,8,1,12.5,0,11.0,14:00:00
ENG-Premier League,2122,Chelsea,2022-05-07 Chelsea-Wolves,2022-05-07,Matchweek 36,Sat,Home,D,2,2,Wolves,4,2,2,50.0,0,0.7,-1.3,0,0,0,0,1,3,33.3,20,5,10.0,21.6,9,11.1,18.1,13,0,0.0,1,11.5,15:00:00
ENG-Premier League,2122,Chelsea,2022-05-11 Leeds United-Chelsea,2022-05-11,Matchweek 33,Wed,Away,W,3,0,Leeds United,0,0,0,,1,0.0,0.0,0,0,0,0,5,8,62.5,25,3,28.0,31.1,3,33.3,25.3,8,0,0.0,3,26.7,19:30:00
ENG-Premier League,2122,Chelsea,2022-05-19 Chelsea-Leicester City,2022-05-19,Matchweek 27,Thu,Home,D,1,1,Leicester City,1,1,0,0.0,0,0.2,-0.8,0,0,0,0,0,1,0.0,23,7,4.3,15.4,2,0.0,19.5,2,1,50.0,2,17.0,20:00:00
ENG-Premier League,2122,Chelsea,2022-05-22 Chelsea-Watford,2022-05-22,Matchweek 38,Sun,Home,W,2,1,Watford,3,1,2,66.7,0,1.5,0.5,0,0,0,0,2,2,100.0,21,3,9.5,19.9,3,0.0,19.7,8,1,12.5,3,18.4,16:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Away,L,0,3,Chelsea,6,3,3,50.0,0,1.7,-1.3,0,0,0,0,2,7,28.6,33,7,21.2,25.6,9,0.0,13.2,17,1,5.9,2,16.4,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-21 Crystal Palace-Brentford,2021-08-21,Matchweek 2,Sat,Home,D,0,0,Brentford,3,0,3,100.0,1,0.9,0.9,0,0,0,0,5,19,26.3,26,6,50.0,39.7,11,54.5,37.5,13,2,15.4,0,6.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-28 West Ham-Crystal Palace,2021-08-28,Matchweek 3,Sat,Away,D,2,2,West Ham,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,5,8,62.5,30,9,13.3,24.0,9,44.4,33.7,21,1,4.8,1,13.6,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-11 Crystal Palace-Tottenham,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Tottenham,1,0,1,100.0,1,0.1,0.1,0,0,0,0,1,1,100.0,10,3,10.0,22.1,4,0.0,7.0,4,1,25.0,0,7.0,12:30:00
ENG-Premier League,2122,Crystal Palace,2021-09-18 Liverpool-Crystal Palace,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Liverpool,10,3,7,70.0,0,1.7,-1.3,0,0,0,0,2,6,33.3,16,6,18.8,28.8,8,37.5,28.9,24,0,0.0,0,6.5,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Home,D,1,1,Brighton,4,1,3,75.0,0,1.3,0.3,0,0,0,0,2,6,33.3,20,6,25.0,26.8,5,20.0,21.4,16,1,6.3,0,6.5,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-03 Crystal Palace-Leicester City,2021-10-03,Matchweek 7,Sun,Home,D,2,2,Leicester City,5,2,3,60.0,0,1.6,-0.4,0,0,0,0,0,4,0.0,32,8,12.5,22.9,2,0.0,14.5,7,0,0.0,0,,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-18 Arsenal-Crystal Palace,2021-10-18,Matchweek 8,Mon,Away,D,2,2,Arsenal,6,2,4,66.7,0,1.7,-0.3,0,0,0,0,7,11,63.6,32,7,25.0,27.0,5,60.0,40.4,14,0,0.0,4,22.5,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-23 Crystal Palace-Newcastle Utd,2021-10-23,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,1,1,0,0.0,0,0.5,-0.5,0,0,0,0,1,2,50.0,16,5,12.5,26.4,3,0.0,8.3,13,0,0.0,3,16.5,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-30 Manchester City-Crystal Palace,2021-10-30,Matchweek 10,Sat,Away,W,2,0,Manchester City,3,0,3,100.0,1,0.1,0.1,0,0,0,0,9,28,32.1,35,7,45.7,35.9,14,85.7,60.9,25,3,12.0,0,6.3,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-06 Crystal Palace-Wolves,2021-11-06,Matchweek 11,Sat,Home,W,2,0,Wolves,2,0,2,100.0,1,0.3,0.3,0,0,0,0,0,4,0.0,26,2,11.5,22.2,2,50.0,33.0,8,0,0.0,3,24.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Away,D,3,3,Burnley,9,3,6,66.7,0,2.4,-0.6,0,0,0,0,4,12,33.3,30,9,36.7,30.7,8,12.5,14.9,18,0,0.0,2,22.3,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-27 Crystal Palace-Aston Villa,2021-11-27,Matchweek 13,Sat,Home,L,1,2,Aston Villa,3,2,1,33.3,0,0.7,-1.3,0,0,0,0,1,2,50.0,16,3,12.5,24.7,5,0.0,12.4,7,0,0.0,0,17.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-30 Leeds United-Crystal Palace,2021-11-30,Matchweek 14,Tue,Away,L,0,1,Leeds United,3,1,2,100.0,0,1.4,0.4,1,1,0,0,6,14,42.9,29,4,31.0,29.3,9,55.6,38.8,12,0,0.0,2,24.0,20:15:00
ENG-Premier League,2122,Crystal Palace,2021-12-05 Manchester Utd-Crystal Palace,2021-12-05,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,3,1,2,66.7,0,1.2,0.2,0,0,0,0,5,10,50.0,22,6,27.3,30.1,10,40.0,37.1,17,0,0.0,0,5.0,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-12 Crystal Palace-Everton,2021-12-12,Matchweek 16,Sun,Home,W,3,1,Everton,6,1,5,83.3,0,1.2,0.2,0,0,0,0,7,12,58.3,27,6,44.4,36.3,5,0.0,14.0,10,0,0.0,0,,16:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-15 Crystal Palace-Southampton,2021-12-15,Matchweek 17,Wed,Home,D,2,2,Southampton,4,2,2,50.0,0,0.7,-1.3,0,0,0,0,4,13,30.8,39,4,28.2,31.1,7,28.6,31.6,16,1,6.3,2,17.7,19:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-26 Tottenham-Crystal Palace,2021-12-26,Matchweek 19,Sun,Away,L,0,3,Tottenham,6,3,3,50.0,0,2.3,-0.7,0,0,0,0,3,18,16.7,21,4,47.6,35.6,14,57.1,40.5,19,0,0.0,0,5.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-28 Crystal Palace-Norwich City,2021-12-28,Matchweek 20,Tue,Home,W,3,0,Norwich City,2,0,2,100.0,1,0.1,0.1,0,0,0,0,4,5,80.0,20,2,25.0,27.2,3,0.0,10.7,12,0,0.0,0,6.5,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-01 Crystal Palace-West Ham,2022-01-01,Matchweek 21,Sat,Home,L,2,3,West Ham,5,3,2,60.0,0,2.0,-1.0,1,1,0,0,0,0,,29,7,0.0,21.7,8,0.0,11.3,15,2,13.3,3,13.3,17:30:00
ENG-Premier League,2122,Crystal Palace,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Away,D,1,1,Brighton,4,1,3,75.0,0,2.3,2.3,1,0,1,0,4,12,33.3,17,5,41.2,36.2,11,45.5,29.9,27,1,3.7,0,5.0,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-23 Crystal Palace-Liverpool,2022-01-23,Matchweek 23,Sun,Home,L,1,3,Liverpool,7,3,4,71.4,0,1.9,-1.1,1,1,0,0,5,7,71.4,35,16,17.1,20.7,7,14.3,18.3,18,1,5.6,2,19.3,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-09 Norwich City-Crystal Palace,2022-02-09,Matchweek 24,Wed,Away,D,1,1,Norwich City,1,1,0,0.0,0,0.4,-0.6,0,0,0,0,1,3,33.3,24,5,12.5,22.4,5,0.0,12.0,9,0,0.0,0,,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-02-12 Brentford-Crystal Palace,2022-02-12,Matchweek 25,Sat,Away,D,0,0,Brentford,2,0,2,100.0,1,0.9,0.9,0,0,0,0,5,7,71.4,23,6,30.4,29.9,5,80.0,51.4,9,0,0.0,4,28.8,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Home,L,0,1,Chelsea,3,1,2,0.0,0,0.5,-1.0,0,0,0,0,3,5,60.0,26,2,11.5,21.1,7,28.6,31.1,12,0,0.0,0,,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-23 Watford-Crystal Palace,2022-02-23,Matchweek 18,Wed,Away,W,4,1,Watford,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,0,6,0.0,24,2,20.8,26.2,7,14.3,20.4,15,0,0.0,0,3.7,19:30:00
ENG-Premier League,2122,Crystal Palace,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Home,D,1,1,Burnley,1,1,1,0.0,0,0.3,0.3,0,0,0,0,3,14,21.4,31,9,41.9,36.8,2,50.0,39.5,16,5,31.3,0,6.8,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-05 Wolves-Crystal Palace,2022-03-05,Matchweek 28,Sat,Away,W,2,0,Wolves,5,0,5,100.0,1,0.8,0.8,0,0,0,0,2,14,14.3,23,6,43.5,34.4,8,50.0,44.4,22,1,4.5,3,21.8,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-14 Crystal Palace-Manchester City,2022-03-14,Matchweek 29,Mon,Home,D,0,0,Manchester City,4,0,4,100.0,1,0.3,0.3,0,0,0,0,8,22,36.4,25,6,52.0,34.1,15,60.0,41.1,13,0,0.0,0,,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-04 Crystal Palace-Arsenal,2022-04-04,Matchweek 31,Mon,Home,W,3,0,Arsenal,3,0,3,100.0,1,0.9,0.9,0,0,0,0,5,17,29.4,19,2,57.9,45.2,9,66.7,49.0,6,0,0.0,0,,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-10 Leicester City-Crystal Palace,2022-04-10,Matchweek 32,Sun,Away,L,1,2,Leicester City,3,2,1,33.3,0,0.7,-1.3,0,0,0,0,2,9,22.2,38,6,18.4,26.5,7,28.6,27.1,9,0,0.0,0,5.5,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-20 Newcastle Utd-Crystal Palace,2022-04-20,Matchweek 30,Wed,Away,L,0,1,Newcastle Utd,4,1,3,75.0,0,1.1,0.1,0,0,0,0,4,16,25.0,37,10,35.1,28.4,4,75.0,48.0,4,0,0.0,4,38.4,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-04-25 Crystal Palace-Leeds United,2022-04-25,Matchweek 34,Mon,Home,D,0,0,Leeds United,2,0,2,100.0,1,0.2,0.2,0,0,0,0,5,11,45.5,28,10,25.0,27.5,9,44.4,38.9,8,1,12.5,3,20.3,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-30 Southampton-Crystal Palace,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Southampton,3,1,2,66.7,0,0.5,-0.5,0,0,0,0,2,7,28.6,38,5,15.8,24.9,7,14.3,22.7,12,2,16.7,0,4.3,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-07 Crystal Palace-Watford,2022-05-07,Matchweek 36,Sat,Home,W,1,0,Watford,1,0,1,100.0,1,0.5,0.5,0,0,0,0,0,4,0.0,24,5,12.5,21.6,3,33.3,37.3,12,4,33.3,2,11.6,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-15 Aston Villa-Crystal Palace,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Aston Villa,4,1,3,75.0,0,0.8,-0.2,0,0,0,0,3,5,60.0,27,6,14.8,24.7,6,16.7,21.8,7,0,0.0,1,25.0,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-19 Everton-Crystal Palace,2022-05-19,Matchweek 33,Thu,Away,L,2,3,Everton,6,3,3,50.0,0,1.9,-1.1,0,0,0,0,6,18,33.3,21,4,38.1,32.5,13,76.9,55.1,21,0,0.0,2,30.0,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-05-22 Crystal Palace-Manchester Utd,2022-05-22,Matchweek 38,Sun,Home,W,1,0,Manchester Utd,4,0,4,100.0,1,0.2,0.2,0,0,0,0,4,16,25.0,30,6,40.0,31.7,6,66.7,45.2,17,1,5.9,0,7.0,16:00:00
ENG-Premier League,2122,Everton,2021-08-14 Everton-Southampton,2021-08-14,Matchweek 1,Sat,Home,W,3,1,Southampton,3,1,2,66.7,0,1.1,0.1,0,0,0,0,8,24,33.3,33,7,63.6,43.3,4,75.0,54.0,22,1,4.5,2,14.8,15:00:00
ENG-Premier League,2122,Everton,2021-08-21 Leeds United-Everton,2021-08-21,Matchweek 2,Sat,Away,D,2,2,Leeds United,4,2,2,50.0,0,1.2,-0.8,0,0,0,0,4,26,15.4,18,4,72.2,46.9,13,100.0,69.8,20,0,0.0,0,1.0,15:00:00
ENG-Premier League,2122,Everton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Away,W,2,0,Brighton,3,0,3,100.0,1,0.1,0.1,0,0,0,0,6,19,31.6,13,2,76.9,48.4,10,90.0,68.1,8,0,0.0,0,,15:00:00
ENG-Premier League,2122,Everton,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Home,W,3,1,Burnley,6,1,5,83.3,0,0.5,-0.5,0,0,0,0,7,20,35.0,23,7,65.2,43.0,7,71.4,56.9,17,1,5.9,0,7.0,20:00:00
ENG-Premier League,2122,Everton,2021-09-18 Aston Villa-Everton,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Aston Villa,3,3,1,0.0,0,0.6,-1.4,0,0,0,0,3,12,25.0,12,3,66.7,47.6,12,33.3,36.7,15,0,0.0,0,9.0,17:30:00
ENG-Premier League,2122,Everton,2021-09-25 Everton-Norwich City,2021-09-25,Matchweek 6,Sat,Home,W,2,0,Norwich City,2,0,2,100.0,1,0.5,0.5,0,0,0,0,8,20,40.0,22,3,50.0,41.3,11,81.8,55.3,9,0,0.0,1,26.0,15:00:00
ENG-Premier League,2122,Everton,2021-10-02 Manchester Utd-Everton,2021-10-02,Matchweek 7,Sat,Away,D,1,1,Manchester Utd,6,1,5,83.3,0,0.9,-0.1,0,0,0,0,6,23,26.1,20,3,80.0,51.6,8,87.5,66.1,20,0,0.0,0,,12:30:00
ENG-Premier League,2122,Everton,2021-10-17 Everton-West Ham,2021-10-17,Matchweek 8,Sun,Home,L,0,1,West Ham,4,1,3,75.0,0,1.3,0.3,0,0,0,0,6,16,37.5,24,7,37.5,37.5,11,63.6,56.6,24,1,4.2,0,8.8,14:00:00
ENG-Premier League,2122,Everton,2021-10-23 Everton-Watford,2021-10-23,Matchweek 9,Sat,Home,L,2,5,Watford,8,5,3,37.5,0,4.3,-0.7,0,0,0,0,4,19,21.1,26,4,61.5,43.2,8,37.5,42.9,17,1,5.9,0,8.0,15:00:00
ENG-Premier League,2122,Everton,2021-11-01 Wolves-Everton,2021-11-01,Matchweek 10,Mon,Away,L,1,2,Wolves,4,2,2,50.0,0,0.6,-1.4,0,0,0,0,2,16,12.5,20,2,60.0,44.6,5,80.0,58.8,8,0,0.0,2,19.0,20:00:00
