,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2122,Chelsea,2022-04-09 Southampton-Chelsea,2022-04-09,Matchweek 32,Sat,Away,W,6,0,Southampton,6,24,14,58.3,0.25,0.43,15.3,0,0,0,4.2,4.2,0.19,1.8,1.8,15:00:00
ENG-Premier League,2122,Chelsea,2022-04-20 Chelsea-Arsenal,2022-04-20,Matchweek 25,Wed,Home,L,2,4,Arsenal,2,11,2,18.2,0.18,1.0,15.9,0,0,0,0.7,0.7,0.06,1.3,1.3,19:45:00
ENG-Premier League,2122,Chelsea,2022-04-24 Chelsea-West Ham,2022-04-24,Matchweek 34,Sun,Home,W,1,0,West Ham,1,25,4,16.0,0.04,0.25,19.0,0,0,1,3.0,2.2,0.09,-2.0,-1.2,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-28 Manchester Utd-Chelsea,2022-04-28,Matchweek 37,Thu,Away,D,1,1,Manchester Utd,1,21,6,28.6,0.05,0.17,17.4,0,0,0,1.9,1.9,0.09,-0.9,-0.9,19:45:00
ENG-Premier League,2122,Chelsea,2022-05-01 Everton-Chelsea,2022-05-01,Matchweek 35,Sun,Away,L,0,1,Everton,0,17,5,29.4,0.0,0.0,17.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,14:00:00
ENG-Premier League,2122,Chelsea,2022-05-07 Chelsea-Wolves,2022-05-07,Matchweek 36,Sat,Home,D,2,2,Wolves,2,18,5,27.8,0.06,0.2,18.2,2,1,1,1.7,0.9,0.05,0.3,0.1,15:00:00
ENG-Premier League,2122,Chelsea,2022-05-11 Leeds United-Chelsea,2022-05-11,Matchweek 33,Wed,Away,W,3,0,Leeds United,3,17,3,17.6,0.18,1.0,16.9,0,0,0,1.3,1.3,0.08,1.7,1.7,19:30:00
ENG-Premier League,2122,Chelsea,2022-05-19 Chelsea-Leicester City,2022-05-19,Matchweek 27,Thu,Home,D,1,1,Leicester City,1,20,7,35.0,0.05,0.14,20.0,2,0,0,1.6,1.6,0.08,-0.6,-0.6,20:00:00
ENG-Premier League,2122,Chelsea,2022-05-22 Chelsea-Watford,2022-05-22,Matchweek 38,Sun,Home,W,2,1,Watford,2,19,8,42.1,0.11,0.25,16.9,0,0,0,2.2,2.2,0.12,-0.2,-0.2,16:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Away,L,0,3,Chelsea,0,4,1,25.0,0.0,0.0,10.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-21 Crystal Palace-Brentford,2021-08-21,Matchweek 2,Sat,Home,D,0,0,Brentford,0,7,2,28.6,0.0,0.0,15.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-28 West Ham-Crystal Palace,2021-08-28,Matchweek 3,Sat,Away,D,2,2,West Ham,2,9,2,22.2,0.22,1.0,15.2,0,0,0,1.1,1.1,0.13,0.9,0.9,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-11 Crystal Palace-Tottenham,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Tottenham,3,17,3,17.6,0.12,0.67,17.5,1,1,1,2.1,1.3,0.08,0.9,0.7,12:30:00
ENG-Premier League,2122,Crystal Palace,2021-09-18 Liverpool-Crystal Palace,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Liverpool,0,13,2,15.4,0.0,0.0,19.0,1,0,0,0.6,0.6,0.05,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Home,D,1,1,Brighton,1,7,2,28.6,0.0,0.0,24.1,1,1,1,1.4,0.6,0.09,-0.4,-0.6,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-03 Crystal Palace-Leicester City,2021-10-03,Matchweek 7,Sun,Home,D,2,2,Leicester City,2,18,4,22.2,0.11,0.5,15.3,0,0,0,1.5,1.5,0.09,0.5,0.5,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-18 Arsenal-Crystal Palace,2021-10-18,Matchweek 8,Mon,Away,D,2,2,Arsenal,2,9,6,66.7,0.22,0.33,21.4,0,0,0,0.7,0.7,0.08,1.3,1.3,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-23 Crystal Palace-Newcastle Utd,2021-10-23,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,1,15,3,20.0,0.07,0.33,15.6,0,0,0,1.9,1.9,0.12,-0.9,-0.9,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-30 Manchester City-Crystal Palace,2021-10-30,Matchweek 10,Sat,Away,W,2,0,Manchester City,2,8,3,37.5,0.25,0.67,15.3,0,0,0,0.7,0.7,0.08,1.3,1.3,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-06 Crystal Palace-Wolves,2021-11-06,Matchweek 11,Sat,Home,W,2,0,Wolves,2,13,6,46.2,0.15,0.33,13.2,0,0,0,1.9,1.9,0.15,0.1,0.1,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Away,D,3,3,Burnley,3,18,8,44.4,0.17,0.38,16.4,1,0,0,1.9,1.9,0.11,1.1,1.1,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-27 Crystal Palace-Aston Villa,2021-11-27,Matchweek 13,Sat,Home,L,1,2,Aston Villa,1,8,3,37.5,0.13,0.33,13.9,0,0,0,1.0,1.0,0.12,0.0,0.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-30 Leeds United-Crystal Palace,2021-11-30,Matchweek 14,Tue,Away,L,0,1,Leeds United,0,9,1,11.1,0.0,0.0,18.1,1,0,0,1.1,1.1,0.13,-1.1,-1.1,20:15:00
ENG-Premier League,2122,Crystal Palace,2021-12-05 Manchester Utd-Crystal Palace,2021-12-05,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,0,8,2,25.0,0.0,0.0,19.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-12 Crystal Palace-Everton,2021-12-12,Matchweek 16,Sun,Home,W,3,1,Everton,3,17,6,35.3,0.18,0.5,16.8,1,0,0,1.8,1.8,0.11,1.2,1.2,16:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-15 Crystal Palace-Southampton,2021-12-15,Matchweek 17,Wed,Home,D,2,2,Southampton,2,9,6,66.7,0.22,0.33,10.9,0,0,0,1.2,1.2,0.14,0.8,0.8,19:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-26 Tottenham-Crystal Palace,2021-12-26,Matchweek 19,Sun,Away,L,0,3,Tottenham,0,4,0,0.0,0.0,,17.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-28 Crystal Palace-Norwich City,2021-12-28,Matchweek 20,Tue,Home,W,3,0,Norwich City,3,18,5,27.8,0.11,0.4,13.3,0,1,1,1.9,1.2,0.07,1.1,0.8,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-01 Crystal Palace-West Ham,2022-01-01,Matchweek 21,Sat,Home,L,2,3,West Ham,2,22,6,27.3,0.09,0.33,15.8,2,0,0,2.4,2.4,0.11,-0.4,-0.4,17:30:00
ENG-Premier League,2122,Crystal Palace,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Away,D,1,1,Brighton,1,3,1,33.3,0.33,1.0,22.2,0,0,0,0.2,0.2,0.06,0.8,0.8,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-23 Crystal Palace-Liverpool,2022-01-23,Matchweek 23,Sun,Home,L,1,3,Liverpool,1,8,5,62.5,0.13,0.2,12.2,0,0,0,2.2,2.2,0.27,-1.2,-1.2,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-09 Norwich City-Crystal Palace,2022-02-09,Matchweek 24,Wed,Away,D,1,1,Norwich City,1,12,5,41.7,0.08,0.2,22.3,1,0,1,1.3,0.5,0.04,-0.3,0.5,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-02-12 Brentford-Crystal Palace,2022-02-12,Matchweek 25,Sat,Away,D,0,0,Brentford,0,6,3,50.0,0.0,0.0,21.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Home,L,0,1,Chelsea,0,7,0,0.0,0.0,,14.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-23 Watford-Crystal Palace,2022-02-23,Matchweek 18,Wed,Away,W,4,1,Watford,4,7,5,71.4,0.57,0.8,15.1,0,0,0,1.1,1.1,0.16,2.9,2.9,19:30:00
ENG-Premier League,2122,Crystal Palace,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Home,D,1,1,Burnley,1,11,4,36.4,0.09,0.25,18.7,2,0,0,1.0,1.0,0.09,0.0,0.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-05 Wolves-Crystal Palace,2022-03-05,Matchweek 28,Sat,Away,W,2,0,Wolves,2,11,7,63.6,0.09,0.14,15.1,0,1,1,2.7,2.0,0.2,-0.7,-1.0,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-14 Crystal Palace-Manchester City,2022-03-14,Matchweek 29,Mon,Home,D,0,0,Manchester City,0,7,1,14.3,0.0,0.0,14.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-04 Crystal Palace-Arsenal,2022-04-04,Matchweek 31,Mon,Home,W,3,0,Arsenal,3,5,4,80.0,0.4,0.5,21.0,1,1,1,1.5,0.7,0.14,1.5,1.3,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-10 Leicester City-Crystal Palace,2022-04-10,Matchweek 32,Sun,Away,L,1,2,Leicester City,1,10,2,20.0,0.1,0.5,14.0,0,0,1,1.4,0.6,0.06,-0.4,0.4,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-20 Newcastle Utd-Crystal Palace,2022-04-20,Matchweek 30,Wed,Away,L,0,1,Newcastle Utd,0,10,2,20.0,0.0,0.0,15.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-04-25 Crystal Palace-Leeds United,2022-04-25,Matchweek 34,Mon,Home,D,0,0,Leeds United,0,17,7,41.2,0.0,0.0,13.6,0,0,0,1.9,1.9,0.11,-1.9,-1.9,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-30 Southampton-Crystal Palace,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Southampton,2,14,5,35.7,0.14,0.4,13.9,0,0,0,1.1,1.1,0.08,0.9,0.9,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-07 Crystal Palace-Watford,2022-05-07,Matchweek 36,Sat,Home,W,1,0,Watford,1,14,6,42.9,0.0,0.0,15.8,1,1,1,2.2,1.4,0.11,-1.2,-1.4,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-15 Aston Villa-Crystal Palace,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Aston Villa,1,16,4,25.0,0.06,0.25,17.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-19 Everton-Crystal Palace,2022-05-19,Matchweek 33,Thu,Away,L,2,3,Everton,2,7,5,71.4,0.29,0.4,14.2,0,0,0,1.1,1.1,0.17,0.9,0.9,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-05-22 Crystal Palace-Manchester Utd,2022-05-22,Matchweek 38,Sun,Home,W,1,0,Manchester Utd,1,6,3,50.0,0.17,0.33,14.1,0,0,0,0.6,0.6,0.1,0.4,0.4,16:00:00
ENG-Premier League,2122,Everton,2021-08-14 Everton-Southampton,2021-08-14,Matchweek 1,Sat,Home,W,3,1,Southampton,3,14,6,42.9,0.21,0.5,12.5,1,0,0,2.4,2.4,0.17,0.6,0.6,15:00:00
ENG-Premier League,2122,Everton,2021-08-21 Leeds United-Everton,2021-08-21,Matchweek 2,Sat,Away,D,2,2,Leeds United,2,16,7,43.8,0.06,0.14,20.9,0,1,1,1.8,1.0,0.06,0.2,0.0,15:00:00
ENG-Premier League,2122,Everton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Away,W,2,0,Brighton,2,13,4,30.8,0.08,0.25,21.2,0,1,1,1.4,0.6,0.05,0.6,0.4,15:00:00
ENG-Premier League,2122,Everton,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Home,W,3,1,Burnley,3,14,6,42.9,0.21,0.5,19.5,1,0,0,1.4,1.4,0.1,1.6,1.6,20:00:00
ENG-Premier League,2122,Everton,2021-09-18 Aston Villa-Everton,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Aston Villa,0,11,1,9.1,0.0,0.0,16.2,1,0,0,0.7,0.7,0.07,-0.7,-0.7,17:30:00
ENG-Premier League,2122,Everton,2021-09-25 Everton-Norwich City,2021-09-25,Matchweek 6,Sat,Home,W,2,0,Norwich City,2,10,3,30.0,0.1,0.33,18.8,0,1,1,1.9,1.1,0.12,0.1,-0.1,15:00:00
ENG-Premier League,2122,Everton,2021-10-02 Manchester Utd-Everton,2021-10-02,Matchweek 7,Sat,Away,D,1,1,Manchester Utd,1,12,2,16.7,0.08,0.5,14.5,0,0,0,1.3,1.3,0.11,-0.3,-0.3,12:30:00
ENG-Premier League,2122,Everton,2021-10-17 Everton-West Ham,2021-10-17,Matchweek 8,Sun,Home,L,0,1,West Ham,0,15,2,13.3,0.0,0.0,14.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,14:00:00
ENG-Premier League,2122,Everton,2021-10-23 Everton-Watford,2021-10-23,Matchweek 9,Sat,Home,L,2,5,Watford,2,15,4,26.7,0.13,0.5,15.7,0,0,0,1.5,1.5,0.1,0.5,0.5,15:00:00
ENG-Premier League,2122,Everton,2021-11-01 Wolves-Everton,2021-11-01,Matchweek 10,Mon,Away,L,1,2,Wolves,1,14,5,35.7,0.07,0.2,15.7,0,0,0,1.5,1.5,0.11,-0.5,-0.5,20:00:00
ENG-Premier League,2122,Everton,2021-11-07 Everton-Tottenham,2021-11-07,Matchweek 11,Sun,Home,D,0,0,Tottenham,0,12,2,16.7,0.0,0.0,18.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,14:00:00
ENG-Premier League,2122,Everton,2021-11-21 Manchester City-Everton,2021-11-21,Matchweek 12,Sun,Away,L,0,3,Manchester City,0,4,1,25.0,0.0,0.0,15.5,1,0,0,0.2,0.2,0.05,-0.2,-0.2,14:00:00
ENG-Premier League,2122,Everton,2021-11-28 Brentford-Everton,2021-11-28,Matchweek 13,Sun,Away,L,0,1,Brentford,0,14,5,35.7,0.0,0.0,16.6,1,0,0,1.0,1.0,0.07,-1.0,-1.0,14:00:00
ENG-Premier League,2122,Everton,2021-12-01 Everton-Liverpool,2021-12-01,Matchweek 14,Wed,Home,L,1,4,Liverpool,1,8,2,25.0,0.13,0.5,20.8,1,0,0,0.7,0.7,0.09,0.3,0.3,20:15:00
ENG-Premier League,2122,Everton,2021-12-06 Everton-Arsenal,2021-12-06,Matchweek 15,Mon,Home,W,2,1,Arsenal,2,11,5,45.5,0.18,0.4,17.1,0,0,0,0.9,0.9,0.09,1.1,1.1,20:00:00
ENG-Premier League,2122,Everton,2021-12-12 Crystal Palace-Everton,2021-12-12,Matchweek 16,Sun,Away,L,1,3,Crystal Palace,1,12,6,50.0,0.08,0.17,20.5,1,0,0,1.0,1.0,0.09,0.0,0.0,16:30:00
ENG-Premier League,2122,Everton,2021-12-16 Chelsea-Everton,2021-12-16,Matchweek 17,Thu,Away,D,1,1,Chelsea,1,5,3,60.0,0.2,0.33,21.1,0,0,0,0.6,0.6,0.11,0.4,0.4,19:45:00
ENG-Premier League,2122,Everton,2022-01-02 Everton-Brighton,2022-01-02,Matchweek 21,Sun,Home,L,2,3,Brighton,2,16,6,37.5,0.13,0.33,17.9,0,0,1,1.6,0.9,0.06,0.4,1.1,14:00:00
ENG-Premier League,2122,Everton,2022-01-15 Norwich City-Everton,2022-01-15,Matchweek 22,Sat,Away,L,1,2,Norwich City,1,12,5,41.7,0.08,0.2,17.0,1,0,0,0.6,0.6,0.05,0.4,0.4,15:00:00
ENG-Premier League,2122,Everton,2022-01-22 Everton-Aston Villa,2022-01-22,Matchweek 23,Sat,Home,L,0,1,Aston Villa,0,15,0,0.0,0.0,,14.1,2,0,0,1.6,1.6,0.11,-1.6,-1.6,12:30:00
ENG-Premier League,2122,Everton,2022-02-08 Newcastle Utd-Everton,2022-02-08,Matchweek 24,Tue,Away,L,1,3,Newcastle Utd,0,11,2,18.2,0.0,0.0,19.1,1,0,0,0.7,0.7,0.06,-0.7,-0.7,19:45:00
ENG-Premier League,2122,Everton,2022-02-12 Everton-Leeds United,2022-02-12,Matchweek 25,Sat,Home,W,3,0,Leeds United,3,21,10,47.6,0.14,0.3,18.2,0,0,0,2.7,2.7,0.13,0.3,0.3,15:00:00
ENG-Premier League,2122,Everton,2022-02-19 Southampton-Everton,2022-02-19,Matchweek 26,Sat,Away,L,0,2,Southampton,0,9,0,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Everton,2022-02-26 Everton-Manchester City,2022-02-26,Matchweek 27,Sat,Home,L,0,1,Manchester City,0,6,2,33.3,0.0,0.0,19.1,1,0,0,0.5,0.5,0.08,-0.5,-0.5,17:30:00
ENG-Premier League,2122,Everton,2022-03-07 Tottenham-Everton,2022-03-07,Matchweek 28,Mon,Away,L,0,5,Tottenham,0,6,0,0.0,0.0,,22.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2,20:00:00
ENG-Premier League,2122,Everton,2022-03-13 Everton-Wolves,2022-03-13,Matchweek 29,Sun,Home,L,0,1,Wolves,0,7,2,28.6,0.0,0.0,20.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4,14:00:00
ENG-Premier League,2122,Everton,2022-03-17 Everton-Newcastle Utd,2022-03-17,Matchweek 20,Thu,Home,W,1,0,Newcastle Utd,1,9,3,33.3,0.11,0.33,17.2,1,0,0,0.7,0.7,0.07,0.3,0.3,19:45:00
ENG-Premier League,2122,Everton,2022-04-03 West Ham-Everton,2022-04-03,Matchweek 31,Sun,Away,L,1,2,West Ham,1,13,2,15.4,0.08,0.5,18.7,0,0,0,0.7,0.7,0.05,0.3,0.3,14:00:00
ENG-Premier League,2122,Everton,2022-04-06 Burnley-Everton,2022-04-06,Matchweek 19,Wed,Away,L,2,3,Burnley,2,14,2,14.3,0.0,0.0,19.5,0,2,2,2.4,0.8,0.06,-0.4,-0.8,19:30:00
ENG-Premier League,2122,Everton,2022-04-09 Everton-Manchester Utd,2022-04-09,Matchweek 32,Sat,Home,W,1,0,Manchester Utd,1,7,3,42.9,0.14,0.33,18.3,0,0,0,0.4,0.4,0.05,0.6,0.6,12:30:00
ENG-Premier League,2122,Everton,2022-04-20 Everton-Leicester City,2022-04-20,Matchweek 18,Wed,Home,D,1,1,Leicester City,1,13,3,23.1,0.08,0.33,14.7,0,0,0,1.8,1.8,0.14,-0.8,-0.8,19:45:00
ENG-Premier League,2122,Everton,2022-04-24 Liverpool-Everton,2022-04-24,Matchweek 34,Sun,Away,L,0,2,Liverpool,0,9,1,11.1,0.0,0.0,19.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4,16:30:00
ENG-Premier League,2122,Everton,2022-05-01 Everton-Chelsea,2022-05-01,Matchweek 35,Sun,Home,W,1,0,Chelsea,1,9,4,44.4,0.11,0.25,17.8,1,0,0,0.8,0.8,0.09,0.2,0.2,14:00:00
ENG-Premier League,2122,Everton,2022-05-08 Leicester City-Everton,2022-05-08,Matchweek 36,Sun,Away,W,2,1,Leicester City,2,10,4,40.0,0.2,0.5,13.8,0,0,0,1.1,1.1,0.11,0.9,0.9,14:00:00
ENG-Premier League,2122,Everton,2022-05-11 Watford-Everton,2022-05-11,Matchweek 30,Wed,Away,D,0,0,Watford,0,16,5,31.3,0.0,0.0,16.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,19:45:00
ENG-Premier League,2122,Everton,2022-05-15 Everton-Brentford,2022-05-15,Matchweek 37,Sun,Home,L,2,3,Brentford,2,9,4,44.4,0.11,0.25,17.4,0,1,1,2.1,1.3,0.16,-0.1,-0.3,16:30:00
ENG-Premier League,2122,Everton,2022-05-19 Everton-Crystal Palace,2022-05-19,Matchweek 33,Thu,Home,W,3,2,Crystal Palace,3,12,6,50.0,0.25,0.5,18.5,1,0,0,0.8,0.8,0.06,2.2,2.2,19:45:00
ENG-Premier League,2122,Everton,2022-05-22 Arsenal-Everton,2022-05-22,Matchweek 38,Sun,Away,L,1,5,Arsenal,1,6,2,33.3,0.17,0.5,17.7,0,0,0,1.1,1.1,0.19,-0.1,-0.1,16:00:00
ENG-Premier League,2122,Leeds United,2021-08-14 Manchester Utd-Leeds United,2021-08-14,Matchweek 1,Sat,Away,L,1,5,Manchester Utd,1,10,3,30.0,0.1,0.33,21.3,0,0,0,0.5,0.5,0.05,0.5,0.5,12:30:00
ENG-Premier League,2122,Leeds United,2021-08-21 Leeds United-Everton,2021-08-21,Matchweek 2,Sat,Home,D,2,2,Everton,2,17,4,23.5,0.12,0.5,20.9,0,0,0,1.2,1.2,0.07,0.8,0.8,15:00:00
ENG-Premier League,2122,Leeds United,2021-08-29 Burnley-Leeds United,2021-08-29,Matchweek 3,Sun,Away,D,1,1,Burnley,1,12,2,16.7,0.08,0.5,16.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2,14:00:00
ENG-Premier League,2122,Leeds United,2021-09-12 Leeds United-Liverpool,2021-09-12,Matchweek 4,Sun,Home,L,0,3,Liverpool,0,9,4,44.4,0.0,0.0,15.2,0,0,0,1.2,1.2,0.14,-1.2,-1.2,16:30:00
ENG-Premier League,2122,Leeds United,2021-09-17 Newcastle Utd-Leeds United,2021-09-17,Matchweek 5,Fri,Away,D,1,1,Newcastle Utd,1,22,9,40.9,0.05,0.11,20.4,0,0,0,1.5,1.5,0.07,-0.5,-0.5,20:00:00
ENG-Premier League,2122,Leeds United,2021-09-25 Leeds United-West Ham,2021-09-25,Matchweek 6,Sat,Home,L,1,2,West Ham,1,15,5,33.3,0.07,0.2,19.5,0,0,0,1.2,1.2,0.08,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Leeds United,2021-10-02 Leeds United-Watford,2021-10-02,Matchweek 7,Sat,Home,W,1,0,Watford,1,20,3,15.0,0.05,0.33,18.8,1,0,0,1.3,1.3,0.07,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Leeds United,2021-10-16 Southampton-Leeds United,2021-10-16,Matchweek 8,Sat,Away,L,0,1,Southampton,0,3,0,0.0,0.0,,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Leeds United,2021-10-23 Leeds United-Wolves,2021-10-23,Matchweek 9,Sat,Home,D,1,1,Wolves,1,17,3,17.6,0.0,0.0,19.2,0,1,1,1.6,0.8,0.05,-0.6,-0.8,15:00:00
ENG-Premier League,2122,Leeds United,2021-10-31 Norwich City-Leeds United,2021-10-31,Matchweek 10,Sun,Away,W,2,1,Norwich City,2,13,5,38.5,0.15,0.4,20.9,0,0,0,0.7,0.7,0.06,1.3,1.3,14:00:00
ENG-Premier League,2122,Leeds United,2021-11-07 Leeds United-Leicester City,2021-11-07,Matchweek 11,Sun,Home,D,1,1,Leicester City,1,18,5,27.8,0.06,0.2,17.7,1,0,0,1.3,1.3,0.08,-0.3,-0.3,14:00:00
ENG-Premier League,2122,Leeds United,2021-11-21 Tottenham-Leeds United,2021-11-21,Matchweek 12,Sun,Away,L,1,2,Tottenham,1,18,7,38.9,0.06,0.14,21.4,1,0,0,1.4,1.4,0.08,-0.4,-0.4,16:30:00
ENG-Premier League,2122,Leeds United,2021-11-27 Brighton-Leeds United,2021-11-27,Matchweek 13,Sat,Away,D,0,0,Brighton,0,11,4,36.4,0.0,0.0,17.4,1,0,0,0.6,0.6,0.06,-0.6,-0.6,17:30:00
ENG-Premier League,2122,Leeds United,2021-11-30 Leeds United-Crystal Palace,2021-11-30,Matchweek 14,Tue,Home,W,1,0,Crystal Palace,1,14,2,14.3,0.0,0.0,20.1,0,1,1,1.4,0.6,0.04,-0.4,-0.6,20:15:00
ENG-Premier League,2122,Leeds United,2021-12-05 Leeds United-Brentford,2021-12-05,Matchweek 15,Sun,Home,D,2,2,Brentford,2,13,6,46.2,0.15,0.33,17.3,0,0,0,1.2,1.2,0.1,0.8,0.8,14:00:00
ENG-Premier League,2122,Leeds United,2021-12-11 Chelsea-Leeds United,2021-12-11,Matchweek 16,Sat,Away,L,2,3,Chelsea,2,11,4,36.4,0.09,0.25,19.4,2,1,1,1.4,0.7,0.06,0.6,0.3,15:00:00
ENG-Premier League,2122,Leeds United,2021-12-14 Manchester City-Leeds United,2021-12-14,Matchweek 17,Tue,Away,L,0,7,Manchester City,0,6,3,50.0,0.0,0.0,25.3,1,0,0,0.3,0.3,0.05,-0.3,-0.3,20:00:00
ENG-Premier League,2122,Leeds United,2021-12-18 Leeds United-Arsenal,2021-12-18,Matchweek 18,Sat,Home,L,1,4,Arsenal,1,8,1,12.5,0.0,0.0,24.8,0,1,1,1.6,0.8,0.11,-0.6,-0.8,17:30:00
ENG-Premier League,2122,Leeds United,2022-01-02 Leeds United-Burnley,2022-01-02,Matchweek 21,Sun,Home,W,3,1,Burnley,3,22,7,31.8,0.14,0.43,18.9,0,0,0,1.9,1.9,0.09,1.1,1.1,14:00:00
ENG-Premier League,2122,Leeds United,2022-01-16 West Ham-Leeds United,2022-01-16,Matchweek 22,Sun,Away,W,3,2,West Ham,3,18,5,27.8,0.17,0.6,16.8,2,0,0,2.2,2.2,0.12,0.8,0.8,14:00:00
ENG-Premier League,2122,Leeds United,2022-01-22 Leeds United-Newcastle Utd,2022-01-22,Matchweek 23,Sat,Home,L,0,1,Newcastle Utd,0,13,4,30.8,0.0,0.0,16.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Leeds United,2022-02-09 Aston Villa-Leeds United,2022-02-09,Matchweek 24,Wed,Away,D,3,3,Aston Villa,3,16,7,43.8,0.19,0.43,13.9,0,0,0,1.8,1.8,0.12,1.2,1.2,20:00:00
ENG-Premier League,2122,Leeds United,2022-02-12 Everton-Leeds United,2022-02-12,Matchweek 25,Sat,Away,L,0,3,Everton,0,7,0,0.0,0.0,,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Leeds United,2022-02-20 Leeds United-Manchester Utd,2022-02-20,Matchweek 26,Sun,Home,L,2,4,Manchester Utd,2,16,6,37.5,0.13,0.33,19.3,0,0,0,1.8,1.8,0.11,0.2,0.2,14:00:00
ENG-Premier League,2122,Leeds United,2022-02-23 Liverpool-Leeds United,2022-02-23,Matchweek 19,Wed,Away,L,0,6,Liverpool,0,3,2,66.7,0.0,0.0,21.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,19:45:00
