,,,,date,round,day,venue,result,GF,GA,opponent,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,time
ENG-Premier League,2021,Burnley,2021-01-16 West Ham-Burnley,2021-01-16,Matchweek 19,Sat,Away,L,0,1,West Ham,19,15,0,2,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Burnley,2021-01-21 Liverpool-Burnley,2021-01-21,Matchweek 18,Thu,Away,W,1,0,Liverpool,12,9,0,1,0,2,0,2,1,0,0,0,1,0,20:00:00
ENG-Premier League,2021,Burnley,2021-01-27 Burnley-Aston Villa,2021-01-27,Matchweek 20,Wed,Home,W,3,2,Aston Villa,14,12,1,0,1,0,0,4,3,1,0,0,0,0,18:00:00
ENG-Premier League,2021,Burnley,2021-01-31 Chelsea-Burnley,2021-01-31,Matchweek 21,Sun,Away,L,0,2,Chelsea,2,0,1,0,0,1,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Burnley,2021-02-03 Burnley-Manchester City,2021-02-03,Matchweek 22,Wed,Home,L,0,2,Manchester City,3,2,0,0,0,0,1,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Burnley,2021-02-06 Burnley-Brighton,2021-02-06,Matchweek 23,Sat,Home,D,1,1,Brighton,32,21,3,2,5,1,0,1,0,0,0,1,0,0,15:00:00
ENG-Premier League,2021,Burnley,2021-02-13 Crystal Palace-Burnley,2021-02-13,Matchweek 24,Sat,Away,W,3,0,Crystal Palace,26,15,3,1,3,3,1,6,4,1,0,1,0,0,15:00:00
ENG-Premier League,2021,Burnley,2021-02-17 Burnley-Fulham,2021-02-17,Matchweek 17,Wed,Home,D,1,1,Fulham,15,8,4,0,0,3,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Burnley,2021-02-20 Burnley-West Brom,2021-02-20,Matchweek 25,Sat,Home,D,0,0,West Brom,12,11,0,0,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Burnley,2021-02-28 Tottenham-Burnley,2021-02-28,Matchweek 26,Sun,Away,L,0,4,Tottenham,17,13,3,0,0,1,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2021,Burnley,2021-03-03 Burnley-Leicester City,2021-03-03,Matchweek 29,Wed,Home,D,1,1,Leicester City,23,18,2,1,0,2,0,1,0,0,1,0,0,0,18:00:00
ENG-Premier League,2021,Burnley,2021-03-06 Burnley-Arsenal,2021-03-06,Matchweek 27,Sat,Home,D,1,1,Arsenal,12,10,1,1,0,0,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Burnley,2021-03-13 Everton-Burnley,2021-03-13,Matchweek 28,Sat,Away,W,2,1,Everton,25,18,2,2,0,2,1,4,2,0,1,0,0,1,17:30:00
ENG-Premier League,2021,Burnley,2021-04-04 Southampton-Burnley,2021-04-04,Matchweek 30,Sun,Away,L,2,3,Southampton,13,12,0,0,0,1,0,4,3,0,0,0,1,0,12:00:00
ENG-Premier League,2021,Burnley,2021-04-11 Burnley-Newcastle Utd,2021-04-11,Matchweek 31,Sun,Home,L,1,2,Newcastle Utd,42,29,6,0,4,3,0,2,2,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Burnley,2021-04-18 Manchester Utd-Burnley,2021-04-18,Matchweek 32,Sun,Away,L,1,3,Manchester Utd,15,8,5,0,0,2,0,1,0,1,0,0,0,0,16:00:00
ENG-Premier League,2021,Burnley,2021-04-25 Wolves-Burnley,2021-04-25,Matchweek 33,Sun,Away,W,4,0,Wolves,21,14,2,2,0,1,2,7,4,1,1,0,0,1,12:00:00
ENG-Premier League,2021,Burnley,2021-05-03 Burnley-West Ham,2021-05-03,Matchweek 34,Mon,Home,L,1,2,West Ham,12,5,1,3,2,1,0,2,0,0,1,0,1,0,20:15:00
ENG-Premier League,2021,Burnley,2021-05-10 Fulham-Burnley,2021-05-10,Matchweek 35,Mon,Away,W,2,0,Fulham,24,17,2,1,3,1,0,4,4,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Burnley,2021-05-15 Burnley-Leeds United,2021-05-15,Matchweek 36,Sat,Home,L,0,4,Leeds United,28,23,1,1,1,1,1,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Burnley,2021-05-19 Burnley-Liverpool,2021-05-19,Matchweek 37,Wed,Home,L,0,3,Liverpool,17,14,2,0,0,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Burnley,2021-05-23 Sheffield Utd-Burnley,2021-05-23,Matchweek 38,Sun,Away,L,0,1,Sheffield Utd,19,9,5,0,2,1,2,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,2021,Chelsea,2020-09-14 Brighton-Chelsea,2020-09-14,Matchweek 1,Mon,Away,W,3,1,Brighton,18,15,1,0,1,1,0,5,3,1,0,0,1,0,20:15:00
ENG-Premier League,2021,Chelsea,2020-09-20 Chelsea-Liverpool,2020-09-20,Matchweek 2,Sun,Home,L,0,2,Liverpool,10,8,0,1,0,1,0,0,0,0,0,0,0,0,16:30:00
ENG-Premier League,2021,Chelsea,2020-09-26 West Brom-Chelsea,2020-09-26,Matchweek 3,Sat,Away,D,3,3,West Brom,42,38,0,1,2,1,0,5,4,0,0,1,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2020-10-03 Chelsea-Crystal Palace,2020-10-03,Matchweek 4,Sat,Home,W,4,0,Crystal Palace,31,23,3,2,1,2,0,6,3,0,0,1,2,0,12:30:00
ENG-Premier League,2021,Chelsea,2020-10-17 Chelsea-Southampton,2020-10-17,Matchweek 5,Sat,Home,D,3,3,Southampton,21,15,3,2,1,0,0,5,3,0,2,0,0,0,15:00:00
ENG-Premier League,2021,Chelsea,2020-10-24 Manchester Utd-Chelsea,2020-10-24,Matchweek 6,Sat,Away,D,0,0,Manchester Utd,10,9,1,0,0,0,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2020-10-31 Burnley-Chelsea,2020-10-31,Matchweek 7,Sat,Away,W,3,0,Burnley,24,18,2,1,2,1,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Chelsea,2020-11-07 Chelsea-Sheffield Utd,2020-11-07,Matchweek 8,Sat,Home,W,4,1,Sheffield Utd,33,26,2,0,2,3,0,6,3,2,0,0,1,0,17:30:00
ENG-Premier League,2021,Chelsea,2020-11-21 Newcastle Utd-Chelsea,2020-11-21,Matchweek 9,Sat,Away,W,2,0,Newcastle Utd,25,20,2,1,1,0,1,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Chelsea,2020-11-29 Chelsea-Tottenham,2020-11-29,Matchweek 10,Sun,Home,D,0,0,Tottenham,23,20,1,1,0,1,0,0,0,0,0,0,0,0,16:30:00
ENG-Premier League,2021,Chelsea,2020-12-05 Chelsea-Leeds United,2020-12-05,Matchweek 11,Sat,Home,W,3,1,Leeds United,39,22,7,1,7,1,1,6,4,1,0,1,0,0,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-12 Everton-Chelsea,2020-12-12,Matchweek 12,Sat,Away,L,0,1,Everton,18,13,1,0,1,3,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-15 Wolves-Chelsea,2020-12-15,Matchweek 13,Tue,Away,L,1,2,Wolves,25,18,3,1,1,2,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Chelsea,2020-12-21 Chelsea-West Ham,2020-12-21,Matchweek 14,Mon,Home,W,3,0,West Ham,17,10,3,1,3,0,0,4,1,1,0,2,0,0,20:00:00
ENG-Premier League,2021,Chelsea,2020-12-26 Arsenal-Chelsea,2020-12-26,Matchweek 15,Sat,Away,L,1,3,Arsenal,33,20,5,4,1,3,0,2,1,0,1,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2020-12-28 Chelsea-Aston Villa,2020-12-28,Matchweek 16,Mon,Home,D,1,1,Aston Villa,28,24,2,1,1,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-01-03 Chelsea-Manchester City,2021-01-03,Matchweek 17,Sun,Home,L,1,3,Manchester City,15,10,3,1,1,0,0,2,2,0,0,0,0,0,16:30:00
ENG-Premier League,2021,Chelsea,2021-01-16 Fulham-Chelsea,2021-01-16,Matchweek 19,Sat,Away,W,1,0,Fulham,42,34,5,1,2,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-01-19 Leicester City-Chelsea,2021-01-19,Matchweek 18,Tue,Away,L,0,2,Leicester City,17,11,3,0,2,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Chelsea,2021-01-27 Chelsea-Wolves,2021-01-27,Matchweek 20,Wed,Home,D,0,0,Wolves,27,21,3,0,1,1,1,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Chelsea,2021-01-31 Chelsea-Burnley,2021-01-31,Matchweek 21,Sun,Home,W,2,0,Burnley,38,37,0,1,0,0,0,4,4,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Chelsea,2021-02-04 Tottenham-Chelsea,2021-02-04,Matchweek 22,Thu,Away,W,1,0,Tottenham,29,27,1,0,0,1,0,2,1,0,0,0,1,0,20:00:00
ENG-Premier League,2021,Chelsea,2021-02-07 Sheffield Utd-Chelsea,2021-02-07,Matchweek 23,Sun,Away,W,2,1,Sheffield Utd,17,16,0,0,0,1,0,3,2,0,0,0,1,0,19:15:00
ENG-Premier League,2021,Chelsea,2021-02-15 Chelsea-Newcastle Utd,2021-02-15,Matchweek 24,Mon,Home,W,2,0,Newcastle Utd,36,28,4,1,2,0,1,4,4,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Chelsea,2021-02-20 Southampton-Chelsea,2021-02-20,Matchweek 25,Sat,Away,D,1,1,Southampton,17,10,2,2,0,3,0,2,0,0,1,0,1,0,12:30:00
ENG-Premier League,2021,Chelsea,2021-02-28 Chelsea-Manchester Utd,2021-02-28,Matchweek 26,Sun,Home,D,0,0,Manchester Utd,32,22,1,4,3,2,0,0,0,0,0,0,0,0,16:30:00
ENG-Premier League,2021,Chelsea,2021-03-04 Liverpool-Chelsea,2021-03-04,Matchweek 29,Thu,Away,W,1,0,Liverpool,21,20,0,0,1,0,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Chelsea,2021-03-08 Chelsea-Everton,2021-03-08,Matchweek 27,Mon,Home,W,2,0,Everton,36,23,2,2,3,4,2,2,1,0,0,0,1,0,18:00:00
ENG-Premier League,2021,Chelsea,2021-03-13 Leeds United-Chelsea,2021-03-13,Matchweek 28,Sat,Away,D,0,0,Leeds United,29,27,0,2,0,0,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Chelsea,2021-04-03 Chelsea-West Brom,2021-04-03,Matchweek 30,Sat,Home,L,2,5,West Brom,34,20,7,0,4,2,1,3,2,0,0,1,0,0,12:30:00
ENG-Premier League,2021,Chelsea,2021-04-10 Crystal Palace-Chelsea,2021-04-10,Matchweek 31,Sat,Away,W,4,1,Crystal Palace,44,33,5,3,2,1,0,6,4,1,0,0,1,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-04-20 Chelsea-Brighton,2021-04-20,Matchweek 32,Tue,Home,D,0,0,Brighton,12,9,1,1,0,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Chelsea,2021-04-24 West Ham-Chelsea,2021-04-24,Matchweek 33,Sat,Away,W,1,0,West Ham,31,25,1,2,2,1,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-01 Chelsea-Fulham,2021-05-01,Matchweek 34,Sat,Home,W,2,0,Fulham,15,11,0,1,2,1,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-08 Manchester City-Chelsea,2021-05-08,Matchweek 35,Sat,Away,W,2,1,Manchester City,21,18,0,1,1,1,0,4,4,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Chelsea,2021-05-12 Chelsea-Arsenal,2021-05-12,Matchweek 36,Wed,Home,L,0,1,Arsenal,33,25,4,2,2,0,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Chelsea,2021-05-18 Chelsea-Leicester City,2021-05-18,Matchweek 37,Tue,Home,W,2,1,Leicester City,31,22,3,1,3,2,0,2,1,0,0,0,1,0,20:15:00
ENG-Premier League,2021,Chelsea,2021-05-23 Aston Villa-Chelsea,2021-05-23,Matchweek 38,Sun,Away,L,1,2,Aston Villa,44,42,0,0,0,2,0,2,2,0,0,0,0,0,16:00:00
ENG-Premier League,2021,Crystal Palace,2020-09-12 Crystal Palace-Southampton,2020-09-12,Matchweek 1,Sat,Home,W,1,0,Southampton,10,3,3,1,0,2,1,2,1,0,0,0,0,1,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-09-19 Manchester Utd-Crystal Palace,2020-09-19,Matchweek 2,Sat,Away,W,3,1,Manchester Utd,23,19,0,1,2,0,1,5,4,0,0,1,0,0,17:30:00
ENG-Premier League,2021,Crystal Palace,2020-09-26 Crystal Palace-Everton,2020-09-26,Matchweek 3,Sat,Home,L,1,2,Everton,12,6,3,0,0,3,0,2,1,1,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-03 Chelsea-Crystal Palace,2020-10-03,Matchweek 4,Sat,Away,L,0,4,Chelsea,7,6,0,1,0,0,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Crystal Palace,2020-10-18 Crystal Palace-Brighton,2020-10-18,Matchweek 5,Sun,Home,D,1,1,Brighton,2,1,0,0,0,1,0,2,1,0,0,0,1,0,14:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-24 Fulham-Crystal Palace,2020-10-24,Matchweek 6,Sat,Away,W,2,1,Fulham,25,17,1,5,1,1,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-10-30 Wolves-Crystal Palace,2020-10-30,Matchweek 7,Fri,Away,L,0,2,Wolves,18,13,0,1,1,3,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-11-07 Crystal Palace-Leeds United,2020-11-07,Matchweek 8,Sat,Home,W,4,1,Leeds United,19,16,2,0,0,1,0,5,3,1,0,0,1,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-11-23 Burnley-Crystal Palace,2020-11-23,Matchweek 9,Mon,Away,L,0,1,Burnley,25,16,3,2,2,2,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Crystal Palace,2020-11-27 Crystal Palace-Newcastle Utd,2020-11-27,Matchweek 10,Fri,Home,L,0,2,Newcastle Utd,21,18,2,0,0,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-06 West Brom-Crystal Palace,2020-12-06,Matchweek 11,Sun,Away,W,5,1,West Brom,33,27,1,3,2,0,0,8,7,0,0,1,0,0,12:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-13 Crystal Palace-Tottenham,2020-12-13,Matchweek 12,Sun,Home,D,1,1,Tottenham,30,20,5,2,0,3,0,2,0,0,1,0,1,0,14:15:00
ENG-Premier League,2021,Crystal Palace,2020-12-16 West Ham-Crystal Palace,2020-12-16,Matchweek 13,Wed,Away,D,1,1,West Ham,15,12,2,1,0,0,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-19 Crystal Palace-Liverpool,2020-12-19,Matchweek 14,Sat,Home,L,0,7,Liverpool,6,3,2,0,0,1,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Crystal Palace,2020-12-26 Aston Villa-Crystal Palace,2020-12-26,Matchweek 15,Sat,Away,L,0,3,Aston Villa,25,20,1,0,0,4,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2020-12-28 Crystal Palace-Leicester City,2020-12-28,Matchweek 16,Mon,Home,D,1,1,Leicester City,8,6,1,1,0,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-02 Crystal Palace-Sheffield Utd,2021-01-02,Matchweek 17,Sat,Home,W,2,0,Sheffield Utd,15,11,1,2,0,1,0,2,1,0,1,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-14 Arsenal-Crystal Palace,2021-01-14,Matchweek 18,Thu,Away,D,0,0,Arsenal,20,13,2,2,1,2,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-17 Manchester City-Crystal Palace,2021-01-17,Matchweek 19,Sun,Away,L,0,4,Manchester City,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Crystal Palace,2021-01-26 Crystal Palace-West Ham,2021-01-26,Matchweek 20,Tue,Home,L,2,3,West Ham,12,10,0,2,0,0,0,4,3,0,1,0,0,0,18:00:00
ENG-Premier League,2021,Crystal Palace,2021-01-30 Crystal Palace-Wolves,2021-01-30,Matchweek 21,Sat,Home,W,1,0,Wolves,20,12,0,4,2,2,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-02 Newcastle Utd-Crystal Palace,2021-02-02,Matchweek 22,Tue,Away,W,2,1,Newcastle Utd,9,5,1,1,1,1,0,2,0,1,0,0,1,0,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-02-08 Leeds United-Crystal Palace,2021-02-08,Matchweek 23,Mon,Away,L,0,2,Leeds United,16,12,2,0,0,0,2,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-13 Crystal Palace-Burnley,2021-02-13,Matchweek 24,Sat,Home,L,0,3,Burnley,20,16,1,2,1,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-22 Brighton-Crystal Palace,2021-02-22,Matchweek 25,Mon,Away,W,2,1,Brighton,6,5,0,1,0,0,0,4,4,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-02-28 Crystal Palace-Fulham,2021-02-28,Matchweek 26,Sun,Home,D,0,0,Fulham,6,3,2,0,0,1,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Crystal Palace,2021-03-03 Crystal Palace-Manchester Utd,2021-03-03,Matchweek 29,Wed,Home,D,0,0,Manchester Utd,13,9,1,0,1,1,1,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-03-07 Tottenham-Crystal Palace,2021-03-07,Matchweek 27,Sun,Away,L,1,4,Tottenham,10,5,2,1,0,2,0,2,2,0,0,0,0,0,19:15:00
ENG-Premier League,2021,Crystal Palace,2021-03-13 Crystal Palace-West Brom,2021-03-13,Matchweek 28,Sat,Home,W,1,0,West Brom,11,7,2,2,0,0,0,1,0,1,0,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-04-05 Everton-Crystal Palace,2021-04-05,Matchweek 30,Mon,Away,D,1,1,Everton,23,22,0,0,0,1,0,2,2,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Crystal Palace,2021-04-10 Crystal Palace-Chelsea,2021-04-10,Matchweek 31,Sat,Home,L,1,4,Chelsea,2,2,0,0,0,0,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Crystal Palace,2021-04-26 Leicester City-Crystal Palace,2021-04-26,Matchweek 33,Mon,Away,L,1,2,Leicester City,7,3,2,0,0,1,1,2,1,0,0,0,0,1,20:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-01 Crystal Palace-Manchester City,2021-05-01,Matchweek 34,Sat,Home,L,0,2,Manchester City,16,14,0,2,0,0,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Crystal Palace,2021-05-08 Sheffield Utd-Crystal Palace,2021-05-08,Matchweek 35,Sat,Away,W,2,0,Sheffield Utd,36,19,4,6,4,2,1,4,2,0,2,0,0,0,15:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-11 Southampton-Crystal Palace,2021-05-11,Matchweek 32,Tue,Away,L,1,3,Southampton,18,11,2,1,1,2,1,2,1,0,1,0,0,0,20:15:00
ENG-Premier League,2021,Crystal Palace,2021-05-16 Crystal Palace-Aston Villa,2021-05-16,Matchweek 36,Sun,Home,W,3,2,Aston Villa,43,30,0,6,4,3,0,5,4,0,0,1,0,0,12:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-19 Crystal Palace-Arsenal,2021-05-19,Matchweek 37,Wed,Home,L,1,3,Arsenal,23,14,5,1,0,3,0,2,0,1,0,0,1,0,19:00:00
ENG-Premier League,2021,Crystal Palace,2021-05-23 Liverpool-Crystal Palace,2021-05-23,Matchweek 38,Sun,Away,L,0,2,Liverpool,10,4,1,1,0,2,2,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,2021,Everton,2020-09-13 Tottenham-Everton,2020-09-13,Matchweek 1,Sun,Away,W,1,0,Tottenham,30,22,1,5,0,1,1,2,0,1,0,0,1,0,16:30:00
ENG-Premier League,2021,Everton,2020-09-19 Everton-West Brom,2020-09-19,Matchweek 2,Sat,Home,W,5,2,West Brom,27,15,6,1,3,2,0,9,5,1,1,2,0,0,12:30:00
ENG-Premier League,2021,Everton,2020-09-26 Crystal Palace-Everton,2020-09-26,Matchweek 3,Sat,Away,W,2,1,Crystal Palace,19,15,2,0,0,2,0,3,3,0,0,0,0,0,15:00:00
ENG-Premier League,2021,Everton,2020-10-03 Everton-Brighton,2020-10-03,Matchweek 4,Sat,Home,W,4,2,Brighton,19,12,3,1,1,2,0,8,5,2,0,0,1,0,15:00:00
ENG-Premier League,2021,Everton,2020-10-17 Everton-Liverpool,2020-10-17,Matchweek 5,Sat,Home,D,2,2,Liverpool,22,17,2,1,2,0,0,4,2,1,0,1,0,0,12:30:00
ENG-Premier League,2021,Everton,2020-10-25 Southampton-Everton,2020-10-25,Matchweek 6,Sun,Away,L,0,2,Southampton,11,7,1,2,0,1,0,0,0,0,0,0,0,0,14:00:00
ENG-Premier League,2021,Everton,2020-11-01 Newcastle Utd-Everton,2020-11-01,Matchweek 7,Sun,Away,L,1,2,Newcastle Utd,30,24,3,1,0,2,0,2,2,0,0,0,0,0,14:00:00
ENG-Premier League,2021,Everton,2020-11-07 Everton-Manchester Utd,2020-11-07,Matchweek 8,Sat,Home,L,1,3,Manchester Utd,13,13,0,0,0,0,0,1,1,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Everton,2020-11-22 Fulham-Everton,2020-11-22,Matchweek 9,Sun,Away,W,3,2,Fulham,16,13,1,1,0,1,0,4,4,0,0,0,0,0,12:00:00
ENG-Premier League,2021,Everton,2020-11-28 Everton-Leeds United,2020-11-28,Matchweek 10,Sat,Home,L,0,1,Leeds United,25,20,1,3,1,0,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Everton,2020-12-05 Burnley-Everton,2020-12-05,Matchweek 11,Sat,Away,D,1,1,Burnley,23,20,0,2,1,0,0,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Everton,2020-12-12 Everton-Chelsea,2020-12-12,Matchweek 12,Sat,Home,W,1,0,Chelsea,16,11,3,0,0,2,0,2,1,0,0,0,1,0,20:00:00
ENG-Premier League,2021,Everton,2020-12-16 Leicester City-Everton,2020-12-16,Matchweek 13,Wed,Away,W,2,0,Leicester City,20,9,4,2,2,3,0,3,2,0,0,1,0,0,18:00:00
ENG-Premier League,2021,Everton,2020-12-19 Everton-Arsenal,2020-12-19,Matchweek 14,Sat,Home,W,2,1,Arsenal,15,9,2,0,3,1,0,2,0,1,0,1,0,0,17:30:00
ENG-Premier League,2021,Everton,2020-12-26 Sheffield Utd-Everton,2020-12-26,Matchweek 15,Sat,Away,W,1,0,Sheffield Utd,13,11,0,1,0,1,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Everton,2021-01-01 Everton-West Ham,2021-01-01,Matchweek 17,Fri,Home,L,0,1,West Ham,15,12,1,0,1,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Everton,2021-01-12 Wolves-Everton,2021-01-12,Matchweek 18,Tue,Away,W,2,1,Wolves,10,8,1,0,1,0,0,4,3,0,0,1,0,0,20:15:00
ENG-Premier League,2021,Everton,2021-01-27 Everton-Leicester City,2021-01-27,Matchweek 20,Wed,Home,D,1,1,Leicester City,16,13,2,0,1,0,0,2,2,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Everton,2021-01-30 Everton-Newcastle Utd,2021-01-30,Matchweek 21,Sat,Home,L,0,2,Newcastle Utd,21,17,1,0,1,1,1,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,2021,Everton,2021-02-03 Leeds United-Everton,2021-02-03,Matchweek 22,Wed,Away,W,2,1,Leeds United,15,8,2,1,1,1,2,3,2,0,0,1,0,0,19:30:00
ENG-Premier League,2021,Everton,2021-02-06 Manchester Utd-Everton,2021-02-06,Matchweek 23,Sat,Away,D,3,3,Manchester Utd,9,8,1,0,0,0,0,6,5,1,0,0,0,0,20:00:00
ENG-Premier League,2021,Everton,2021-02-14 Everton-Fulham,2021-02-14,Matchweek 24,Sun,Home,L,0,2,Fulham,13,12,0,1,0,0,0,0,0,0,0,0,0,0,19:00:00
ENG-Premier League,2021,Everton,2021-02-17 Everton-Manchester City,2021-02-17,Matchweek 16,Wed,Home,L,1,3,Manchester City,5,4,0,0,1,0,0,1,0,0,0,1,0,0,20:15:00
ENG-Premier League,2021,Everton,2021-02-20 Liverpool-Everton,2021-02-20,Matchweek 25,Sat,Away,W,2,0,Liverpool,13,8,0,0,3,2,0,4,2,0,0,1,1,0,17:30:00
ENG-Premier League,2021,Everton,2021-03-01 Everton-Southampton,2021-03-01,Matchweek 26,Mon,Home,W,1,0,Southampton,14,4,4,1,0,5,0,2,1,0,1,0,0,0,20:00:00
ENG-Premier League,2021,Everton,2021-03-04 West Brom-Everton,2021-03-04,Matchweek 29,Thu,Away,W,1,0,West Brom,17,16,0,1,0,0,0,1,1,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Everton,2021-03-08 Chelsea-Everton,2021-03-08,Matchweek 27,Mon,Away,L,0,2,Chelsea,12,10,0,0,1,1,0,0,0,0,0,0,0,0,18:00:00
ENG-Premier League,2021,Everton,2021-03-13 Everton-Burnley,2021-03-13,Matchweek 28,Sat,Home,L,1,2,Burnley,26,19,4,0,0,3,0,2,2,0,0,0,0,0,17:30:00
ENG-Premier League,2021,Everton,2021-04-05 Everton-Crystal Palace,2021-04-05,Matchweek 30,Mon,Home,D,1,1,Crystal Palace,29,20,3,1,3,2,0,2,1,0,0,1,0,0,18:00:00
ENG-Premier League,2021,Everton,2021-04-12 Brighton-Everton,2021-04-12,Matchweek 31,Mon,Away,D,0,0,Brighton,13,8,0,3,1,1,0,0,0,0,0,0,0,0,20:15:00
ENG-Premier League,2021,Everton,2021-04-16 Everton-Tottenham,2021-04-16,Matchweek 32,Fri,Home,D,2,2,Tottenham,34,26,3,0,2,3,0,4,3,0,0,0,1,0,20:00:00
ENG-Premier League,2021,Everton,2021-04-23 Arsenal-Everton,2021-04-23,Matchweek 33,Fri,Away,W,1,0,Arsenal,14,8,0,2,2,2,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,2021,Everton,2021-05-01 Everton-Aston Villa,2021-05-01,Matchweek 34,Sat,Home,L,1,2,Aston Villa,26,23,1,1,0,1,0,2,1,1,0,0,0,0,20:00:00
ENG-Premier League,2021,Everton,2021-05-09 West Ham-Everton,2021-05-09,Matchweek 35,Sun,Away,W,1,0,West Ham,17,11,4,0,1,1,0,2,2,0,0,0,0,0,16:30:00
