,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,time
,,,,,,,,,,,,SoTA,GA,Saves,Save%,CS,PSxG,PSxG+/-,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Arsenal,2021-04-18 Arsenal-Fulham,2021-04-18,Matchweek 32,Sun,Home,D,1,1,Fulham,1,1,0,100.0,0,1.0,0.0,1,1,0,0,0,2,0.0,19,5,10.5,18.5,2,0.0,15.5,5,3,60.0,2,19.0,13:30:00
ENG-Premier League,2021,Arsenal,2021-04-23 Arsenal-Everton,2021-04-23,Matchweek 33,Fri,Home,L,0,1,Everton,1,1,1,0.0,0,0.1,0.1,0,0,0,0,2,3,66.7,18,4,11.1,25.3,4,25.0,29.3,10,0,0.0,0,8.0,20:00:00
ENG-Premier League,2021,Arsenal,2021-05-02 Newcastle Utd-Arsenal,2021-05-02,Matchweek 34,Sun,Away,W,2,0,Newcastle Utd,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,4,50.0,26,10,7.7,25.0,4,50.0,33.8,17,3,17.6,2,12.2,14:00:00
ENG-Premier League,2021,Arsenal,2021-05-09 Arsenal-West Brom,2021-05-09,Matchweek 35,Sun,Home,W,3,1,West Brom,1,1,0,0.0,0,0.5,-0.5,0,0,0,0,2,7,28.6,23,8,17.4,26.3,6,50.0,42.7,20,3,15.0,2,11.6,19:00:00
ENG-Premier League,2021,Arsenal,2021-05-12 Chelsea-Arsenal,2021-05-12,Matchweek 36,Wed,Away,W,1,0,Chelsea,4,0,4,100.0,1,0.3,0.3,0,0,0,0,3,19,15.8,23,6,47.8,37.8,12,66.7,52.5,28,1,3.6,0,4.0,20:15:00
ENG-Premier League,2021,Arsenal,2021-05-19 Crystal Palace-Arsenal,2021-05-19,Matchweek 37,Wed,Away,W,3,1,Crystal Palace,6,1,5,83.3,0,1.3,0.3,0,0,0,0,2,9,22.2,21,6,19.0,27.8,9,55.6,39.3,19,2,10.5,0,8.0,19:00:00
ENG-Premier League,2021,Arsenal,2021-05-23 Arsenal-Brighton,2021-05-23,Matchweek 38,Sun,Home,W,2,0,Brighton,1,0,1,100.0,1,0.1,0.1,0,0,0,0,1,5,20.0,31,9,6.5,20.6,8,37.5,34.9,9,1,11.1,0,6.7,16:00:00
ENG-Premier League,2021,Aston Villa,2020-09-21 Aston Villa-Sheffield Utd,2020-09-21,Matchweek 2,Mon,Home,W,1,0,Sheffield Utd,1,0,0,100.0,1,1.0,1.0,1,0,1,0,3,7,42.9,33,8,18.2,27.3,3,33.3,30.3,12,1,8.3,1,19.0,18:00:00
ENG-Premier League,2021,Aston Villa,2020-09-28 Fulham-Aston Villa,2020-09-28,Matchweek 3,Mon,Away,W,3,0,Fulham,2,0,2,100.0,1,0.3,0.3,0,0,0,0,8,25,32.0,31,5,48.4,42.7,11,90.9,63.2,36,2,5.6,0,6.7,17:45:00
ENG-Premier League,2021,Aston Villa,2020-10-04 Aston Villa-Liverpool,2020-10-04,Matchweek 4,Sun,Home,W,7,2,Liverpool,8,2,6,75.0,0,2.1,0.1,0,0,0,0,8,26,30.8,26,0,84.6,52.4,4,100.0,63.3,15,2,13.3,0,6.5,19:15:00
ENG-Premier League,2021,Aston Villa,2020-10-18 Leicester City-Aston Villa,2020-10-18,Matchweek 5,Sun,Away,W,1,0,Leicester City,5,0,5,100.0,1,0.7,0.7,0,0,0,0,4,21,19.0,37,2,43.2,38.4,6,83.3,58.5,10,0,0.0,0,,19:15:00
ENG-Premier League,2021,Aston Villa,2020-10-23 Aston Villa-Leeds United,2020-10-23,Matchweek 6,Fri,Home,L,0,3,Leeds United,9,3,6,66.7,0,2.6,-0.4,0,0,0,0,10,30,33.3,34,6,61.8,42.8,12,75.0,49.5,17,3,17.6,0,6.5,20:00:00
ENG-Premier League,2021,Aston Villa,2020-11-01 Aston Villa-Southampton,2020-11-01,Matchweek 7,Sun,Home,L,3,4,Southampton,4,4,0,0.0,0,2.2,-1.8,0,0,0,0,10,14,71.4,23,0,56.5,39.0,4,25.0,29.8,2,0,0.0,1,20.5,12:00:00
ENG-Premier League,2021,Aston Villa,2020-11-08 Arsenal-Aston Villa,2020-11-08,Matchweek 8,Sun,Away,W,3,0,Arsenal,2,0,2,100.0,1,0.6,0.6,0,0,0,0,15,31,48.4,31,3,71.0,44.4,10,90.0,57.5,22,2,9.1,0,4.3,19:15:00
ENG-Premier League,2021,Aston Villa,2020-11-21 Aston Villa-Brighton,2020-11-21,Matchweek 9,Sat,Home,L,1,2,Brighton,3,2,1,33.3,0,1.7,-0.3,0,0,0,0,5,6,83.3,16,8,31.3,26.8,5,20.0,26.8,13,1,7.7,2,23.0,15:00:00
ENG-Premier League,2021,Aston Villa,2020-11-30 West Ham-Aston Villa,2020-11-30,Matchweek 10,Mon,Away,L,1,2,West Ham,2,2,0,0.0,0,0.5,-1.5,0,0,0,0,2,9,22.2,26,4,23.1,27.3,8,37.5,33.9,10,1,10.0,1,15.5,20:00:00
ENG-Premier League,2021,Aston Villa,2020-12-12 Wolves-Aston Villa,2020-12-12,Matchweek 12,Sat,Away,W,1,0,Wolves,7,0,7,100.0,1,1.3,1.3,0,0,0,0,3,12,25.0,29,5,41.4,37.7,1,0.0,20.0,16,0,0.0,1,25.0,12:30:00
ENG-Premier League,2021,Aston Villa,2020-12-17 Aston Villa-Burnley,2020-12-17,Matchweek 13,Thu,Home,D,0,0,Burnley,4,0,4,100.0,1,0.4,0.4,0,0,0,0,7,16,43.8,22,4,54.5,39.9,4,100.0,59.8,12,0,0.0,0,,18:00:00
ENG-Premier League,2021,Aston Villa,2020-12-20 West Brom-Aston Villa,2020-12-20,Matchweek 14,Sun,Away,W,3,0,West Brom,1,0,1,100.0,1,0.3,0.3,0,0,0,0,1,2,50.0,12,5,16.7,25.4,0,,,8,0,0.0,2,19.0,19:15:00
ENG-Premier League,2021,Aston Villa,2020-12-26 Aston Villa-Crystal Palace,2020-12-26,Matchweek 15,Sat,Home,W,3,0,Crystal Palace,6,0,6,100.0,1,0.8,0.8,0,0,0,0,8,22,36.4,20,5,70.0,51.2,10,80.0,54.7,17,4,23.5,0,6.3,15:00:00
ENG-Premier League,2021,Aston Villa,2020-12-28 Chelsea-Aston Villa,2020-12-28,Matchweek 16,Mon,Away,D,1,1,Chelsea,5,1,4,80.0,0,0.8,-0.2,0,0,0,0,10,27,37.0,26,3,69.2,44.7,10,90.0,60.8,22,3,13.6,0,6.0,17:30:00
ENG-Premier League,2021,Aston Villa,2021-01-01 Manchester Utd-Aston Villa,2021-01-01,Matchweek 17,Fri,Away,L,1,2,Manchester Utd,9,2,7,88.9,0,1.8,-0.2,1,1,0,0,5,17,29.4,25,10,44.0,36.1,10,60.0,47.0,13,0,0.0,4,26.6,20:00:00
ENG-Premier League,2021,Aston Villa,2021-01-20 Manchester City-Aston Villa,2021-01-20,Matchweek 1,Wed,Away,L,0,2,Manchester City,9,2,0,88.9,0,2.8,0.8,1,1,0,0,6,24,25.0,37,3,51.4,42.1,8,62.5,40.6,25,2,8.0,0,6.3,18:00:00
ENG-Premier League,2021,Aston Villa,2021-01-23 Aston Villa-Newcastle Utd,2021-01-23,Matchweek 11,Sat,Home,W,2,0,Newcastle Utd,1,0,1,100.0,1,0.4,0.4,0,0,0,0,10,16,62.5,41,4,34.1,29.3,3,66.7,50.7,23,1,4.3,0,16.3,20:00:00
ENG-Premier League,2021,Aston Villa,2021-01-27 Burnley-Aston Villa,2021-01-27,Matchweek 20,Wed,Away,L,2,3,Burnley,5,3,2,40.0,0,1.7,-1.3,0,0,0,0,9,25,36.0,42,5,45.2,39.0,7,85.7,56.3,14,3,21.4,4,18.6,18:00:00
ENG-Premier League,2021,Aston Villa,2021-01-30 Southampton-Aston Villa,2021-01-30,Matchweek 21,Sat,Away,W,1,0,Southampton,4,0,4,100.0,1,0.6,0.6,0,0,0,0,9,21,42.9,29,1,51.7,40.5,9,66.7,51.6,18,0,0.0,1,9.7,20:00:00
ENG-Premier League,2021,Aston Villa,2021-02-03 Aston Villa-West Ham,2021-02-03,Matchweek 22,Wed,Home,L,1,3,West Ham,9,3,6,66.7,0,2.2,-0.8,0,0,0,0,5,9,55.6,35,9,22.9,26.2,5,20.0,33.2,14,1,7.1,0,10.5,20:15:00
ENG-Premier League,2021,Aston Villa,2021-02-06 Aston Villa-Arsenal,2021-02-06,Matchweek 23,Sat,Home,W,1,0,Arsenal,3,0,3,100.0,1,0.7,0.7,0,0,0,0,14,32,43.8,31,2,67.7,44.8,12,91.7,60.1,24,2,8.3,0,4.8,12:30:00
ENG-Premier League,2021,Aston Villa,2021-02-13 Brighton-Aston Villa,2021-02-13,Matchweek 24,Sat,Away,D,0,0,Brighton,9,0,9,100.0,1,2.3,2.3,0,0,0,0,8,15,53.3,22,5,54.5,39.7,6,50.0,41.0,18,0,0.0,0,13.0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-02-21 Aston Villa-Leicester City,2021-02-21,Matchweek 25,Sun,Home,L,1,2,Leicester City,7,2,5,71.4,0,1.7,-0.3,0,0,0,0,1,5,20.0,23,5,21.7,30.0,5,0.0,19.0,10,0,0.0,1,25.5,14:05:00
ENG-Premier League,2021,Aston Villa,2021-02-27 Leeds United-Aston Villa,2021-02-27,Matchweek 26,Sat,Away,W,1,0,Leeds United,3,0,3,100.0,1,0.3,0.3,0,0,0,0,11,27,40.7,24,5,66.7,43.5,13,100.0,63.5,25,4,16.0,0,6.2,17:30:00
ENG-Premier League,2021,Aston Villa,2021-03-03 Sheffield Utd-Aston Villa,2021-03-03,Matchweek 29,Wed,Away,L,0,1,Sheffield Utd,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,4,7,57.1,30,6,23.3,26.6,1,0.0,33.0,7,1,14.3,3,23.0,18:00:00
ENG-Premier League,2021,Aston Villa,2021-03-06 Aston Villa-Wolves,2021-03-06,Matchweek 27,Sat,Home,D,0,0,Wolves,2,0,2,100.0,1,0.9,0.9,0,0,0,0,5,10,50.0,23,3,34.8,31.4,9,22.2,26.0,19,1,5.3,0,14.5,17:30:00
ENG-Premier League,2021,Aston Villa,2021-03-12 Newcastle Utd-Aston Villa,2021-03-12,Matchweek 28,Fri,Away,D,1,1,Newcastle Utd,3,1,2,66.7,0,1.6,0.6,0,0,0,0,3,23,13.0,30,3,60.0,43.7,5,100.0,65.2,21,0,0.0,2,21.7,20:00:00
ENG-Premier League,2021,Aston Villa,2021-03-21 Aston Villa-Tottenham,2021-03-21,Matchweek 18,Sun,Home,L,0,2,Tottenham,3,2,1,66.7,0,2.0,0.0,1,1,0,0,0,1,0.0,20,2,5.0,21.5,4,0.0,19.3,13,1,7.7,5,25.7,19:30:00
ENG-Premier League,2021,Aston Villa,2021-04-04 Aston Villa-Fulham,2021-04-04,Matchweek 30,Sun,Home,W,3,1,Fulham,7,1,6,85.7,0,1.1,0.1,0,0,0,0,3,8,37.5,25,4,28.0,32.2,4,25.0,30.5,10,0,0.0,2,18.8,16:30:00
ENG-Premier League,2021,Aston Villa,2021-04-10 Liverpool-Aston Villa,2021-04-10,Matchweek 31,Sat,Away,L,1,2,Liverpool,10,2,8,80.0,0,2.7,0.7,0,0,0,0,15,28,53.6,27,5,74.1,48.0,11,72.7,43.8,17,0,0.0,0,,15:00:00
ENG-Premier League,2021,Aston Villa,2021-04-21 Aston Villa-Manchester City,2021-04-21,Matchweek 32,Wed,Home,L,1,2,Manchester City,3,2,1,33.3,0,1.3,-0.7,0,0,0,0,2,14,14.3,27,4,40.7,36.6,6,50.0,37.7,12,1,8.3,0,6.0,20:15:00
ENG-Premier League,2021,Aston Villa,2021-04-25 Aston Villa-West Brom,2021-04-25,Matchweek 33,Sun,Home,D,2,2,West Brom,4,2,3,75.0,0,1.4,0.4,1,1,0,0,3,5,60.0,24,4,20.8,30.4,7,0.0,18.1,9,1,11.1,2,13.3,19:00:00
ENG-Premier League,2021,Aston Villa,2021-05-01 Everton-Aston Villa,2021-05-01,Matchweek 34,Sat,Away,W,2,1,Everton,3,1,2,66.7,0,0.2,-0.8,0,0,0,0,7,16,43.8,35,3,28.6,29.1,13,46.2,39.2,13,0,0.0,0,4.0,20:00:00
ENG-Premier League,2021,Aston Villa,2021-05-09 Aston Villa-Manchester Utd,2021-05-09,Matchweek 35,Sun,Home,L,1,3,Manchester Utd,7,3,4,71.4,0,2.3,-0.7,1,1,0,0,5,15,33.3,29,10,44.8,37.0,4,50.0,38.5,15,0,0.0,0,3.0,14:05:00
ENG-Premier League,2021,Aston Villa,2021-05-13 Aston Villa-Everton,2021-05-13,Matchweek 19,Thu,Home,D,0,0,Everton,5,0,5,100.0,1,0.5,0.5,0,0,0,0,4,16,25.0,35,9,28.6,30.2,8,75.0,48.0,16,2,12.5,2,13.2,18:00:00
ENG-Premier League,2021,Aston Villa,2021-05-16 Crystal Palace-Aston Villa,2021-05-16,Matchweek 36,Sun,Away,L,2,3,Crystal Palace,8,3,5,62.5,0,1.8,-1.2,0,0,0,0,9,18,50.0,27,6,55.6,42.0,3,100.0,59.0,22,2,9.1,0,6.3,12:00:00
