,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
,,,,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Leicester City,2021-03-03 Burnley-Leicester City,2021-03-03,Matchweek 29,Wed,Away,D,1,1,Burnley,499,624,80.0,8870,2610,220,258,85.3,217,252,86.1,52,88,59.1,1,1.2,0.8,14,22,9,2,28,18:00:00
ENG-Premier League,2021,Leicester City,2021-03-06 Brighton-Leicester City,2021-03-06,Matchweek 27,Sat,Away,W,2,1,Brighton,549,658,83.4,10024,3291,226,259,87.3,278,308,90.3,45,77,58.4,2,0.9,0.7,7,37,8,0,54,20:00:00
ENG-Premier League,2021,Leicester City,2021-03-14 Leicester City-Sheffield Utd,2021-03-14,Matchweek 28,Sun,Home,W,5,0,Sheffield Utd,695,792,87.8,12690,3729,272,297,91.6,369,396,93.2,51,84,60.7,4,3.1,2.5,16,41,8,1,48,14:00:00
ENG-Premier League,2021,Leicester City,2021-04-03 Leicester City-Manchester City,2021-04-03,Matchweek 30,Sat,Home,L,0,2,Manchester City,393,481,81.7,6844,2368,173,199,86.9,178,201,88.6,39,66,59.1,0,0.3,0.2,5,16,2,1,17,17:30:00
ENG-Premier League,2021,Leicester City,2021-04-11 West Ham-Leicester City,2021-04-11,Matchweek 31,Sun,Away,L,2,3,West Ham,557,686,81.2,9615,3277,248,284,87.3,251,284,88.4,46,86,53.5,1,0.5,1.1,11,48,14,3,65,14:05:00
ENG-Premier League,2021,Leicester City,2021-04-22 Leicester City-West Brom,2021-04-22,Matchweek 32,Thu,Home,W,3,0,West Brom,631,744,84.8,9936,3252,328,360,91.1,239,271,88.2,43,73,58.9,2,1.7,0.9,15,46,5,0,37,20:00:00
ENG-Premier League,2021,Leicester City,2021-04-26 Leicester City-Crystal Palace,2021-04-26,Matchweek 33,Mon,Home,W,2,1,Crystal Palace,521,637,81.8,8066,2376,264,292,90.4,179,207,86.5,42,72,58.3,2,1.4,1.2,11,52,15,2,50,20:00:00
ENG-Premier League,2021,Leicester City,2021-04-30 Southampton-Leicester City,2021-04-30,Matchweek 34,Fri,Away,D,1,1,Southampton,568,695,81.7,8969,2696,255,292,87.3,250,282,88.7,33,64,51.6,1,1.7,1.8,18,60,13,7,73,20:00:00
ENG-Premier League,2021,Leicester City,2021-05-07 Leicester City-Newcastle Utd,2021-05-07,Matchweek 35,Fri,Home,L,2,4,Newcastle Utd,550,652,84.4,9899,3001,244,268,91.0,209,237,88.2,78,106,73.6,2,2.0,1.5,22,75,11,5,43,20:00:00
ENG-Premier League,2021,Leicester City,2021-05-11 Manchester Utd-Leicester City,2021-05-11,Matchweek 36,Tue,Away,W,2,1,Manchester Utd,428,529,80.9,7341,1910,194,217,89.4,191,223,85.7,34,66,51.5,2,0.4,0.9,9,32,7,3,37,18:00:00
ENG-Premier League,2021,Leicester City,2021-05-18 Chelsea-Leicester City,2021-05-18,Matchweek 37,Tue,Away,L,1,2,Chelsea,320,428,74.8,5529,1850,141,164,86.0,131,159,82.4,36,77,46.8,1,0.6,0.4,5,24,8,2,30,20:15:00
ENG-Premier League,2021,Leicester City,2021-05-23 Leicester City-Tottenham,2021-05-23,Matchweek 38,Sun,Home,L,2,4,Tottenham,368,489,75.3,5719,2130,181,214,84.6,128,155,82.6,31,69,44.9,0,0.3,0.5,7,23,2,0,30,16:00:00
ENG-Premier League,2021,Liverpool,2020-09-12 Liverpool-Leeds United,2020-09-12,Matchweek 1,Sat,Home,W,4,3,Leeds United,362,492,73.6,5639,2549,180,213,84.5,132,164,80.5,27,75,36.0,1,0.9,1.2,14,27,16,0,56,17:30:00
ENG-Premier League,2021,Liverpool,2020-09-20 Chelsea-Liverpool,2020-09-20,Matchweek 2,Sun,Away,W,2,0,Chelsea,711,816,87.1,11391,3233,356,388,91.8,271,296,91.6,55,85,64.7,1,0.8,1.5,12,54,15,1,73,16:30:00
ENG-Premier League,2021,Liverpool,2020-09-28 Liverpool-Arsenal,2020-09-28,Matchweek 3,Mon,Home,W,3,1,Arsenal,712,823,86.5,11958,3726,332,356,93.3,300,339,88.5,57,88,64.8,1,1.7,0.8,15,49,12,2,46,20:00:00
ENG-Premier League,2021,Liverpool,2020-10-04 Aston Villa-Liverpool,2020-10-04,Matchweek 4,Sun,Away,L,2,7,Aston Villa,591,708,83.5,9812,3016,302,331,91.2,231,260,88.8,44,81,54.3,1,1.4,1.3,11,34,12,2,60,19:15:00
ENG-Premier League,2021,Liverpool,2020-10-17 Everton-Liverpool,2020-10-17,Matchweek 5,Sat,Away,D,2,2,Everton,459,565,81.2,7437,2781,245,266,92.1,155,188,82.4,40,76,52.6,1,2.2,1.2,14,33,14,2,57,12:30:00
ENG-Premier League,2021,Liverpool,2020-10-24 Liverpool-Sheffield Utd,2020-10-24,Matchweek 6,Sat,Home,W,2,1,Sheffield Utd,611,724,84.4,10556,3354,295,322,91.6,242,271,89.3,61,91,67.0,1,1.5,0.9,11,43,8,4,52,20:00:00
ENG-Premier League,2021,Liverpool,2020-10-31 Liverpool-West Ham,2020-10-31,Matchweek 7,Sat,Home,W,2,1,West Ham,760,872,87.2,11801,3194,404,432,93.5,295,327,90.2,35,63,55.6,1,0.7,1.0,6,55,13,2,57,17:30:00
ENG-Premier League,2021,Liverpool,2020-11-08 Manchester City-Liverpool,2020-11-08,Matchweek 8,Sun,Away,D,1,1,Manchester City,399,501,79.6,6289,2163,197,214,92.1,161,187,86.1,22,61,36.1,0,0.3,0.4,6,17,7,1,29,16:30:00
ENG-Premier League,2021,Liverpool,2020-11-22 Liverpool-Leicester City,2020-11-22,Matchweek 9,Sun,Home,W,3,0,Leicester City,517,621,83.3,8790,2646,232,256,90.6,228,262,87.0,47,77,61.0,2,2.7,1.4,18,28,11,2,48,19:15:00
ENG-Premier League,2021,Liverpool,2020-11-28 Brighton-Liverpool,2020-11-28,Matchweek 10,Sat,Away,D,1,1,Brighton,463,576,80.4,7239,2336,245,273,89.7,157,189,83.1,36,69,52.2,1,0.1,0.2,3,29,3,1,29,12:30:00
ENG-Premier League,2021,Liverpool,2020-12-06 Liverpool-Wolves,2020-12-06,Matchweek 11,Sun,Home,W,4,0,Wolves,581,663,87.6,9559,2965,291,306,95.1,239,260,91.9,40,74,54.1,2,0.8,1.0,9,37,10,1,54,19:15:00
ENG-Premier League,2021,Liverpool,2020-12-13 Fulham-Liverpool,2020-12-13,Matchweek 12,Sun,Away,D,1,1,Fulham,647,771,83.9,11713,2963,249,271,91.9,308,341,90.3,65,109,59.6,0,0.8,0.9,6,53,10,1,50,16:30:00
ENG-Premier League,2021,Liverpool,2020-12-16 Liverpool-Tottenham,2020-12-16,Matchweek 13,Wed,Home,W,2,1,Tottenham,744,866,85.9,12690,3916,352,391,90.0,331,362,91.4,56,96,58.3,1,0.9,1.1,15,77,17,1,84,20:00:00
ENG-Premier League,2021,Liverpool,2020-12-19 Crystal Palace-Liverpool,2020-12-19,Matchweek 14,Sat,Away,W,7,0,Crystal Palace,672,775,86.7,11289,3339,307,332,92.5,280,308,90.9,64,95,67.4,7,2.3,1.1,12,43,7,1,43,12:30:00
ENG-Premier League,2021,Liverpool,2020-12-27 Liverpool-West Brom,2020-12-27,Matchweek 15,Sun,Home,D,1,1,West Brom,734,852,86.2,12374,3563,345,386,89.4,315,340,92.6,58,86,67.4,1,1.4,2.0,13,88,25,6,89,16:30:00
ENG-Premier League,2021,Liverpool,2020-12-30 Newcastle Utd-Liverpool,2020-12-30,Matchweek 16,Wed,Away,D,0,0,Newcastle Utd,609,734,83.0,11354,3439,247,284,87.0,283,322,87.9,70,101,69.3,0,1.3,1.5,7,52,13,3,55,20:00:00
ENG-Premier League,2021,Liverpool,2021-01-04 Southampton-Liverpool,2021-01-04,Matchweek 17,Mon,Away,L,0,1,Southampton,587,750,78.3,11077,3489,231,267,86.5,280,334,83.8,68,112,60.7,0,0.9,1.5,12,44,25,7,74,20:00:00
ENG-Premier League,2021,Liverpool,2021-01-17 Liverpool-Manchester Utd,2021-01-17,Matchweek 19,Sun,Home,D,0,0,Manchester Utd,601,713,84.3,10174,3384,280,308,90.9,249,281,88.6,52,79,65.8,0,1.0,1.6,13,46,21,2,61,16:30:00
ENG-Premier League,2021,Liverpool,2021-01-21 Liverpool-Burnley,2021-01-21,Matchweek 18,Thu,Home,L,0,1,Burnley,617,753,81.9,9803,3115,322,361,89.2,226,265,85.3,45,91,49.5,0,1.2,1.4,23,41,27,1,95,20:00:00
ENG-Premier League,2021,Liverpool,2021-01-28 Tottenham-Liverpool,2021-01-28,Matchweek 20,Thu,Away,W,3,1,Tottenham,530,627,84.5,8175,2655,296,322,91.9,175,207,84.5,37,57,64.9,2,2.1,1.5,12,34,15,2,47,20:00:00
ENG-Premier League,2021,Liverpool,2021-01-31 West Ham-Liverpool,2021-01-31,Matchweek 21,Sun,Away,W,3,1,West Ham,721,818,88.1,10358,3130,419,445,94.2,234,256,91.4,36,63,57.1,3,1.8,1.1,11,50,17,1,58,16:30:00
ENG-Premier League,2021,Liverpool,2021-02-03 Liverpool-Brighton,2021-02-03,Matchweek 22,Wed,Home,L,0,1,Brighton,629,756,83.2,9731,2816,351,379,92.6,213,248,85.9,49,90,54.4,0,0.7,0.7,6,51,11,3,45,20:15:00
ENG-Premier League,2021,Liverpool,2021-02-07 Liverpool-Manchester City,2021-02-07,Matchweek 23,Sun,Home,L,1,4,Manchester City,599,696,86.1,9386,2545,312,334,93.4,226,249,90.8,36,70,51.4,0,0.2,0.6,4,34,10,2,46,16:30:00
ENG-Premier League,2021,Liverpool,2021-02-13 Leicester City-Liverpool,2021-02-13,Matchweek 24,Sat,Away,L,1,3,Leicester City,495,627,78.9,7889,2581,254,295,86.1,199,236,84.3,30,62,48.4,1,1.3,1.6,10,36,13,0,58,12:30:00
ENG-Premier League,2021,Liverpool,2021-02-20 Liverpool-Everton,2021-02-20,Matchweek 25,Sat,Home,L,0,2,Everton,641,752,85.2,10238,3422,306,329,93.0,270,303,89.1,36,68,52.9,0,1.2,1.1,11,51,18,3,63,17:30:00
ENG-Premier League,2021,Liverpool,2021-02-28 Sheffield Utd-Liverpool,2021-02-28,Matchweek 26,Sun,Away,W,2,0,Sheffield Utd,561,677,82.9,9178,3052,267,293,91.1,224,260,86.2,45,74,60.8,0,2.3,1.1,14,27,10,3,39,19:15:00
ENG-Premier League,2021,Liverpool,2021-03-04 Liverpool-Chelsea,2021-03-04,Matchweek 29,Thu,Home,L,0,1,Chelsea,606,708,85.6,10433,3392,290,312,92.9,243,274,88.7,58,92,63.0,0,0.3,0.9,6,51,12,1,45,20:15:00
ENG-Premier League,2021,Liverpool,2021-03-07 Liverpool-Fulham,2021-03-07,Matchweek 27,Sun,Home,L,0,1,Fulham,628,775,81.0,10245,3044,310,352,88.1,258,293,88.1,45,85,52.9,0,0.7,0.7,12,54,11,6,58,14:00:00
ENG-Premier League,2021,Liverpool,2021-03-15 Wolves-Liverpool,2021-03-15,Matchweek 28,Mon,Away,W,1,0,Wolves,378,502,75.3,6441,2410,183,220,83.2,159,193,82.4,30,64,46.9,1,0.9,1.3,12,20,8,1,43,20:00:00
ENG-Premier League,2021,Liverpool,2021-04-03 Arsenal-Liverpool,2021-04-03,Matchweek 30,Sat,Away,W,3,0,Arsenal,638,751,85.0,10600,3078,321,353,90.9,254,281,90.4,48,79,60.8,2,1.9,1.5,10,33,14,3,39,20:00:00
ENG-Premier League,2021,Liverpool,2021-04-10 Liverpool-Aston Villa,2021-04-10,Matchweek 31,Sat,Home,W,2,1,Aston Villa,504,628,80.3,8026,2980,277,302,91.7,189,233,81.1,34,63,54.0,0,1.2,0.8,16,36,12,0,58,15:00:00
ENG-Premier League,2021,Liverpool,2021-04-19 Leeds United-Liverpool,2021-04-19,Matchweek 32,Mon,Away,D,1,1,Leeds United,282,374,75.4,5063,2327,125,149,83.9,117,143,81.8,32,55,58.2,1,1.0,1.3,13,24,11,0,35,20:00:00
ENG-Premier League,2021,Liverpool,2021-04-24 Liverpool-Newcastle Utd,2021-04-24,Matchweek 33,Sat,Home,D,1,1,Newcastle Utd,746,834,89.4,12033,3993,367,393,93.4,319,349,91.4,40,53,75.5,0,1.5,1.3,16,61,16,5,71,12:30:00
ENG-Premier League,2021,Liverpool,2021-05-08 Liverpool-Southampton,2021-05-08,Matchweek 35,Sat,Home,W,2,0,Southampton,520,616,84.4,9006,2955,250,274,91.2,212,233,91.0,49,76,64.5,2,1.6,1.4,12,42,13,3,50,20:15:00
ENG-Premier League,2021,Liverpool,2021-05-13 Manchester Utd-Liverpool,2021-05-13,Matchweek 34,Thu,Away,W,4,2,Manchester Utd,382,489,78.1,6529,2369,169,191,88.5,171,201,85.1,31,73,42.5,3,2.3,1.2,13,24,7,0,28,20:15:00
ENG-Premier League,2021,Liverpool,2021-05-16 West Brom-Liverpool,2021-05-16,Matchweek 36,Sun,Away,W,2,1,West Brom,641,756,84.8,9828,3317,330,358,92.2,234,257,91.1,44,82,53.7,2,1.6,1.4,24,50,22,3,58,16:30:00
ENG-Premier League,2021,Liverpool,2021-05-19 Burnley-Liverpool,2021-05-19,Matchweek 37,Wed,Away,W,3,0,Burnley,516,622,83.0,8014,2883,279,307,90.9,180,208,86.5,37,69,53.6,3,1.9,1.9,17,43,14,3,44,20:15:00
ENG-Premier League,2021,Liverpool,2021-05-23 Liverpool-Crystal Palace,2021-05-23,Matchweek 38,Sun,Home,W,2,0,Crystal Palace,535,643,83.2,8872,3280,271,297,91.2,187,220,85.0,56,85,65.9,2,1.5,2.0,16,37,24,3,60,16:00:00
ENG-Premier League,2021,Manchester City,2020-09-21 Wolves-Manchester City,2020-09-21,Matchweek 2,Mon,Away,W,3,1,Wolves,626,728,86.0,10267,2977,293,315,93.0,258,288,89.6,43,73,58.9,2,1.0,0.7,10,31,8,0,46,20:15:00
ENG-Premier League,2021,Manchester City,2020-09-27 Manchester City-Leicester City,2020-09-27,Matchweek 3,Sun,Home,L,2,5,Leicester City,643,735,87.5,11408,2405,265,285,93.0,294,325,90.5,64,84,76.2,1,0.5,0.8,9,71,7,2,69,16:30:00
ENG-Premier League,2021,Manchester City,2020-10-03 Leeds United-Manchester City,2020-10-03,Matchweek 4,Sat,Away,D,1,1,Leeds United,352,445,79.1,5960,2337,162,186,87.1,147,169,87.0,31,54,57.4,1,1.0,1.0,18,28,10,1,48,17:30:00
ENG-Premier League,2021,Manchester City,2020-10-17 Manchester City-Arsenal,2020-10-17,Matchweek 5,Sat,Home,W,1,0,Arsenal,604,689,87.7,8937,2702,351,372,94.4,188,202,93.1,36,66,54.5,0,0.9,0.7,11,38,9,1,32,17:30:00
ENG-Premier League,2021,Manchester City,2020-10-24 West Ham-Manchester City,2020-10-24,Matchweek 6,Sat,Away,D,1,1,West Ham,697,796,87.6,10927,3215,360,388,92.8,277,297,93.3,41,70,58.6,1,0.8,1.0,10,56,14,1,73,12:30:00
ENG-Premier League,2021,Manchester City,2020-10-31 Sheffield Utd-Manchester City,2020-10-31,Matchweek 7,Sat,Away,W,1,0,Sheffield Utd,659,760,86.7,11382,3206,283,308,91.9,292,319,91.5,61,89,68.5,1,1.2,1.3,10,24,14,3,38,12:30:00
ENG-Premier League,2021,Manchester City,2020-11-08 Manchester City-Liverpool,2020-11-08,Matchweek 8,Sun,Home,D,1,1,Liverpool,493,586,84.1,8541,2350,206,226,91.2,223,245,91.0,40,66,60.6,1,0.6,0.6,6,28,6,1,34,16:30:00
ENG-Premier League,2021,Manchester City,2020-11-21 Tottenham-Manchester City,2020-11-21,Matchweek 9,Sat,Away,L,0,2,Tottenham,553,646,85.6,9262,2685,251,270,93.0,242,279,86.7,44,64,68.8,0,1.3,1.4,19,54,13,1,72,17:30:00
ENG-Premier League,2021,Manchester City,2020-11-28 Manchester City-Burnley,2020-11-28,Matchweek 10,Sat,Home,W,5,0,Burnley,660,750,88.0,10984,3130,290,319,90.9,278,301,92.4,54,68,79.4,5,1.6,1.5,17,49,14,2,62,15:00:00
ENG-Premier League,2021,Manchester City,2020-12-05 Manchester City-Fulham,2020-12-05,Matchweek 11,Sat,Home,W,2,0,Fulham,738,831,88.8,11140,3195,399,429,93.0,284,313,90.7,34,49,69.4,1,1.9,1.1,10,44,10,0,56,15:00:00
ENG-Premier League,2021,Manchester City,2020-12-12 Manchester Utd-Manchester City,2020-12-12,Matchweek 12,Sat,Away,D,0,0,Manchester Utd,526,619,85.0,10277,2983,174,192,90.6,289,322,89.8,55,81,67.9,0,1.2,0.8,7,47,12,1,49,17:30:00
ENG-Premier League,2021,Manchester City,2020-12-15 Manchester City-West Brom,2020-12-15,Matchweek 13,Tue,Home,D,1,1,West Brom,710,810,87.7,12096,3257,340,371,91.6,289,319,90.6,67,85,78.8,1,1.8,1.7,20,81,15,3,71,20:00:00
ENG-Premier League,2021,Manchester City,2020-12-19 Southampton-Manchester City,2020-12-19,Matchweek 14,Sat,Away,W,1,0,Southampton,493,586,84.1,8300,3048,222,237,93.7,218,244,89.3,38,67,56.7,1,0.8,0.6,9,44,6,0,46,15:00:00
ENG-Premier League,2021,Manchester City,2020-12-26 Manchester City-Newcastle Utd,2020-12-26,Matchweek 15,Sat,Home,W,2,0,Newcastle Utd,801,894,89.6,13284,3523,390,418,93.3,334,353,94.6,61,87,70.1,1,2.4,3.2,9,56,18,0,59,20:00:00
ENG-Premier League,2021,Manchester City,2021-01-03 Chelsea-Manchester City,2021-01-03,Matchweek 17,Sun,Away,W,3,1,Chelsea,509,583,87.3,8341,2606,257,278,92.4,206,232,88.8,38,54,70.4,2,2.0,1.1,14,30,8,0,39,16:30:00
ENG-Premier League,2021,Manchester City,2021-01-13 Manchester City-Brighton,2021-01-13,Matchweek 18,Wed,Home,W,1,0,Brighton,676,768,88.0,10963,3172,343,370,92.7,241,259,93.1,59,90,65.6,1,1.1,1.0,12,50,13,1,54,18:00:00
ENG-Premier League,2021,Manchester City,2021-01-17 Manchester City-Crystal Palace,2021-01-17,Matchweek 19,Sun,Home,W,4,0,Crystal Palace,705,799,88.2,10937,2475,380,406,93.6,260,286,90.9,48,71,67.6,1,0.4,0.7,7,58,5,2,57,19:15:00
ENG-Premier League,2021,Manchester City,2021-01-20 Manchester City-Aston Villa,2021-01-20,Matchweek 1,Wed,Home,W,2,0,Aston Villa,574,677,84.8,9203,2921,269,299,90.0,220,248,88.7,49,76,64.5,1,0.0,1.7,0,39,17,1,67,18:00:00
ENG-Premier League,2021,Manchester City,2021-01-26 West Brom-Manchester City,2021-01-26,Matchweek 20,Tue,Away,W,5,0,West Brom,830,923,89.9,12422,3590,442,468,94.4,295,321,91.9,48,71,67.6,4,1.4,1.5,14,51,13,2,69,20:15:00
ENG-Premier League,2021,Manchester City,2021-01-30 Manchester City-Sheffield Utd,2021-01-30,Matchweek 21,Sat,Home,W,1,0,Sheffield Utd,756,848,89.2,13692,3446,323,342,94.4,333,358,93.0,83,108,76.9,1,1.5,1.3,9,60,8,2,65,15:00:00
ENG-Premier League,2021,Manchester City,2021-02-03 Burnley-Manchester City,2021-02-03,Matchweek 22,Wed,Away,W,2,0,Burnley,757,834,90.8,11076,2695,432,456,94.7,253,274,92.3,36,54,66.7,1,1.5,1.4,10,43,11,0,57,18:00:00
ENG-Premier League,2021,Manchester City,2021-02-07 Liverpool-Manchester City,2021-02-07,Matchweek 23,Sun,Away,W,4,1,Liverpool,459,542,84.7,7665,2412,228,253,90.1,186,212,87.7,36,52,69.2,3,2.2,0.4,5,33,4,0,41,16:30:00
ENG-Premier League,2021,Manchester City,2021-02-13 Manchester City-Tottenham,2021-02-13,Matchweek 24,Sat,Home,W,3,0,Tottenham,651,723,90.0,9645,2835,363,382,95.0,231,252,91.7,32,51,62.7,2,1.4,1.1,12,42,14,1,55,17:30:00
ENG-Premier League,2021,Manchester City,2021-02-17 Everton-Manchester City,2021-02-17,Matchweek 16,Wed,Away,W,3,1,Everton,707,804,87.9,11077,3170,381,408,93.4,258,289,89.3,48,72,66.7,2,0.8,1.1,12,45,10,0,71,20:15:00
ENG-Premier League,2021,Manchester City,2021-02-21 Arsenal-Manchester City,2021-02-21,Matchweek 25,Sun,Away,W,1,0,Arsenal,549,626,87.7,9799,2846,245,263,93.2,253,273,92.7,46,74,62.2,1,1.2,0.9,11,50,9,0,45,16:30:00
ENG-Premier League,2021,Manchester City,2021-02-27 Manchester City-West Ham,2021-02-27,Matchweek 26,Sat,Home,W,2,1,West Ham,629,719,87.5,10585,2986,305,330,92.4,266,300,88.7,46,63,73.0,2,0.4,0.7,8,60,5,1,50,12:30:00
ENG-Premier League,2021,Manchester City,2021-03-02 Manchester City-Wolves,2021-03-02,Matchweek 29,Tue,Home,W,4,1,Wolves,754,842,89.5,13583,3609,304,330,92.1,374,400,93.5,69,93,74.2,0,1.2,1.7,13,65,19,0,91,20:00:00
ENG-Premier League,2021,Manchester City,2021-03-07 Manchester City-Manchester Utd,2021-03-07,Matchweek 27,Sun,Home,L,0,2,Manchester Utd,671,761,88.2,10301,2739,346,379,91.3,266,292,91.1,32,44,72.7,0,1.2,1.2,21,55,14,3,67,16:30:00
ENG-Premier League,2021,Manchester City,2021-03-10 Manchester City-Southampton,2021-03-10,Matchweek 33,Wed,Home,W,5,2,Southampton,638,708,90.1,11455,3161,266,288,92.4,308,322,95.7,52,72,72.2,2,1.2,0.9,13,51,10,1,48,18:00:00
ENG-Premier League,2021,Manchester City,2021-03-13 Fulham-Manchester City,2021-03-13,Matchweek 28,Sat,Away,W,3,0,Fulham,475,567,83.8,8100,2252,229,248,92.3,186,217,85.7,47,72,65.3,1,0.9,0.7,4,21,6,0,32,20:00:00
ENG-Premier League,2021,Manchester City,2021-04-03 Leicester City-Manchester City,2021-04-03,Matchweek 30,Sat,Away,W,2,0,Leicester City,528,614,86.0,9265,2500,238,260,91.5,241,268,89.9,40,57,70.2,1,1.3,1.2,9,46,14,3,46,17:30:00
ENG-Premier League,2021,Manchester City,2021-04-10 Manchester City-Leeds United,2021-04-10,Matchweek 31,Sat,Home,L,1,2,Leeds United,590,687,85.9,8859,2653,328,355,92.4,218,253,86.2,27,47,57.4,1,1.6,1.7,23,52,17,2,68,12:30:00
ENG-Premier League,2021,Manchester City,2021-04-21 Aston Villa-Manchester City,2021-04-21,Matchweek 32,Wed,Away,W,2,1,Aston Villa,763,847,90.1,11441,3020,374,390,95.9,266,293,90.8,48,69,69.6,2,1.0,1.4,11,51,18,1,72,20:15:00
ENG-Premier League,2021,Manchester City,2021-05-01 Crystal Palace-Manchester City,2021-05-01,Matchweek 34,Sat,Away,W,2,0,Crystal Palace,633,735,86.1,10692,3351,293,320,91.6,232,253,91.7,67,92,72.8,1,1.2,0.6,13,58,16,3,60,12:30:00
ENG-Premier League,2021,Manchester City,2021-05-08 Manchester City-Chelsea,2021-05-08,Matchweek 35,Sat,Home,L,1,2,Chelsea,514,577,89.1,8907,2758,233,246,94.7,232,247,93.9,42,63,66.7,1,0.9,1.3,12,30,6,1,30,17:30:00
ENG-Premier League,2021,Manchester City,2021-05-14 Newcastle Utd-Manchester City,2021-05-14,Matchweek 36,Fri,Away,W,4,3,Newcastle Utd,893,967,92.3,12727,3065,533,551,96.7,284,305,93.1,38,52,73.1,3,0.9,1.2,11,74,9,0,51,20:00:00
ENG-Premier League,2021,Manchester City,2021-05-18 Brighton-Manchester City,2021-05-18,Matchweek 37,Tue,Away,L,2,3,Brighton,315,382,82.5,4888,1678,157,170,92.4,117,133,88.0,22,48,45.8,1,0.7,0.7,5,15,2,0,15,19:00:00
ENG-Premier League,2021,Manchester City,2021-05-23 Manchester City-Everton,2021-05-23,Matchweek 38,Sun,Home,W,5,0,Everton,688,759,90.6,11824,3998,293,301,97.3,334,365,91.5,49,68,72.1,5,2.5,1.2,19,42,8,1,46,16:00:00
ENG-Premier League,2021,Manchester Utd,2020-09-19 Manchester Utd-Crystal Palace,2020-09-19,Matchweek 2,Sat,Home,L,1,3,Crystal Palace,634,758,83.6,11012,3272,263,304,86.5,288,315,91.4,57,79,72.2,0,0.7,0.9,12,61,17,1,82,17:30:00
ENG-Premier League,2021,Manchester Utd,2020-09-26 Brighton-Manchester Utd,2020-09-26,Matchweek 3,Sat,Away,W,3,2,Brighton,386,470,82.1,5785,2046,229,257,89.1,116,130,89.2,28,49,57.1,1,0.6,0.5,4,20,5,0,31,12:30:00
ENG-Premier League,2021,Manchester Utd,2020-10-04 Manchester Utd-Tottenham,2020-10-04,Matchweek 4,Sun,Home,L,1,6,Tottenham,371,450,82.4,5803,2004,202,218,92.7,128,154,83.1,23,36,63.9,0,0.2,0.4,4,19,5,0,24,16:30:00
ENG-Premier League,2021,Manchester Utd,2020-10-17 Newcastle Utd-Manchester Utd,2020-10-17,Matchweek 5,Sat,Away,W,4,1,Newcastle Utd,565,673,84.0,9385,3064,291,324,89.8,230,264,87.1,40,69,58.0,4,1.4,0.9,24,53,11,0,59,20:00:00
ENG-Premier League,2021,Manchester Utd,2020-10-24 Manchester Utd-Chelsea,2020-10-24,Matchweek 6,Sat,Home,D,0,0,Chelsea,515,635,81.1,8017,2141,241,266,90.6,179,207,86.5,47,76,61.8,0,0.6,0.6,12,34,6,1,35,17:30:00
ENG-Premier League,2021,Manchester Utd,2020-11-01 Manchester Utd-Arsenal,2020-11-01,Matchweek 7,Sun,Home,L,0,1,Arsenal,512,615,83.3,8080,2264,261,283,92.2,202,224,90.2,32,64,50.0,0,0.4,0.7,8,32,7,1,26,16:30:00
ENG-Premier League,2021,Manchester Utd,2020-11-07 Everton-Manchester Utd,2020-11-07,Matchweek 8,Sat,Away,W,3,1,Everton,394,485,81.2,6396,2347,198,216,91.7,152,176,86.4,26,54,48.1,3,1.2,0.9,9,29,9,2,40,12:30:00
ENG-Premier League,2021,Manchester Utd,2020-11-21 Manchester Utd-West Brom,2020-11-21,Matchweek 9,Sat,Home,W,1,0,West Brom,585,705,83.0,9719,3320,298,330,90.3,219,253,86.6,53,82,64.6,0,1.4,2.5,12,58,12,0,58,20:00:00
ENG-Premier League,2021,Manchester Utd,2020-11-29 Southampton-Manchester Utd,2020-11-29,Matchweek 10,Sun,Away,W,3,2,Southampton,448,566,79.2,7869,2947,216,257,84.0,190,222,85.6,40,69,58.0,2,1.4,1.2,10,41,11,4,50,14:00:00
ENG-Premier League,2021,Manchester Utd,2020-12-05 West Ham-Manchester Utd,2020-12-05,Matchweek 11,Sat,Away,W,3,1,West Ham,569,667,85.3,8765,3030,294,323,91.0,191,215,88.8,43,66,65.2,3,1.6,0.6,14,28,8,1,41,17:30:00
ENG-Premier League,2021,Manchester Utd,2020-12-12 Manchester Utd-Manchester City,2020-12-12,Matchweek 12,Sat,Home,D,0,0,Manchester City,444,526,84.4,7328,2494,210,232,90.5,190,212,89.6,30,57,52.6,0,0.6,0.4,10,21,5,0,27,17:30:00
ENG-Premier League,2021,Manchester Utd,2020-12-17 Sheffield Utd-Manchester Utd,2020-12-17,Matchweek 13,Thu,Away,W,3,2,Sheffield Utd,494,597,82.7,8827,2799,224,247,90.7,223,250,89.2,45,83,54.2,2,1.1,0.7,10,34,6,0,35,20:00:00
ENG-Premier League,2021,Manchester Utd,2020-12-20 Manchester Utd-Leeds United,2020-12-20,Matchweek 14,Sun,Home,W,6,2,Leeds United,292,386,75.6,4604,2085,147,176,83.5,107,127,84.3,21,46,45.7,4,2.3,1.1,19,22,11,0,37,16:30:00
