,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
,,,,,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Manchester Utd,2020-12-26 Leicester City-Manchester Utd,2020-12-26,Matchweek 15,Sat,Away,D,2,2,Leicester City,374,477,78.4,5884,2013,188,221,85.1,155,180,86.1,23,42,54.8,2,1.7,1.1,9,20,5,0,35,12:30:00
ENG-Premier League,2021,Manchester Utd,2020-12-29 Manchester Utd-Wolves,2020-12-29,Matchweek 16,Tue,Home,W,1,0,Wolves,561,657,85.4,8737,3023,294,322,91.3,200,229,87.3,43,65,66.2,1,1.0,1.0,9,53,13,2,70,20:00:00
ENG-Premier League,2021,Manchester Utd,2021-01-01 Manchester Utd-Aston Villa,2021-01-01,Matchweek 17,Fri,Home,W,2,1,Aston Villa,351,440,79.8,6001,2619,182,200,91.0,126,156,80.8,35,56,62.5,1,1.3,0.7,15,28,13,1,56,20:00:00
ENG-Premier League,2021,Manchester Utd,2021-01-12 Burnley-Manchester Utd,2021-01-12,Matchweek 1,Tue,Away,W,1,0,Burnley,497,608,81.7,8161,2481,248,275,90.2,191,224,85.3,41,73,56.2,1,1.0,1.2,11,29,16,2,54,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-01-17 Liverpool-Manchester Utd,2021-01-17,Matchweek 19,Sun,Away,D,0,0,Liverpool,280,390,71.8,4758,2199,147,173,85.0,83,108,76.9,35,66,53.0,0,0.7,0.6,5,12,3,1,26,16:30:00
ENG-Premier League,2021,Manchester Utd,2021-01-20 Fulham-Manchester Utd,2021-01-20,Matchweek 18,Wed,Away,W,2,1,Fulham,587,705,83.3,9989,2875,261,280,93.2,237,270,87.8,59,93,63.4,0,0.9,1.0,9,42,11,3,61,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-01-27 Manchester Utd-Sheffield Utd,2021-01-27,Matchweek 20,Wed,Home,L,1,2,Sheffield Utd,740,851,87.0,13200,3584,342,381,89.8,263,287,91.6,110,139,79.1,1,0.8,1.4,10,61,12,1,74,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-01-30 Arsenal-Manchester Utd,2021-01-30,Matchweek 21,Sat,Away,D,0,0,Arsenal,520,620,83.9,8775,2645,257,276,93.1,218,245,89.0,36,65,55.4,0,1.4,1.0,10,43,11,2,43,17:30:00
ENG-Premier League,2021,Manchester Utd,2021-02-02 Manchester Utd-Southampton,2021-02-02,Matchweek 22,Tue,Home,W,9,0,Southampton,574,670,85.7,9613,2583,273,302,90.4,240,266,90.2,43,59,72.9,5,3.1,2.7,18,47,24,2,86,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-02-06 Manchester Utd-Everton,2021-02-06,Matchweek 23,Sat,Home,D,3,3,Everton,607,692,87.7,9128,2871,355,382,92.9,198,220,90.0,35,52,67.3,3,1.6,1.1,11,38,9,2,52,20:00:00
ENG-Premier League,2021,Manchester Utd,2021-02-14 West Brom-Manchester Utd,2021-02-14,Matchweek 24,Sun,Away,D,1,1,West Brom,643,766,83.9,10630,3117,307,345,89.0,262,290,90.3,52,81,64.2,1,0.4,0.9,9,51,13,3,74,14:00:00
ENG-Premier League,2021,Manchester Utd,2021-02-21 Manchester Utd-Newcastle Utd,2021-02-21,Matchweek 25,Sun,Home,W,3,1,Newcastle Utd,627,733,85.5,10420,3158,294,319,92.2,268,303,88.4,49,73,67.1,2,0.9,0.8,14,50,9,0,54,19:00:00
ENG-Premier League,2021,Manchester Utd,2021-02-28 Chelsea-Manchester Utd,2021-02-28,Matchweek 26,Sun,Away,D,0,0,Chelsea,396,492,80.5,6204,2136,199,228,87.3,142,166,85.5,32,50,64.0,0,0.3,0.3,9,23,3,0,24,16:30:00
ENG-Premier League,2021,Manchester Utd,2021-03-03 Crystal Palace-Manchester Utd,2021-03-03,Matchweek 29,Wed,Away,D,0,0,Crystal Palace,558,660,84.5,10064,2883,241,265,90.9,219,255,85.9,76,99,76.8,0,0.9,0.8,10,55,14,6,69,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-03-07 Manchester City-Manchester Utd,2021-03-07,Matchweek 27,Sun,Away,W,2,0,Manchester City,309,395,78.2,4843,1725,156,179,87.2,118,134,88.1,21,47,44.7,1,0.5,0.2,5,13,4,0,16,16:30:00
ENG-Premier League,2021,Manchester Utd,2021-03-14 Manchester Utd-West Ham,2021-03-14,Matchweek 28,Sun,Home,W,1,0,West Ham,633,715,88.5,9459,2783,339,354,95.8,222,243,91.4,36,63,57.1,0,1.5,1.3,15,50,14,1,57,19:15:00
ENG-Premier League,2021,Manchester Utd,2021-04-04 Manchester Utd-Brighton,2021-04-04,Matchweek 30,Sun,Home,W,2,1,Brighton,534,646,82.7,9052,2819,249,280,88.9,242,280,86.4,34,66,51.5,2,1.4,1.0,13,74,12,2,75,19:30:00
ENG-Premier League,2021,Manchester Utd,2021-04-11 Tottenham-Manchester Utd,2021-04-11,Matchweek 31,Sun,Away,W,3,1,Tottenham,447,547,81.7,7363,2625,230,255,90.2,167,182,91.8,39,73,53.4,2,1.4,1.5,10,34,10,3,56,16:30:00
ENG-Premier League,2021,Manchester Utd,2021-04-18 Manchester Utd-Burnley,2021-04-18,Matchweek 32,Sun,Home,W,3,1,Burnley,576,665,86.6,10317,3246,260,285,91.2,245,265,92.5,61,88,69.3,3,2.1,1.8,15,46,14,2,65,16:00:00
ENG-Premier League,2021,Manchester Utd,2021-04-25 Leeds United-Manchester Utd,2021-04-25,Matchweek 33,Sun,Away,D,0,0,Leeds United,453,540,83.9,6959,2604,224,252,88.9,157,173,90.8,34,55,61.8,0,1.0,1.8,13,30,11,1,45,14:00:00
ENG-Premier League,2021,Manchester Utd,2021-05-09 Aston Villa-Manchester Utd,2021-05-09,Matchweek 35,Sun,Away,W,3,1,Aston Villa,506,603,83.9,8374,3069,265,288,92.0,180,214,84.1,42,67,62.7,2,0.9,0.8,15,44,15,2,58,14:05:00
ENG-Premier League,2021,Manchester Utd,2021-05-11 Manchester Utd-Leicester City,2021-05-11,Matchweek 36,Tue,Home,L,1,2,Leicester City,492,603,81.6,8670,2440,220,246,89.4,219,249,88.0,42,70,60.0,1,0.2,0.3,3,30,5,1,26,18:00:00
ENG-Premier League,2021,Manchester Utd,2021-05-13 Manchester Utd-Liverpool,2021-05-13,Matchweek 34,Thu,Home,L,2,4,Liverpool,433,557,77.7,7379,2492,203,230,88.3,161,194,83.0,46,77,59.7,2,1.6,2.0,14,26,8,4,29,20:15:00
ENG-Premier League,2021,Manchester Utd,2021-05-18 Manchester Utd-Fulham,2021-05-18,Matchweek 37,Tue,Home,D,1,1,Fulham,489,589,83.0,8470,2571,222,254,87.4,203,226,89.8,50,77,64.9,1,0.6,0.7,7,46,8,2,50,18:00:00
ENG-Premier League,2021,Manchester Utd,2021-05-23 Wolves-Manchester Utd,2021-05-23,Matchweek 38,Sun,Away,W,2,1,Wolves,404,470,86.0,6398,2437,218,234,93.2,127,147,86.4,38,59,64.4,1,1.2,1.0,7,22,7,1,32,16:00:00
ENG-Premier League,2021,Newcastle Utd,2020-09-12 West Ham-Newcastle Utd,2020-09-12,Matchweek 1,Sat,Away,W,2,0,West Ham,283,378,74.9,5571,2216,110,125,88.0,118,138,85.5,45,87,51.7,2,1.4,0.8,13,32,10,4,36,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-09-20 Newcastle Utd-Brighton,2020-09-20,Matchweek 2,Sun,Home,L,0,3,Brighton,316,430,73.5,5596,1766,128,147,87.1,134,164,81.7,34,77,44.2,0,0.5,0.5,5,19,5,2,29,14:00:00
ENG-Premier League,2021,Newcastle Utd,2020-09-27 Tottenham-Newcastle Utd,2020-09-27,Matchweek 3,Sun,Away,D,1,1,Tottenham,264,356,74.2,4855,1961,129,151,85.4,80,101,79.2,43,82,52.4,0,0.2,0.3,4,10,5,1,13,14:00:00
ENG-Premier League,2021,Newcastle Utd,2020-10-03 Newcastle Utd-Burnley,2020-10-03,Matchweek 4,Sat,Home,W,3,1,Burnley,337,461,73.1,6105,2032,149,184,81.0,130,163,79.8,42,80,52.5,2,1.0,0.7,8,17,6,3,27,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-10-17 Newcastle Utd-Manchester Utd,2020-10-17,Matchweek 5,Sat,Home,L,1,4,Manchester Utd,282,395,71.4,5278,2246,118,150,78.7,116,137,84.7,35,74,47.3,0,0.9,0.8,7,20,5,1,24,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-10-25 Wolves-Newcastle Utd,2020-10-25,Matchweek 6,Sun,Away,D,1,1,Wolves,350,437,80.1,6653,1981,129,143,90.2,163,186,87.6,45,79,57.0,0,0.2,0.2,4,17,5,1,25,16:30:00
ENG-Premier League,2021,Newcastle Utd,2020-11-01 Newcastle Utd-Everton,2020-11-01,Matchweek 7,Sun,Home,W,2,1,Everton,319,415,76.9,5644,1915,162,180,90.0,109,123,88.6,38,78,48.7,0,0.6,0.5,6,9,6,1,16,14:00:00
ENG-Premier League,2021,Newcastle Utd,2020-11-06 Southampton-Newcastle Utd,2020-11-06,Matchweek 8,Fri,Away,L,0,2,Southampton,294,394,74.6,5468,1898,112,136,82.4,138,166,83.1,33,69,47.8,0,0.2,0.2,3,18,2,2,26,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-11-21 Newcastle Utd-Chelsea,2020-11-21,Matchweek 9,Sat,Home,L,0,2,Chelsea,228,330,69.1,4087,1487,102,115,88.7,89,121,73.6,31,67,46.3,0,0.3,0.3,7,14,2,1,17,12:30:00
ENG-Premier League,2021,Newcastle Utd,2020-11-27 Crystal Palace-Newcastle Utd,2020-11-27,Matchweek 10,Fri,Away,W,2,0,Crystal Palace,306,420,72.9,6167,2575,122,156,78.2,121,141,85.8,54,96,56.3,2,1.0,0.4,8,23,6,3,28,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-12-12 Newcastle Utd-West Brom,2020-12-12,Matchweek 12,Sat,Home,W,2,1,West Brom,350,451,77.6,6172,2196,164,176,93.2,124,148,83.8,43,93,46.2,2,0.7,0.6,10,22,6,3,28,15:00:00
ENG-Premier League,2021,Newcastle Utd,2020-12-16 Leeds United-Newcastle Utd,2020-12-16,Matchweek 13,Wed,Away,L,2,5,Leeds United,180,277,65.0,3103,1863,91,111,82.0,56,78,71.8,21,63,33.3,2,1.5,0.6,9,16,6,3,19,18:00:00
ENG-Premier League,2021,Newcastle Utd,2020-12-19 Newcastle Utd-Fulham,2020-12-19,Matchweek 14,Sat,Home,D,1,1,Fulham,398,503,79.1,7400,2480,173,195,88.7,184,215,85.6,40,76,52.6,0,0.4,0.3,7,38,7,2,41,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-12-26 Manchester City-Newcastle Utd,2020-12-26,Matchweek 15,Sat,Away,L,0,2,Manchester City,223,307,72.6,4401,1791,106,126,84.1,83,107,77.6,34,66,51.5,0,0.2,0.4,5,17,7,3,19,20:00:00
ENG-Premier League,2021,Newcastle Utd,2020-12-30 Newcastle Utd-Liverpool,2020-12-30,Matchweek 16,Wed,Home,D,0,0,Liverpool,176,279,63.1,3258,1646,79,99,79.8,60,82,73.2,28,76,36.8,0,0.5,0.4,7,15,2,0,18,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-01-03 Newcastle Utd-Leicester City,2021-01-03,Matchweek 17,Sun,Home,L,1,2,Leicester City,287,425,67.5,5167,2125,137,174,78.7,103,136,75.7,37,87,42.5,0,0.3,0.5,4,24,4,1,21,14:15:00
ENG-Premier League,2021,Newcastle Utd,2021-01-12 Sheffield Utd-Newcastle Utd,2021-01-12,Matchweek 18,Tue,Away,L,0,1,Sheffield Utd,220,324,67.9,3699,1682,118,151,78.1,59,73,80.8,30,70,42.9,0,0.5,0.3,3,11,4,2,12,18:00:00
ENG-Premier League,2021,Newcastle Utd,2021-01-18 Arsenal-Newcastle Utd,2021-01-18,Matchweek 19,Mon,Away,L,0,3,Arsenal,253,353,71.7,5005,2162,101,123,82.1,109,136,80.1,37,69,53.6,0,0.2,0.2,4,23,4,0,18,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-01-23 Aston Villa-Newcastle Utd,2021-01-23,Matchweek 11,Sat,Away,L,0,2,Aston Villa,320,434,73.7,5654,2003,149,165,90.3,120,148,81.1,41,84,48.8,0,0.5,0.5,6,26,5,2,32,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-01-26 Newcastle Utd-Leeds United,2021-01-26,Matchweek 20,Tue,Home,L,1,2,Leeds United,244,362,67.4,3932,1599,121,150,80.7,88,123,71.5,22,57,38.6,1,1.1,0.5,17,23,7,1,26,18:00:00
ENG-Premier League,2021,Newcastle Utd,2021-01-30 Everton-Newcastle Utd,2021-01-30,Matchweek 21,Sat,Away,W,2,0,Everton,252,355,71.0,4385,1839,130,143,90.9,82,106,77.4,30,74,40.5,2,1.4,0.8,9,18,11,5,25,12:30:00
ENG-Premier League,2021,Newcastle Utd,2021-02-02 Newcastle Utd-Crystal Palace,2021-02-02,Matchweek 22,Tue,Home,L,1,2,Crystal Palace,554,672,82.4,9536,2748,280,300,93.3,190,221,86.0,66,108,61.1,1,1.2,1.5,15,37,13,7,42,20:15:00
ENG-Premier League,2021,Newcastle Utd,2021-02-06 Newcastle Utd-Southampton,2021-02-06,Matchweek 23,Sat,Home,W,3,2,Southampton,140,249,56.2,2527,1384,72,97,74.2,41,68,60.3,18,62,29.0,2,0.6,0.4,4,15,2,0,14,15:00:00
ENG-Premier League,2021,Newcastle Utd,2021-02-15 Chelsea-Newcastle Utd,2021-02-15,Matchweek 24,Mon,Away,L,0,2,Chelsea,252,337,74.8,4313,1813,117,134,87.3,91,111,82.0,28,61,45.9,0,0.5,0.4,8,17,5,3,20,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-02-21 Manchester Utd-Newcastle Utd,2021-02-21,Matchweek 25,Sun,Away,L,1,3,Manchester Utd,200,300,66.7,3596,1272,92,108,85.2,86,104,82.7,19,74,25.7,0,0.2,0.1,6,14,2,0,23,19:00:00
ENG-Premier League,2021,Newcastle Utd,2021-02-27 Newcastle Utd-Wolves,2021-02-27,Matchweek 26,Sat,Home,D,1,1,Wolves,340,421,80.8,6001,2180,149,171,87.1,142,163,87.1,35,66,53.0,1,1.6,0.8,16,33,8,3,35,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-03-07 West Brom-Newcastle Utd,2021-03-07,Matchweek 27,Sun,Away,D,0,0,West Brom,270,416,64.9,4610,2324,124,161,77.0,107,150,71.3,25,67,37.3,0,0.4,0.4,7,14,5,1,23,12:00:00
ENG-Premier League,2021,Newcastle Utd,2021-03-12 Newcastle Utd-Aston Villa,2021-03-12,Matchweek 28,Fri,Home,D,1,1,Aston Villa,307,443,69.3,5214,2172,140,165,84.8,97,126,77.0,39,88,44.3,1,1.4,1.0,11,25,11,5,34,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-03-20 Brighton-Newcastle Utd,2021-03-20,Matchweek 29,Sat,Away,L,0,3,Brighton,330,414,79.7,5590,2191,163,179,91.1,109,133,82.0,38,65,58.5,0,0.1,0.1,3,19,3,1,19,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-04-04 Newcastle Utd-Tottenham,2021-04-04,Matchweek 30,Sun,Home,D,2,2,Tottenham,285,402,70.9,5835,2240,109,127,85.8,117,151,77.5,53,104,51.0,1,2.2,1.6,11,28,8,6,25,14:05:00
ENG-Premier League,2021,Newcastle Utd,2021-04-11 Burnley-Newcastle Utd,2021-04-11,Matchweek 31,Sun,Away,W,2,1,Burnley,262,394,66.5,4874,1996,121,147,82.3,91,120,75.8,44,100,44.0,2,1.1,0.9,8,19,6,5,24,12:00:00
ENG-Premier League,2021,Newcastle Utd,2021-04-17 Newcastle Utd-West Ham,2021-04-17,Matchweek 32,Sat,Home,W,3,2,West Ham,226,306,73.9,4169,1914,93,119,78.2,98,110,89.1,29,58,50.0,1,1.3,0.4,13,16,2,1,20,12:30:00
ENG-Premier League,2021,Newcastle Utd,2021-04-24 Liverpool-Newcastle Utd,2021-04-24,Matchweek 33,Sat,Away,D,1,1,Liverpool,309,397,77.8,5770,2678,142,161,88.2,106,125,84.8,51,85,60.0,1,1.0,0.7,6,18,9,2,26,12:30:00
ENG-Premier League,2021,Newcastle Utd,2021-05-02 Newcastle Utd-Arsenal,2021-05-02,Matchweek 34,Sun,Home,L,0,2,Arsenal,363,434,83.6,6626,2222,165,172,95.9,150,172,87.2,43,77,55.8,0,0.3,0.2,5,19,0,0,14,14:00:00
ENG-Premier League,2021,Newcastle Utd,2021-05-07 Leicester City-Newcastle Utd,2021-05-07,Matchweek 35,Fri,Away,W,4,2,Leicester City,216,310,69.7,4335,1832,81,101,80.2,97,119,81.5,34,71,47.9,1,1.4,1.0,6,11,3,0,12,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-05-14 Newcastle Utd-Manchester City,2021-05-14,Matchweek 36,Fri,Home,L,3,4,Manchester City,146,218,67.0,2612,1321,66,80,82.5,47,61,77.0,21,52,40.4,1,0.4,0.4,6,8,5,4,19,20:00:00
ENG-Premier League,2021,Newcastle Utd,2021-05-19 Newcastle Utd-Sheffield Utd,2021-05-19,Matchweek 37,Wed,Home,W,1,0,Sheffield Utd,465,534,87.1,8630,3056,170,186,91.4,233,249,93.6,48,71,67.6,1,1.4,0.8,12,21,6,3,39,18:00:00
ENG-Premier League,2021,Newcastle Utd,2021-05-23 Fulham-Newcastle Utd,2021-05-23,Matchweek 38,Sun,Away,W,2,0,Fulham,292,376,77.7,5323,2292,114,127,89.8,129,156,82.7,33,66,50.0,0,0.4,0.3,6,13,4,1,14,16:00:00
ENG-Premier League,2021,Sheffield Utd,2020-09-14 Sheffield Utd-Wolves,2020-09-14,Matchweek 1,Mon,Home,L,0,2,Wolves,405,533,76.0,7556,2643,177,210,84.3,170,199,85.4,50,93,53.8,0,1.0,1.1,8,52,13,1,56,18:00:00
ENG-Premier League,2021,Sheffield Utd,2020-09-21 Aston Villa-Sheffield Utd,2020-09-21,Matchweek 2,Mon,Away,L,0,1,Aston Villa,142,252,56.3,2615,1416,61,85,71.8,52,76,68.4,17,65,26.2,0,0.1,0.6,2,10,2,0,14,18:00:00
ENG-Premier League,2021,Sheffield Utd,2020-09-27 Sheffield Utd-Leeds United,2020-09-27,Matchweek 3,Sun,Home,L,0,1,Leeds United,261,369,70.7,4177,2009,145,168,86.3,72,97,74.2,29,64,45.3,0,1.3,0.9,13,18,7,1,28,12:00:00
ENG-Premier League,2021,Sheffield Utd,2020-10-04 Arsenal-Sheffield Utd,2020-10-04,Matchweek 4,Sun,Away,L,1,2,Arsenal,313,414,75.6,4801,1593,168,191,88.0,98,119,82.4,25,60,41.7,1,0.1,0.3,4,20,4,1,30,14:00:00
ENG-Premier League,2021,Sheffield Utd,2020-10-18 Sheffield Utd-Fulham,2020-10-18,Matchweek 5,Sun,Home,D,1,1,Fulham,336,435,77.2,5435,2112,188,220,85.5,110,133,82.7,25,57,43.9,0,0.8,0.5,8,25,4,3,27,12:00:00
ENG-Premier League,2021,Sheffield Utd,2020-10-24 Liverpool-Sheffield Utd,2020-10-24,Matchweek 6,Sat,Away,L,1,2,Liverpool,329,446,73.8,5389,2202,173,195,88.7,96,126,76.2,35,75,46.7,0,0.7,0.5,10,28,10,2,39,20:00:00
ENG-Premier League,2021,Sheffield Utd,2020-10-31 Sheffield Utd-Manchester City,2020-10-31,Matchweek 7,Sat,Home,L,0,1,Manchester City,313,411,76.2,5149,1828,172,193,89.1,110,127,86.6,25,69,36.2,0,0.5,0.2,3,21,7,1,34,12:30:00
ENG-Premier League,2021,Sheffield Utd,2020-11-07 Chelsea-Sheffield Utd,2020-11-07,Matchweek 8,Sat,Away,L,1,4,Chelsea,245,360,68.1,4195,1587,122,147,83.0,91,114,79.8,24,67,35.8,1,0.4,0.2,5,14,6,0,27,17:30:00
ENG-Premier League,2021,Sheffield Utd,2020-11-22 Sheffield Utd-West Ham,2020-11-22,Matchweek 9,Sun,Home,L,0,1,West Ham,438,565,77.5,6937,2375,206,232,88.8,161,192,83.9,33,68,48.5,0,0.8,0.5,7,35,9,2,32,14:00:00
ENG-Premier League,2021,Sheffield Utd,2020-11-28 West Brom-Sheffield Utd,2020-11-28,Matchweek 10,Sat,Away,L,0,1,West Brom,349,449,77.7,6031,2427,164,187,87.7,121,148,81.8,42,79,53.2,0,2.2,1.6,17,35,9,5,38,20:00:00
ENG-Premier League,2021,Sheffield Utd,2020-12-06 Sheffield Utd-Leicester City,2020-12-06,Matchweek 11,Sun,Home,L,1,2,Leicester City,210,324,64.8,3323,1564,104,135,77.0,63,87,72.4,24,64,37.5,1,0.2,0.6,4,15,7,2,21,14:15:00
ENG-Premier League,2021,Sheffield Utd,2020-12-13 Southampton-Sheffield Utd,2020-12-13,Matchweek 12,Sun,Away,L,0,3,Southampton,202,300,67.3,3641,1821,119,146,81.5,54,79,68.4,27,63,42.9,0,0.3,0.4,3,17,4,1,26,12:00:00
ENG-Premier League,2021,Sheffield Utd,2020-12-17 Sheffield Utd-Manchester Utd,2020-12-17,Matchweek 13,Thu,Home,L,2,3,Manchester Utd,287,406,70.7,5336,2290,133,152,87.5,102,128,79.7,40,89,44.9,1,1.1,1.2,10,34,9,2,38,20:00:00
ENG-Premier League,2021,Sheffield Utd,2020-12-20 Brighton-Sheffield Utd,2020-12-20,Matchweek 14,Sun,Away,D,1,1,Brighton,143,233,61.4,2428,1271,74,93,79.6,42,62,67.7,17,61,27.9,1,0.5,0.3,4,10,1,0,10,12:00:00
ENG-Premier League,2021,Sheffield Utd,2020-12-26 Sheffield Utd-Everton,2020-12-26,Matchweek 15,Sat,Home,L,0,1,Everton,332,463,71.7,5970,2315,163,196,83.2,128,162,79.0,38,84,45.2,0,1.2,0.8,8,30,1,0,29,20:00:00
ENG-Premier League,2021,Sheffield Utd,2020-12-29 Burnley-Sheffield Utd,2020-12-29,Matchweek 16,Tue,Away,L,0,1,Burnley,475,606,78.4,7891,2161,245,270,90.7,191,224,85.3,37,95,38.9,0,0.6,0.5,6,55,4,0,54,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-01-02 Crystal Palace-Sheffield Utd,2021-01-02,Matchweek 17,Sat,Away,L,0,2,Crystal Palace,455,577,78.9,8179,2863,196,222,88.3,187,214,87.4,51,89,57.3,0,0.3,0.3,4,36,9,3,40,15:00:00
ENG-Premier League,2021,Sheffield Utd,2021-01-12 Sheffield Utd-Newcastle Utd,2021-01-12,Matchweek 18,Tue,Home,W,1,0,Newcastle Utd,514,612,84.0,8681,2886,233,254,91.7,161,186,86.6,67,97,69.1,0,1.2,1.1,14,41,20,5,59,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-01-17 Sheffield Utd-Tottenham,2021-01-17,Matchweek 19,Sun,Home,L,1,3,Tottenham,346,462,74.9,5209,1833,195,215,90.7,105,135,77.8,27,70,38.6,1,0.7,0.6,11,29,6,3,31,14:00:00
ENG-Premier League,2021,Sheffield Utd,2021-01-27 Manchester Utd-Sheffield Utd,2021-01-27,Matchweek 20,Wed,Away,W,2,1,Manchester Utd,185,281,65.8,2994,1187,90,102,88.2,73,90,81.1,13,61,21.3,2,1.0,0.4,5,9,4,0,23,20:15:00
ENG-Premier League,2021,Sheffield Utd,2021-01-30 Manchester City-Sheffield Utd,2021-01-30,Matchweek 21,Sat,Away,L,0,1,Manchester City,216,288,75.0,3759,1588,110,126,87.3,71,84,84.5,25,61,41.0,0,0.2,0.2,3,10,3,0,14,15:00:00
ENG-Premier League,2021,Sheffield Utd,2021-02-02 Sheffield Utd-West Brom,2021-02-02,Matchweek 22,Tue,Home,W,2,1,West Brom,524,651,80.5,9219,3095,235,264,89.0,238,281,84.7,47,93,50.5,2,1.1,1.3,12,49,13,1,59,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-02-07 Sheffield Utd-Chelsea,2021-02-07,Matchweek 23,Sun,Home,L,1,2,Chelsea,266,375,70.9,4401,1876,147,176,83.5,78,104,75.0,27,67,40.3,0,0.5,0.3,5,24,6,0,27,19:15:00
ENG-Premier League,2021,Sheffield Utd,2021-02-15 West Ham-Sheffield Utd,2021-02-15,Matchweek 24,Mon,Away,L,0,3,West Ham,454,550,82.5,7441,2466,232,256,90.6,174,199,87.4,34,69,49.3,0,0.6,1.1,7,40,14,6,51,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-02-20 Fulham-Sheffield Utd,2021-02-20,Matchweek 25,Sat,Away,L,0,1,Fulham,233,367,63.5,4745,1842,91,121,75.2,84,121,69.4,46,92,50.0,0,0.8,0.3,2,12,3,1,16,20:00:00
ENG-Premier League,2021,Sheffield Utd,2021-02-28 Sheffield Utd-Liverpool,2021-02-28,Matchweek 26,Sun,Home,L,0,2,Liverpool,329,451,72.9,5874,2466,162,190,85.3,108,136,79.4,46,89,51.7,0,0.7,0.5,7,33,7,3,37,19:15:00
ENG-Premier League,2021,Sheffield Utd,2021-03-03 Sheffield Utd-Aston Villa,2021-03-03,Matchweek 29,Wed,Home,W,1,0,Aston Villa,191,286,66.8,3534,1542,90,110,81.8,64,88,72.7,29,75,38.7,1,0.8,0.4,7,20,5,0,26,18:00:00
ENG-Premier League,2021,Sheffield Utd,2021-03-06 Sheffield Utd-Southampton,2021-03-06,Matchweek 27,Sat,Home,L,0,2,Southampton,310,445,69.7,5837,2426,135,165,81.8,129,165,78.2,39,85,45.9,0,0.7,0.8,6,21,8,1,36,15:00:00
ENG-Premier League,2021,Sheffield Utd,2021-03-14 Leicester City-Sheffield Utd,2021-03-14,Matchweek 28,Sun,Away,L,0,5,Leicester City,229,318,72.0,4055,1372,111,130,85.4,86,98,87.8,27,65,41.5,0,0.1,0.1,1,11,4,2,19,14:00:00
ENG-Premier League,2021,Sheffield Utd,2021-04-03 Leeds United-Sheffield Utd,2021-04-03,Matchweek 30,Sat,Away,L,1,2,Leeds United,334,458,72.9,5209,2463,176,208,84.6,101,124,81.5,32,73,43.8,0,0.3,0.3,5,15,5,0,22,15:00:00
ENG-Premier League,2021,Sheffield Utd,2021-04-11 Sheffield Utd-Arsenal,2021-04-11,Matchweek 31,Sun,Home,L,0,3,Arsenal,417,500,83.4,6821,2174,216,233,92.7,150,170,88.2,38,72,52.8,0,0.3,0.3,5,25,6,1,30,19:00:00
ENG-Premier League,2021,Sheffield Utd,2021-04-17 Wolves-Sheffield Utd,2021-04-17,Matchweek 32,Sat,Away,L,0,1,Wolves,476,567,84.0,8423,2549,224,249,90.0,192,219,87.7,54,82,65.9,0,0.4,0.4,5,36,8,3,53,20:15:00
ENG-Premier League,2021,Sheffield Utd,2021-04-24 Sheffield Utd-Brighton,2021-04-24,Matchweek 33,Sat,Home,W,1,0,Brighton,214,323,66.3,3470,1640,108,133,81.2,71,101,70.3,18,56,32.1,0,0.3,0.3,5,16,5,1,21,20:00:00
ENG-Premier League,2021,Sheffield Utd,2021-05-02 Tottenham-Sheffield Utd,2021-05-02,Matchweek 34,Sun,Away,L,0,4,Tottenham,299,393,76.1,5080,1924,151,171,88.3,106,120,88.3,29,66,43.9,0,0.4,0.5,7,15,8,4,23,19:15:00
ENG-Premier League,2021,Sheffield Utd,2021-05-08 Sheffield Utd-Crystal Palace,2021-05-08,Matchweek 35,Sat,Home,L,0,2,Crystal Palace,367,461,79.6,6739,2505,163,182,89.6,145,168,86.3,44,79,55.7,0,0.5,0.4,5,26,6,4,35,15:00:00
