,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,2122,Chelsea,2021-12-11 Chelsea-Leeds United,2021-12-11,Matchweek 16,Sat,Home,W,3,2,Leeds United,389,470,82.8,6859,2810,173,194,89.2,169,195,86.7,36,52,69.2,1,0.6,0.6,8,31,11,1,45,15:00:00
ENG-Premier League,2122,Chelsea,2021-12-16 Chelsea-Everton,2021-12-16,Matchweek 17,Thu,Home,D,1,1,Everton,746,839,88.9,11853,3527,385,416,92.5,314,335,93.7,37,60,61.7,1,2.1,2.0,16,70,16,2,78,19:45:00
ENG-Premier League,2122,Chelsea,2021-12-19 Wolves-Chelsea,2021-12-19,Matchweek 18,Sun,Away,D,0,0,Wolves,676,798,84.7,10754,2955,332,362,91.7,277,309,89.6,37,63,58.7,0,0.9,1.2,7,52,11,1,63,14:00:00
ENG-Premier League,2122,Chelsea,2021-12-26 Aston Villa-Chelsea,2021-12-26,Matchweek 19,Sun,Away,W,3,1,Aston Villa,570,661,86.2,10491,3121,254,278,91.4,251,270,93.0,59,86,68.6,1,1.0,1.0,7,59,17,3,71,17:30:00
ENG-Premier League,2122,Chelsea,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Home,D,1,1,Brighton,369,475,77.7,6063,2730,195,218,89.4,128,155,82.6,34,70,48.6,1,0.5,1.2,8,40,7,1,36,19:30:00
ENG-Premier League,2122,Chelsea,2022-01-02 Chelsea-Liverpool,2022-01-02,Matchweek 21,Sun,Home,D,2,2,Liverpool,493,619,79.6,7993,2764,232,268,86.6,181,212,85.4,44,85,51.8,1,1.0,0.8,9,28,12,2,51,16:30:00
ENG-Premier League,2122,Chelsea,2022-01-15 Manchester City-Chelsea,2022-01-15,Matchweek 22,Sat,Away,L,0,1,Manchester City,410,495,82.8,6440,2078,212,232,91.4,167,179,93.3,23,60,38.3,0,0.2,0.4,3,22,2,1,27,12:30:00
ENG-Premier League,2122,Chelsea,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Away,D,1,1,Brighton,528,628,84.1,8839,2974,248,274,90.5,231,264,87.5,38,64,59.4,1,0.5,0.8,9,37,8,1,53,20:00:00
ENG-Premier League,2122,Chelsea,2022-01-23 Chelsea-Tottenham,2022-01-23,Matchweek 23,Sun,Home,W,2,0,Tottenham,557,658,84.7,9219,3147,269,296,90.9,232,258,89.9,41,68,60.3,2,1.1,1.0,13,35,7,2,58,16:30:00
ENG-Premier League,2122,Chelsea,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Away,W,1,0,Crystal Palace,458,564,81.2,7659,2541,221,256,86.3,179,201,89.1,42,73,57.5,1,0.6,0.7,6,34,6,2,44,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Away,W,4,0,Burnley,735,829,88.7,11540,3543,364,391,93.1,293,317,92.4,45,73,61.6,3,1.6,0.9,10,41,14,1,53,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-10 Norwich City-Chelsea,2022-03-10,Matchweek 30,Thu,Away,W,3,1,Norwich City,671,741,90.6,10274,3459,358,380,94.2,248,265,93.6,38,50,76.0,3,1.4,1.4,11,49,11,0,47,19:30:00
ENG-Premier League,2122,Chelsea,2022-03-13 Chelsea-Newcastle Utd,2022-03-13,Matchweek 29,Sun,Home,W,1,0,Newcastle Utd,509,607,83.9,8227,2509,246,267,92.1,226,256,88.3,27,54,50.0,1,1.1,0.9,6,41,8,1,42,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-02 Chelsea-Brentford,2022-04-02,Matchweek 31,Sat,Home,L,1,4,Brentford,609,698,87.2,9716,3080,331,362,91.4,206,227,90.7,54,80,67.5,1,1.1,1.5,17,49,14,2,46,15:00:00
ENG-Premier League,2122,Chelsea,2022-04-09 Southampton-Chelsea,2022-04-09,Matchweek 32,Sat,Away,W,6,0,Southampton,684,776,88.1,10056,3370,379,406,93.3,256,289,88.6,25,41,61.0,1,1.7,1.5,16,60,14,1,63,15:00:00
ENG-Premier League,2122,Chelsea,2022-04-20 Chelsea-Arsenal,2022-04-20,Matchweek 25,Wed,Home,L,2,4,Arsenal,632,750,84.3,10151,2822,310,336,92.3,263,288,91.3,38,74,51.4,1,0.4,1.0,8,49,10,1,43,19:45:00
ENG-Premier League,2122,Chelsea,2022-04-24 Chelsea-West Ham,2022-04-24,Matchweek 34,Sun,Home,W,1,0,West Ham,655,757,86.5,10432,3579,346,370,93.5,259,295,87.8,42,66,63.6,1,1.6,0.9,20,44,11,2,73,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-28 Manchester Utd-Chelsea,2022-04-28,Matchweek 37,Thu,Away,D,1,1,Manchester Utd,584,680,85.9,9007,3080,326,348,93.7,192,224,85.7,42,66,63.6,1,1.8,1.6,18,55,20,4,70,19:45:00
ENG-Premier League,2122,Chelsea,2022-05-01 Everton-Chelsea,2022-05-01,Matchweek 35,Sun,Away,L,0,1,Everton,666,770,86.5,10181,3227,353,379,93.1,262,291,90.0,28,47,59.6,0,0.7,1.1,13,56,12,4,64,14:00:00
ENG-Premier League,2122,Chelsea,2022-05-07 Chelsea-Wolves,2022-05-07,Matchweek 36,Sat,Home,D,2,2,Wolves,450,538,83.6,7611,2519,202,228,88.6,201,221,91.0,34,66,51.5,1,0.7,0.7,12,37,11,3,41,15:00:00
ENG-Premier League,2122,Chelsea,2022-05-11 Leeds United-Chelsea,2022-05-11,Matchweek 33,Wed,Away,W,3,0,Leeds United,759,850,89.3,12180,3824,385,410,93.9,291,322,90.4,60,77,77.9,3,1.2,1.3,15,55,12,3,67,19:30:00
ENG-Premier League,2122,Chelsea,2022-05-19 Chelsea-Leicester City,2022-05-19,Matchweek 27,Thu,Home,D,1,1,Leicester City,727,805,90.3,11599,3132,344,364,94.5,313,332,94.3,40,65,61.5,1,1.5,1.5,15,60,14,3,67,20:00:00
ENG-Premier League,2122,Chelsea,2022-05-22 Chelsea-Watford,2022-05-22,Matchweek 38,Sun,Home,W,2,1,Watford,688,770,89.4,11366,3632,355,383,92.7,263,285,92.3,60,79,75.9,2,2.2,1.3,16,63,17,2,65,16:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Away,L,0,3,Chelsea,386,450,85.8,6499,2103,194,211,91.9,155,170,91.2,30,51,58.8,0,0.2,0.3,4,18,3,1,19,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-21 Crystal Palace-Brentford,2021-08-21,Matchweek 2,Sat,Home,D,0,0,Brentford,362,481,75.3,6714,2409,161,184,87.5,147,176,83.5,51,98,52.0,0,0.5,0.4,6,21,9,1,35,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-08-28 West Ham-Crystal Palace,2021-08-28,Matchweek 3,Sat,Away,D,2,2,West Ham,412,504,81.7,7345,2529,184,208,88.5,184,208,88.5,37,68,54.4,1,1.0,1.0,7,18,7,2,35,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-11 Crystal Palace-Tottenham,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Tottenham,443,558,79.4,7252,2604,206,225,91.6,169,203,83.3,41,78,52.6,2,1.0,1.6,10,37,7,2,44,12:30:00
ENG-Premier League,2122,Crystal Palace,2021-09-18 Liverpool-Crystal Palace,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Liverpool,275,377,72.9,4594,1766,140,158,88.6,94,119,79.0,29,69,42.0,0,0.4,0.8,9,18,6,1,24,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Home,D,1,1,Brighton,443,545,81.3,6974,2095,219,239,91.6,150,178,84.3,39,79,49.4,0,0.6,0.5,5,34,11,4,33,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-03 Crystal Palace-Leicester City,2021-10-03,Matchweek 7,Sun,Home,D,2,2,Leicester City,488,618,79.0,8182,2570,219,252,86.9,222,265,83.8,32,69,46.4,0,0.9,0.7,13,38,15,3,50,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-18 Arsenal-Crystal Palace,2021-10-18,Matchweek 8,Mon,Away,D,2,2,Arsenal,428,513,83.4,7748,2526,188,207,90.8,191,216,88.4,43,68,63.2,2,0.6,0.3,7,28,1,0,34,20:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-23 Crystal Palace-Newcastle Utd,2021-10-23,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,604,713,84.7,10436,3057,249,277,89.9,306,343,89.2,40,74,54.1,1,1.5,1.4,10,45,13,4,52,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-10-30 Manchester City-Crystal Palace,2021-10-30,Matchweek 10,Sat,Away,W,2,0,Manchester City,251,348,72.1,4614,2071,93,114,81.6,113,132,85.6,28,69,40.6,2,0.7,0.5,8,15,5,0,18,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-06 Crystal Palace-Wolves,2021-11-06,Matchweek 11,Sat,Home,W,2,0,Wolves,492,592,83.1,8762,2766,201,224,89.7,243,274,88.7,42,71,59.2,1,1.9,1.2,11,29,9,1,43,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Away,D,3,3,Burnley,426,538,79.2,7003,2463,217,243,89.3,162,195,83.1,37,76,48.7,2,1.5,1.7,14,33,11,3,46,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-27 Crystal Palace-Aston Villa,2021-11-27,Matchweek 13,Sat,Home,L,1,2,Aston Villa,534,639,83.6,9890,3295,220,238,92.4,238,275,86.5,63,87,72.4,1,0.9,1.2,7,43,8,4,56,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-11-30 Leeds United-Crystal Palace,2021-11-30,Matchweek 14,Tue,Away,L,0,1,Leeds United,219,328,66.8,4166,2029,92,109,84.4,99,138,71.7,27,68,39.7,0,0.8,1.0,5,13,5,0,20,20:15:00
ENG-Premier League,2122,Crystal Palace,2021-12-05 Manchester Utd-Crystal Palace,2021-12-05,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,264,370,71.4,4699,2073,118,147,80.3,111,139,79.9,28,63,44.4,0,0.5,0.5,6,12,2,0,13,14:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-12 Crystal Palace-Everton,2021-12-12,Matchweek 16,Sun,Home,W,3,1,Everton,446,543,82.1,8080,3090,180,211,85.3,205,229,89.5,46,73,63.0,2,1.5,1.8,11,35,11,3,39,16:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-15 Crystal Palace-Southampton,2021-12-15,Matchweek 17,Wed,Home,D,2,2,Southampton,369,505,73.1,6923,2444,131,167,78.4,169,203,83.3,49,92,53.3,1,0.7,0.4,5,18,9,3,40,19:30:00
ENG-Premier League,2122,Crystal Palace,2021-12-26 Tottenham-Crystal Palace,2021-12-26,Matchweek 19,Sun,Away,L,0,3,Tottenham,354,435,81.4,5966,1893,181,204,88.7,137,149,91.9,29,65,44.6,0,0.2,0.3,4,17,3,2,16,15:00:00
ENG-Premier League,2122,Crystal Palace,2021-12-28 Crystal Palace-Norwich City,2021-12-28,Matchweek 20,Tue,Home,W,3,0,Norwich City,338,445,76.0,6497,2244,113,131,86.3,169,199,84.9,45,80,56.3,2,0.8,1.0,12,19,8,2,34,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-01 Crystal Palace-West Ham,2022-01-01,Matchweek 21,Sat,Home,L,2,3,West Ham,533,634,84.1,9850,3426,193,220,87.7,257,283,90.8,58,94,61.7,1,2.2,1.9,18,45,20,9,55,17:30:00
ENG-Premier League,2122,Crystal Palace,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Away,D,1,1,Brighton,268,374,71.7,4465,1867,140,165,84.8,104,133,78.2,19,50,38.0,1,0.2,0.6,3,23,3,0,22,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-01-23 Crystal Palace-Liverpool,2022-01-23,Matchweek 23,Sun,Home,L,1,3,Liverpool,358,478,74.9,6310,2280,158,187,84.5,150,175,85.7,38,78,48.7,1,1.6,1.5,5,18,6,1,21,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-09 Norwich City-Crystal Palace,2022-02-09,Matchweek 24,Wed,Away,D,1,1,Norwich City,594,717,82.8,9847,2861,289,323,89.5,262,294,89.1,32,77,41.6,1,0.2,0.6,6,48,5,0,46,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-02-12 Brentford-Crystal Palace,2022-02-12,Matchweek 25,Sat,Away,D,0,0,Brentford,424,565,75.0,7722,2539,180,224,80.4,184,212,86.8,50,92,54.3,0,0.3,0.4,6,40,5,2,40,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Home,L,0,1,Chelsea,318,415,76.6,5743,2245,135,155,87.1,142,168,84.5,30,63,47.6,0,0.5,0.2,6,24,4,1,25,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-02-23 Watford-Crystal Palace,2022-02-23,Matchweek 18,Wed,Away,W,4,1,Watford,490,590,83.1,8762,2394,186,202,92.1,247,267,92.5,35,78,44.9,3,1.0,0.4,6,34,4,2,31,19:30:00
ENG-Premier League,2122,Crystal Palace,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Home,D,1,1,Burnley,435,586,74.2,7346,2222,206,248,83.1,173,221,78.3,42,88,47.7,1,0.9,0.6,8,18,11,1,38,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-05 Wolves-Crystal Palace,2022-03-05,Matchweek 28,Sat,Away,W,2,0,Wolves,245,352,69.6,4453,1840,114,130,87.7,96,127,75.6,29,66,43.9,0,1.0,1.3,8,15,7,2,20,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-03-14 Crystal Palace-Manchester City,2022-03-14,Matchweek 29,Mon,Home,D,0,0,Manchester City,190,295,64.4,3372,1530,96,117,82.1,72,98,73.5,19,64,29.7,0,0.5,0.5,5,10,2,0,13,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-04 Crystal Palace-Arsenal,2022-04-04,Matchweek 31,Mon,Home,W,3,0,Arsenal,222,320,69.4,4324,1830,96,118,81.4,91,113,80.5,33,77,42.9,2,0.6,0.1,4,11,2,1,15,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-10 Leicester City-Crystal Palace,2022-04-10,Matchweek 32,Sun,Away,L,1,2,Leicester City,438,526,83.3,7832,2248,169,183,92.3,225,243,92.6,30,65,46.2,0,0.6,0.6,9,14,5,0,27,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-20 Newcastle Utd-Crystal Palace,2022-04-20,Matchweek 30,Wed,Away,L,0,1,Newcastle Utd,523,643,81.3,8361,2596,286,314,91.1,203,233,87.1,30,76,39.5,0,0.4,0.5,8,29,9,3,26,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-04-25 Crystal Palace-Leeds United,2022-04-25,Matchweek 34,Mon,Home,D,0,0,Leeds United,368,494,74.5,7359,2960,145,179,81.0,177,220,80.5,45,83,54.2,0,1.0,1.0,13,27,12,6,42,20:00:00
ENG-Premier League,2122,Crystal Palace,2022-04-30 Southampton-Crystal Palace,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Southampton,468,583,80.3,8389,3125,194,223,87.0,208,231,90.0,48,84,57.1,2,0.8,0.8,11,32,7,4,42,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-07 Crystal Palace-Watford,2022-05-07,Matchweek 36,Sat,Home,W,1,0,Watford,487,589,82.7,9726,3116,175,196,89.3,227,258,88.0,79,114,69.3,0,0.9,0.8,12,42,12,4,40,15:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-15 Aston Villa-Crystal Palace,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Aston Villa,442,535,82.6,7580,2915,214,240,89.2,162,183,88.5,45,76,59.2,1,1.4,0.8,15,27,4,1,28,14:00:00
ENG-Premier League,2122,Crystal Palace,2022-05-19 Everton-Crystal Palace,2022-05-19,Matchweek 33,Thu,Away,L,2,3,Everton,383,516,74.2,7177,2664,160,186,86.0,175,218,80.3,38,81,46.9,1,0.6,0.5,3,26,5,1,32,19:45:00
ENG-Premier League,2122,Crystal Palace,2022-05-22 Crystal Palace-Manchester Utd,2022-05-22,Matchweek 38,Sun,Home,W,1,0,Manchester Utd,263,367,71.7,4576,1838,111,136,81.6,102,122,83.6,31,67,46.3,0,0.6,0.8,5,16,4,1,15,16:00:00
ENG-Premier League,2122,Everton,2021-08-14 Everton-Southampton,2021-08-14,Matchweek 1,Sat,Home,W,3,1,Southampton,271,397,68.3,5114,2053,118,140,84.3,111,147,75.5,36,88,40.9,3,2.3,1.5,11,26,9,6,34,15:00:00
ENG-Premier League,2122,Everton,2021-08-21 Leeds United-Everton,2021-08-21,Matchweek 2,Sat,Away,D,2,2,Leeds United,193,292,66.1,3452,1599,93,111,83.8,68,86,79.1,26,72,36.1,1,1.0,1.0,15,19,7,1,23,15:00:00
ENG-Premier League,2122,Everton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Away,W,2,0,Brighton,263,351,74.9,4364,1906,117,141,83.0,97,122,79.5,23,49,46.9,1,0.6,0.2,12,19,5,1,26,15:00:00
ENG-Premier League,2122,Everton,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Home,W,3,1,Burnley,339,468,72.4,6266,2618,154,190,81.1,143,187,76.5,40,73,54.8,3,1.1,0.6,11,29,11,2,47,20:00:00
ENG-Premier League,2122,Everton,2021-09-18 Aston Villa-Everton,2021-09-18,Matchweek 5,Sat,Away,L,0,3,Aston Villa,247,355,69.6,4491,1891,112,137,81.8,95,128,74.2,30,62,48.4,0,0.6,0.5,9,18,3,1,28,17:30:00
ENG-Premier League,2122,Everton,2021-09-25 Everton-Norwich City,2021-09-25,Matchweek 6,Sat,Home,W,2,0,Norwich City,366,470,77.9,6409,2231,158,185,85.4,156,180,86.7,37,72,51.4,1,1.1,0.6,9,28,5,0,35,15:00:00
ENG-Premier League,2122,Everton,2021-10-02 Manchester Utd-Everton,2021-10-02,Matchweek 7,Sat,Away,D,1,1,Manchester Utd,198,303,65.3,3623,1713,79,97,81.4,81,109,74.3,28,67,41.8,1,1.3,0.7,12,13,7,3,34,12:30:00
ENG-Premier League,2122,Everton,2021-10-17 Everton-West Ham,2021-10-17,Matchweek 8,Sun,Home,L,0,1,West Ham,269,384,70.1,5141,2464,100,119,84.0,117,152,77.0,38,75,50.7,0,0.5,0.7,10,21,16,7,39,14:00:00
ENG-Premier League,2122,Everton,2021-10-23 Everton-Watford,2021-10-23,Matchweek 9,Sat,Home,L,2,5,Watford,318,438,72.6,5978,2344,124,147,84.4,144,179,80.4,39,78,50.0,2,1.5,1.6,13,33,10,2,38,15:00:00
ENG-Premier League,2122,Everton,2021-11-01 Wolves-Everton,2021-11-01,Matchweek 10,Mon,Away,L,1,2,Wolves,301,411,73.2,4962,1894,140,164,85.4,123,154,79.9,26,65,40.0,1,1.0,0.7,10,24,6,2,35,20:00:00
ENG-Premier League,2122,Everton,2021-11-07 Everton-Tottenham,2021-11-07,Matchweek 11,Sun,Home,D,0,0,Tottenham,373,471,79.2,6958,2208,170,191,89.0,149,173,86.1,48,86,55.8,0,0.4,0.8,8,42,8,1,36,14:00:00
ENG-Premier League,2122,Everton,2021-11-21 Manchester City-Everton,2021-11-21,Matchweek 12,Sun,Away,L,0,3,Manchester City,186,273,68.1,3080,1293,103,113,91.2,57,78,73.1,20,61,32.8,0,0.1,0.3,2,12,6,3,14,14:00:00
ENG-Premier League,2122,Everton,2021-11-28 Brentford-Everton,2021-11-28,Matchweek 13,Sun,Away,L,0,1,Brentford,474,593,79.9,7257,2710,300,332,90.4,134,161,83.2,34,75,45.3,0,0.9,1.0,10,60,14,6,62,14:00:00
ENG-Premier League,2122,Everton,2021-12-01 Everton-Liverpool,2021-12-01,Matchweek 14,Wed,Home,L,1,4,Liverpool,189,311,60.8,3729,1822,89,114,78.1,65,101,64.4,30,73,41.1,1,0.5,0.3,6,18,3,1,24,20:15:00
ENG-Premier League,2122,Everton,2021-12-06 Everton-Arsenal,2021-12-06,Matchweek 15,Mon,Home,W,2,1,Arsenal,257,378,68.0,5149,2247,95,134,70.9,118,148,79.7,34,62,54.8,1,0.5,0.5,7,22,6,3,28,20:00:00
ENG-Premier League,2122,Everton,2021-12-12 Crystal Palace-Everton,2021-12-12,Matchweek 16,Sun,Away,L,1,3,Crystal Palace,238,350,68.0,4157,1612,123,149,82.6,86,112,76.8,24,66,36.4,0,0.6,0.4,6,25,3,1,27,16:30:00
ENG-Premier League,2122,Everton,2021-12-16 Chelsea-Everton,2021-12-16,Matchweek 17,Thu,Away,D,1,1,Chelsea,116,214,54.2,2255,1241,56,76,73.7,27,46,58.7,26,68,38.2,1,0.5,0.3,3,16,1,0,15,19:45:00
ENG-Premier League,2122,Everton,2022-01-02 Everton-Brighton,2022-01-02,Matchweek 21,Sun,Home,L,2,3,Brighton,325,463,70.2,5728,2192,137,167,82.0,126,161,78.3,41,90,45.6,2,0.7,0.9,11,25,10,6,30,14:00:00
ENG-Premier League,2122,Everton,2022-01-15 Norwich City-Everton,2022-01-15,Matchweek 22,Sat,Away,L,1,2,Norwich City,372,487,76.4,6318,2074,184,216,85.2,149,176,84.7,30,73,41.1,0,0.4,0.7,6,24,8,1,45,15:00:00
ENG-Premier League,2122,Everton,2022-01-22 Everton-Aston Villa,2022-01-22,Matchweek 23,Sat,Home,L,0,1,Aston Villa,269,403,66.7,5712,2409,88,118,74.6,112,146,76.7,51,96,53.1,0,1.4,1.0,11,25,6,5,32,12:30:00
ENG-Premier League,2122,Everton,2022-02-08 Newcastle Utd-Everton,2022-02-08,Matchweek 24,Tue,Away,L,1,3,Newcastle Utd,377,495,76.2,5222,1943,202,220,91.8,113,157,72.0,21,60,35.0,0,0.6,0.2,9,25,3,1,31,19:45:00
ENG-Premier League,2122,Everton,2022-02-12 Everton-Leeds United,2022-02-12,Matchweek 25,Sat,Home,W,3,0,Leeds United,286,384,74.5,4969,2554,135,165,81.8,90,117,76.9,36,67,53.7,2,1.4,0.9,17,18,11,0,36,15:00:00
ENG-Premier League,2122,Everton,2022-02-19 Southampton-Everton,2022-02-19,Matchweek 26,Sat,Away,L,0,2,Southampton,304,443,68.6,5349,2665,150,190,78.9,88,126,69.8,43,75,57.3,0,0.1,0.4,4,34,7,0,28,15:00:00
ENG-Premier League,2122,Everton,2022-02-26 Everton-Manchester City,2022-02-26,Matchweek 27,Sat,Home,L,0,1,Manchester City,263,357,73.7,4500,2002,129,147,87.8,98,115,85.2,25,65,38.5,0,0.4,0.4,5,12,5,0,22,17:30:00
ENG-Premier League,2122,Everton,2022-03-07 Tottenham-Everton,2022-03-07,Matchweek 28,Mon,Away,L,0,5,Tottenham,480,566,84.8,7421,2176,255,278,91.7,190,210,90.5,24,52,46.2,0,0.1,0.3,5,40,3,0,38,20:00:00
ENG-Premier League,2122,Everton,2022-03-13 Everton-Wolves,2022-03-13,Matchweek 29,Sun,Home,L,0,1,Wolves,295,401,73.6,5083,1950,142,166,85.5,126,150,84.0,21,56,37.5,0,0.3,0.4,5,14,5,1,16,14:00:00
ENG-Premier League,2122,Everton,2022-03-17 Everton-Newcastle Utd,2022-03-17,Matchweek 20,Thu,Home,W,1,0,Newcastle Utd,206,314,65.6,3917,1769,93,115,80.9,68,90,75.6,32,81,39.5,1,0.4,0.3,5,17,6,2,27,19:45:00
ENG-Premier League,2122,Everton,2022-04-03 West Ham-Everton,2022-04-03,Matchweek 31,Sun,Away,L,1,2,West Ham,359,453,79.2,6486,2405,171,192,89.1,144,172,83.7,41,76,53.9,1,0.5,1.0,11,33,9,2,36,14:00:00
ENG-Premier League,2122,Everton,2022-04-06 Burnley-Everton,2022-04-06,Matchweek 19,Wed,Away,L,2,3,Burnley,230,377,61.0,3791,1629,126,172,73.3,59,92,64.1,29,78,37.2,0,0.7,0.8,11,20,10,2,31,19:30:00
ENG-Premier League,2122,Everton,2022-04-09 Everton-Manchester Utd,2022-04-09,Matchweek 32,Sat,Home,W,1,0,Manchester Utd,230,349,65.9,3967,1829,110,136,80.9,88,115,76.5,23,67,34.3,0,0.3,0.2,5,20,2,1,20,12:30:00
ENG-Premier League,2122,Everton,2022-04-20 Everton-Leicester City,2022-04-20,Matchweek 18,Wed,Home,D,1,1,Leicester City,288,397,72.5,5615,2161,130,164,79.3,119,143,83.2,39,74,52.7,1,1.7,1.6,12,24,6,2,27,19:45:00
ENG-Premier League,2122,Everton,2022-04-24 Liverpool-Everton,2022-04-24,Matchweek 34,Sun,Away,L,0,2,Liverpool,104,193,53.9,2213,1269,54,74,73.0,31,49,63.3,19,55,34.5,0,0.2,0.2,5,17,2,0,13,16:30:00
ENG-Premier League,2122,Everton,2022-05-01 Everton-Chelsea,2022-05-01,Matchweek 35,Sun,Home,W,1,0,Chelsea,131,229,57.2,2553,1432,65,81,80.2,43,64,67.2,20,62,32.3,1,0.7,0.5,7,14,6,1,17,14:00:00
ENG-Premier League,2122,Everton,2022-05-08 Leicester City-Everton,2022-05-08,Matchweek 36,Sun,Away,W,2,1,Leicester City,256,355,72.1,4466,1624,132,150,88.0,76,102,74.5,32,73,43.8,1,0.7,0.9,7,19,4,0,18,14:00:00
ENG-Premier League,2122,Everton,2022-05-11 Watford-Everton,2022-05-11,Matchweek 30,Wed,Away,D,0,0,Watford,413,538,76.8,7337,2310,188,215,87.4,152,180,84.4,52,97,53.6,0,0.6,0.8,11,25,9,5,34,19:45:00
ENG-Premier League,2122,Everton,2022-05-15 Everton-Brentford,2022-05-15,Matchweek 37,Sun,Home,L,2,3,Brentford,156,246,63.4,3677,2044,74,95,77.9,41,57,71.9,39,79,49.4,1,1.2,0.4,7,24,8,3,13,16:30:00
ENG-Premier League,2122,Everton,2022-05-19 Everton-Crystal Palace,2022-05-19,Matchweek 33,Thu,Home,W,3,2,Crystal Palace,261,394,66.2,5080,2445,120,160,75.0,97,138,70.3,37,75,49.3,2,0.6,0.8,9,32,10,4,31,19:45:00
ENG-Premier League,2122,Everton,2022-05-22 Arsenal-Everton,2022-05-22,Matchweek 38,Sun,Away,L,1,5,Arsenal,163,254,64.2,3024,1435,73,98,74.5,63,78,80.8,21,61,34.4,1,1.1,0.7,6,11,5,1,10,16:00:00
ENG-Premier League,2122,Leeds United,2021-08-14 Manchester Utd-Leeds United,2021-08-14,Matchweek 1,Sat,Away,L,1,5,Manchester Utd,372,482,77.2,6789,2426,148,168,88.1,173,199,86.9,38,83,45.8,1,0.5,0.3,7,19,7,3,32,12:30:00
ENG-Premier League,2122,Leeds United,2021-08-21 Leeds United-Everton,2021-08-21,Matchweek 2,Sat,Home,D,2,2,Everton,547,658,83.1,8902,2906,282,318,88.7,222,249,89.2,33,67,49.3,2,1.1,0.4,13,34,5,1,54,15:00:00
ENG-Premier League,2122,Leeds United,2021-08-29 Burnley-Leeds United,2021-08-29,Matchweek 3,Sun,Away,D,1,1,Burnley,459,580,79.1,8877,3151,177,203,87.2,218,243,89.7,60,109,55.0,0,0.5,0.8,9,31,9,1,51,14:00:00
ENG-Premier League,2122,Leeds United,2021-09-12 Leeds United-Liverpool,2021-09-12,Matchweek 4,Sun,Home,L,0,3,Liverpool,355,449,79.1,6265,2393,159,183,86.9,159,175,90.9,31,66,47.0,0,1.0,0.9,7,20,7,2,29,16:30:00
