,league,season,team,game,date,round,day,venue,result,GF,GA,opponent,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,time,teams_home_name,teams_home_logo,teams_away_name,teams_away_logo
405,ENG-Premier League,1819,Leicester City,2019-02-10 Tottenham-Leicester City,2/10/2019,Matchweek 26,Sun,Away,L,1,3,Tottenham,1,0,0,4,9,5,22,15,8,1,0,0,56,22,15,59.5,13:30:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
406,ENG-Premier League,1819,Leicester City,2019-02-23 Leicester City-Crystal Palace,2/23/2019,Matchweek 27,Sat,Home,L,1,4,Crystal Palace,2,0,0,7,14,0,29,9,16,0,1,0,62,24,21,53.3,17:30:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
407,ENG-Premier League,1819,Leicester City,2019-02-26 Leicester City-Brighton,2/26/2019,Matchweek 28,Tue,Home,W,2,1,Brighton,1,0,0,6,3,2,12,8,10,0,0,0,48,27,18,60.0,19:45:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
408,ENG-Premier League,1819,Leicester City,2019-03-03 Watford-Leicester City,3/3/2019,Matchweek 29,Sun,Away,L,1,2,Watford,1,0,0,12,15,1,22,9,9,0,0,0,46,21,17,55.3,12:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Watford,https://media-4.api-sports.io/football/teams/38.png
409,ENG-Premier League,1819,Leicester City,2019-03-09 Leicester City-Fulham,3/9/2019,Matchweek 30,Sat,Home,W,3,1,Fulham,0,0,0,9,13,1,16,12,15,0,0,0,58,15,7,68.2,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
410,ENG-Premier League,1819,Leicester City,2019-03-16 Burnley-Leicester City,3/16/2019,Matchweek 31,Sat,Away,W,2,1,Burnley,1,1,0,10,9,1,16,5,7,0,0,0,50,18,27,40.0,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
411,ENG-Premier League,1819,Leicester City,2019-03-30 Leicester City-Bournemouth,3/30/2019,Matchweek 32,Sat,Home,W,2,0,Bournemouth,0,0,0,6,12,3,19,10,11,0,0,0,58,23,18,56.1,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
412,ENG-Premier League,1819,Leicester City,2019-04-06 Huddersfield-Leicester City,4/6/2019,Matchweek 33,Sat,Away,W,4,1,Huddersfield,0,0,0,11,13,3,16,12,8,1,1,0,50,16,15,51.6,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
413,ENG-Premier League,1819,Leicester City,2019-04-12 Leicester City-Newcastle Utd,4/12/2019,Matchweek 34,Fri,Home,L,0,1,Newcastle Utd,2,0,0,6,10,3,24,12,8,0,0,0,71,28,19,59.6,20:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
414,ENG-Premier League,1819,Leicester City,2019-04-20 West Ham-Leicester City,4/20/2019,Matchweek 35,Sat,Away,D,2,2,West Ham,0,0,0,9,7,2,20,8,12,0,0,0,48,15,9,62.5,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
415,ENG-Premier League,1819,Leicester City,2019-04-28 Leicester City-Arsenal,4/28/2019,Matchweek 36,Sun,Home,W,3,0,Arsenal,3,0,0,13,13,2,24,8,10,0,0,0,65,20,14,58.8,12:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
416,ENG-Premier League,1819,Leicester City,2019-05-06 Manchester City-Leicester City,5/6/2019,Matchweek 37,Mon,Away,L,0,1,Manchester City,2,0,0,5,11,0,7,12,7,0,0,0,46,20,11,64.5,20:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
417,ENG-Premier League,1819,Leicester City,2019-05-12 Leicester City-Chelsea,5/12/2019,Matchweek 38,Sun,Home,D,0,0,Chelsea,0,0,0,9,7,1,15,19,12,0,0,0,55,4,9,30.8,15:00:00,Leicester City,https://media-4.api-sports.io/football/teams/46.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
418,ENG-Premier League,1819,Liverpool,2018-08-12 Liverpool-West Ham,8/12/2018,Matchweek 1,Sun,Home,W,4,0,West Ham,1,0,0,14,7,5,21,9,14,0,0,0,58,5,10,33.3,13:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
419,ENG-Premier League,1819,Liverpool,2018-08-20 Crystal Palace-Liverpool,8/20/2018,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,1,0,0,13,5,2,23,10,14,1,0,0,53,13,19,40.6,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
420,ENG-Premier League,1819,Liverpool,2018-08-25 Liverpool-Brighton,8/25/2018,Matchweek 3,Sat,Home,W,1,0,Brighton,1,0,0,8,12,1,24,9,13,0,0,0,52,18,19,48.6,17:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
421,ENG-Premier League,1819,Liverpool,2018-09-01 Leicester City-Liverpool,9/1/2018,Matchweek 4,Sat,Away,W,2,1,Leicester City,2,0,0,12,9,2,8,10,13,0,0,0,53,17,17,50.0,12:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
422,ENG-Premier League,1819,Liverpool,2018-09-15 Tottenham-Liverpool,9/15/2018,Matchweek 5,Sat,Away,W,2,1,Tottenham,0,0,0,16,16,2,10,6,11,0,0,0,54,8,14,36.4,12:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
423,ENG-Premier League,1819,Liverpool,2018-09-22 Liverpool-Southampton,9/22/2018,Matchweek 6,Sat,Home,W,3,0,Southampton,0,0,0,7,10,4,13,7,12,0,0,0,62,7,16,30.4,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
424,ENG-Premier League,1819,Liverpool,2018-09-29 Chelsea-Liverpool,9/29/2018,Matchweek 7,Sat,Away,D,1,1,Chelsea,2,0,0,9,7,2,20,12,8,0,0,0,65,13,11,54.2,17:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
425,ENG-Premier League,1819,Liverpool,2018-10-07 Liverpool-Manchester City,10/7/2018,Matchweek 8,Sun,Home,D,0,0,Manchester City,1,0,0,10,10,2,18,9,11,0,1,0,54,6,17,26.1,16:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
426,ENG-Premier League,1819,Liverpool,2018-10-20 Huddersfield-Liverpool,10/20/2018,Matchweek 9,Sat,Away,W,1,0,Huddersfield,2,0,0,6,9,2,14,9,8,0,0,0,64,22,22,50.0,17:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
427,ENG-Premier League,1819,Liverpool,2018-10-27 Liverpool-Cardiff City,10/27/2018,Matchweek 10,Sat,Home,W,4,1,Cardiff City,0,0,0,6,4,0,24,6,7,0,0,0,47,17,14,54.8,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
428,ENG-Premier League,1819,Liverpool,2018-11-03 Arsenal-Liverpool,11/3/2018,Matchweek 11,Sat,Away,D,1,1,Arsenal,1,0,0,7,6,1,16,8,10,0,0,0,47,12,15,44.4,17:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
429,ENG-Premier League,1819,Liverpool,2018-11-11 Liverpool-Fulham,11/11/2018,Matchweek 12,Sun,Home,W,2,0,Fulham,1,0,0,11,7,2,20,8,11,0,0,0,54,10,9,52.6,12:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
430,ENG-Premier League,1819,Liverpool,2018-11-24 Watford-Liverpool,11/24/2018,Matchweek 13,Sat,Away,W,3,0,Watford,2,1,1,13,11,4,18,13,9,0,0,0,58,23,15,60.5,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Watford,https://media-4.api-sports.io/football/teams/38.png
431,ENG-Premier League,1819,Liverpool,2018-12-02 Liverpool-Everton,12/2/2018,Matchweek 14,Sun,Home,W,1,0,Everton,3,0,0,12,7,1,21,7,8,0,0,0,55,10,16,38.5,16:15:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Everton,https://media-4.api-sports.io/football/teams/45.png
432,ENG-Premier League,1819,Liverpool,2018-12-05 Burnley-Liverpool,12/5/2018,Matchweek 15,Wed,Away,W,3,1,Burnley,0,0,0,3,10,3,20,6,3,0,0,0,50,28,13,68.3,19:45:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
433,ENG-Premier League,1819,Liverpool,2018-12-08 Bournemouth-Liverpool,12/8/2018,Matchweek 16,Sat,Away,W,4,0,Bournemouth,1,0,0,11,8,2,13,7,6,0,0,0,50,15,14,51.7,12:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
434,ENG-Premier League,1819,Liverpool,2018-12-16 Liverpool-Manchester Utd,12/16/2018,Matchweek 17,Sun,Home,W,3,1,Manchester Utd,0,0,0,6,14,2,29,4,8,0,0,0,58,15,12,55.6,16:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
435,ENG-Premier League,1819,Liverpool,2018-12-21 Wolves-Liverpool,12/21/2018,Matchweek 18,Fri,Away,W,2,0,Wolves,0,0,0,3,7,2,15,5,11,0,0,0,50,11,6,64.7,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
436,ENG-Premier League,1819,Liverpool,2018-12-26 Liverpool-Newcastle Utd,12/26/2018,Matchweek 19,Wed,Home,W,4,0,Newcastle Utd,0,0,0,7,10,1,26,9,4,1,0,0,53,16,16,50.0,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
437,ENG-Premier League,1819,Liverpool,2018-12-29 Liverpool-Arsenal,12/29/2018,Matchweek 20,Sat,Home,W,5,1,Arsenal,1,0,0,8,12,2,8,8,13,2,0,0,57,7,7,50.0,17:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
438,ENG-Premier League,1819,Liverpool,2019-01-03 Manchester City-Liverpool,1/3/2019,Matchweek 21,Thu,Away,L,1,2,Manchester City,2,0,0,7,12,1,13,10,9,0,0,0,56,9,19,32.1,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Manchester City,https://media-4.api-sports.io/football/teams/50.png
439,ENG-Premier League,1819,Liverpool,2019-01-12 Brighton-Liverpool,1/12/2019,Matchweek 22,Sat,Away,W,1,0,Brighton,0,0,0,5,12,0,16,6,7,1,0,0,55,19,15,55.9,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
440,ENG-Premier League,1819,Liverpool,2019-01-19 Liverpool-Crystal Palace,1/19/2019,Matchweek 23,Sat,Home,W,4,3,Crystal Palace,2,1,1,6,8,1,22,3,12,0,0,0,58,17,15,53.1,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
441,ENG-Premier League,1819,Liverpool,2019-01-30 Liverpool-Leicester City,1/30/2019,Matchweek 24,Wed,Home,D,1,1,Leicester City,1,0,0,13,6,4,23,14,9,0,0,0,58,15,19,44.1,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
442,ENG-Premier League,1819,Liverpool,2019-02-04 West Ham-Liverpool,2/4/2019,Matchweek 25,Mon,Away,D,1,1,West Ham,1,0,0,11,8,3,18,3,7,0,0,0,58,17,19,47.2,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
443,ENG-Premier League,1819,Liverpool,2019-02-09 Liverpool-Bournemouth,2/9/2019,Matchweek 26,Sat,Home,W,3,0,Bournemouth,2,0,0,14,6,1,17,10,12,0,0,0,62,15,11,57.7,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
444,ENG-Premier League,1819,Liverpool,2019-02-24 Manchester Utd-Liverpool,2/24/2019,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,3,0,0,17,14,1,26,5,12,0,0,0,48,25,18,58.1,14:05:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
445,ENG-Premier League,1819,Liverpool,2019-02-27 Liverpool-Watford,2/27/2019,Matchweek 28,Wed,Home,W,5,0,Watford,0,0,0,5,7,1,21,10,12,0,0,0,49,10,8,55.6,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Watford,https://media-4.api-sports.io/football/teams/38.png
446,ENG-Premier League,1819,Liverpool,2019-03-03 Everton-Liverpool,3/3/2019,Matchweek 29,Sun,Away,D,0,0,Everton,2,0,0,10,12,4,21,13,13,0,0,0,59,33,29,53.2,16:15:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Everton,https://media-4.api-sports.io/football/teams/45.png
447,ENG-Premier League,1819,Liverpool,2019-03-10 Liverpool-Burnley,3/10/2019,Matchweek 30,Sun,Home,W,4,2,Burnley,2,0,0,4,7,2,15,7,14,0,0,0,58,20,26,43.5,12:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
448,ENG-Premier League,1819,Liverpool,2019-03-17 Fulham-Liverpool,3/17/2019,Matchweek 31,Sun,Away,W,2,1,Fulham,1,0,0,7,11,1,30,9,11,1,0,0,63,18,16,52.9,14:15:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
449,ENG-Premier League,1819,Liverpool,2019-03-31 Liverpool-Tottenham,3/31/2019,Matchweek 32,Sun,Home,W,2,1,Tottenham,0,0,0,5,7,2,23,8,11,0,0,0,55,13,10,56.5,16:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
450,ENG-Premier League,1819,Liverpool,2019-04-05 Southampton-Liverpool,4/5/2019,Matchweek 33,Fri,Away,W,3,1,Southampton,4,0,0,7,7,3,25,9,7,0,0,0,48,22,30,42.3,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
451,ENG-Premier League,1819,Liverpool,2019-04-14 Liverpool-Chelsea,4/14/2019,Matchweek 34,Sun,Home,W,2,0,Chelsea,0,0,0,5,9,2,24,13,11,0,0,0,61,13,7,65.0,16:30:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
452,ENG-Premier League,1819,Liverpool,2019-04-21 Cardiff City-Liverpool,4/21/2019,Matchweek 35,Sun,Away,W,2,0,Cardiff City,1,0,0,5,6,2,20,8,10,1,0,0,57,25,17,59.5,16:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
453,ENG-Premier League,1819,Liverpool,2019-04-26 Liverpool-Huddersfield,4/26/2019,Matchweek 36,Fri,Home,W,5,0,Huddersfield,0,0,0,5,13,2,14,11,12,0,0,0,53,11,9,55.0,20:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
454,ENG-Premier League,1819,Liverpool,2019-05-04 Newcastle Utd-Liverpool,5/4/2019,Matchweek 37,Sat,Away,W,3,2,Newcastle Utd,1,0,0,4,10,2,14,4,5,0,0,0,56,26,20,56.5,19:45:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
455,ENG-Premier League,1819,Liverpool,2019-05-12 Liverpool-Wolves,5/12/2019,Matchweek 38,Sun,Home,W,2,0,Wolves,0,0,0,3,11,3,18,9,9,0,0,0,63,12,17,41.4,15:00:00,Liverpool,https://media-4.api-sports.io/football/teams/40.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
456,ENG-Premier League,1819,Manchester City,2018-08-12 Arsenal-Manchester City,8/12/2018,Matchweek 1,Sun,Away,W,2,0,Arsenal,2,0,0,14,11,2,15,12,5,0,0,0,48,8,14,36.4,16:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
457,ENG-Premier League,1819,Manchester City,2018-08-19 Manchester City-Huddersfield,8/19/2018,Matchweek 2,Sun,Home,W,6,1,Huddersfield,0,0,0,9,4,1,24,5,3,0,0,0,49,17,18,48.6,13:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
458,ENG-Premier League,1819,Manchester City,2018-08-25 Wolves-Manchester City,8/25/2018,Matchweek 3,Sat,Away,D,1,1,Wolves,2,0,0,8,13,3,30,7,8,0,0,0,44,13,15,46.4,12:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
459,ENG-Premier League,1819,Manchester City,2018-09-01 Manchester City-Newcastle Utd,9/1/2018,Matchweek 4,Sat,Home,W,2,1,Newcastle Utd,0,0,0,5,13,2,21,6,6,0,0,0,42,12,15,44.4,17:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
460,ENG-Premier League,1819,Manchester City,2018-09-15 Manchester City-Fulham,9/15/2018,Matchweek 5,Sat,Home,W,3,0,Fulham,0,0,0,7,7,5,20,12,11,0,0,0,65,10,7,58.8,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
461,ENG-Premier League,1819,Manchester City,2018-09-22 Cardiff City-Manchester City,9/22/2018,Matchweek 6,Sat,Away,W,5,0,Cardiff City,1,0,0,4,5,1,23,11,10,0,0,0,43,9,10,47.4,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Cardiff City,https://media-4.api-sports.io/football/teams/43.png
462,ENG-Premier League,1819,Manchester City,2018-09-29 Manchester City-Brighton,9/29/2018,Matchweek 7,Sat,Home,W,2,0,Brighton,0,0,0,4,10,0,29,12,10,0,0,0,51,14,8,63.6,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Brighton,https://media-4.api-sports.io/football/teams/51.png
463,ENG-Premier League,1819,Manchester City,2018-10-07 Liverpool-Manchester City,10/7/2018,Matchweek 8,Sun,Away,D,0,0,Liverpool,3,0,0,10,10,5,12,13,11,1,0,0,50,17,6,73.9,16:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
464,ENG-Premier League,1819,Manchester City,2018-10-20 Manchester City-Burnley,10/20/2018,Matchweek 9,Sat,Home,W,5,0,Burnley,2,0,0,11,5,0,19,7,8,0,0,0,49,14,15,48.3,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Burnley,https://media-4.api-sports.io/football/teams/44.png
465,ENG-Premier League,1819,Manchester City,2018-10-29 Tottenham-Manchester City,10/29/2018,Matchweek 10,Mon,Away,W,1,0,Tottenham,2,0,0,13,11,4,12,14,6,0,0,0,55,11,12,47.8,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Tottenham,https://media-4.api-sports.io/football/teams/47.png
466,ENG-Premier League,1819,Manchester City,2018-11-04 Manchester City-Southampton,11/4/2018,Matchweek 11,Sun,Home,W,6,1,Southampton,1,0,0,14,9,1,12,11,7,0,1,0,55,16,11,59.3,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
467,ENG-Premier League,1819,Manchester City,2018-11-11 Manchester City-Manchester Utd,11/11/2018,Matchweek 12,Sun,Home,W,3,1,Manchester Utd,1,0,0,12,11,0,25,8,12,0,1,0,50,9,12,42.9,16:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Manchester Utd,https://media-4.api-sports.io/football/teams/33.png
468,ENG-Premier League,1819,Manchester City,2018-11-24 West Ham-Manchester City,11/24/2018,Matchweek 13,Sat,Away,W,4,0,West Ham,0,0,0,3,6,3,4,18,10,0,0,0,68,10,11,47.6,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
469,ENG-Premier League,1819,Manchester City,2018-12-01 Manchester City-Bournemouth,12/1/2018,Matchweek 14,Sat,Home,W,3,1,Bournemouth,0,0,0,9,3,2,17,11,12,0,0,0,39,13,26,33.3,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
470,ENG-Premier League,1819,Manchester City,2018-12-04 Watford-Manchester City,12/4/2018,Matchweek 15,Tue,Away,W,2,1,Watford,1,0,0,8,4,6,21,6,11,0,0,0,57,16,30,34.8,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Watford,https://media-4.api-sports.io/football/teams/38.png
471,ENG-Premier League,1819,Manchester City,2018-12-08 Chelsea-Manchester City,12/8/2018,Matchweek 16,Sat,Away,L,0,2,Chelsea,0,0,0,11,11,2,23,8,15,0,0,0,51,7,18,28.0,17:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
472,ENG-Premier League,1819,Manchester City,2018-12-15 Manchester City-Everton,12/15/2018,Matchweek 17,Sat,Home,W,3,1,Everton,1,0,0,7,9,3,18,5,11,0,0,0,61,15,9,62.5,12:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Everton,https://media-4.api-sports.io/football/teams/45.png
473,ENG-Premier League,1819,Manchester City,2018-12-22 Manchester City-Crystal Palace,12/22/2018,Matchweek 18,Sat,Home,L,2,3,Crystal Palace,0,0,0,7,6,2,45,6,7,0,1,0,56,20,17,54.1,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Crystal Palace,https://media-4.api-sports.io/football/teams/52.png
474,ENG-Premier League,1819,Manchester City,2018-12-26 Leicester City-Manchester City,12/26/2018,Matchweek 19,Wed,Away,L,1,2,Leicester City,2,1,0,8,5,3,35,5,9,0,0,0,61,15,26,36.6,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Leicester City,https://media-4.api-sports.io/football/teams/46.png
475,ENG-Premier League,1819,Manchester City,2018-12-30 Southampton-Manchester City,12/30/2018,Matchweek 20,Sun,Away,W,3,1,Southampton,3,0,0,10,11,2,18,7,9,0,0,0,50,16,16,50.0,14:15:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Southampton,https://media-4.api-sports.io/football/teams/41.png
476,ENG-Premier League,1819,Manchester City,2019-01-03 Manchester City-Liverpool,1/3/2019,Matchweek 21,Thu,Home,W,2,1,Liverpool,4,0,0,12,6,2,11,14,11,0,0,0,65,19,9,67.9,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Liverpool,https://media-4.api-sports.io/football/teams/40.png
477,ENG-Premier League,1819,Manchester City,2019-01-14 Manchester City-Wolves,1/14/2019,Matchweek 22,Mon,Home,W,3,0,Wolves,1,0,0,6,3,3,31,9,8,1,0,0,60,21,16,56.8,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Wolves,https://media-4.api-sports.io/football/teams/39.png
478,ENG-Premier League,1819,Manchester City,2019-01-20 Huddersfield-Manchester City,1/20/2019,Matchweek 23,Sun,Away,W,3,0,Huddersfield,2,0,0,9,10,2,11,11,10,0,0,0,57,15,14,51.7,13:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Huddersfield,https://media-4.api-sports.io/football/teams/37.png
479,ENG-Premier League,1819,Manchester City,2019-01-29 Newcastle Utd-Manchester City,1/29/2019,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,3,0,0,7,9,5,21,6,11,0,1,0,61,18,13,58.1,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Newcastle Utd,https://media-4.api-sports.io/football/teams/34.png
480,ENG-Premier League,1819,Manchester City,2019-02-03 Manchester City-Arsenal,2/3/2019,Matchweek 25,Sun,Home,W,3,1,Arsenal,1,0,0,11,7,5,18,10,7,0,0,0,53,19,5,79.2,16:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Arsenal,https://media-4.api-sports.io/football/teams/42.png
481,ENG-Premier League,1819,Manchester City,2019-02-06 Everton-Manchester City,2/6/2019,Matchweek 27,Wed,Away,W,2,0,Everton,1,0,0,6,12,5,10,9,9,0,0,0,52,28,15,65.1,19:45:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Everton,https://media-4.api-sports.io/football/teams/45.png
482,ENG-Premier League,1819,Manchester City,2019-02-10 Manchester City-Chelsea,2/10/2019,Matchweek 26,Sun,Home,W,6,0,Chelsea,1,0,0,9,12,2,6,10,6,1,0,0,44,10,3,76.9,16:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Chelsea,https://media-4.api-sports.io/football/teams/49.png
483,ENG-Premier League,1819,Manchester City,2019-02-27 Manchester City-West Ham,2/27/2019,Matchweek 28,Wed,Home,W,1,0,West Ham,0,0,0,2,6,7,30,8,10,1,0,0,53,13,17,43.3,20:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,West Ham,https://media-4.api-sports.io/football/teams/48.png
484,ENG-Premier League,1819,Manchester City,2019-03-02 Bournemouth-Manchester City,3/2/2019,Matchweek 29,Sat,Away,W,1,0,Bournemouth,2,0,0,7,6,2,28,6,4,0,0,0,50,13,9,59.1,15:00:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Bournemouth,https://media-4.api-sports.io/football/teams/35.png
485,ENG-Premier League,1819,Manchester City,2019-03-09 Manchester City-Watford,3/9/2019,Matchweek 30,Sat,Home,W,3,1,Watford,1,0,0,11,7,4,22,11,4,0,0,0,51,16,11,59.3,17:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Watford,https://media-4.api-sports.io/football/teams/38.png
486,ENG-Premier League,1819,Manchester City,2019-03-30 Fulham-Manchester City,3/30/2019,Matchweek 32,Sat,Away,W,2,0,Fulham,0,0,0,12,4,1,20,7,8,0,0,0,47,6,12,33.3,12:30:00,Manchester City,https://media-4.api-sports.io/football/teams/50.png,Fulham,https://media-4.api-sports.io/football/teams/36.png
