,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,1819,Fulham,2018-08-26 Fulham-Burnley,2018-08-26,Matchweek 3,Sun,Home,W,4,2,Burnley,511,610,83.8,8697,3445,235,253,92.9,198,223,88.8,53,95,55.8,3,1.2,1.4,22,34,12,4,45,16:00:00
ENG-Premier League,1819,Fulham,2018-09-01 Brighton-Fulham,2018-09-01,Matchweek 4,Sat,Away,D,2,2,Brighton,489,590,82.9,8204,2603,223,257,86.8,204,224,91.1,40,70,57.1,1,0.8,0.7,6,33,5,0,38,15:00:00
ENG-Premier League,1819,Fulham,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Away,L,0,3,Manchester City,339,432,78.5,6029,2200,172,193,89.1,127,144,88.2,36,77,46.8,0,0.3,0.3,7,22,6,0,32,15:00:00
ENG-Premier League,1819,Fulham,2018-09-22 Fulham-Watford,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Watford,426,580,73.4,7550,3036,206,248,83.1,160,197,81.2,51,98,52.0,1,1.6,1.3,13,28,6,1,55,12:30:00
ENG-Premier League,1819,Fulham,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Away,L,0,3,Everton,338,427,79.2,5686,2154,154,180,85.6,146,168,86.9,24,53,45.3,0,0.5,0.3,6,28,5,0,40,15:00:00
ENG-Premier League,1819,Fulham,2018-10-07 Fulham-Arsenal,2018-10-07,Matchweek 8,Sun,Home,L,1,5,Arsenal,404,513,78.8,7451,2831,174,190,91.6,183,216,84.7,38,72,52.8,1,1.3,0.7,16,33,10,3,54,12:00:00
ENG-Premier League,1819,Fulham,2018-10-20 Cardiff City-Fulham,2018-10-20,Matchweek 9,Sat,Away,L,2,4,Cardiff City,390,510,76.5,6938,2797,180,218,82.6,151,183,82.5,46,83,55.4,2,0.5,0.6,7,28,5,1,35,15:00:00
ENG-Premier League,1819,Fulham,2018-10-27 Fulham-Bournemouth,2018-10-27,Matchweek 10,Sat,Home,L,0,3,Bournemouth,474,584,81.2,8302,2542,213,231,92.2,221,253,87.4,34,79,43.0,0,0.5,0.4,10,34,2,1,41,15:00:00
ENG-Premier League,1819,Fulham,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Away,L,0,1,Huddersfield,394,553,71.2,6616,2815,202,239,84.5,136,176,77.3,41,85,48.2,0,0.4,0.3,7,22,1,0,26,20:00:00
ENG-Premier League,1819,Fulham,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Away,L,0,2,Liverpool,213,313,68.1,3787,1787,112,129,86.8,69,98,70.4,26,63,41.3,0,0.2,0.2,5,16,2,0,24,12:00:00
ENG-Premier League,1819,Fulham,2018-11-24 Fulham-Southampton,2018-11-24,Matchweek 13,Sat,Home,W,3,2,Southampton,284,407,69.8,5350,2214,119,144,82.6,121,155,78.1,35,81,43.2,3,1.3,0.7,10,29,8,3,37,15:00:00
ENG-Premier League,1819,Fulham,2018-12-02 Chelsea-Fulham,2018-12-02,Matchweek 14,Sun,Away,L,0,2,Chelsea,295,410,72.0,5601,2247,132,159,83.0,110,141,78.0,44,88,50.0,0,0.3,0.5,8,27,5,2,27,12:00:00
ENG-Premier League,1819,Fulham,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Leicester City,238,374,63.6,4543,2615,104,138,75.4,88,132,66.7,34,74,45.9,1,1.2,1.1,21,30,5,1,34,19:45:00
ENG-Premier League,1819,Fulham,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Away,L,1,4,Manchester Utd,299,410,72.9,4877,2067,165,188,87.8,93,121,76.9,29,71,40.8,0,0.3,0.3,7,24,5,0,40,15:00:00
ENG-Premier League,1819,Fulham,2018-12-15 Fulham-West Ham,2018-12-15,Matchweek 17,Sat,Home,L,0,2,West Ham,427,557,76.7,6973,2868,220,247,89.1,136,169,80.5,42,81,51.9,0,1.1,0.8,11,39,5,3,56,17:30:00
ENG-Premier League,1819,Fulham,2018-12-22 Newcastle Utd-Fulham,2018-12-22,Matchweek 18,Sat,Away,D,0,0,Newcastle Utd,378,496,76.2,6326,2354,190,220,86.4,144,173,83.2,33,72,45.8,0,0.2,0.3,3,24,4,0,29,15:00:00
ENG-Premier League,1819,Fulham,2018-12-26 Fulham-Wolves,2018-12-26,Matchweek 19,Wed,Home,D,1,1,Wolves,223,325,68.6,4396,2413,104,113,92.0,78,111,70.3,34,78,43.6,0,0.6,0.6,9,18,8,3,20,12:30:00
ENG-Premier League,1819,Fulham,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Home,W,1,0,Huddersfield,324,450,72.0,6093,2751,135,165,81.8,137,167,82.0,41,88,46.6,1,0.9,0.9,12,35,9,4,43,15:00:00
ENG-Premier League,1819,Fulham,2019-01-01 Arsenal-Fulham,2019-01-01,Matchweek 21,Tue,Away,L,1,4,Arsenal,289,400,72.3,5044,2278,139,161,86.3,108,137,78.8,33,69,47.8,1,1.3,1.2,7,19,5,1,33,15:00:00
ENG-Premier League,1819,Fulham,2019-01-12 Burnley-Fulham,2019-01-12,Matchweek 22,Sat,Away,L,1,2,Burnley,479,624,76.8,8689,3011,198,230,86.1,221,269,82.2,48,98,49.0,1,0.8,0.9,11,44,8,5,62,15:00:00
ENG-Premier League,1819,Fulham,2019-01-20 Fulham-Tottenham,2019-01-20,Matchweek 23,Sun,Home,L,1,2,Tottenham,189,289,65.4,4092,2240,77,95,81.1,70,91,76.9,38,80,47.5,0,0.8,0.6,9,11,5,2,21,16:00:00
ENG-Premier League,1819,Fulham,2019-01-29 Fulham-Brighton,2019-01-29,Matchweek 24,Tue,Home,W,4,2,Brighton,560,681,82.2,9373,3105,284,307,92.5,215,247,87.0,47,88,53.4,2,2.3,1.0,17,44,9,4,45,19:45:00
ENG-Premier League,1819,Fulham,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Away,L,0,2,Crystal Palace,543,649,83.7,9505,3187,242,269,90.0,230,261,88.1,55,82,67.1,0,0.6,0.6,7,44,4,2,50,15:00:00
ENG-Premier League,1819,Fulham,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Home,L,0,3,Manchester Utd,417,550,75.8,6918,2442,211,233,90.6,163,196,83.2,29,82,35.4,0,1.3,0.9,7,36,5,2,46,12:30:00
ENG-Premier League,1819,Fulham,2019-02-22 West Ham-Fulham,2019-02-22,Matchweek 27,Fri,Away,L,1,3,West Ham,399,496,80.4,6820,2825,202,224,90.2,148,174,85.1,40,75,53.3,0,0.2,0.4,5,26,6,2,43,19:45:00
ENG-Premier League,1819,Fulham,2019-02-27 Southampton-Fulham,2019-02-27,Matchweek 28,Wed,Away,L,0,2,Southampton,476,606,78.5,8252,2907,211,243,86.8,206,230,89.6,45,90,50.0,0,0.5,0.4,8,36,6,1,31,19:45:00
ENG-Premier League,1819,Fulham,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Home,L,1,2,Chelsea,332,421,78.9,6063,2264,144,160,90.0,137,162,84.6,39,72,54.2,1,0.5,0.8,6,19,7,2,30,14:05:00
ENG-Premier League,1819,Fulham,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Away,L,1,3,Leicester City,402,505,79.6,6963,2584,203,223,91.0,152,182,83.5,41,78,52.6,1,0.2,0.2,6,25,3,1,37,15:00:00
ENG-Premier League,1819,Fulham,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Home,L,1,2,Liverpool,290,395,73.4,5246,2287,146,161,90.7,104,131,79.4,32,79,40.5,0,0.2,0.2,5,18,5,1,16,14:15:00
ENG-Premier League,1819,Fulham,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Home,L,0,2,Manchester City,303,390,77.7,5230,1768,136,152,89.5,134,151,88.7,26,67,38.8,0,0.4,0.5,4,18,3,2,23,12:30:00
ENG-Premier League,1819,Fulham,2019-04-02 Watford-Fulham,2019-04-02,Matchweek 33,Tue,Away,L,1,4,Watford,487,576,84.5,8824,3291,216,237,91.1,211,240,87.9,54,81,66.7,1,1.4,1.4,15,33,10,4,46,19:45:00
ENG-Premier League,1819,Fulham,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Home,W,2,0,Everton,266,379,70.2,4964,2527,134,150,89.3,84,128,65.6,40,78,51.3,2,1.5,0.8,11,24,6,1,28,15:00:00
ENG-Premier League,1819,Fulham,2019-04-20 Bournemouth-Fulham,2019-04-20,Matchweek 35,Sat,Away,W,1,0,Bournemouth,407,502,81.1,7097,3004,197,211,93.4,148,180,82.2,46,80,57.5,0,1.6,0.9,13,24,5,2,41,15:00:00
ENG-Premier League,1819,Fulham,2019-04-27 Fulham-Cardiff City,2019-04-27,Matchweek 36,Sat,Home,W,1,0,Cardiff City,568,667,85.2,9780,3537,253,271,93.4,271,305,88.9,35,69,50.7,1,0.4,0.7,7,35,9,1,51,15:00:00
ENG-Premier League,1819,Fulham,2019-05-04 Wolves-Fulham,2019-05-04,Matchweek 37,Sat,Away,L,0,1,Wolves,536,628,85.4,9798,3286,222,240,92.5,262,294,89.1,44,77,57.1,0,0.4,0.3,4,23,1,0,30,15:00:00
ENG-Premier League,1819,Fulham,2019-05-12 Fulham-Newcastle Utd,2019-05-12,Matchweek 38,Sun,Home,L,0,4,Newcastle Utd,711,812,87.6,11963,3830,347,373,93.0,306,337,90.8,45,77,58.4,0,0.4,0.9,9,57,14,2,76,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-11 Huddersfield-Chelsea,2018-08-11,Matchweek 1,Sat,Home,L,0,3,Chelsea,307,422,72.7,6585,2358,106,125,84.8,124,158,78.5,67,115,58.3,0,0.3,0.4,5,32,5,4,36,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Away,L,1,6,Manchester City,156,249,62.7,3131,1572,71,90,78.9,53,73,72.6,27,65,41.5,1,0.6,0.4,3,14,2,1,19,13:30:00
ENG-Premier League,1819,Huddersfield,2018-08-25 Huddersfield-Cardiff City,2018-08-25,Matchweek 3,Sat,Home,D,0,0,Cardiff City,321,451,71.2,6107,2374,141,172,82.0,128,166,77.1,45,97,46.4,0,0.1,0.2,2,35,2,1,30,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Away,D,1,1,Everton,272,388,70.1,5367,2292,107,131,81.7,107,140,76.4,46,86,53.5,0,0.2,0.3,5,10,3,3,17,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Home,L,0,1,Crystal Palace,447,559,80.0,8685,2987,184,209,88.0,184,224,82.1,74,107,69.2,0,0.6,0.8,8,32,12,10,32,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Away,L,1,3,Leicester City,280,399,70.2,4971,1827,118,139,84.9,108,136,79.4,37,83,44.6,1,0.5,0.4,5,14,4,2,17,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-29 Huddersfield-Tottenham,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Tottenham,332,475,69.9,6242,2649,151,180,83.9,126,170,74.1,45,94,47.9,0,0.2,0.5,5,32,5,3,42,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-06 Burnley-Huddersfield,2018-10-06,Matchweek 8,Sat,Away,D,1,1,Burnley,504,655,76.9,9028,2920,236,276,85.5,194,236,82.2,62,109,56.9,1,0.9,0.5,17,35,7,5,40,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Liverpool,445,581,76.6,8013,3021,208,248,83.9,177,214,82.7,51,89,57.3,0,0.4,0.4,8,24,7,5,38,17:30:00
ENG-Premier League,1819,Huddersfield,2018-10-27 Watford-Huddersfield,2018-10-27,Matchweek 10,Sat,Away,L,0,3,Watford,425,543,78.3,7981,2676,196,226,86.7,162,195,83.1,58,96,60.4,0,0.5,0.5,12,28,10,4,38,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Home,W,1,0,Fulham,282,440,64.1,5211,2520,135,179,75.4,74,117,63.2,50,96,52.1,0,0.5,0.5,7,22,5,2,26,20:00:00
ENG-Premier League,1819,Huddersfield,2018-11-10 Huddersfield-West Ham,2018-11-10,Matchweek 12,Sat,Home,D,1,1,West Ham,274,396,69.2,4964,2418,139,163,85.3,86,120,71.7,39,81,48.1,1,0.9,0.7,10,28,6,2,29,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-25 Wolves-Huddersfield,2018-11-25,Matchweek 13,Sun,Away,W,2,0,Wolves,456,589,77.4,7844,2889,227,259,87.6,151,188,80.3,58,102,56.9,1,0.5,0.5,10,26,5,2,38,16:00:00
ENG-Premier League,1819,Huddersfield,2018-12-01 Huddersfield-Brighton,2018-12-01,Matchweek 14,Sat,Home,L,1,2,Brighton,198,305,64.9,3674,1510,90,108,83.3,76,109,69.7,25,73,34.2,0,0.2,0.1,3,20,0,0,23,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-04 Bournemouth-Huddersfield,2018-12-04,Matchweek 15,Tue,Away,L,1,2,Bournemouth,542,685,79.1,9713,3359,243,280,86.8,196,234,83.8,75,125,60.0,1,1.5,1.2,16,48,14,6,63,19:45:00
ENG-Premier League,1819,Huddersfield,2018-12-08 Arsenal-Huddersfield,2018-12-08,Matchweek 16,Sat,Away,L,0,1,Arsenal,238,352,67.6,4718,2428,119,152,78.3,66,97,68.0,48,84,57.1,0,0.2,0.3,5,25,5,3,23,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-15 Huddersfield-Newcastle Utd,2018-12-15,Matchweek 17,Sat,Home,L,0,1,Newcastle Utd,546,703,77.7,9935,3268,261,308,84.7,193,231,83.5,78,126,61.9,0,0.7,1.0,13,56,12,7,56,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-22 Huddersfield-Southampton,2018-12-22,Matchweek 18,Sat,Home,L,1,3,Southampton,425,585,72.6,8209,3223,168,216,77.8,184,222,82.9,61,111,55.0,1,0.5,0.6,11,31,7,1,36,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Away,L,1,3,Manchester Utd,272,381,71.4,4888,2162,129,152,84.9,85,116,73.3,42,78,53.8,1,1.0,0.7,8,23,6,3,34,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Fulham,445,579,76.9,8733,3209,165,199,82.9,212,243,87.2,58,108,53.7,0,0.3,0.4,6,23,7,3,30,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-02 Huddersfield-Burnley,2019-01-02,Matchweek 21,Wed,Home,L,1,2,Burnley,256,406,63.1,5022,2216,114,152,75.0,90,135,66.7,49,101,48.5,1,0.8,0.4,8,14,3,2,31,19:45:00
ENG-Premier League,1819,Huddersfield,2019-01-12 Cardiff City-Huddersfield,2019-01-12,Matchweek 22,Sat,Away,D,0,0,Cardiff City,331,482,68.7,5813,2619,147,193,76.2,111,150,74.0,47,89,52.8,0,0.4,0.5,12,26,9,3,32,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Home,L,0,3,Manchester City,269,385,69.9,4654,1973,129,159,81.1,96,130,73.8,32,72,44.4,0,0.2,0.3,4,25,3,2,28,13:30:00
ENG-Premier League,1819,Huddersfield,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Home,L,0,1,Everton,467,601,77.7,8408,3213,223,254,87.8,186,219,84.9,49,100,49.0,0,0.6,0.8,9,45,6,5,46,19:45:00
ENG-Premier League,1819,Huddersfield,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Away,L,0,5,Chelsea,339,427,79.4,6761,2678,129,144,89.6,149,172,86.6,52,83,62.7,0,0.3,0.2,5,17,2,1,25,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-09 Huddersfield-Arsenal,2019-02-09,Matchweek 26,Sat,Home,L,1,2,Arsenal,414,543,76.2,6931,2747,215,253,85.0,151,183,82.5,42,79,53.2,0,0.8,0.4,10,45,6,0,66,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-23 Newcastle Utd-Huddersfield,2019-02-23,Matchweek 27,Sat,Away,L,0,2,Newcastle Utd,414,525,78.9,7308,2851,199,225,88.4,148,178,83.1,55,89,61.8,0,0.2,0.2,3,27,4,2,29,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-26 Huddersfield-Wolves,2019-02-26,Matchweek 28,Tue,Home,W,1,0,Wolves,377,501,75.2,6747,2678,171,208,82.2,143,175,81.7,53,87,60.9,0,0.7,0.6,10,30,5,1,35,19:45:00
ENG-Premier League,1819,Huddersfield,2019-03-02 Brighton-Huddersfield,2019-03-02,Matchweek 29,Sat,Away,L,0,1,Brighton,332,445,74.6,6249,2479,141,171,82.5,134,172,77.9,47,83,56.6,0,0.2,0.1,4,26,3,1,26,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-09 Huddersfield-Bournemouth,2019-03-09,Matchweek 30,Sat,Home,L,0,2,Bournemouth,402,533,75.4,6883,2740,193,221,87.3,145,187,77.5,49,85,57.6,0,0.2,0.6,5,37,8,1,53,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-16 West Ham-Huddersfield,2019-03-16,Matchweek 31,Sat,Away,L,3,4,West Ham,255,365,69.9,4293,1876,128,157,81.5,96,117,82.1,26,69,37.7,2,0.7,0.2,9,17,2,0,24,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Away,L,0,2,Crystal Palace,366,497,73.6,6446,2562,189,221,85.5,126,157,80.3,43,92,46.7,0,0.5,0.5,10,31,6,2,37,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Home,L,1,4,Leicester City,309,417,74.1,5456,2010,150,169,88.8,105,133,78.9,44,86,51.2,0,0.8,0.7,6,30,3,2,23,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-13 Tottenham-Huddersfield,2019-04-13,Matchweek 34,Sat,Away,L,0,4,Tottenham,244,344,70.9,4111,1648,129,147,87.8,67,88,76.1,34,76,44.7,0,0.7,0.6,5,15,7,1,27,12:30:00
ENG-Premier League,1819,Huddersfield,2019-04-20 Huddersfield-Watford,2019-04-20,Matchweek 35,Sat,Home,L,1,2,Watford,331,418,79.2,5551,2215,178,197,90.4,96,122,78.7,42,65,64.6,1,0.8,0.4,8,28,5,2,35,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Away,L,0,5,Liverpool,230,341,67.4,3854,1863,113,143,79.0,80,100,80.0,24,64,37.5,0,0.2,0.1,4,13,3,0,12,20:00:00
ENG-Premier League,1819,Huddersfield,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Home,D,1,1,Manchester Utd,257,373,68.9,4249,2100,138,168,82.1,83,114,72.8,24,64,37.5,1,1.0,0.3,6,20,6,0,25,14:00:00
ENG-Premier League,1819,Huddersfield,2019-05-12 Southampton-Huddersfield,2019-05-12,Matchweek 38,Sun,Away,D,1,1,Southampton,285,437,65.2,4611,1770,165,206,80.1,73,108,67.6,34,89,38.2,0,0.3,0.2,6,19,3,1,27,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,475,598,79.4,7658,2469,249,278,89.6,156,193,80.8,43,76,56.6,0,0.8,1.0,9,41,8,1,55,20:00:00
ENG-Premier League,1819,Leicester City,2018-08-18 Leicester City-Wolves,2018-08-18,Matchweek 2,Sat,Home,W,2,0,Wolves,333,418,79.7,5818,2425,153,171,89.5,125,154,81.2,39,68,57.4,1,0.2,0.2,4,27,5,1,31,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-25 Southampton-Leicester City,2018-08-25,Matchweek 3,Sat,Away,W,2,1,Southampton,367,458,80.1,6215,2227,188,206,91.3,117,146,80.1,46,80,57.5,1,0.5,0.3,5,31,5,0,41,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Home,L,1,2,Liverpool,426,542,78.6,6894,2426,221,247,89.5,144,180,80.0,39,77,50.6,1,0.9,1.3,9,34,4,3,39,12:30:00
ENG-Premier League,1819,Leicester City,2018-09-15 Bournemouth-Leicester City,2018-09-15,Matchweek 5,Sat,Away,L,2,4,Bournemouth,332,455,73.0,5974,2492,152,179,84.9,126,161,78.3,39,80,48.8,1,1.2,1.0,8,32,11,3,48,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Home,W,3,1,Huddersfield,527,624,84.5,9223,2978,241,269,89.6,214,242,88.4,57,85,67.1,2,1.5,1.1,15,52,7,3,55,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-29 Newcastle Utd-Leicester City,2018-09-29,Matchweek 7,Sat,Away,W,2,0,Newcastle Utd,458,595,77.0,8245,3027,217,252,86.1,164,209,78.5,59,101,58.4,1,0.6,0.8,7,22,4,1,37,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Home,L,1,2,Everton,376,513,73.3,6810,2385,161,193,83.4,147,186,79.0,51,91,56.0,1,0.9,0.8,7,30,3,2,32,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-22 Arsenal-Leicester City,2018-10-22,Matchweek 9,Mon,Away,L,1,3,Arsenal,250,344,72.7,4539,1959,128,148,86.5,74,100,74.0,38,72,52.8,0,0.4,0.3,6,17,1,0,24,20:00:00
ENG-Premier League,1819,Leicester City,2018-10-27 Leicester City-West Ham,2018-10-27,Matchweek 10,Sat,Home,D,1,1,West Ham,493,635,77.6,8863,3032,230,262,87.8,192,237,81.0,59,90,65.6,1,1.4,1.4,15,62,10,5,73,17:30:00
ENG-Premier League,1819,Leicester City,2018-11-03 Cardiff City-Leicester City,2018-11-03,Matchweek 11,Sat,Away,W,1,0,Cardiff City,331,456,72.6,5498,2258,175,213,82.2,107,141,75.9,33,71,46.5,1,1.2,0.7,8,22,8,3,38,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-10 Leicester City-Burnley,2018-11-10,Matchweek 12,Sat,Home,D,0,0,Burnley,423,562,75.3,7072,2734,198,233,85.0,150,185,81.1,47,95,49.5,0,1.5,0.8,16,26,14,6,48,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-24 Brighton-Leicester City,2018-11-24,Matchweek 13,Sat,Away,D,1,1,Brighton,307,417,73.6,5744,2397,144,170,84.7,115,150,76.7,42,72,58.3,0,0.4,0.5,5,19,6,1,39,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-01 Leicester City-Watford,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Watford,231,339,68.1,3994,1855,101,126,80.2,75,101,74.3,32,75,42.7,1,0.4,0.2,4,16,4,1,23,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Away,D,1,1,Fulham,287,443,64.8,5798,2384,118,152,77.6,103,146,70.5,52,104,50.0,1,1.1,0.8,11,20,6,2,27,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-08 Leicester City-Tottenham,2018-12-08,Matchweek 16,Sat,Home,L,0,2,Tottenham,355,466,76.2,6791,2750,159,191,83.2,129,163,79.1,54,84,64.3,0,0.3,0.7,7,26,5,0,26,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Away,L,0,1,Crystal Palace,417,553,75.4,8138,3070,173,209,82.8,158,190,83.2,72,111,64.9,0,0.7,0.8,7,37,8,2,54,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-22 Chelsea-Leicester City,2018-12-22,Matchweek 18,Sat,Away,W,1,0,Chelsea,198,302,65.6,4450,2236,81,98,82.7,66,96,68.8,47,87,54.0,1,0.4,0.7,6,23,7,2,27,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Home,W,2,1,Manchester City,249,353,70.5,4524,2076,116,137,84.7,87,118,73.7,34,76,44.7,1,1.1,0.9,8,18,6,1,25,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-29 Leicester City-Cardiff City,2018-12-29,Matchweek 20,Sat,Home,L,0,1,Cardiff City,369,505,73.1,6302,2437,177,214,82.7,140,183,76.5,38,76,50.0,0,0.8,0.5,11,27,7,0,35,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Away,W,1,0,Everton,261,412,63.3,4389,2104,153,195,78.5,68,104,65.4,32,84,38.1,1,0.6,0.4,7,19,3,1,25,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-12 Leicester City-Southampton,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Southampton,486,645,75.3,8826,2679,210,254,82.7,196,243,80.7,63,105,60.0,1,1.3,1.4,19,58,13,2,80,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-19 Wolves-Leicester City,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Wolves,360,505,71.3,6316,2369,180,211,85.3,122,172,70.9,47,93,50.5,2,1.4,1.1,11,30,7,0,39,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Liverpool,210,335,62.7,3586,1539,106,132,80.3,69,103,67.0,23,66,34.8,1,0.6,0.6,3,13,6,2,25,20:00:00
ENG-Premier League,1819,Leicester City,2019-02-03 Leicester City-Manchester Utd,2019-02-03,Matchweek 25,Sun,Home,L,0,1,Manchester Utd,358,465,77.0,5700,2180,200,225,88.9,100,128,78.1,39,68,57.4,0,0.9,1.1,10,26,8,2,41,14:05:00
ENG-Premier League,1819,Leicester City,2019-02-10 Tottenham-Leicester City,2019-02-10,Matchweek 26,Sun,Away,L,1,3,Tottenham,381,485,78.6,6805,2319,190,212,89.6,120,146,82.2,55,89,61.8,1,2.6,1.7,19,26,9,1,36,13:30:00
ENG-Premier League,1819,Leicester City,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Home,L,1,4,Crystal Palace,484,588,82.3,8382,2722,232,265,87.5,186,209,89.0,46,73,63.0,1,0.9,0.7,21,61,9,2,63,17:30:00
ENG-Premier League,1819,Leicester City,2019-02-26 Leicester City-Brighton,2019-02-26,Matchweek 28,Tue,Home,W,2,1,Brighton,389,481,80.9,6763,2394,192,217,88.5,138,164,84.1,48,74,64.9,2,1.6,1.0,15,26,8,1,39,19:45:00
