,,,,date,round,day,venue,result,GF,GA,opponent,Poss,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,time
ENG-Premier League,1819,Tottenham,2019-04-20 Manchester City-Tottenham,2019-04-20,Matchweek 35,Sat,Away,L,0,1,Manchester City,39,525,96,242,207,79,13,525,17,10,58.8,7,41.2,287,1281,569,6,8,5,15,8,307,14,12:30:00
ENG-Premier League,1819,Tottenham,2019-04-23 Tottenham-Brighton,2019-04-23,Matchweek 33,Tue,Home,W,1,0,Brighton,77,869,31,108,353,411,36,869,17,8,47.1,9,52.9,584,2903,1776,35,40,9,15,9,636,86,19:45:00
ENG-Premier League,1819,Tottenham,2019-04-27 Tottenham-West Ham,2019-04-27,Matchweek 36,Sat,Home,L,0,1,West Ham,62,799,68,226,390,193,26,799,31,20,64.5,11,35.5,498,2719,1502,25,22,10,19,10,537,51,12:30:00
ENG-Premier League,1819,Tottenham,2019-05-04 Bournemouth-Tottenham,2019-05-04,Matchweek 37,Sat,Away,L,0,1,Bournemouth,47,558,67,171,262,128,16,558,18,11,61.1,7,38.9,327,1503,743,12,10,3,17,8,338,32,12:30:00
ENG-Premier League,1819,Tottenham,2019-05-12 Tottenham-Everton,2019-05-12,Matchweek 38,Sun,Home,D,2,2,Everton,55,702,67,230,330,145,17,702,13,7,53.8,6,46.2,453,2297,1206,20,16,4,15,10,471,34,15:00:00
ENG-Premier League,1819,Watford,2018-08-11 Watford-Brighton,2018-08-11,Matchweek 1,Sat,Home,W,2,0,Brighton,53,566,40,151,266,155,26,566,12,6,50.0,6,50.0,313,1423,727,9,9,4,10,10,346,43,15:00:00
ENG-Premier League,1819,Watford,2018-08-19 Burnley-Watford,2018-08-19,Matchweek 2,Sun,Away,W,3,1,Burnley,42,501,64,160,218,129,17,501,11,4,36.4,7,63.6,240,1084,542,13,13,3,14,8,252,26,13:30:00
ENG-Premier League,1819,Watford,2018-08-26 Watford-Crystal Palace,2018-08-26,Matchweek 3,Sun,Home,W,2,1,Crystal Palace,43,491,44,150,206,135,22,491,17,8,47.1,9,52.9,223,1212,654,20,12,6,21,10,243,39,13:30:00
ENG-Premier League,1819,Watford,2018-09-02 Watford-Tottenham,2018-09-02,Matchweek 4,Sun,Home,W,2,1,Tottenham,34,473,79,203,172,103,20,473,16,8,50.0,8,50.0,205,1150,492,11,5,4,25,15,197,30,16:00:00
ENG-Premier League,1819,Watford,2018-09-15 Watford-Manchester Utd,2018-09-15,Matchweek 5,Sat,Home,L,1,2,Manchester Utd,43,547,46,149,248,160,21,547,12,7,58.3,5,41.7,282,1593,925,23,15,6,10,6,307,41,17:30:00
ENG-Premier League,1819,Watford,2018-09-22 Fulham-Watford,2018-09-22,Matchweek 6,Sat,Away,D,1,1,Fulham,40,504,67,147,221,141,21,504,9,4,44.4,5,55.6,219,1013,542,13,6,8,17,9,229,33,12:30:00
ENG-Premier League,1819,Watford,2018-09-29 Arsenal-Watford,2018-09-29,Matchweek 7,Sat,Away,L,0,2,Arsenal,37,463,52,147,203,121,26,463,12,8,66.7,4,33.3,218,1142,664,13,11,3,15,6,223,30,15:00:00
ENG-Premier League,1819,Watford,2018-10-06 Watford-Bournemouth,2018-10-06,Matchweek 8,Sat,Home,L,0,4,Bournemouth,48,520,41,129,248,148,23,520,9,3,33.3,6,66.7,280,1209,498,9,5,4,8,3,304,32,15:00:00
ENG-Premier League,1819,Watford,2018-10-20 Wolves-Watford,2018-10-20,Matchweek 9,Sat,Away,W,2,0,Wolves,55,695,57,172,376,155,17,695,17,9,52.9,8,47.1,430,1700,700,13,17,5,19,14,482,37,15:00:00
ENG-Premier League,1819,Watford,2018-10-27 Watford-Huddersfield,2018-10-27,Matchweek 10,Sat,Home,W,3,0,Huddersfield,48,639,44,189,289,165,19,639,23,10,43.5,13,56.5,369,1598,752,18,13,10,18,13,391,30,15:00:00
ENG-Premier League,1819,Watford,2018-11-03 Newcastle Utd-Watford,2018-11-03,Matchweek 11,Sat,Away,L,0,1,Newcastle Utd,58,634,54,172,310,157,34,634,11,3,27.3,8,72.7,382,1607,723,11,10,3,17,12,387,52,15:00:00
ENG-Premier League,1819,Watford,2018-11-10 Southampton-Watford,2018-11-10,Matchweek 12,Sat,Away,D,1,1,Southampton,58,559,61,166,230,167,26,559,7,5,71.4,2,28.6,290,1248,685,10,11,2,12,15,332,32,15:00:00
ENG-Premier League,1819,Watford,2018-11-24 Watford-Liverpool,2018-11-24,Matchweek 13,Sat,Home,L,0,3,Liverpool,37,496,52,165,226,107,9,496,11,7,63.6,4,36.4,236,1002,527,10,8,1,15,9,266,22,15:00:00
ENG-Premier League,1819,Watford,2018-12-01 Leicester City-Watford,2018-12-01,Matchweek 14,Sat,Away,L,0,2,Leicester City,62,665,36,152,332,187,31,665,11,6,54.5,5,45.5,415,2075,1116,21,18,6,23,22,443,49,15:00:00
ENG-Premier League,1819,Watford,2018-12-04 Watford-Manchester City,2018-12-04,Matchweek 15,Tue,Home,L,1,2,Manchester City,30,463,70,178,183,103,25,463,14,7,50.0,7,50.0,198,888,397,10,6,6,12,9,216,16,20:00:00
ENG-Premier League,1819,Watford,2018-12-10 Everton-Watford,2018-12-10,Matchweek 16,Mon,Away,D,2,2,Everton,44,496,52,155,204,141,24,496,22,12,54.5,10,45.5,238,1093,505,9,6,5,14,12,235,32,20:00:00
ENG-Premier League,1819,Watford,2018-12-15 Watford-Cardiff City,2018-12-15,Matchweek 17,Sat,Home,W,3,2,Cardiff City,71,809,42,149,457,204,26,809,23,15,65.2,8,34.8,495,2552,1352,29,14,9,16,9,568,54,15:00:00
ENG-Premier League,1819,Watford,2018-12-22 West Ham-Watford,2018-12-22,Matchweek 18,Sat,Away,W,2,0,West Ham,48,572,73,178,231,167,24,571,17,13,76.5,4,23.5,275,1403,692,24,14,6,19,15,296,38,15:00:00
ENG-Premier League,1819,Watford,2018-12-26 Watford-Chelsea,2018-12-26,Matchweek 19,Wed,Home,L,1,2,Chelsea,35,523,63,159,224,143,23,523,14,10,71.4,4,28.6,303,1530,691,18,14,6,20,8,317,27,19:30:00
ENG-Premier League,1819,Watford,2018-12-29 Watford-Newcastle Utd,2018-12-29,Matchweek 20,Sat,Home,D,1,1,Newcastle Utd,63,741,52,195,371,187,21,741,25,15,60.0,10,40.0,494,2336,1325,23,21,3,14,12,511,50,15:00:00
ENG-Premier League,1819,Watford,2019-01-02 Bournemouth-Watford,2019-01-02,Matchweek 21,Wed,Away,D,3,3,Bournemouth,43,523,58,169,244,114,16,523,7,2,28.6,5,71.4,280,1465,713,12,11,3,7,10,283,29,19:45:00
ENG-Premier League,1819,Watford,2019-01-12 Crystal Palace-Watford,2019-01-12,Matchweek 22,Sat,Away,W,2,1,Crystal Palace,45,524,70,155,232,145,16,524,25,13,52.0,12,48.0,276,1440,710,11,11,1,21,21,282,30,15:00:00
ENG-Premier League,1819,Watford,2019-01-19 Watford-Burnley,2019-01-19,Matchweek 23,Sat,Home,D,0,0,Burnley,54,576,62,197,284,103,14,576,6,3,50.0,3,50.0,315,1605,766,15,9,3,22,9,330,34,15:00:00
ENG-Premier League,1819,Watford,2019-01-30 Tottenham-Watford,2019-01-30,Matchweek 24,Wed,Away,L,1,2,Tottenham,32,447,99,203,149,100,16,447,10,4,40.0,6,60.0,211,1213,596,10,8,3,11,10,187,17,20:00:00
ENG-Premier League,1819,Watford,2019-02-02 Brighton-Watford,2019-02-02,Matchweek 25,Sat,Away,D,0,0,Brighton,45,563,76,206,265,96,11,563,10,4,40.0,6,60.0,265,1127,539,7,7,1,15,15,289,27,15:00:00
ENG-Premier League,1819,Watford,2019-02-09 Watford-Everton,2019-02-09,Matchweek 26,Sat,Home,W,1,0,Everton,44,488,56,157,194,140,24,488,11,2,18.2,9,81.8,241,898,363,11,5,7,13,13,233,26,15:00:00
ENG-Premier League,1819,Watford,2019-02-22 Cardiff City-Watford,2019-02-22,Matchweek 27,Fri,Away,W,5,1,Cardiff City,63,742,66,197,428,123,20,742,16,8,50.0,8,50.0,438,1987,1056,19,17,5,23,15,490,44,19:45:00
ENG-Premier League,1819,Watford,2019-02-27 Liverpool-Watford,2019-02-27,Matchweek 28,Wed,Away,L,0,5,Liverpool,38,567,76,208,269,93,11,567,17,10,58.8,7,41.2,292,1371,654,9,6,3,13,9,312,24,20:00:00
ENG-Premier League,1819,Watford,2019-03-03 Watford-Leicester City,2019-03-03,Matchweek 29,Sun,Home,W,2,1,Leicester City,39,531,58,185,254,98,18,531,11,5,45.5,6,54.5,279,1437,747,19,15,7,12,7,298,23,12:00:00
ENG-Premier League,1819,Watford,2019-03-09 Manchester City-Watford,2019-03-09,Matchweek 30,Sat,Away,L,1,3,Manchester City,29,415,86,201,182,35,4,415,12,9,75.0,3,25.0,217,898,440,5,6,1,12,4,221,16,17:30:00
ENG-Premier League,1819,Watford,2019-03-30 Manchester Utd-Watford,2019-03-30,Matchweek 32,Sat,Away,L,1,2,Manchester Utd,48,560,46,130,223,212,43,560,20,9,45.0,11,55.0,315,1649,910,30,19,11,15,5,335,42,15:00:00
ENG-Premier League,1819,Watford,2019-04-02 Watford-Fulham,2019-04-02,Matchweek 33,Tue,Home,W,4,1,Fulham,47,623,59,170,274,183,23,623,22,11,50.0,11,50.0,381,1941,999,25,21,10,17,7,393,39,19:45:00
ENG-Premier League,1819,Watford,2019-04-15 Watford-Arsenal,2019-04-15,Matchweek 34,Mon,Home,L,0,1,Arsenal,35,480,69,165,195,124,23,480,11,7,63.6,4,36.4,248,1177,697,12,10,2,12,8,250,22,20:00:00
ENG-Premier League,1819,Watford,2019-04-20 Huddersfield-Watford,2019-04-20,Matchweek 35,Sat,Away,W,2,1,Huddersfield,54,597,53,194,305,101,28,597,9,5,55.6,4,44.4,388,1944,921,21,10,7,16,11,394,26,15:00:00
ENG-Premier League,1819,Watford,2019-04-23 Watford-Southampton,2019-04-23,Matchweek 31,Tue,Home,D,1,1,Southampton,62,758,56,222,349,194,33,758,21,12,57.1,9,42.9,502,2363,1164,21,14,8,21,12,500,47,19:45:00
ENG-Premier League,1819,Watford,2019-04-27 Watford-Wolves,2019-04-27,Matchweek 36,Sat,Home,L,1,2,Wolves,56,672,61,193,335,148,21,672,17,12,70.6,5,29.4,410,1751,953,13,13,6,11,17,432,37,15:00:00
ENG-Premier League,1819,Watford,2019-05-05 Chelsea-Watford,2019-05-05,Matchweek 37,Sun,Away,L,0,3,Chelsea,42,534,65,172,208,162,32,534,17,11,64.7,6,35.3,289,1427,710,20,11,7,13,16,308,35,14:00:00
ENG-Premier League,1819,Watford,2019-05-12 Watford-West Ham,2019-05-12,Matchweek 38,Sun,Home,L,1,4,West Ham,49,551,47,114,282,157,37,551,8,5,62.5,3,37.5,295,1630,919,21,13,6,13,12,358,42,15:00:00
ENG-Premier League,1819,West Ham,2018-08-12 Liverpool-West Ham,2018-08-12,Matchweek 1,Sun,Away,L,0,4,Liverpool,36,509,70,194,257,61,10,509,15,7,46.7,8,53.3,242,1477,772,18,8,2,9,11,317,14,13:30:00
ENG-Premier League,1819,West Ham,2018-08-18 West Ham-Bournemouth,2018-08-18,Matchweek 2,Sat,Home,L,1,2,Bournemouth,61,637,53,160,306,175,19,636,16,11,68.8,5,31.3,343,2224,1131,23,16,7,8,6,427,49,15:00:00
ENG-Premier League,1819,West Ham,2018-08-25 Arsenal-West Ham,2018-08-25,Matchweek 3,Sat,Away,L,1,3,Arsenal,39,499,71,162,213,133,26,499,24,17,70.8,7,29.2,230,1577,924,21,13,6,11,8,280,28,15:00:00
ENG-Premier League,1819,West Ham,2018-09-01 West Ham-Wolves,2018-09-01,Matchweek 4,Sat,Home,L,0,1,Wolves,48,601,50,157,318,135,23,601,16,9,56.3,7,43.8,311,1912,1116,25,19,4,11,18,389,53,15:00:00
ENG-Premier League,1819,West Ham,2018-09-16 Everton-West Ham,2018-09-16,Matchweek 5,Sun,Away,W,3,1,Everton,44,543,64,171,253,124,19,543,20,10,50.0,10,50.0,257,1498,716,19,13,6,15,12,299,26,16:00:00
ENG-Premier League,1819,West Ham,2018-09-23 West Ham-Chelsea,2018-09-23,Matchweek 6,Sun,Home,D,0,0,Chelsea,29,471,81,213,187,77,8,471,10,7,70.0,3,30.0,276,1517,825,15,10,2,20,5,235,21,13:30:00
ENG-Premier League,1819,West Ham,2018-09-29 West Ham-Manchester Utd,2018-09-29,Matchweek 7,Sat,Home,W,3,1,Manchester Utd,48,601,67,177,287,144,20,601,7,4,57.1,3,42.9,306,1887,882,15,14,2,12,6,389,44,12:30:00
ENG-Premier League,1819,West Ham,2018-10-05 Brighton-West Ham,2018-10-05,Matchweek 8,Fri,Away,L,0,1,Brighton,64,657,43,169,302,189,36,657,8,5,62.5,3,37.5,345,2138,1189,21,13,8,16,14,457,47,20:00:00
ENG-Premier League,1819,West Ham,2018-10-20 West Ham-Tottenham,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Tottenham,44,554,45,113,288,158,28,554,12,7,58.3,5,41.7,287,1422,649,10,11,3,15,8,335,37,15:00:00
ENG-Premier League,1819,West Ham,2018-10-27 Leicester City-West Ham,2018-10-27,Matchweek 10,Sat,Away,D,1,1,Leicester City,36,501,109,197,231,78,13,501,17,10,58.8,7,41.2,223,1304,729,14,11,0,15,9,241,25,17:30:00
ENG-Premier League,1819,West Ham,2018-11-03 West Ham-Burnley,2018-11-03,Matchweek 11,Sat,Home,W,4,2,Burnley,63,701,37,155,318,232,34,701,27,13,48.1,14,51.9,383,2104,1042,20,17,8,17,5,455,63,15:00:00
ENG-Premier League,1819,West Ham,2018-11-10 Huddersfield-West Ham,2018-11-10,Matchweek 12,Sat,Away,D,1,1,Huddersfield,56,623,72,209,300,120,21,623,15,11,73.3,4,26.7,319,1634,821,17,8,6,22,14,380,48,15:00:00
ENG-Premier League,1819,West Ham,2018-11-24 West Ham-Manchester City,2018-11-24,Matchweek 13,Sat,Home,L,0,4,Manchester City,31,489,50,148,228,121,15,489,16,7,43.8,9,56.3,223,1274,682,19,13,3,14,4,285,40,15:00:00
ENG-Premier League,1819,West Ham,2018-12-01 Newcastle Utd-West Ham,2018-12-01,Matchweek 14,Sat,Away,W,3,0,Newcastle Utd,41,516,66,182,260,80,14,516,14,9,64.3,5,35.7,236,1454,777,18,10,7,10,6,264,31,15:00:00
ENG-Premier League,1819,West Ham,2018-12-04 West Ham-Cardiff City,2018-12-04,Matchweek 15,Tue,Home,W,3,1,Cardiff City,60,624,42,148,354,127,29,624,12,9,75.0,3,25.0,357,2093,1103,19,15,6,20,11,377,47,19:45:00
ENG-Premier League,1819,West Ham,2018-12-08 West Ham-Crystal Palace,2018-12-08,Matchweek 16,Sat,Home,W,3,2,Crystal Palace,49,607,58,161,293,161,27,607,15,10,66.7,5,33.3,324,1964,1141,26,14,8,19,14,371,45,15:00:00
ENG-Premier League,1819,West Ham,2018-12-15 Fulham-West Ham,2018-12-15,Matchweek 17,Sat,Away,W,2,0,Fulham,44,557,82,227,213,125,14,557,12,7,58.3,5,41.7,309,1628,834,20,12,3,15,11,311,32,17:30:00
ENG-Premier League,1819,West Ham,2018-12-22 West Ham-Watford,2018-12-22,Matchweek 18,Sat,Home,L,0,2,Watford,52,607,53,176,264,169,28,607,20,11,55.0,9,45.0,254,1341,652,18,11,6,18,16,324,40,15:00:00
ENG-Premier League,1819,West Ham,2018-12-27 Southampton-West Ham,2018-12-27,Matchweek 19,Thu,Away,W,2,1,Southampton,54,690,65,161,366,173,22,690,33,22,66.7,11,33.3,334,1854,958,24,15,8,20,14,406,37,19:45:00
ENG-Premier League,1819,West Ham,2018-12-30 Burnley-West Ham,2018-12-30,Matchweek 20,Sun,Away,L,0,2,Burnley,57,609,61,188,287,137,14,609,16,9,56.3,7,43.8,262,1921,931,17,15,3,13,14,373,37,14:15:00
ENG-Premier League,1819,West Ham,2019-01-02 West Ham-Brighton,2019-01-02,Matchweek 21,Wed,Home,D,2,2,Brighton,55,642,44,135,388,128,14,642,18,11,61.1,7,38.9,384,2380,1115,16,15,4,17,10,416,37,19:45:00
ENG-Premier League,1819,West Ham,2019-01-12 West Ham-Arsenal,2019-01-12,Matchweek 22,Sat,Home,W,1,0,Arsenal,42,507,57,122,241,148,23,507,20,12,60.0,8,40.0,248,1569,817,21,14,5,6,8,327,32,12:30:00
ENG-Premier League,1819,West Ham,2019-01-19 Bournemouth-West Ham,2019-01-19,Matchweek 23,Sat,Away,L,0,2,Bournemouth,61,739,66,174,380,194,21,739,16,9,56.3,7,43.8,493,2801,1311,20,23,3,13,17,519,56,15:00:00
ENG-Premier League,1819,West Ham,2019-01-29 Wolves-West Ham,2019-01-29,Matchweek 24,Tue,Away,L,0,3,Wolves,45,555,64,142,318,98,6,555,21,9,42.9,12,57.1,264,1369,657,16,9,3,16,12,320,34,19:45:00
ENG-Premier League,1819,West Ham,2019-02-04 West Ham-Liverpool,2019-02-04,Matchweek 25,Mon,Home,D,1,1,Liverpool,27,420,67,156,182,86,17,420,19,9,47.4,10,52.6,159,1105,622,16,10,3,21,6,174,30,20:00:00
ENG-Premier League,1819,West Ham,2019-02-09 Crystal Palace-West Ham,2019-02-09,Matchweek 26,Sat,Away,D,1,1,Crystal Palace,42,545,82,171,240,142,19,544,16,4,25.0,12,75.0,238,1244,649,15,16,4,14,5,288,34,15:00:00
ENG-Premier League,1819,West Ham,2019-02-22 West Ham-Fulham,2019-02-22,Matchweek 27,Fri,Home,W,3,1,Fulham,55,721,40,123,388,216,50,721,14,7,50.0,7,50.0,394,1870,1004,30,13,10,10,11,487,63,19:45:00
ENG-Premier League,1819,West Ham,2019-02-27 Manchester City-West Ham,2019-02-27,Matchweek 28,Wed,Away,L,0,1,Manchester City,25,415,87,196,167,57,6,415,15,8,53.3,7,46.7,134,795,327,6,6,2,15,7,194,18,20:00:00
ENG-Premier League,1819,West Ham,2019-03-02 West Ham-Newcastle Utd,2019-03-02,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,56,695,58,166,386,151,20,694,19,15,78.9,4,21.1,348,2117,1124,25,23,3,15,17,472,42,17:30:00
ENG-Premier League,1819,West Ham,2019-03-09 Cardiff City-West Ham,2019-03-09,Matchweek 30,Sat,Away,L,0,2,Cardiff City,70,712,60,188,369,159,13,712,13,8,61.5,5,38.5,372,2090,1042,19,18,6,12,8,479,35,15:00:00
ENG-Premier League,1819,West Ham,2019-03-16 West Ham-Huddersfield,2019-03-16,Matchweek 31,Sat,Home,W,4,3,Huddersfield,64,750,45,128,404,225,32,749,13,7,53.8,6,46.2,431,2283,1164,21,23,4,14,12,532,73,15:00:00
ENG-Premier League,1819,West Ham,2019-03-30 West Ham-Everton,2019-03-30,Matchweek 32,Sat,Home,L,0,2,Everton,49,594,70,195,288,116,6,594,20,7,35.0,13,65.0,325,2089,993,9,15,1,17,11,356,27,17:30:00
ENG-Premier League,1819,West Ham,2019-04-08 Chelsea-West Ham,2019-04-08,Matchweek 33,Mon,Away,L,0,2,Chelsea,47,554,74,179,268,113,12,554,13,7,53.8,6,46.2,276,1657,754,8,8,1,13,6,346,29,20:00:00
ENG-Premier League,1819,West Ham,2019-04-13 Manchester Utd-West Ham,2019-04-13,Matchweek 34,Sat,Away,L,1,2,Manchester Utd,57,685,51,140,383,175,41,685,22,11,50.0,11,50.0,367,2072,1145,27,16,11,10,10,440,46,17:30:00
ENG-Premier League,1819,West Ham,2019-04-20 West Ham-Leicester City,2019-04-20,Matchweek 35,Sat,Home,D,2,2,Leicester City,49,567,55,135,249,190,24,567,25,14,56.0,11,44.0,342,2179,1085,24,17,7,12,16,362,44,15:00:00
ENG-Premier League,1819,West Ham,2019-04-27 Tottenham-West Ham,2019-04-27,Matchweek 36,Sat,Away,W,1,0,Tottenham,38,547,61,169,250,136,17,547,23,9,39.1,14,60.9,258,1496,876,18,15,7,18,6,276,36,12:30:00
ENG-Premier League,1819,West Ham,2019-05-04 West Ham-Southampton,2019-05-04,Matchweek 37,Sat,Home,W,3,0,Southampton,56,676,62,203,314,166,25,676,28,24,85.7,4,14.3,433,2163,1070,30,20,9,15,10,434,40,15:00:00
ENG-Premier League,1819,West Ham,2019-05-12 Watford-West Ham,2019-05-12,Matchweek 38,Sun,Away,W,4,1,Watford,51,621,68,148,353,131,16,620,28,23,82.1,5,17.9,347,2095,1217,31,23,8,14,12,425,31,15:00:00
ENG-Premier League,1819,Wolves,2018-08-11 Wolves-Everton,2018-08-11,Matchweek 1,Sat,Home,D,2,2,Everton,58,710,31,171,369,175,12,710,18,9,50.0,8,44.4,388,2184,1244,18,13,4,14,14,483,60,17:30:00
ENG-Premier League,1819,Wolves,2018-08-18 Leicester City-Wolves,2018-08-18,Matchweek 2,Sat,Away,L,0,2,Leicester City,57,664,44,138,345,182,24,664,20,10,50.0,10,50.0,381,2001,1317,23,18,4,10,14,437,38,15:00:00
ENG-Premier League,1819,Wolves,2018-08-25 Wolves-Manchester City,2018-08-25,Matchweek 3,Sat,Home,D,1,1,Manchester City,29,410,86,176,158,77,11,410,12,6,50.0,6,50.0,167,1002,535,11,9,3,10,3,187,17,12:30:00
ENG-Premier League,1819,Wolves,2018-09-01 West Ham-Wolves,2018-09-01,Matchweek 4,Sat,Away,W,1,0,West Ham,52,649,63,162,357,137,15,649,20,13,65.0,7,35.0,390,2192,1130,30,19,8,12,15,434,58,15:00:00
ENG-Premier League,1819,Wolves,2018-09-16 Wolves-Burnley,2018-09-16,Matchweek 5,Sun,Home,W,1,0,Burnley,59,715,30,149,347,225,40,715,10,6,60.0,4,40.0,417,2357,1297,30,10,13,8,13,496,58,13:30:00
ENG-Premier League,1819,Wolves,2018-09-22 Manchester Utd-Wolves,2018-09-22,Matchweek 6,Sat,Away,D,1,1,Manchester Utd,36,535,78,196,222,128,19,535,12,7,58.3,5,41.7,241,1659,955,15,13,9,10,11,300,26,15:00:00
ENG-Premier League,1819,Wolves,2018-09-29 Wolves-Southampton,2018-09-29,Matchweek 7,Sat,Home,W,2,0,Southampton,49,593,57,167,296,137,21,593,22,10,45.5,12,54.5,347,2112,1151,20,15,4,13,20,378,39,15:00:00
ENG-Premier League,1819,Wolves,2018-10-06 Crystal Palace-Wolves,2018-10-06,Matchweek 8,Sat,Away,W,1,0,Crystal Palace,33,472,54,165,217,95,8,472,13,4,30.8,9,69.2,203,1166,665,17,11,2,19,8,231,25,15:00:00
ENG-Premier League,1819,Wolves,2018-10-20 Wolves-Watford,2018-10-20,Matchweek 9,Sat,Home,L,0,2,Watford,45,557,36,158,266,137,17,557,11,5,45.5,6,54.5,288,1493,797,18,14,4,3,11,350,29,15:00:00
ENG-Premier League,1819,Wolves,2018-10-27 Brighton-Wolves,2018-10-27,Matchweek 10,Sat,Away,L,0,1,Brighton,60,704,24,122,348,244,27,704,21,12,57.1,9,42.9,383,2314,1275,35,26,8,15,10,474,57,15:00:00
ENG-Premier League,1819,Wolves,2018-11-03 Wolves-Tottenham,2018-11-03,Matchweek 11,Sat,Home,L,2,3,Tottenham,49,615,42,163,287,171,19,613,25,15,60.0,10,40.0,345,1890,1012,22,16,7,13,11,404,50,19:45:00
ENG-Premier League,1819,Wolves,2018-11-11 Arsenal-Wolves,2018-11-11,Matchweek 12,Sun,Away,D,1,1,Arsenal,29,463,71,224,165,82,18,463,10,7,70.0,3,30.0,204,1217,737,19,9,6,16,9,231,20,16:30:00
ENG-Premier League,1819,Wolves,2018-11-25 Wolves-Huddersfield,2018-11-25,Matchweek 13,Sun,Home,L,0,2,Huddersfield,46,621,64,178,315,132,16,621,20,9,45.0,11,55.0,276,1712,719,14,9,2,17,17,365,35,16:00:00
ENG-Premier League,1819,Wolves,2018-11-30 Cardiff City-Wolves,2018-11-30,Matchweek 14,Fri,Away,L,1,2,Cardiff City,52,549,66,189,247,117,17,549,17,5,29.4,12,70.6,215,1260,660,15,7,4,20,14,264,42,20:00:00
ENG-Premier League,1819,Wolves,2018-12-05 Wolves-Chelsea,2018-12-05,Matchweek 15,Wed,Home,W,2,1,Chelsea,30,434,48,147,218,76,10,434,13,7,53.8,6,46.2,189,1232,569,13,12,4,14,8,224,18,19:45:00
ENG-Premier League,1819,Wolves,2018-12-09 Newcastle Utd-Wolves,2018-12-09,Matchweek 16,Sun,Away,W,2,1,Newcastle Utd,49,590,60,190,285,121,20,590,9,4,44.4,5,55.6,293,1672,991,16,11,6,20,8,352,35,16:00:00
ENG-Premier League,1819,Wolves,2018-12-15 Wolves-Bournemouth,2018-12-15,Matchweek 17,Sat,Home,W,2,0,Bournemouth,38,537,65,201,248,94,18,537,5,3,60.0,2,40.0,224,1058,570,16,6,6,17,6,293,25,15:00:00
ENG-Premier League,1819,Wolves,2018-12-21 Wolves-Liverpool,2018-12-21,Matchweek 18,Fri,Home,L,0,2,Liverpool,39,586,53,184,315,96,19,586,16,11,68.8,5,31.3,297,1614,858,19,10,7,14,11,342,25,20:00:00
ENG-Premier League,1819,Wolves,2018-12-26 Fulham-Wolves,2018-12-26,Matchweek 19,Wed,Away,D,1,1,Fulham,70,840,37,177,488,181,13,840,16,11,68.8,5,31.3,485,2535,1493,25,14,1,20,10,618,71,12:30:00
ENG-Premier League,1819,Wolves,2018-12-29 Tottenham-Wolves,2018-12-29,Matchweek 20,Sat,Away,W,3,1,Tottenham,40,565,51,169,269,134,19,565,23,16,69.6,7,30.4,314,1912,1007,29,14,6,13,11,351,26,15:00:00
ENG-Premier League,1819,Wolves,2019-01-02 Wolves-Crystal Palace,2019-01-02,Matchweek 21,Wed,Home,L,0,2,Crystal Palace,52,701,80,207,365,133,11,701,10,5,50.0,5,50.0,379,2069,1183,25,9,3,11,14,449,39,19:45:00
ENG-Premier League,1819,Wolves,2019-01-14 Manchester City-Wolves,2019-01-14,Matchweek 22,Mon,Away,L,0,3,Manchester City,24,408,109,239,142,31,6,408,13,9,69.2,4,30.8,164,817,416,5,4,2,7,6,198,11,20:00:00
ENG-Premier League,1819,Wolves,2019-01-19 Wolves-Leicester City,2019-01-19,Matchweek 23,Sat,Home,W,4,3,Leicester City,46,553,66,187,269,103,22,553,9,5,55.6,4,44.4,205,1069,650,16,10,5,22,10,290,29,12:30:00
ENG-Premier League,1819,Wolves,2019-01-29 Wolves-West Ham,2019-01-29,Matchweek 24,Tue,Home,W,3,0,West Ham,55,635,45,162,327,152,26,635,15,10,66.7,5,33.3,294,1510,890,18,14,9,10,10,409,41,19:45:00
ENG-Premier League,1819,Wolves,2019-02-02 Everton-Wolves,2019-02-02,Matchweek 25,Sat,Away,W,3,1,Everton,36,458,54,182,195,88,10,457,10,5,50.0,5,50.0,183,1246,526,11,17,3,17,13,218,17,15:00:00
ENG-Premier League,1819,Wolves,2019-02-11 Wolves-Newcastle Utd,2019-02-11,Matchweek 26,Mon,Home,D,1,1,Newcastle Utd,59,788,55,204,409,178,35,788,23,11,47.8,12,52.2,394,2040,1167,29,16,8,11,9,522,44,20:00:00
ENG-Premier League,1819,Wolves,2019-02-23 Bournemouth-Wolves,2019-02-23,Matchweek 27,Sat,Away,D,1,1,Bournemouth,55,631,55,170,309,157,16,630,15,10,66.7,5,33.3,299,1639,800,16,13,2,5,16,383,43,15:00:00
ENG-Premier League,1819,Wolves,2019-02-26 Huddersfield-Wolves,2019-02-26,Matchweek 28,Tue,Away,L,0,1,Huddersfield,50,630,47,164,310,161,13,630,27,12,44.4,15,55.6,293,1674,728,13,11,3,16,6,387,35,19:45:00
ENG-Premier League,1819,Wolves,2019-03-02 Wolves-Cardiff City,2019-03-02,Matchweek 29,Sat,Home,W,2,0,Cardiff City,56,659,66,220,334,115,23,659,24,16,66.7,8,33.3,299,2065,1051,26,14,10,13,9,399,25,15:00:00
