,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,1819,Fulham,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Away,L,0,2,Crystal Palace,0,8,0,0.0,0.0,,18.8,0,0,0,0.6,0.6,0.07,-0.6,-0.6,15:00:00
ENG-Premier League,1819,Fulham,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Home,L,0,3,Manchester Utd,0,15,3,20.0,0.0,0.0,18.0,0,0,0,2.2,2.2,0.15,-2.2,-2.2,12:30:00
ENG-Premier League,1819,Fulham,2019-02-22 West Ham-Fulham,2019-02-22,Matchweek 27,Fri,Away,L,1,3,West Ham,1,8,5,62.5,0.13,0.2,18.7,0,0,0,1.3,1.3,0.16,-0.3,-0.3,19:45:00
ENG-Premier League,1819,Fulham,2019-02-27 Southampton-Fulham,2019-02-27,Matchweek 28,Wed,Away,L,0,2,Southampton,0,14,4,28.6,0.0,0.0,21.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,19:45:00
ENG-Premier League,1819,Fulham,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Home,L,1,2,Chelsea,1,12,5,41.7,0.08,0.2,19.8,0,0,0,0.8,0.8,0.07,0.2,0.2,14:05:00
ENG-Premier League,1819,Fulham,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Away,L,1,3,Leicester City,1,6,3,50.0,0.17,0.33,21.8,0,0,0,0.2,0.2,0.04,0.8,0.8,15:00:00
ENG-Premier League,1819,Fulham,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Home,L,1,2,Liverpool,1,7,2,28.6,0.14,0.5,21.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1,14:15:00
ENG-Premier League,1819,Fulham,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Home,L,0,2,Manchester City,0,5,0,0.0,0.0,,18.0,1,0,0,0.5,0.5,0.09,-0.5,-0.5,12:30:00
ENG-Premier League,1819,Fulham,2019-04-02 Watford-Fulham,2019-04-02,Matchweek 33,Tue,Away,L,1,4,Watford,1,17,7,41.2,0.06,0.14,13.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6,19:45:00
ENG-Premier League,1819,Fulham,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Home,W,2,0,Everton,2,12,5,41.7,0.17,0.4,16.6,0,0,0,1.5,1.5,0.13,0.5,0.5,15:00:00
ENG-Premier League,1819,Fulham,2019-04-20 Bournemouth-Fulham,2019-04-20,Matchweek 35,Sat,Away,W,1,0,Bournemouth,1,16,4,25.0,0.0,0.0,18.2,0,1,1,2.5,1.7,0.11,-1.5,-1.7,15:00:00
ENG-Premier League,1819,Fulham,2019-04-27 Fulham-Cardiff City,2019-04-27,Matchweek 36,Sat,Home,W,1,0,Cardiff City,1,8,2,25.0,0.13,0.5,23.3,0,0,0,0.5,0.5,0.06,0.5,0.5,15:00:00
ENG-Premier League,1819,Fulham,2019-05-04 Wolves-Fulham,2019-05-04,Matchweek 37,Sat,Away,L,0,1,Wolves,0,6,2,33.3,0.0,0.0,20.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,15:00:00
ENG-Premier League,1819,Fulham,2019-05-12 Fulham-Newcastle Utd,2019-05-12,Matchweek 38,Sun,Home,L,0,4,Newcastle Utd,0,16,2,12.5,0.0,0.0,20.7,0,0,0,0.7,0.7,0.04,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-11 Huddersfield-Chelsea,2018-08-11,Matchweek 1,Sat,Home,L,0,3,Chelsea,0,6,1,16.7,0.0,0.0,18.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Away,L,1,6,Manchester City,1,5,1,20.0,0.2,1.0,16.6,0,0,0,0.7,0.7,0.13,0.3,0.3,13:30:00
ENG-Premier League,1819,Huddersfield,2018-08-25 Huddersfield-Cardiff City,2018-08-25,Matchweek 3,Sat,Home,D,0,0,Cardiff City,0,5,1,20.0,0.0,0.0,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Away,D,1,1,Everton,1,9,6,66.7,0.11,0.17,22.1,0,0,0,0.4,0.4,0.05,0.6,0.6,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Home,L,0,1,Crystal Palace,0,15,2,13.3,0.0,0.0,18.4,1,0,0,0.9,0.9,0.06,-0.9,-0.9,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Away,L,1,3,Leicester City,1,9,2,22.2,0.11,0.5,20.4,0,0,0,0.7,0.7,0.08,0.3,0.3,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-29 Huddersfield-Tottenham,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Tottenham,0,9,5,55.6,0.0,0.0,22.6,2,0,0,0.4,0.4,0.05,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-06 Burnley-Huddersfield,2018-10-06,Matchweek 8,Sat,Away,D,1,1,Burnley,1,19,2,10.5,0.05,0.5,20.4,0,0,0,1.0,1.0,0.05,0.0,0.0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Liverpool,0,13,1,7.7,0.0,0.0,19.0,1,0,0,0.7,0.7,0.06,-0.7,-0.7,17:30:00
ENG-Premier League,1819,Huddersfield,2018-10-27 Watford-Huddersfield,2018-10-27,Matchweek 10,Sat,Away,L,0,3,Watford,0,13,7,53.8,0.0,0.0,20.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Home,W,1,0,Fulham,0,10,2,20.0,0.0,0.0,19.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,20:00:00
ENG-Premier League,1819,Huddersfield,2018-11-10 Huddersfield-West Ham,2018-11-10,Matchweek 12,Sat,Home,D,1,1,West Ham,1,15,7,46.7,0.07,0.14,21.1,1,0,0,1.1,1.1,0.07,-0.1,-0.1,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-25 Wolves-Huddersfield,2018-11-25,Matchweek 13,Sun,Away,W,2,0,Wolves,2,14,6,42.9,0.14,0.33,20.8,1,0,0,0.7,0.7,0.05,1.3,1.3,16:00:00
ENG-Premier League,1819,Huddersfield,2018-12-01 Huddersfield-Brighton,2018-12-01,Matchweek 14,Sat,Home,L,1,2,Brighton,1,7,2,28.6,0.14,0.5,16.3,1,0,0,0.6,0.6,0.09,0.4,0.4,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-04 Bournemouth-Huddersfield,2018-12-04,Matchweek 15,Tue,Away,L,1,2,Bournemouth,1,23,6,26.1,0.04,0.17,15.3,1,0,0,1.8,1.8,0.08,-0.8,-0.8,19:45:00
ENG-Premier League,1819,Huddersfield,2018-12-08 Arsenal-Huddersfield,2018-12-08,Matchweek 16,Sat,Away,L,0,1,Arsenal,0,6,0,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-15 Huddersfield-Newcastle Utd,2018-12-15,Matchweek 17,Sat,Home,L,0,1,Newcastle Utd,0,15,5,33.3,0.0,0.0,17.8,1,0,0,0.8,0.8,0.05,-0.8,-0.8,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-22 Huddersfield-Southampton,2018-12-22,Matchweek 18,Sat,Home,L,1,3,Southampton,1,16,5,31.3,0.06,0.2,21.5,0,0,0,0.8,0.8,0.05,0.2,0.2,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Away,L,1,3,Manchester Utd,1,10,2,20.0,0.1,0.5,18.0,0,0,0,1.1,1.1,0.11,-0.1,-0.1,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Fulham,0,9,5,55.6,0.0,0.0,20.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-02 Huddersfield-Burnley,2019-01-02,Matchweek 21,Wed,Home,L,1,2,Burnley,1,9,2,22.2,0.11,0.5,18.1,1,0,0,0.9,0.9,0.1,0.1,0.1,19:45:00
ENG-Premier League,1819,Huddersfield,2019-01-12 Cardiff City-Huddersfield,2019-01-12,Matchweek 22,Sat,Away,D,0,0,Cardiff City,0,14,2,14.3,0.0,0.0,20.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Home,L,0,3,Manchester City,0,5,2,40.0,0.0,0.0,15.2,0,0,0,0.9,0.9,0.18,-0.9,-0.9,13:30:00
ENG-Premier League,1819,Huddersfield,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Home,L,0,1,Everton,0,10,2,20.0,0.0,0.0,18.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7,19:45:00
ENG-Premier League,1819,Huddersfield,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Away,L,0,5,Chelsea,0,5,2,40.0,0.0,0.0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-09 Huddersfield-Arsenal,2019-02-09,Matchweek 26,Sat,Home,L,1,2,Arsenal,1,16,6,37.5,0.06,0.17,18.9,0,0,0,1.6,1.6,0.12,-0.6,-0.6,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-23 Newcastle Utd-Huddersfield,2019-02-23,Matchweek 27,Sat,Away,L,0,2,Newcastle Utd,0,3,0,0.0,0.0,,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-26 Huddersfield-Wolves,2019-02-26,Matchweek 28,Tue,Home,W,1,0,Wolves,1,15,3,20.0,0.07,0.33,17.2,0,0,0,1.6,1.6,0.11,-0.6,-0.6,19:45:00
ENG-Premier League,1819,Huddersfield,2019-03-02 Brighton-Huddersfield,2019-03-02,Matchweek 29,Sat,Away,L,0,1,Brighton,0,6,4,66.7,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-09 Huddersfield-Bournemouth,2019-03-09,Matchweek 30,Sat,Home,L,0,2,Bournemouth,0,8,1,12.5,0.0,0.0,22.7,1,0,0,0.3,0.3,0.04,-0.3,-0.3,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-16 West Ham-Huddersfield,2019-03-16,Matchweek 31,Sat,Away,L,3,4,West Ham,3,15,5,33.3,0.2,0.6,17.4,0,0,0,1.0,1.0,0.07,2.0,2.0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Away,L,0,2,Crystal Palace,0,15,5,33.3,0.0,0.0,18.9,0,0,0,1.1,1.1,0.07,-1.1,-1.1,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Home,L,1,4,Leicester City,1,9,3,33.3,0.0,0.0,18.0,0,1,1,1.7,0.9,0.1,-0.7,-0.9,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-13 Tottenham-Huddersfield,2019-04-13,Matchweek 34,Sat,Away,L,0,4,Tottenham,0,7,1,14.3,0.0,0.0,18.9,1,0,0,0.8,0.8,0.11,-0.8,-0.8,12:30:00
ENG-Premier League,1819,Huddersfield,2019-04-20 Huddersfield-Watford,2019-04-20,Matchweek 35,Sat,Home,L,1,2,Watford,1,13,3,23.1,0.08,0.33,18.1,1,0,0,1.0,1.0,0.08,0.0,0.0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Away,L,0,5,Liverpool,0,5,1,20.0,0.0,0.0,21.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,20:00:00
ENG-Premier League,1819,Huddersfield,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Home,D,1,1,Manchester Utd,1,7,3,42.9,0.14,0.33,19.0,1,0,0,1.0,1.0,0.14,0.0,0.0,14:00:00
ENG-Premier League,1819,Huddersfield,2019-05-12 Southampton-Huddersfield,2019-05-12,Matchweek 38,Sun,Away,D,1,1,Southampton,1,10,3,30.0,0.1,0.33,22.2,0,0,0,0.7,0.7,0.07,0.3,0.3,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,1,13,4,30.8,0.08,0.25,20.6,1,0,0,1.8,1.8,0.14,-0.8,-0.8,20:00:00
ENG-Premier League,1819,Leicester City,2018-08-18 Leicester City-Wolves,2018-08-18,Matchweek 2,Sat,Home,W,2,0,Wolves,1,6,2,33.3,0.17,0.5,24.0,0,0,0,0.2,0.2,0.04,0.8,0.8,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-25 Southampton-Leicester City,2018-08-25,Matchweek 3,Sat,Away,W,2,1,Southampton,2,8,5,62.5,0.25,0.4,18.7,0,0,0,0.6,0.6,0.08,1.4,1.4,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Home,L,1,2,Liverpool,1,12,5,41.7,0.08,0.2,23.8,1,0,0,1.0,1.0,0.09,0.0,0.0,12:30:00
ENG-Premier League,1819,Leicester City,2018-09-15 Bournemouth-Leicester City,2018-09-15,Matchweek 5,Sat,Away,L,2,4,Bournemouth,2,13,6,46.2,0.08,0.17,16.3,1,1,1,2.3,1.5,0.12,-0.3,-0.5,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Home,W,3,1,Huddersfield,3,18,8,44.4,0.17,0.38,19.4,2,0,0,1.7,1.7,0.09,1.3,1.3,15:00:00
ENG-Premier League,1819,Leicester City,2018-09-29 Newcastle Utd-Leicester City,2018-09-29,Matchweek 7,Sat,Away,W,2,0,Newcastle Utd,2,11,4,36.4,0.09,0.25,16.5,1,1,1,1.3,0.8,0.08,0.7,0.2,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Home,L,1,2,Everton,1,8,2,25.0,0.13,0.5,15.7,0,0,0,0.9,0.9,0.11,0.1,0.1,15:00:00
ENG-Premier League,1819,Leicester City,2018-10-22 Arsenal-Leicester City,2018-10-22,Matchweek 9,Mon,Away,L,1,3,Arsenal,0,8,2,25.0,0.0,0.0,17.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,20:00:00
ENG-Premier League,1819,Leicester City,2018-10-27 Leicester City-West Ham,2018-10-27,Matchweek 10,Sat,Home,D,1,1,West Ham,1,21,7,33.3,0.05,0.14,16.9,0,0,0,1.7,1.7,0.08,-0.7,-0.7,17:30:00
ENG-Premier League,1819,Leicester City,2018-11-03 Cardiff City-Leicester City,2018-11-03,Matchweek 11,Sat,Away,W,1,0,Cardiff City,1,13,4,30.8,0.08,0.25,14.6,0,0,0,2.1,2.1,0.19,-1.1,-1.1,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-10 Leicester City-Burnley,2018-11-10,Matchweek 12,Sat,Home,D,0,0,Burnley,0,22,4,18.2,0.0,0.0,17.7,1,0,0,1.8,1.8,0.08,-1.8,-1.8,15:00:00
ENG-Premier League,1819,Leicester City,2018-11-24 Brighton-Leicester City,2018-11-24,Matchweek 13,Sat,Away,D,1,1,Brighton,1,7,2,28.6,0.0,0.0,18.5,0,1,1,1.2,0.4,0.06,-0.2,-0.4,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-01 Leicester City-Watford,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Watford,2,6,2,33.3,0.17,0.5,23.6,0,1,1,1.3,0.5,0.08,0.7,0.5,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Away,D,1,1,Fulham,1,13,5,38.5,0.08,0.2,13.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-08 Leicester City-Tottenham,2018-12-08,Matchweek 16,Sat,Home,L,0,2,Tottenham,0,11,3,27.3,0.0,0.0,22.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,19:45:00
ENG-Premier League,1819,Leicester City,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Away,L,0,1,Crystal Palace,0,12,2,16.7,0.0,0.0,17.8,0,0,0,1.0,1.0,0.08,-1.0,-1.0,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-22 Chelsea-Leicester City,2018-12-22,Matchweek 18,Sat,Away,W,1,0,Chelsea,1,8,3,37.5,0.13,0.33,21.2,0,0,0,0.5,0.5,0.06,0.5,0.5,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Home,W,2,1,Manchester City,2,10,5,50.0,0.2,0.4,14.8,0,0,0,1.3,1.3,0.14,0.7,0.7,15:00:00
ENG-Premier League,1819,Leicester City,2018-12-29 Leicester City-Cardiff City,2018-12-29,Matchweek 20,Sat,Home,L,0,1,Cardiff City,0,15,6,40.0,0.0,0.0,22.6,1,0,1,1.8,1.0,0.07,-1.8,-1.0,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Away,W,1,0,Everton,1,8,4,50.0,0.13,0.25,20.1,0,0,0,0.6,0.6,0.08,0.4,0.4,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-12 Leicester City-Southampton,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Southampton,1,23,5,21.7,0.04,0.2,22.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Leicester City,2019-01-19 Wolves-Leicester City,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Wolves,2,16,6,37.5,0.13,0.33,16.3,0,0,0,1.9,1.9,0.12,0.1,0.1,12:30:00
ENG-Premier League,1819,Leicester City,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Liverpool,1,5,2,40.0,0.2,0.5,11.4,0,0,0,1.1,1.1,0.23,-0.1,-0.1,20:00:00
ENG-Premier League,1819,Leicester City,2019-02-03 Leicester City-Manchester Utd,2019-02-03,Matchweek 25,Sun,Home,L,0,1,Manchester Utd,0,17,6,35.3,0.0,0.0,17.2,2,0,0,1.5,1.5,0.09,-1.5,-1.5,14:05:00
ENG-Premier League,1819,Leicester City,2019-02-10 Tottenham-Leicester City,2019-02-10,Matchweek 26,Sun,Away,L,1,3,Tottenham,1,19,8,42.1,0.05,0.13,14.8,0,0,1,3.3,2.6,0.13,-2.3,-1.6,13:30:00
ENG-Premier League,1819,Leicester City,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Home,L,1,4,Crystal Palace,1,27,5,18.5,0.04,0.2,22.4,2,0,0,1.2,1.2,0.04,-0.2,-0.2,17:30:00
ENG-Premier League,1819,Leicester City,2019-02-26 Leicester City-Brighton,2019-02-26,Matchweek 28,Tue,Home,W,2,1,Brighton,2,19,3,15.8,0.11,0.67,16.4,0,0,0,1.8,1.8,0.09,0.2,0.2,19:45:00
ENG-Premier League,1819,Leicester City,2019-03-03 Watford-Leicester City,2019-03-03,Matchweek 29,Sun,Away,L,1,2,Watford,1,14,2,14.3,0.07,0.5,20.1,0,0,0,0.9,0.9,0.07,0.1,0.1,12:00:00
ENG-Premier League,1819,Leicester City,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Fulham,3,18,8,44.4,0.17,0.38,20.6,0,0,0,2.0,2.0,0.11,1.0,1.0,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-16 Burnley-Leicester City,2019-03-16,Matchweek 31,Sat,Away,W,2,1,Burnley,2,9,4,44.4,0.22,0.5,20.3,1,0,0,0.9,0.9,0.1,1.1,1.1,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-30 Leicester City-Bournemouth,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Bournemouth,2,18,4,22.2,0.11,0.5,18.1,0,0,0,1.3,1.3,0.08,0.7,0.7,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Away,W,4,1,Huddersfield,4,17,8,47.1,0.18,0.38,18.5,2,1,1,3.5,2.7,0.16,0.5,0.3,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-12 Leicester City-Newcastle Utd,2019-04-12,Matchweek 34,Fri,Home,L,0,1,Newcastle Utd,0,12,5,41.7,0.0,0.0,17.7,1,0,0,1.0,1.0,0.08,-1.0,-1.0,20:00:00
ENG-Premier League,1819,Leicester City,2019-04-20 West Ham-Leicester City,2019-04-20,Matchweek 35,Sat,Away,D,2,2,West Ham,2,11,5,45.5,0.18,0.4,16.9,0,0,0,0.9,0.9,0.08,1.1,1.1,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-28 Leicester City-Arsenal,2019-04-28,Matchweek 36,Sun,Home,W,3,0,Arsenal,3,24,12,50.0,0.13,0.25,17.6,1,0,0,3.3,3.3,0.15,-0.3,-0.3,12:00:00
ENG-Premier League,1819,Leicester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Away,L,0,1,Manchester City,0,7,2,28.6,0.0,0.0,21.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,20:00:00
ENG-Premier League,1819,Leicester City,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Home,D,0,0,Chelsea,0,9,3,33.3,0.0,0.0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Liverpool,2018-08-12 Liverpool-West Ham,2018-08-12,Matchweek 1,Sun,Home,W,4,0,West Ham,4,18,8,44.4,0.22,0.5,13.8,2,0,0,4.0,4.0,0.22,0.0,0.0,13:30:00
ENG-Premier League,1819,Liverpool,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,2,15,5,33.3,0.07,0.2,19.8,1,1,1,2.6,1.8,0.12,-0.6,-0.8,20:00:00
ENG-Premier League,1819,Liverpool,2018-08-25 Liverpool-Brighton,2018-08-25,Matchweek 3,Sat,Home,W,1,0,Brighton,1,22,7,31.8,0.05,0.14,16.8,1,0,0,1.6,1.6,0.07,-0.6,-0.6,17:30:00
ENG-Premier League,1819,Liverpool,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Away,W,2,1,Leicester City,2,10,4,40.0,0.2,0.5,16.3,0,0,0,1.0,1.0,0.11,1.0,1.0,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-15 Tottenham-Liverpool,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Tottenham,2,17,10,58.8,0.12,0.2,13.9,1,0,0,2.6,2.6,0.15,-0.6,-0.6,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-22 Liverpool-Southampton,2018-09-22,Matchweek 6,Sat,Home,W,3,0,Southampton,2,12,3,25.0,0.17,0.67,15.2,1,0,0,1.7,1.7,0.14,0.3,0.3,15:00:00
ENG-Premier League,1819,Liverpool,2018-09-29 Chelsea-Liverpool,2018-09-29,Matchweek 7,Sat,Away,D,1,1,Chelsea,1,13,4,30.8,0.08,0.25,17.9,1,0,0,1.6,1.6,0.12,-0.6,-0.6,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Home,D,0,0,Manchester City,0,7,2,28.6,0.0,0.0,16.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,16:30:00
ENG-Premier League,1819,Liverpool,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Away,W,1,0,Huddersfield,1,11,2,18.2,0.09,0.5,19.1,0,0,0,0.6,0.6,0.06,0.4,0.4,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-27 Liverpool-Cardiff City,2018-10-27,Matchweek 10,Sat,Home,W,4,1,Cardiff City,4,19,6,31.6,0.21,0.67,21.7,0,0,0,2.4,2.4,0.14,1.6,1.6,15:00:00
ENG-Premier League,1819,Liverpool,2018-11-03 Arsenal-Liverpool,2018-11-03,Matchweek 11,Sat,Away,D,1,1,Arsenal,1,13,4,30.8,0.08,0.25,17.3,0,0,0,1.3,1.3,0.1,-0.3,-0.3,17:30:00
ENG-Premier League,1819,Liverpool,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Home,W,2,0,Fulham,2,21,7,33.3,0.1,0.29,20.1,3,0,0,1.8,1.8,0.08,0.2,0.2,12:00:00
ENG-Premier League,1819,Liverpool,2018-11-24 Watford-Liverpool,2018-11-24,Matchweek 13,Sat,Away,W,3,0,Watford,3,10,7,70.0,0.3,0.43,16.7,1,0,0,1.2,1.2,0.14,1.8,1.8,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Home,W,1,0,Everton,1,16,3,18.8,0.06,0.33,16.2,0,0,0,2.9,2.9,0.19,-1.9,-1.9,16:15:00
ENG-Premier League,1819,Liverpool,2018-12-05 Burnley-Liverpool,2018-12-05,Matchweek 15,Wed,Away,W,3,1,Burnley,3,18,11,61.1,0.17,0.27,14.7,0,0,0,2.4,2.4,0.13,0.6,0.6,19:45:00
ENG-Premier League,1819,Liverpool,2018-12-08 Bournemouth-Liverpool,2018-12-08,Matchweek 16,Sat,Away,W,4,0,Bournemouth,3,10,4,40.0,0.3,0.75,18.1,1,0,0,1.6,1.6,0.16,1.4,1.4,12:30:00
ENG-Premier League,1819,Liverpool,2018-12-16 Liverpool-Manchester Utd,2018-12-16,Matchweek 17,Sun,Home,W,3,1,Manchester Utd,3,36,10,27.8,0.08,0.3,19.7,0,0,0,2.5,2.5,0.07,0.5,0.5,16:00:00
ENG-Premier League,1819,Liverpool,2018-12-21 Wolves-Liverpool,2018-12-21,Matchweek 18,Fri,Away,W,2,0,Wolves,2,15,6,40.0,0.13,0.33,16.1,0,0,0,1.9,1.9,0.13,0.1,0.1,20:00:00
ENG-Premier League,1819,Liverpool,2018-12-26 Liverpool-Newcastle Utd,2018-12-26,Matchweek 19,Wed,Home,W,4,0,Newcastle Utd,4,15,7,46.7,0.2,0.43,15.1,1,1,1,2.9,2.2,0.15,1.1,0.8,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-29 Liverpool-Arsenal,2018-12-29,Matchweek 20,Sat,Home,W,5,1,Arsenal,5,13,8,61.5,0.23,0.38,19.4,0,2,2,3.8,2.3,0.18,1.2,0.7,17:30:00
