date,home_team,away_team,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2023-02-18 16:00:00,Nice,Reims,0,0,D,0,0,D,16,10,1,2,9,13,9,0,1,1,0,0
2023-02-18 20:00:00,Strasbourg,Angers,2,1,H,2,0,H,18,10,5,3,14,16,4,5,3,3,0,0
2023-02-19 14:00:00,Brest,Monaco,1,2,A,0,1,A,13,10,3,3,7,10,5,5,1,2,0,0
2023-02-19 16:05:00,Lens,Nantes,3,1,H,2,1,H,19,6,6,3,9,15,2,5,0,0,0,0
2023-02-19 14:00:00,Lorient,Ajaccio,3,0,H,2,0,H,10,12,6,3,11,14,2,2,0,2,0,0
2023-02-19 12:00:00,Paris SG,Lille,4,3,H,2,1,H,12,16,10,7,9,19,3,6,2,4,0,0
2023-02-19 14:00:00,Rennes,Clermont,2,0,H,1,0,H,18,7,6,3,9,10,2,7,0,2,0,0
2023-02-19 19:45:00,Toulouse,Marseille,2,3,A,1,0,H,15,15,6,7,8,10,3,10,0,2,0,0
2023-02-19 14:00:00,Troyes,Montpellier,0,1,A,0,0,D,4,19,2,7,12,9,2,10,2,1,1,1
2023-02-24 20:00:00,Lille,Brest,2,1,H,0,1,A,18,3,4,0,8,11,11,2,2,2,0,1
2023-02-25 16:00:00,Angers,Lyon,1,3,A,0,1,A,11,7,2,5,16,6,2,2,0,0,0,0
2023-02-25 20:00:00,Montpellier,Lens,1,1,D,0,1,A,8,19,3,6,12,13,4,6,0,3,0,0
2023-02-26 14:00:00,Ajaccio,Troyes,2,1,H,0,1,A,14,11,6,5,8,15,6,3,2,2,0,1
2023-02-26 14:00:00,Clermont,Strasbourg,1,1,D,0,1,A,11,12,4,6,17,25,7,2,1,4,0,0
2023-02-26 12:00:00,Lorient,Auxerre,0,1,A,0,0,D,18,9,4,1,12,21,10,0,2,3,0,0
2023-02-26 19:45:00,Marseille,Paris SG,0,3,A,0,2,A,19,12,6,7,20,14,7,4,0,0,0,0
2023-02-26 16:05:00,Monaco,Nice,0,3,A,0,3,A,15,12,4,7,8,12,5,3,0,1,0,0
2023-02-26 14:00:00,Nantes,Rennes,0,1,A,0,1,A,20,11,7,3,8,12,12,4,2,2,0,0
2023-02-26 14:00:00,Reims,Toulouse,3,0,H,2,0,H,18,13,6,6,12,14,4,2,0,0,0,0
2023-03-03 20:00:00,Nice,Auxerre,1,1,D,1,1,D,17,3,5,1,10,12,8,0,0,1,0,0
2023-03-04 16:00:00,Lens,Lille,1,1,D,1,0,H,10,11,1,6,18,14,10,3,2,4,0,0
