fixture_id,fixture_referee,fixture_date,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,home_rank,home_elo,away_rank,away_elo
197308,,2013-12-08,,Stadio Marc'Antonio Bentegodi (Verona),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 15,504,Verona,https://media-4.api-sports.io/football/teams/504.png,True,499,Atalanta,https://media-4.api-sports.io/football/teams/499.png,False,2,1,0,1,2,1,77,1584.40637207,85,1562.39086914
197316,,2013-12-15,,Stadio Comunale Luigi Ferraris (Genova),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,495,Genoa,https://media-4.api-sports.io/football/teams/495.png,0,499,Atalanta,https://media-4.api-sports.io/football/teams/499.png,0,1,1,0,0,1,1,74,1587.95532227,85,1562.39086914
197311,,2013-12-08,,Stadio Olimpico di Torino (Torino),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 15,503,Torino,https://media-4.api-sports.io/football/teams/503.png,True,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,False,1,0,1,0,1,0,75,1587.18103027,53,1659.9609375
197313,,2013-12-14,,Stadio Angelo Massimino (Catania),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,1580,Catania,https://media-4.api-sports.io/football/teams/1580.png,0,504,Verona,https://media-4.api-sports.io/football/teams/504.png,0,0,0,0,0,0,0,84,1563.51745605,77,1584.40637207
197314,,2013-12-15,,Stadio Marc'Antonio Bentegodi (Verona),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,491,Chievo,https://media-4.api-sports.io/football/teams/491.png,False,498,Sampdoria,https://media-4.api-sports.io/football/teams/498.png,True,0,1,0,1,0,1,76,1585.11669922,89,1549.84765625
197315,,2013-12-15,,Stadio Artemio Franchi (Firenze),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,502,Fiorentina,https://media-4.api-sports.io/football/teams/502.png,True,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,False,3,0,2,0,3,0,24,1746.59155273,81,1574.2635498
197317,,2013-12-15,,Stadio Olimpico (Roma),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,True,868,Livorno,https://media-4.api-sports.io/football/teams/868.png,False,2,0,2,0,2,0,53,1659.9609375,95,1515.22473145
197318,,2013-12-15,,Stadio Ennio Tardini (Parma),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,523,Parma,https://media-4.api-sports.io/football/teams/523.png,0,490,Cagliari,https://media-4.api-sports.io/football/teams/490.png,0,0,0,0,0,0,0,67,1627.85900879,72,1594.20581055
197319,,2013-12-15,,Stadio Communale Friuli (Udine),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,494,Udinese,https://media-4.api-sports.io/football/teams/494.png,False,503,Torino,https://media-4.api-sports.io/football/teams/503.png,True,0,2,0,0,0,2,54,1659.7746582,75,1587.18103027
197320,,2013-12-15,,Juventus Stadium (Torino),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 16,496,Juventus,https://media-4.api-sports.io/football/teams/496.png,True,488,Sassuolo,https://media-4.api-sports.io/football/teams/488.png,False,4,0,3,0,4,0,11,1868.92053223,93,1533.32067871
