fixture_id,fixture_referee,fixture_date,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away
205237,,2010-08-28,,Estadio La Rosaleda (Málaga),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,535,Malaga,https://media-4.api-sports.io/football/teams/535.png,False,532,Valencia,https://media-4.api-sports.io/football/teams/532.png,True,1,3,1,1,1,3
205238,,2010-08-28,,Estadio Ciudad de Valencia (Valencia),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,539,Levante,https://media-4.api-sports.io/football/teams/539.png,False,536,Sevilla,https://media-4.api-sports.io/football/teams/536.png,True,1,4,1,2,1,4
205579,,2010-08-28,,Estadio José Rico Pérez (Alicante),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,4666,Hércules,https://media-4.api-sports.io/football/teams/4666.png,False,531,Athletic Club,https://media-4.api-sports.io/football/teams/531.png,True,0,1,0,0,0,1
205239,,2010-08-29,,Estadio Municipal de Riazor (A Coruña (La Coruña)),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,544,Deportivo La Coruna,https://media-4.api-sports.io/football/teams/544.png,0,732,Zaragoza,https://media-4.api-sports.io/football/teams/732.png,0,0,0,0,0,0,0
205240,,2010-08-29,,Estadi Cornellà-El Prat (Cornellà de Llobregat),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,540,Espanyol,https://media-4.api-sports.io/football/teams/540.png,True,546,Getafe,https://media-4.api-sports.io/football/teams/546.png,False,3,1,1,0,3,1
205241,,2010-08-29,,Estadio Municipal de Anoeta (Donostia-San Sebastián),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,548,Real Sociedad,https://media-4.api-sports.io/football/teams/548.png,True,533,Villarreal,https://media-4.api-sports.io/football/teams/533.png,False,1,0,0,0,1,0
205242,,2010-08-29,,Estadio El Sadar (Pamplona (Iruñea)),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,727,Osasuna,https://media-4.api-sports.io/football/teams/727.png,0,723,Almeria,https://media-4.api-sports.io/football/teams/723.png,0,0,0,0,0,0,0
205243,,2010-08-29,,Campos de Sport de El Sardinero (Santander),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,4665,Racing Santander,https://media-4.api-sports.io/football/teams/4665.png,False,529,Barcelona,https://media-4.api-sports.io/football/teams/529.png,True,0,3,0,2,0,3
205244,,2010-08-29,,Iberostar Estadi (Palma de Mallorca),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,798,Mallorca,https://media-4.api-sports.io/football/teams/798.png,0,541,Real Madrid,https://media-4.api-sports.io/football/teams/541.png,0,0,0,0,0,0,0
205245,,2010-08-30,,Estadio Vicente Calderón (Madrid),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 1,530,Atletico Madrid,https://media-4.api-sports.io/football/teams/530.png,True,731,Sporting Gijon,https://media-4.api-sports.io/football/teams/731.png,False,4,0,2,0,4,0
205246,,2010-09-11,,Estadio de Mestalla (Valencia),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,532,Valencia,https://media-4.api-sports.io/football/teams/532.png,True,4665,Racing Santander,https://media-4.api-sports.io/football/teams/4665.png,False,1,0,1,0,1,0
205580,,2010-09-11,,Camp Nou (Barcelona),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,529,Barcelona,https://media-4.api-sports.io/football/teams/529.png,False,4666,Hércules,https://media-4.api-sports.io/football/teams/4666.png,True,0,2,0,1,0,2
205247,,2010-09-11,,Estadio Santiago Bernabéu (Madrid),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,541,Real Madrid,https://media-4.api-sports.io/football/teams/541.png,True,727,Osasuna,https://media-4.api-sports.io/football/teams/727.png,False,1,0,0,0,1,0
205248,,2010-09-11,,Estadio San Mamés (Bilbao),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,531,Athletic Club,https://media-4.api-sports.io/football/teams/531.png,False,530,Atletico Madrid,https://media-4.api-sports.io/football/teams/530.png,True,1,2,0,1,1,2
205252,,2010-09-12,,Camp El Madrigal (Villarreal),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,533,Villarreal,https://media-4.api-sports.io/football/teams/533.png,True,540,Espanyol,https://media-4.api-sports.io/football/teams/540.png,False,4,0,2,0,4,0
205251,,2010-09-12,,Coliseum Alfonso Pérez (Getafe (Madrid)),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,546,Getafe,https://media-4.api-sports.io/football/teams/546.png,True,539,Levante,https://media-4.api-sports.io/football/teams/539.png,False,4,1,2,1,4,1
205249,,2010-09-12,,Estadio Municipal El Molinón (Gijón),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,731,Sporting Gijon,https://media-4.api-sports.io/football/teams/731.png,True,798,Mallorca,https://media-4.api-sports.io/football/teams/798.png,False,2,0,0,0,2,0
205250,,2010-09-12,,Estadio de la Romareda (Zaragoza),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,732,Zaragoza,https://media-4.api-sports.io/football/teams/732.png,False,535,Malaga,https://media-4.api-sports.io/football/teams/535.png,True,3,5,1,5,3,5
205253,,2010-09-12,,Estadio Ramón Sánchez Pizjuán (Sevilla),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,536,Sevilla,https://media-4.api-sports.io/football/teams/536.png,0,544,Deportivo La Coruna,https://media-4.api-sports.io/football/teams/544.png,0,0,0,0,0,0,0
205254,,2010-09-13,,Estadio de los Juegos Mediterráneos (Almería),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 2,723,Almeria,https://media-4.api-sports.io/football/teams/723.png,0,548,Real Sociedad,https://media-4.api-sports.io/football/teams/548.png,0,2,2,1,2,2,2
205255,,2010-09-18,,Estadi Cornellà-El Prat (Cornellà de Llobregat),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,540,Espanyol,https://media-4.api-sports.io/football/teams/540.png,True,723,Almeria,https://media-4.api-sports.io/football/teams/723.png,False,1,0,0,0,1,0
205256,,2010-09-18,,Iberostar Estadi (Palma de Mallorca),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,798,Mallorca,https://media-4.api-sports.io/football/teams/798.png,True,727,Osasuna,https://media-4.api-sports.io/football/teams/727.png,False,2,0,1,0,2,0
205257,,2010-09-18,,Estadio Municipal El Molinón (Gijón),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,731,Sporting Gijon,https://media-4.api-sports.io/football/teams/731.png,0,531,Athletic Club,https://media-4.api-sports.io/football/teams/531.png,0,2,2,2,1,2,2
205258,,2010-09-18,,Estadio Municipal de Anoeta (Donostia-San Sebastián),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,548,Real Sociedad,https://media-4.api-sports.io/football/teams/548.png,False,541,Real Madrid,https://media-4.api-sports.io/football/teams/541.png,True,1,2,0,0,1,2
205262,,2010-09-19,,Estadio La Rosaleda (Málaga),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,535,Malaga,https://media-4.api-sports.io/football/teams/535.png,False,536,Sevilla,https://media-4.api-sports.io/football/teams/536.png,True,1,2,1,2,1,2
205581,,2010-09-19,,Estadio José Rico Pérez (Alicante),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,4666,Hércules,https://media-4.api-sports.io/football/teams/4666.png,False,532,Valencia,https://media-4.api-sports.io/football/teams/532.png,True,1,2,1,2,1,2
205259,,2010-09-19,,Campos de Sport de El Sardinero (Santander),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,4665,Racing Santander,https://media-4.api-sports.io/football/teams/4665.png,True,732,Zaragoza,https://media-4.api-sports.io/football/teams/732.png,False,2,0,0,0,2,0
205260,,2010-09-19,,Estadio Ciudad de Valencia (Valencia),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,539,Levante,https://media-4.api-sports.io/football/teams/539.png,False,533,Villarreal,https://media-4.api-sports.io/football/teams/533.png,True,1,2,0,2,1,2
205261,,2010-09-19,,Estadio Vicente Calderón (Madrid),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,530,Atletico Madrid,https://media-4.api-sports.io/football/teams/530.png,False,529,Barcelona,https://media-4.api-sports.io/football/teams/529.png,True,1,2,1,2,1,2
205263,,2010-09-20,,Estadio Municipal de Riazor (A Coruña (La Coruña)),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 3,544,Deportivo La Coruna,https://media-4.api-sports.io/football/teams/544.png,0,546,Getafe,https://media-4.api-sports.io/football/teams/546.png,0,2,2,0,1,2,2
205264,,2010-09-21,,Estadio San Mamés (Bilbao),,Match Finished,FT,90,140,La Liga,Spain,https://media-4.api-sports.io/football/leagues/140.png,https://media-4.api-sports.io/flags/es.svg,2010,Regular Season - 4,531,Athletic Club,https://media-4.api-sports.io/football/teams/531.png,True,798,Mallorca,https://media-4.api-sports.io/football/teams/798.png,False,3,0,1,0,3,0
