,,,,date,round,day,venue,result,GF,GA,opponent,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,time
,,,,,,,,,,,,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1819,Crystal Palace,2019-01-30 Southampton-Crystal Palace,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Southampton,29,22,2,2,1,1,1,2,2,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Home,W,2,0,Fulham,25,16,5,1,2,1,0,2,0,1,0,1,0,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-09 Crystal Palace-West Ham,2019-02-09,Matchweek 26,Sat,Home,D,1,1,West Ham,47,34,5,2,4,2,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Away,W,4,1,Leicester City,13,6,2,0,2,2,1,7,3,0,0,2,1,1,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,33,23,3,3,2,2,0,2,1,0,1,0,0,0,20:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-02 Burnley-Crystal Palace,2019-03-02,Matchweek 29,Sat,Away,W,3,1,Burnley,17,12,2,3,0,0,0,4,2,0,2,0,0,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-09 Crystal Palace-Brighton,2019-03-09,Matchweek 30,Sat,Home,L,1,2,Brighton,25,21,1,1,1,1,0,2,1,0,0,0,1,0,12:30:00
ENG-Premier League,1819,Crystal Palace,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Huddersfield,32,23,2,2,3,2,0,3,1,0,0,0,2,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Matchweek 31,Wed,Away,L,0,2,Tottenham,8,6,0,1,0,0,1,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-04-06 Newcastle Utd-Crystal Palace,2019-04-06,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,6,4,0,1,0,1,0,2,0,0,1,0,1,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Home,L,1,3,Manchester City,12,9,1,0,1,1,0,2,1,0,0,0,1,0,14:05:00
ENG-Premier League,1819,Crystal Palace,2019-04-21 Arsenal-Crystal Palace,2019-04-21,Matchweek 35,Sun,Away,W,3,2,Arsenal,27,12,7,0,5,2,1,5,1,2,0,1,1,0,16:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Home,D,0,0,Everton,13,4,4,2,1,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-05-04 Cardiff City-Crystal Palace,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Cardiff City,36,28,1,3,2,2,0,5,5,0,0,0,0,0,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-05-12 Crystal Palace-Bournemouth,2019-05-12,Matchweek 38,Sun,Home,W,5,3,Bournemouth,31,25,2,1,2,0,1,7,5,0,1,1,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-08-11 Wolves-Everton,2018-08-11,Matchweek 1,Sat,Away,D,2,2,Wolves,13,7,2,0,2,1,1,4,3,0,0,0,1,0,17:30:00
ENG-Premier League,1819,Everton,2018-08-18 Everton-Southampton,2018-08-18,Matchweek 2,Sat,Home,W,2,1,Southampton,23,14,5,1,0,3,0,4,3,1,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-08-25 Bournemouth-Everton,2018-08-25,Matchweek 3,Sat,Away,D,2,2,Bournemouth,20,15,2,0,1,1,1,4,3,1,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Home,D,1,1,Huddersfield,20,15,4,0,1,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-09-16 Everton-West Ham,2018-09-16,Matchweek 5,Sun,Home,L,1,3,West Ham,24,14,1,2,1,5,1,2,2,0,0,0,0,0,16:00:00
ENG-Premier League,1819,Everton,2018-09-23 Arsenal-Everton,2018-09-23,Matchweek 6,Sun,Away,L,0,2,Arsenal,19,13,1,3,0,2,0,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,1819,Everton,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Home,W,3,0,Fulham,34,27,2,1,2,2,0,6,6,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Away,W,2,1,Leicester City,26,11,5,4,4,2,0,4,1,0,3,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,37,26,4,3,1,3,0,3,3,0,0,0,0,0,16:00:00
ENG-Premier League,1819,Everton,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,25,20,1,2,1,1,0,2,1,0,0,0,1,0,16:00:00
ENG-Premier League,1819,Everton,2018-11-03 Everton-Brighton,2018-11-03,Matchweek 11,Sat,Home,W,3,1,Brighton,26,18,2,2,1,2,1,6,4,0,2,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-11-11 Chelsea-Everton,2018-11-11,Matchweek 12,Sun,Away,D,0,0,Chelsea,11,7,2,0,1,1,0,0,0,0,0,0,0,0,14:15:00
ENG-Premier League,1819,Everton,2018-11-24 Everton-Cardiff City,2018-11-24,Matchweek 13,Sat,Home,W,1,0,Cardiff City,27,14,5,4,3,1,0,1,0,0,0,1,0,0,15:00:00
ENG-Premier League,1819,Everton,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Away,L,0,1,Liverpool,15,11,2,0,1,1,0,0,0,0,0,0,0,0,16:15:00
ENG-Premier League,1819,Everton,2018-12-05 Everton-Newcastle Utd,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Newcastle Utd,32,25,1,1,4,1,0,1,0,0,0,1,0,0,19:45:00
ENG-Premier League,1819,Everton,2018-12-10 Everton-Watford,2018-12-10,Matchweek 16,Mon,Home,D,2,2,Watford,20,14,3,0,0,3,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,1819,Everton,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Away,L,1,3,Manchester City,16,9,1,5,1,0,0,2,2,0,0,0,0,0,12:30:00
ENG-Premier League,1819,Everton,2018-12-23 Everton-Tottenham,2018-12-23,Matchweek 18,Sun,Home,L,2,6,Tottenham,18,17,0,1,0,0,0,4,4,0,0,0,0,0,16:00:00
ENG-Premier League,1819,Everton,2018-12-26 Burnley-Everton,2018-12-26,Matchweek 19,Wed,Away,W,5,1,Burnley,22,15,2,2,2,1,0,9,6,0,0,2,1,0,15:00:00
ENG-Premier League,1819,Everton,2018-12-29 Brighton-Everton,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Brighton,22,12,3,4,1,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Home,L,0,1,Leicester City,28,18,4,0,2,3,1,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,1819,Everton,2019-01-13 Everton-Bournemouth,2019-01-13,Matchweek 22,Sun,Home,W,2,0,Bournemouth,27,22,1,1,1,2,0,4,4,0,0,0,0,0,14:15:00
ENG-Premier League,1819,Everton,2019-01-19 Southampton-Everton,2019-01-19,Matchweek 23,Sat,Away,L,1,2,Southampton,12,10,0,1,1,0,0,2,1,0,0,1,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Away,W,1,0,Huddersfield,17,8,2,4,1,2,0,1,0,0,0,1,0,0,19:45:00
ENG-Premier League,1819,Everton,2019-02-02 Everton-Wolves,2019-02-02,Matchweek 25,Sat,Home,L,1,3,Wolves,22,14,0,4,1,3,0,2,1,0,1,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Home,L,0,2,Manchester City,8,4,1,1,0,2,0,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Everton,2019-02-09 Watford-Everton,2019-02-09,Matchweek 26,Sat,Away,L,0,1,Watford,14,7,2,1,1,3,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-02-26 Cardiff City-Everton,2019-02-26,Matchweek 28,Tue,Away,W,3,0,Cardiff City,19,15,0,2,2,0,0,6,4,0,2,0,0,0,19:45:00
ENG-Premier League,1819,Everton,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Home,D,0,0,Liverpool,11,7,3,0,0,1,0,0,0,0,0,0,0,0,16:15:00
ENG-Premier League,1819,Everton,2019-03-09 Newcastle Utd-Everton,2019-03-09,Matchweek 30,Sat,Away,L,2,3,Newcastle Utd,11,10,0,0,0,0,1,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Home,W,2,0,Chelsea,23,11,4,1,4,2,1,2,0,0,0,2,0,0,16:30:00
ENG-Premier League,1819,Everton,2019-03-30 West Ham-Everton,2019-03-30,Matchweek 32,Sat,Away,W,2,0,West Ham,31,20,3,4,3,0,1,4,3,1,0,0,0,0,17:30:00
ENG-Premier League,1819,Everton,2019-04-07 Everton-Arsenal,2019-04-07,Matchweek 33,Sun,Home,W,1,0,Arsenal,36,23,6,1,6,0,0,1,0,0,0,1,0,0,14:05:00
ENG-Premier League,1819,Everton,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Away,L,0,2,Fulham,18,14,1,1,0,1,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Home,W,4,0,Manchester Utd,26,19,4,0,2,1,0,7,4,2,0,1,0,0,13:30:00
ENG-Premier League,1819,Everton,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Away,D,0,0,Crystal Palace,32,23,4,1,3,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Everton,2019-05-03 Everton-Burnley,2019-05-03,Matchweek 37,Fri,Home,W,2,0,Burnley,32,24,2,0,5,0,1,1,0,0,0,1,0,0,20:00:00
ENG-Premier League,1819,Everton,2019-05-12 Tottenham-Everton,2019-05-12,Matchweek 38,Sun,Away,D,2,2,Tottenham,28,20,3,0,2,3,0,3,2,0,0,1,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Home,L,0,2,Crystal Palace,27,19,2,2,2,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-08-18 Tottenham-Fulham,2018-08-18,Matchweek 2,Sat,Away,L,1,3,Tottenham,19,17,0,1,1,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-08-26 Fulham-Burnley,2018-08-26,Matchweek 3,Sun,Home,W,4,2,Burnley,45,42,1,1,1,0,0,7,4,1,1,1,0,0,16:00:00
ENG-Premier League,1819,Fulham,2018-09-01 Brighton-Fulham,2018-09-01,Matchweek 4,Sat,Away,D,2,2,Brighton,19,14,0,2,1,1,1,3,2,0,0,1,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Away,L,0,3,Manchester City,16,16,0,0,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-09-22 Fulham-Watford,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Watford,28,21,2,1,4,0,0,2,1,0,0,1,0,0,12:30:00
ENG-Premier League,1819,Fulham,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Away,L,0,3,Everton,11,10,0,1,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-10-07 Fulham-Arsenal,2018-10-07,Matchweek 8,Sun,Home,L,1,5,Arsenal,39,26,5,0,6,1,1,2,2,0,0,0,0,0,12:00:00
ENG-Premier League,1819,Fulham,2018-10-20 Cardiff City-Fulham,2018-10-20,Matchweek 9,Sat,Away,L,2,4,Cardiff City,18,11,3,0,1,2,1,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-10-27 Fulham-Bournemouth,2018-10-27,Matchweek 10,Sat,Home,L,0,3,Bournemouth,22,17,4,0,1,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Away,L,0,1,Huddersfield,15,8,5,0,1,1,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1819,Fulham,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Away,L,0,2,Liverpool,12,9,1,1,0,0,1,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,1819,Fulham,2018-11-24 Fulham-Southampton,2018-11-24,Matchweek 13,Sat,Home,W,3,2,Southampton,19,15,2,2,0,0,0,6,5,0,1,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-12-02 Chelsea-Fulham,2018-12-02,Matchweek 14,Sun,Away,L,0,2,Chelsea,15,13,1,0,1,0,0,0,0,0,0,0,0,0,12:00:00
ENG-Premier League,1819,Fulham,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Leicester City,46,28,7,4,4,3,0,2,2,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Fulham,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Away,L,1,4,Manchester Utd,19,14,1,2,1,1,0,2,1,0,0,0,1,0,15:00:00
ENG-Premier League,1819,Fulham,2018-12-15 Fulham-West Ham,2018-12-15,Matchweek 17,Sat,Home,L,0,2,West Ham,25,19,3,1,1,1,0,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,1819,Fulham,2018-12-22 Newcastle Utd-Fulham,2018-12-22,Matchweek 18,Sat,Away,D,0,0,Newcastle Utd,8,7,0,0,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2018-12-26 Fulham-Wolves,2018-12-26,Matchweek 19,Wed,Home,D,1,1,Wolves,20,13,3,3,0,1,0,2,0,1,0,0,1,0,12:30:00
ENG-Premier League,1819,Fulham,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Home,W,1,0,Huddersfield,26,19,3,0,2,2,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-01-01 Arsenal-Fulham,2019-01-01,Matchweek 21,Tue,Away,L,1,4,Arsenal,16,13,1,1,0,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-01-12 Burnley-Fulham,2019-01-12,Matchweek 22,Sat,Away,L,1,2,Burnley,21,18,0,1,1,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-01-20 Fulham-Tottenham,2019-01-20,Matchweek 23,Sun,Home,L,1,2,Tottenham,21,15,3,0,2,1,0,0,0,0,0,0,0,0,16:00:00
ENG-Premier League,1819,Fulham,2019-01-29 Fulham-Brighton,2019-01-29,Matchweek 24,Tue,Home,W,4,2,Brighton,42,30,3,2,6,1,0,5,3,0,0,2,0,0,19:45:00
ENG-Premier League,1819,Fulham,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Away,L,0,2,Crystal Palace,15,12,1,0,1,0,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-02-09 Fulham-Manchester Utd,2019-02-09,Matchweek 26,Sat,Home,L,0,3,Manchester Utd,25,16,3,2,2,2,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,1819,Fulham,2019-02-22 West Ham-Fulham,2019-02-22,Matchweek 27,Fri,Away,L,1,3,West Ham,11,9,0,2,0,0,0,2,2,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Fulham,2019-02-27 Southampton-Fulham,2019-02-27,Matchweek 28,Wed,Away,L,0,2,Southampton,26,22,2,0,2,0,0,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Fulham,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Home,L,1,2,Chelsea,19,12,2,1,2,0,2,2,1,1,0,0,0,0,14:05:00
ENG-Premier League,1819,Fulham,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Away,L,1,3,Leicester City,12,11,0,1,0,0,0,2,1,0,1,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Home,L,1,2,Liverpool,10,8,0,1,1,0,0,0,0,0,0,0,0,0,14:15:00
ENG-Premier League,1819,Fulham,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Home,L,0,2,Manchester City,9,6,1,0,0,2,0,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,1819,Fulham,2019-04-02 Watford-Fulham,2019-04-02,Matchweek 33,Tue,Away,L,1,4,Watford,30,17,3,3,4,1,2,2,1,0,1,0,0,0,19:45:00
ENG-Premier League,1819,Fulham,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Home,W,2,0,Everton,24,17,3,1,2,1,0,4,4,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-04-20 Bournemouth-Fulham,2019-04-20,Matchweek 35,Sat,Away,W,1,0,Bournemouth,32,19,5,3,4,1,0,2,0,0,1,0,1,0,15:00:00
ENG-Premier League,1819,Fulham,2019-04-27 Fulham-Cardiff City,2019-04-27,Matchweek 36,Sat,Home,W,1,0,Cardiff City,14,11,0,3,0,0,0,2,1,0,1,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-05-04 Wolves-Fulham,2019-05-04,Matchweek 37,Sat,Away,L,0,1,Wolves,11,6,1,3,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Fulham,2019-05-12 Fulham-Newcastle Utd,2019-05-12,Matchweek 38,Sun,Home,L,0,4,Newcastle Utd,27,21,2,2,2,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-11 Huddersfield-Chelsea,2018-08-11,Matchweek 1,Sat,Home,L,0,3,Chelsea,12,7,3,0,0,1,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Away,L,1,6,Manchester City,10,8,1,0,0,1,0,2,1,1,0,0,0,0,13:30:00
ENG-Premier League,1819,Huddersfield,2018-08-25 Huddersfield-Cardiff City,2018-08-25,Matchweek 3,Sat,Home,D,0,0,Cardiff City,9,5,1,1,2,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Away,D,1,1,Everton,13,10,2,0,0,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Home,L,0,1,Crystal Palace,25,20,1,2,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-22 Leicester City-Huddersfield,2018-09-22,Matchweek 6,Sat,Away,L,1,3,Leicester City,15,12,2,0,0,0,1,1,1,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-09-29 Huddersfield-Tottenham,2018-09-29,Matchweek 7,Sat,Home,L,0,2,Tottenham,17,11,1,2,0,3,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-06 Burnley-Huddersfield,2018-10-06,Matchweek 8,Sat,Away,D,1,1,Burnley,34,27,4,0,3,0,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Home,L,0,1,Liverpool,26,21,1,0,0,2,2,0,0,0,0,0,0,0,17:30:00
ENG-Premier League,1819,Huddersfield,2018-10-27 Watford-Huddersfield,2018-10-27,Matchweek 10,Sat,Away,L,0,3,Watford,25,19,2,1,3,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Home,W,1,0,Fulham,13,8,2,0,1,1,1,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1819,Huddersfield,2018-11-10 Huddersfield-West Ham,2018-11-10,Matchweek 12,Sat,Home,D,1,1,West Ham,28,21,3,2,1,1,0,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-11-25 Wolves-Huddersfield,2018-11-25,Matchweek 13,Sun,Away,W,2,0,Wolves,22,14,3,0,2,1,2,4,3,0,0,0,1,0,16:00:00
ENG-Premier League,1819,Huddersfield,2018-12-01 Huddersfield-Brighton,2018-12-01,Matchweek 14,Sat,Home,L,1,2,Brighton,9,2,3,0,1,2,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-04 Bournemouth-Huddersfield,2018-12-04,Matchweek 15,Tue,Away,L,1,2,Bournemouth,40,27,5,0,5,3,0,2,2,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Huddersfield,2018-12-08 Arsenal-Huddersfield,2018-12-08,Matchweek 16,Sat,Away,L,0,1,Arsenal,11,11,0,0,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-15 Huddersfield-Newcastle Utd,2018-12-15,Matchweek 17,Sat,Home,L,0,1,Newcastle Utd,27,20,5,0,0,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-22 Huddersfield-Southampton,2018-12-22,Matchweek 18,Sat,Home,L,1,3,Southampton,28,21,3,0,3,0,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-26 Manchester Utd-Huddersfield,2018-12-26,Matchweek 19,Wed,Away,L,1,3,Manchester Utd,19,15,3,1,0,0,0,2,1,1,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Fulham,12,8,1,0,0,2,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-02 Huddersfield-Burnley,2019-01-02,Matchweek 21,Wed,Home,L,1,2,Burnley,17,11,3,2,0,1,0,2,2,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Huddersfield,2019-01-12 Cardiff City-Huddersfield,2019-01-12,Matchweek 22,Sat,Away,D,0,0,Cardiff City,25,20,3,0,1,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Home,L,0,3,Manchester City,9,8,0,1,0,0,0,0,0,0,0,0,0,0,13:30:00
ENG-Premier League,1819,Huddersfield,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Home,L,0,1,Everton,20,17,0,1,0,1,1,0,0,0,0,0,0,0,19:45:00
ENG-Premier League,1819,Huddersfield,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Away,L,0,5,Chelsea,9,8,1,0,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-09 Huddersfield-Arsenal,2019-02-09,Matchweek 26,Sat,Home,L,1,2,Arsenal,23,20,0,0,3,0,0,1,0,0,0,1,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-23 Newcastle Utd-Huddersfield,2019-02-23,Matchweek 27,Sat,Away,L,0,2,Newcastle Utd,6,4,1,0,0,1,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-02-26 Huddersfield-Wolves,2019-02-26,Matchweek 28,Tue,Home,W,1,0,Wolves,23,17,2,0,3,1,0,1,0,0,0,1,0,0,19:45:00
ENG-Premier League,1819,Huddersfield,2019-03-02 Brighton-Huddersfield,2019-03-02,Matchweek 29,Sat,Away,L,0,1,Brighton,9,9,0,0,0,0,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-09 Huddersfield-Bournemouth,2019-03-09,Matchweek 30,Sat,Home,L,0,2,Bournemouth,16,10,2,1,1,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-16 West Ham-Huddersfield,2019-03-16,Matchweek 31,Sat,Away,L,3,4,West Ham,23,11,5,0,5,2,0,6,2,2,0,1,1,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Away,L,0,2,Crystal Palace,27,17,1,6,1,2,0,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Home,L,1,4,Leicester City,15,7,3,1,3,1,0,1,0,0,0,0,1,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-13 Tottenham-Huddersfield,2019-04-13,Matchweek 34,Sat,Away,L,0,4,Tottenham,12,7,1,2,0,1,1,0,0,0,0,0,0,0,12:30:00
ENG-Premier League,1819,Huddersfield,2019-04-20 Huddersfield-Watford,2019-04-20,Matchweek 35,Sat,Home,L,1,2,Watford,21,14,1,1,3,1,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Huddersfield,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Away,L,0,5,Liverpool,9,7,1,1,0,0,0,0,0,0,0,0,0,0,20:00:00
ENG-Premier League,1819,Huddersfield,2019-05-05 Huddersfield-Manchester Utd,2019-05-05,Matchweek 37,Sun,Home,D,1,1,Manchester Utd,10,5,1,1,1,1,1,1,1,0,0,0,0,0,14:00:00
ENG-Premier League,1819,Huddersfield,2019-05-12 Southampton-Huddersfield,2019-05-12,Matchweek 38,Sun,Away,D,1,1,Southampton,14,8,3,1,0,1,1,0,0,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,24,20,2,1,0,1,0,2,2,0,0,0,0,0,20:00:00
ENG-Premier League,1819,Leicester City,2018-08-18 Leicester City-Wolves,2018-08-18,Matchweek 2,Sat,Home,W,2,0,Wolves,11,5,0,3,1,1,1,2,2,0,0,0,0,0,15:00:00
ENG-Premier League,1819,Leicester City,2018-08-25 Southampton-Leicester City,2018-08-25,Matchweek 3,Sat,Away,W,2,1,Southampton,11,9,1,0,0,0,1,3,3,0,0,0,0,0,15:00:00
