,,,,date,round,day,venue,result,GF,GA,opponent,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,time
ENG-Premier League,1920,Crystal Palace,2020-02-29 Brighton-Crystal Palace,2020-02-29,Matchweek 28,Sat,Away,W,1,0,Brighton,326,264,59,9,1,0,12,32,7,3,1,3,214,3,9,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-03-07 Crystal Palace-Watford,2020-03-07,Matchweek 29,Sat,Home,W,1,0,Watford,410,361,47,17,3,1,17,15,8,2,0,5,284,2,4,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-06-20 Bournemouth-Crystal Palace,2020-06-20,Matchweek 30,Sat,Away,W,2,0,Bournemouth,379,331,45,14,0,0,10,16,4,2,0,0,282,3,12,19:45:00
ENG-Premier League,1920,Crystal Palace,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Away,L,0,4,Liverpool,347,304,42,7,0,0,0,14,0,0,0,0,251,1,6,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-06-29 Crystal Palace-Burnley,2020-06-29,Matchweek 32,Mon,Home,L,0,1,Burnley,547,490,57,11,0,8,30,31,9,3,1,3,433,0,14,20:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Leicester City,502,439,62,18,1,8,20,26,7,5,0,2,389,1,14,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-07 Crystal Palace-Chelsea,2020-07-07,Matchweek 34,Tue,Home,L,2,3,Chelsea,436,383,52,10,0,2,23,25,7,4,1,1,333,1,13,18:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-12 Aston Villa-Crystal Palace,2020-07-12,Matchweek 35,Sun,Away,L,0,2,Aston Villa,437,389,48,22,0,1,19,18,1,1,0,0,340,0,5,14:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Home,L,0,2,Manchester Utd,463,411,51,14,0,4,9,21,2,1,0,0,362,1,11,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-20 Wolves-Crystal Palace,2020-07-20,Matchweek 37,Mon,Away,L,0,2,Wolves,453,400,52,10,0,1,14,29,2,1,0,1,351,1,9,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Tottenham,482,424,57,13,0,0,24,31,7,1,0,6,375,1,10,16:00:00
ENG-Premier League,1920,Everton,2019-08-10 Crystal Palace-Everton,2019-08-10,Matchweek 1,Sat,Away,D,0,0,Crystal Palace,558,491,67,20,1,5,17,39,2,1,0,0,438,0,15,15:00:00
ENG-Premier League,1920,Everton,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Home,W,1,0,Watford,354,297,54,11,1,3,11,28,4,4,0,0,235,3,12,15:00:00
ENG-Premier League,1920,Everton,2019-08-23 Aston Villa-Everton,2019-08-23,Matchweek 3,Fri,Away,L,0,2,Aston Villa,602,541,60,18,0,7,24,30,6,1,4,0,472,1,12,20:00:00
ENG-Premier League,1920,Everton,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Home,W,3,2,Wolves,498,455,42,14,1,6,25,16,7,0,6,0,390,1,6,14:00:00
ENG-Premier League,1920,Everton,2019-09-15 Bournemouth-Everton,2019-09-15,Matchweek 5,Sun,Away,L,1,3,Bournemouth,541,490,51,9,2,5,22,28,7,4,3,0,403,0,9,14:00:00
ENG-Premier League,1920,Everton,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,603,536,66,9,1,8,42,37,12,5,6,0,477,1,7,15:00:00
ENG-Premier League,1920,Everton,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Home,L,1,3,Manchester City,396,348,46,11,2,4,19,15,5,2,3,0,313,2,11,17:30:00
ENG-Premier League,1920,Everton,2019-10-05 Burnley-Everton,2019-10-05,Matchweek 8,Sat,Away,L,0,1,Burnley,529,478,50,9,0,5,25,22,9,3,3,0,392,1,5,15:00:00
ENG-Premier League,1920,Everton,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Home,W,2,0,West Ham,445,381,55,17,3,1,24,19,11,5,6,0,315,9,7,12:30:00
ENG-Premier League,1920,Everton,2019-10-26 Brighton-Everton,2019-10-26,Matchweek 10,Sat,Away,L,2,3,Brighton,471,415,54,15,2,8,12,25,5,3,1,0,369,2,10,15:00:00
ENG-Premier League,1920,Everton,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Home,D,1,1,Tottenham,435,386,48,10,3,7,28,26,5,2,3,0,317,1,19,16:30:00
ENG-Premier League,1920,Everton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Away,W,2,1,Southampton,433,371,62,14,2,3,26,29,9,0,8,0,302,0,12,15:00:00
ENG-Premier League,1920,Everton,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Home,L,0,2,Norwich City,477,418,59,10,1,6,33,34,7,3,4,0,349,0,11,15:00:00
ENG-Premier League,1920,Everton,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Away,L,1,2,Leicester City,325,278,44,8,1,4,22,20,4,1,3,0,212,3,8,16:30:00
ENG-Premier League,1920,Everton,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Away,L,2,5,Liverpool,395,338,54,15,3,3,26,22,6,0,5,0,271,3,7,20:15:00
ENG-Premier League,1920,Everton,2019-12-07 Everton-Chelsea,2019-12-07,Matchweek 16,Sat,Home,W,3,1,Chelsea,289,239,48,12,2,3,12,20,1,1,0,0,175,2,6,12:30:00
ENG-Premier League,1920,Everton,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Away,D,1,1,Manchester Utd,305,254,48,11,0,1,18,19,5,5,0,0,196,3,9,14:00:00
ENG-Premier League,1920,Everton,2019-12-21 Everton-Arsenal,2019-12-21,Matchweek 18,Sat,Home,D,0,0,Arsenal,405,356,49,11,0,5,23,26,5,2,3,0,305,0,9,12:30:00
ENG-Premier League,1920,Everton,2019-12-26 Everton-Burnley,2019-12-26,Matchweek 19,Thu,Home,W,1,0,Burnley,591,529,62,14,1,3,33,32,10,6,2,2,467,0,9,15:00:00
ENG-Premier League,1920,Everton,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,490,437,51,14,3,3,25,19,8,5,2,0,376,2,8,15:00:00
ENG-Premier League,1920,Everton,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Away,L,1,2,Manchester City,437,390,46,14,2,3,12,18,6,1,5,0,336,1,10,17:30:00
ENG-Premier League,1920,Everton,2020-01-11 Everton-Brighton,2020-01-11,Matchweek 22,Sat,Home,W,1,0,Brighton,546,499,45,9,2,2,27,21,4,4,0,0,416,2,9,15:00:00
ENG-Premier League,1920,Everton,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Away,D,1,1,West Ham,502,459,42,14,4,3,25,12,6,3,3,0,384,1,9,15:00:00
ENG-Premier League,1920,Everton,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,615,564,50,9,4,6,24,25,6,4,1,0,501,1,12,19:30:00
ENG-Premier League,1920,Everton,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Away,W,3,2,Watford,490,438,50,16,0,4,26,18,4,4,0,0,355,2,7,15:00:00
ENG-Premier League,1920,Everton,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Home,W,3,1,Crystal Palace,418,361,56,13,2,4,24,28,4,2,2,0,299,1,10,12:30:00
ENG-Premier League,1920,Everton,2020-02-23 Arsenal-Everton,2020-02-23,Matchweek 27,Sun,Away,L,2,3,Arsenal,505,457,46,14,1,3,23,19,3,2,0,0,417,2,14,16:30:00
ENG-Premier League,1920,Everton,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Home,D,1,1,Manchester Utd,384,327,54,10,3,4,28,22,13,12,1,0,269,3,10,14:00:00
ENG-Premier League,1920,Everton,2020-03-08 Chelsea-Everton,2020-03-08,Matchweek 29,Sun,Away,L,0,4,Chelsea,456,422,33,8,2,2,14,15,1,0,0,0,354,1,6,14:00:00
ENG-Premier League,1920,Everton,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Home,D,0,0,Liverpool,286,235,49,13,0,4,3,22,1,1,0,0,192,2,7,19:00:00
ENG-Premier League,1920,Everton,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Away,W,1,0,Norwich City,544,503,40,8,1,10,20,22,5,2,3,0,428,1,10,18:00:00
ENG-Premier League,1920,Everton,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Home,W,2,1,Leicester City,361,314,47,10,0,3,6,21,3,3,0,0,266,0,8,18:00:00
ENG-Premier League,1920,Everton,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Away,L,0,1,Tottenham,456,405,49,15,1,2,22,16,6,5,0,0,357,2,10,20:00:00
ENG-Premier League,1920,Everton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Home,D,1,1,Southampton,362,318,41,13,2,2,12,15,3,3,0,0,260,3,6,18:00:00
ENG-Premier League,1920,Everton,2020-07-12 Wolves-Everton,2020-07-12,Matchweek 35,Sun,Away,L,0,3,Wolves,485,449,36,10,1,3,13,14,2,0,2,0,392,0,10,12:00:00
ENG-Premier League,1920,Everton,2020-07-16 Everton-Aston Villa,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Aston Villa,491,450,41,13,0,5,30,12,5,4,0,0,402,0,9,18:00:00
ENG-Premier League,1920,Everton,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Away,W,1,0,Sheffield Utd,515,464,49,12,0,10,7,24,1,1,0,0,400,2,7,18:00:00
ENG-Premier League,1920,Everton,2020-07-26 Everton-Bournemouth,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Bournemouth,741,697,44,10,1,5,21,23,2,1,1,0,631,0,16,16:00:00
ENG-Premier League,1920,Leicester City,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Home,D,0,0,Wolves,720,662,58,14,1,3,29,24,12,6,4,1,593,0,15,14:00:00
ENG-Premier League,1920,Leicester City,2019-08-18 Chelsea-Leicester City,2019-08-18,Matchweek 2,Sun,Away,D,1,1,Chelsea,500,448,49,12,5,4,16,21,5,1,2,0,377,3,15,16:30:00
ENG-Premier League,1920,Leicester City,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Away,W,2,1,Sheffield Utd,509,443,61,10,2,5,14,33,4,2,2,0,398,5,4,15:00:00
ENG-Premier League,1920,Leicester City,2019-08-31 Leicester City-Bournemouth,2019-08-31,Matchweek 4,Sat,Home,W,3,1,Bournemouth,588,534,52,12,2,4,14,28,4,0,1,0,462,2,11,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Away,L,0,1,Manchester Utd,525,466,57,13,2,6,24,26,9,3,3,0,398,2,7,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Home,W,2,1,Tottenham,426,373,50,16,3,6,19,15,8,4,1,1,308,3,7,12:30:00
ENG-Premier League,1920,Leicester City,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Home,W,5,0,Newcastle Utd,778,729,49,10,1,7,28,23,9,3,3,0,674,0,8,16:30:00
ENG-Premier League,1920,Leicester City,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Away,L,1,2,Liverpool,522,473,47,11,4,5,19,18,6,3,2,0,376,2,11,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-19 Leicester City-Burnley,2019-10-19,Matchweek 9,Sat,Home,W,2,1,Burnley,613,557,54,12,1,0,22,25,9,3,3,0,505,2,12,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Away,W,9,0,Southampton,766,724,42,2,3,2,26,25,7,2,1,0,648,0,18,20:00:00
ENG-Premier League,1920,Leicester City,2019-11-03 Crystal Palace-Leicester City,2019-11-03,Matchweek 11,Sun,Away,W,2,0,Crystal Palace,477,426,50,16,2,4,20,20,6,2,3,0,385,1,7,14:00:00
ENG-Premier League,1920,Leicester City,2019-11-09 Leicester City-Arsenal,2019-11-09,Matchweek 12,Sat,Home,W,2,0,Arsenal,535,485,49,11,2,2,16,27,5,1,3,0,463,1,9,17:30:00
ENG-Premier League,1920,Leicester City,2019-11-23 Brighton-Leicester City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Brighton,456,416,39,9,2,2,20,15,7,1,5,0,365,1,9,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Home,W,2,1,Everton,706,658,47,12,1,3,25,23,4,2,2,0,576,1,8,16:30:00
ENG-Premier League,1920,Leicester City,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Home,W,2,0,Watford,614,561,50,16,1,1,21,18,7,4,3,0,490,3,8,19:30:00
ENG-Premier League,1920,Leicester City,2019-12-08 Aston Villa-Leicester City,2019-12-08,Matchweek 16,Sun,Away,W,4,1,Aston Villa,519,468,50,21,4,3,24,14,5,0,3,1,430,1,6,14:00:00
ENG-Premier League,1920,Leicester City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Home,D,1,1,Norwich City,581,515,66,16,1,3,33,32,12,5,6,0,470,0,12,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Away,L,1,3,Manchester City,443,396,44,15,3,3,9,17,0,0,0,0,353,3,6,17:30:00
ENG-Premier League,1920,Leicester City,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Home,L,0,4,Liverpool,463,413,44,10,1,1,13,18,2,0,2,0,367,6,5,20:00:00
ENG-Premier League,1920,Leicester City,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Away,W,2,1,West Ham,579,515,61,16,3,4,17,31,5,0,3,0,460,3,13,17:30:00
ENG-Premier League,1920,Leicester City,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,872,835,34,7,0,3,11,20,5,2,1,0,782,3,11,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Home,L,1,2,Southampton,506,441,62,18,2,0,11,33,2,2,0,0,361,3,6,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-19 Burnley-Leicester City,2020-01-19,Matchweek 23,Sun,Away,L,1,2,Burnley,540,489,51,14,5,0,23,22,5,1,3,1,417,0,12,14:00:00
ENG-Premier League,1920,Leicester City,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Home,W,4,1,West Ham,619,563,54,19,1,1,21,23,7,3,4,0,518,2,7,19:30:00
ENG-Premier League,1920,Leicester City,2020-02-01 Leicester City-Chelsea,2020-02-01,Matchweek 25,Sat,Home,D,2,2,Chelsea,521,470,50,13,5,2,16,24,4,1,2,1,395,1,9,12:30:00
ENG-Premier League,1920,Leicester City,2020-02-14 Wolves-Leicester City,2020-02-14,Matchweek 26,Fri,Away,D,0,0,Wolves,537,491,46,15,0,0,19,20,0,0,0,0,440,0,9,20:00:00
ENG-Premier League,1920,Leicester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Home,L,0,1,Manchester City,352,310,41,9,3,1,11,21,3,1,1,0,265,1,7,17:30:00
ENG-Premier League,1920,Leicester City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Away,L,0,1,Norwich City,522,467,55,15,1,5,22,27,7,2,3,0,423,0,8,20:00:00
ENG-Premier League,1920,Leicester City,2020-03-09 Leicester City-Aston Villa,2020-03-09,Matchweek 29,Mon,Home,W,4,0,Aston Villa,612,547,62,13,2,6,29,34,9,2,4,0,491,3,14,20:00:00
ENG-Premier League,1920,Leicester City,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Away,D,1,1,Watford,610,555,52,14,0,2,23,23,7,1,4,0,481,3,13,12:30:00
ENG-Premier League,1920,Leicester City,2020-06-23 Leicester City-Brighton,2020-06-23,Matchweek 31,Tue,Home,D,0,0,Brighton,636,593,43,12,1,5,25,20,6,1,5,0,532,0,12,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Away,L,1,2,Everton,661,611,49,13,0,9,35,25,5,1,3,0,551,1,7,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Home,W,3,0,Crystal Palace,546,500,45,9,1,1,11,27,3,1,1,1,455,1,15,15:00:00
ENG-Premier League,1920,Leicester City,2020-07-07 Arsenal-Leicester City,2020-07-07,Matchweek 34,Tue,Away,D,1,1,Arsenal,603,557,45,13,1,0,18,22,1,0,0,0,489,1,9,20:15:00
ENG-Premier League,1920,Leicester City,2020-07-12 Bournemouth-Leicester City,2020-07-12,Matchweek 35,Sun,Away,L,1,4,Bournemouth,594,532,61,15,1,6,18,28,6,0,5,0,464,1,11,19:00:00
ENG-Premier League,1920,Leicester City,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,522,472,47,14,1,5,26,19,9,4,3,1,397,3,10,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Away,L,0,3,Tottenham,752,699,53,17,0,7,33,16,13,4,8,0,661,0,7,16:00:00
ENG-Premier League,1920,Leicester City,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,474,422,50,11,0,5,18,26,3,2,1,0,379,2,10,16:00:00
ENG-Premier League,1920,Liverpool,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Home,W,4,1,Norwich City,528,478,50,13,0,2,32,18,11,2,6,0,410,0,11,20:00:00
ENG-Premier League,1920,Liverpool,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Away,W,2,1,Southampton,590,525,64,13,4,9,24,29,9,2,4,0,450,1,16,15:00:00
ENG-Premier League,1920,Liverpool,2019-08-24 Liverpool-Arsenal,2019-08-24,Matchweek 3,Sat,Home,W,3,1,Arsenal,604,558,45,8,1,7,27,19,6,0,4,0,502,1,9,17:30:00
ENG-Premier League,1920,Liverpool,2019-08-31 Burnley-Liverpool,2019-08-31,Matchweek 4,Sat,Away,W,3,0,Burnley,617,566,50,15,2,5,18,22,4,0,3,0,469,1,6,17:30:00
ENG-Premier League,1920,Liverpool,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Home,W,3,1,Newcastle Utd,900,857,41,12,2,10,34,13,10,0,7,0,791,2,13,12:30:00
ENG-Premier League,1920,Liverpool,2019-09-22 Chelsea-Liverpool,2019-09-22,Matchweek 6,Sun,Away,W,2,1,Chelsea,458,396,61,15,1,7,10,29,4,0,2,0,334,1,10,16:30:00
ENG-Premier League,1920,Liverpool,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Away,W,1,0,Sheffield Utd,762,715,46,8,1,10,23,23,5,2,2,0,640,1,10,12:30:00
ENG-Premier League,1920,Liverpool,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Home,W,2,1,Leicester City,554,494,57,17,5,6,17,33,4,1,2,0,423,3,10,15:00:00
ENG-Premier League,1920,Liverpool,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Away,D,1,1,Manchester Utd,701,665,35,10,0,3,25,18,1,1,0,0,575,1,6,16:30:00
ENG-Premier League,1920,Liverpool,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Home,W,2,1,Tottenham,689,636,53,13,0,8,34,22,8,1,3,2,561,0,15,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-02 Aston Villa-Liverpool,2019-11-02,Matchweek 11,Sat,Away,W,2,1,Aston Villa,707,645,60,14,2,5,39,31,10,4,3,0,573,2,15,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Manchester City,463,416,44,9,0,11,17,19,4,2,1,0,353,3,7,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-23 Crystal Palace-Liverpool,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,566,509,57,11,3,7,25,27,8,4,3,0,449,0,3,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-30 Liverpool-Brighton,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Brighton,520,474,45,16,1,13,12,16,4,1,2,0,413,1,5,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Home,W,5,2,Everton,548,487,58,20,5,6,12,23,5,4,1,0,433,3,5,20:15:00
ENG-Premier League,1920,Liverpool,2019-12-07 Bournemouth-Liverpool,2019-12-07,Matchweek 16,Sat,Away,W,3,0,Bournemouth,905,860,44,10,4,10,24,26,3,1,1,0,787,1,5,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Watford,713,654,54,10,4,6,22,30,6,3,2,0,571,5,13,12:30:00
ENG-Premier League,1920,Liverpool,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Away,W,4,0,Leicester City,655,605,47,10,2,13,33,25,8,2,5,0,540,3,11,20:00:00
ENG-Premier League,1920,Liverpool,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Home,W,1,0,Wolves,658,606,50,8,0,6,18,26,5,1,3,0,554,2,8,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,1019,978,40,11,2,9,24,17,8,1,3,0,902,1,6,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Away,W,1,0,Tottenham,832,791,39,6,3,5,18,21,3,0,2,0,710,2,11,17:30:00
ENG-Premier League,1920,Liverpool,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,566,509,55,13,2,3,28,22,11,2,5,0,431,2,7,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-23 Wolves-Liverpool,2020-01-23,Matchweek 24,Thu,Away,W,2,1,Wolves,628,596,32,7,1,9,12,14,4,1,3,0,522,0,5,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Away,W,2,0,West Ham,873,836,37,5,1,4,20,18,7,1,4,0,762,0,9,19:45:00
ENG-Premier League,1920,Liverpool,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Home,W,4,0,Southampton,581,511,68,19,1,6,15,29,6,3,1,0,433,2,14,15:00:00
ENG-Premier League,1920,Liverpool,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Away,W,1,0,Norwich City,685,638,47,6,1,10,30,28,7,2,2,0,556,0,6,17:30:00
ENG-Premier League,1920,Liverpool,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Home,W,3,2,West Ham,692,639,51,11,0,4,38,19,16,5,6,0,565,2,5,20:00:00
ENG-Premier League,1920,Liverpool,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Away,L,0,3,Watford,782,735,46,8,1,2,26,21,5,2,2,0,641,1,6,17:30:00
ENG-Premier League,1920,Liverpool,2020-03-07 Liverpool-Bournemouth,2020-03-07,Matchweek 29,Sat,Home,W,2,1,Bournemouth,789,730,58,17,5,4,30,26,9,3,4,0,653,1,16,12:30:00
ENG-Premier League,1920,Liverpool,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Away,D,0,0,Everton,643,588,54,14,0,10,19,27,6,1,5,0,534,1,10,19:00:00
ENG-Premier League,1920,Liverpool,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Home,W,4,0,Crystal Palace,928,895,33,4,3,9,20,18,6,2,3,0,815,0,9,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-02 Manchester City-Liverpool,2020-07-02,Matchweek 32,Thu,Away,L,0,4,Manchester City,596,553,41,10,1,10,21,18,3,2,1,0,498,2,5,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-05 Liverpool-Aston Villa,2020-07-05,Matchweek 33,Sun,Home,W,2,0,Aston Villa,722,677,44,13,1,12,25,19,7,1,5,0,592,1,12,16:30:00
ENG-Premier League,1920,Liverpool,2020-07-08 Brighton-Liverpool,2020-07-08,Matchweek 34,Wed,Away,W,3,1,Brighton,538,481,57,12,3,13,32,25,10,4,3,0,427,0,10,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-11 Liverpool-Burnley,2020-07-11,Matchweek 35,Sat,Home,D,1,1,Burnley,729,672,55,6,1,9,29,32,11,1,8,0,604,2,3,15:00:00
ENG-Premier League,1920,Liverpool,2020-07-15 Arsenal-Liverpool,2020-07-15,Matchweek 36,Wed,Away,L,1,2,Arsenal,685,618,63,19,0,11,34,25,13,1,7,0,564,4,10,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-22 Liverpool-Chelsea,2020-07-22,Matchweek 37,Wed,Home,W,5,3,Chelsea,621,568,53,13,1,6,12,21,6,0,4,0,497,0,11,20:15:00
ENG-Premier League,1920,Liverpool,2020-07-26 Newcastle Utd-Liverpool,2020-07-26,Matchweek 38,Sun,Away,W,3,1,Newcastle Utd,844,791,52,14,4,3,17,30,4,0,3,0,742,1,10,16:00:00
ENG-Premier League,1920,Manchester City,2019-08-10 West Ham-Manchester City,2019-08-10,Matchweek 1,Sat,Away,W,5,0,West Ham,578,546,28,7,10,1,6,14,1,0,0,0,494,4,6,12:30:00
ENG-Premier League,1920,Manchester City,2019-08-17 Manchester City-Tottenham,2019-08-17,Matchweek 2,Sat,Home,D,2,2,Tottenham,661,622,36,5,4,10,31,12,13,2,1,2,574,3,14,17:30:00
ENG-Premier League,1920,Manchester City,2019-08-25 Bournemouth-Manchester City,2019-08-25,Matchweek 3,Sun,Away,W,3,1,Bournemouth,773,729,40,9,4,8,10,21,5,1,1,0,682,4,7,14:00:00
ENG-Premier League,1920,Manchester City,2019-08-31 Manchester City-Brighton,2019-08-31,Matchweek 4,Sat,Home,W,4,0,Brighton,631,601,29,8,3,6,13,10,8,3,0,0,554,1,6,15:00:00
ENG-Premier League,1920,Manchester City,2019-09-14 Norwich City-Manchester City,2019-09-14,Matchweek 5,Sat,Away,L,2,3,Norwich City,736,689,47,9,0,6,46,16,16,5,7,0,621,0,10,17:30:00
